科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"184,396,977.28","192,182,468.92","226,424,888.63","261,868,850.69","309,685,406.84","332,695,758.27","389,880,091.36","420,809,257.76","456,847,910.60","390,056,685.44","420,395,892.68","418,122,635.61","437,567,862.11","320,055,618.99","366,800,125.21","445,892,088.25","462,617,097.08","469,680,326.02","740,103,913.74","572,782,780.07","465,077,704.28","524,710,967.43","558,385,977.79","660,886,217.55","787,244,747.68","558,576,607.38","599,582,119.28","762,976,397.63","816,865,929.31","1,008,469,431.33","854,351,855.23","856,796,428.57","1,047,386,154.42","1,560,150,074.65","1,154,367,149.66","1,469,562,267.55","1,005,222,582.94","1,066,340,489.03","1,142,757,000.99","1,171,716,065.13","1,428,662,254.25","1,738,843,251.95","1,126,510,243.82","1,438,805,093.17","1,435,535,936.74","1,319,500,363.33"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,"15,063,599.78","22,026,369.50","26,782,002.20","31,049,744.35","18,900,520.00","16,776,551.24","14,875,296.53","12,224,826.78","14,708,528.38","15,770,621.14","17,290,155.75","21,856,327.41","22,095,910.00","17,641,395.00","13,071,615.00","11,565,600.00","12,120,665.00","11,241,460.00","9,363,840.00","8,784,162.00","9,167,168.00","8,687,114.00","8,092,262.00","8,910,166.00","8,721,426.00","6,905,888.00","7,794,732.00","6,352,540.00","5,972,580.00","6,215,460.00","6,593,940.00","9,469,240.00","8,271,050.00","106,012,872.62","107,437,620.03","38,730,787.55","34,015,131.39","33,139,165.90","38,129,615.89","36,482,191.71","48,225,114.69","54,481,815.69","60,541,576.43","70,306,658.76","63,640,043.96","52,743,277.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,016,782.35","794,930.00",,"50,000.00","100,000.00","301,970.30","145,879.00","1,980,644.80","1,358,813.00","633,789.00",,"800,000.00","1,353,943.06","2,570,405.60","3,821,721.40","1,115,743.41","1,820,327.88","24,318,799.93","17,645,007.01","3,550,951.86","3,664,487.35","4,834,298.38","10,585,734.70","60,747,203.45","22,498,516.32","19,792,099.87","26,039,450.15","25,324,296.18","45,310,567.44","60,231,559.34","19,842,332.00","32,159,805.67","22,507,468.25","10,265,590.00","15,633,355.20","22,789,385.78","20,588,703.78","17,367,060.24","29,150,562.78","18,243,828.59","9,098,514.76","15,205,041.65","3,628,596.35","20,082,876.89","18,706,060.96","43,743,438.37"
应付票据,,"450,000.00","450,000.00","675,000.00","675,000.00","955,000.00","1,680,000.00","985,000.00","260,000.00",,,,,,,,,,,,,,,,,,,"2,434,221.41","2,367,221.76","2,452,374.23",,,,,,,,,,,,,,,,
应收账款,"25,704,256.73","34,944,564.06","31,934,495.02","41,512,361.37","35,464,147.01","55,025,714.96","81,127,967.06","68,387,207.92","80,056,875.24","86,209,147.34","106,642,526.12","115,548,803.56","118,271,306.09","127,357,800.56","127,590,146.22","138,822,721.00","154,372,188.19","182,710,885.05","190,397,960.16","210,040,251.64","220,687,100.75","203,300,117.25","238,488,636.69","274,844,247.92","331,191,961.25","356,205,817.31","393,350,682.20","447,645,282.85","466,705,417.52","510,707,579.12","573,339,165.25","607,680,396.62","627,873,770.09","640,353,812.36","665,764,922.85","682,926,941.91","721,137,768.48","674,617,750.71","657,213,699.94","643,723,856.12","623,927,162.43","566,613,946.87","564,824,593.44","591,472,969.23","606,269,467.42","646,682,761.98"
应付账款,"7,886,314.62","11,698,994.71","6,784,594.09","13,887,588.64","14,307,266.72","13,615,053.42","14,726,757.18","10,575,105.23","13,375,199.85","12,154,582.68","11,951,717.85","11,760,164.38","6,186,590.03","5,828,850.53","5,838,871.24","8,051,219.21","10,436,786.02","10,798,534.24","10,343,292.37","9,600,352.87","9,791,237.08","11,951,713.94","14,056,813.16","27,055,686.04","26,542,671.86","22,629,489.20","18,687,344.98","34,027,833.99","29,452,271.05","21,448,367.87","29,412,492.32","42,669,392.70","34,138,143.07","41,282,279.19","39,861,238.97","39,827,239.21","48,256,316.73","47,724,764.64","40,862,257.49","30,914,348.70","42,154,401.14","40,084,136.66","49,987,672.52","111,501,037.99","102,823,416.67","79,860,015.72"
预付款项,"122,166,426.54","129,369,783.17","122,191,596.48","105,334,593.64","111,375,982.16","118,149,931.08","106,409,497.29","108,014,383.60","112,495,089.66","154,111,878.50","169,030,195.86","118,645,723.25","128,830,683.92","161,308,569.59","166,053,733.10","58,674,907.73","99,044,306.46","86,704,768.59","115,403,105.99","105,861,826.05","185,670,003.98","233,839,283.80","230,131,670.38","168,936,678.80","214,800,321.41","194,244,419.31","218,994,673.17","82,834,873.00","110,508,361.01","135,730,607.53","117,697,430.55","73,497,993.89","137,389,628.21","174,192,287.06","162,400,696.32","51,798,120.42","74,752,399.39","87,920,097.52","89,126,501.23","68,469,876.48","96,642,328.15","97,702,371.59","107,699,264.24","65,255,762.22","90,356,402.95","128,685,214.85"
预收款项,"4,022,929.71","8,320,010.98","3,674,786.20","3,023,615.81","1,712,457.51","3,182,556.15","3,357,535.59","1,584,253.43","3,153,572.90","1,389,821.19","2,034,148.43","547,916.67","4,642,036.51","2,970,888.44","5,492,956.46","2,383,127.87","4,058,816.07","5,214,846.14","9,188,827.65","6,065,275.87","7,231,530.88","8,811,774.26","12,257,711.06","2,607,424.07","3,425,804.88","4,882,357.72","4,173,160.93","2,678,680.64","3,340,472.81","5,812,695.83","7,262,960.70","4,306,616.08","8,209,401.40","8,063,810.54","5,371,509.68","6,808,768.62","6,944,667.70","5,984,833.15","6,636,567.79","8,335,320.52","7,769,903.84","6,989,123.37","14,115,313.28","10,284,689.46","14,182,895.32","11,832,323.37"
