科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,,"5,000,000.00","5,000,000.00",,,,,"54,618,836.01","54,618,836.01","336,119,175.90","9,412,599.61","70,467,298.27","145,371,552.30","356,095,264.08","59,056,803.59"
支付的各项税费,"22,005,339.98","20,360,858.89","33,993,365.20","14,937,016.96","25,685,894.42","28,235,665.92","4,295,030.46","19,068,404.62","28,886,249.21","36,796,889.85","5,250,364.38","16,777,273.92","40,129,966.04","40,968,944.71","11,036,853.90"
收到其他与筹资活动有关的现金,,,"6,042,830.46","5,629,947.68",,"6,301,316.93",,"8,011,774.66","8,011,774.66","10,011,774.66","40,636,610.51","40,636,610.51","40,636,610.51","40,690,227.04","38,368,549.56"
支付其他与经营活动有关的现金,"10,094,827.75","14,095,063.44","14,519,292.28","6,263,232.85","16,519,675.23","15,190,588.08","7,135,218.21","12,513,212.67","21,230,178.11","45,915,784.84","8,892,997.32","16,947,072.35","32,978,274.34","59,415,360.07","12,774,798.79"
筹资活动现金流入小计,,"5,000,000.00","11,042,830.46","5,629,947.68","215,805,000.00","247,006,316.93",,"90,362,706.67","90,362,706.67","373,863,046.56","50,049,210.12","111,103,908.78","186,008,162.81","396,785,491.12","97,425,353.15"
经营活动现金流出小计,"173,330,201.39","190,357,869.50","208,685,697.09","99,072,386.93","174,724,136.27","246,648,769.77","89,798,271.17","242,778,015.84","347,125,675.32","497,534,570.37","173,181,787.30","406,275,058.70","593,404,451.86","822,465,040.04","165,195,263.34"
偿还债务支付的现金,"1,757,574.00",,"10,000,000.00",,,,,"54,618,836.01","54,618,836.01","54,618,836.01","88,572,826.25","112,572,826.25","143,100,175.58","342,555,038.55","57,279,082.14"
经营活动产生的现金流量净额,"13,831,707.99","38,146,909.04","27,597,481.83","-7,549,790.85","-36,188,164.61","-3,335,710.11","-40,215,502.42","14,474,820.83","108,591,935.27","49,532,142.55","-51,830,360.59","-193,694,878.65","-124,936,068.27","-106,315,045.38","61,055,573.29"
分配股利、利润或偿还利息支付的现金,"15,022,349.04","52,500.00","15,030,842.02",,,,,"14,539,412.96","14,539,412.96","15,181,478.85","2,740,727.60","20,163,770.51","23,693,024.56","27,469,724.17","3,575,774.50"
收回投资收到的现金,,,,,,,,,,"90,000,000.00",,"90,000,000.00","160,000,000.00","160,000,000.00",
支付其他与筹资活动有关的现金,"4,805,909.49","2,782,504.74","6,867,354.65","9,146,259.90","566,037.72","39,383,145.22",,"24,209,473.82","44,028,897.32","40,690,227.04","64,028,858.33","43,720,042.94","51,431,396.73","38,623,909.56","31,470,692.90"
取得投资收益收到的现金,,,,,,,,,,"2,590,669.42",,"912,082.19","1,589,835.63","1,499,844.91",
筹资活动现金流出小计,"21,585,832.53","2,835,004.74","31,898,196.67","9,146,259.90","566,037.72","39,383,145.22",,"93,367,722.79","113,187,146.29","110,490,541.90","155,342,412.18","176,456,639.70","218,224,596.87","408,648,672.28","92,325,549.54"
处置固定资产、无形资产和其他长期资产收回的现金净额,"19,500.00","95,949.00",100.00,,"33,000.00","100,000.00",,,,,,"198,000.00","210,000.00","251,800.00","24,000.00"
筹资活动产生的现金流量净额,"-21,585,832.53","2,164,995.26","-20,855,366.21","-3,516,312.22","215,238,962.28","207,623,171.71",,"-3,005,016.12","-22,824,439.62","263,372,504.66","-105,293,202.06","-65,352,730.92","-32,216,434.06","-11,863,181.16","5,099,803.61"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,489.38",-667.22,"97,673.79","-31,132.63","22,434.12","-31,139.61",-6.98,-6.98,"1,856.27","-50,571.67",,"252,407.51","-246,337.63","-662,289.07","60,498.38"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"19,500.00","95,949.00",100.00,,"33,000.00","100,000.00",,,,"92,590,669.42",,"91,110,082.19","161,799,835.63","161,751,644.91","24,000.00"
五、现金及现金等价物净增加额,"-11,795,974.16","34,105,118.91","-1,589,955.54","-11,755,319.06","177,761,633.75","112,062,290.04","-41,648,494.70","7,751,670.77","81,794,632.65","399,061,320.10","-268,104,096.85","-472,735,052.11","-413,370,741.95","-408,873,535.06","60,033,881.48"
购建固定资产、无形资产和其他长期资产支付的现金,"4,059,860.24","6,302,067.17","8,429,844.95","658,083.36","1,344,598.04","2,294,031.95","1,432,985.30","3,718,126.96","3,974,719.27","6,383,424.86","90,980,534.20","131,185,361.94","243,907,167.32","277,920,094.06","6,205,993.80"
期初现金及现金等价物余额,"42,893,883.52","31,097,909.36","65,203,028.27","63,613,072.73","69,931,564.50","63,613,072.73","183,687,130.45","175,675,362.77","175,675,362.77","175,675,362.77","574,736,682.87","574,736,682.87","574,736,682.87","574,736,682.87","165,863,147.81"
投资支付的现金,,,,,,"90,000,000.00",,,,,,"173,864,570.30","173,864,570.30","173,864,570.30",
期末现金及现金等价物余额,"31,097,909.36","65,203,028.27","63,613,072.73","51,857,753.67","247,693,198.25","175,675,362.77","142,038,635.75","183,427,033.54","257,469,995.42","574,736,682.87","306,632,586.02","102,001,630.76","161,365,940.92","165,863,147.81","225,897,029.29"
