科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"158,102,466.07","215,649,575.79","223,618,499.12","88,146,592.46","128,638,956.52","232,836,153.71","44,038,253.48","236,806,513.52","430,352,349.23","518,038,744.53","116,180,157.76","195,604,418.58","432,611,536.17","671,066,526.60","222,215,699.93"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"5,043,263.45","7,256,227.77","10,112,232.17","3,148,980.67","7,199,581.33","8,101,065.36","3,196,214.30","10,016,225.41","14,434,096.04","17,159,678.97","3,701,997.55","8,339,855.75","17,706,662.65","21,627,810.77","322,575.92"
支付其他与投资活动有关的现金,,,,,,,,,,,"20,000,000.00",,,,
收到其他与经营活动有关的现金,"24,016,179.86","5,598,974.98","2,552,447.63","227,022.95","2,697,433.81","2,375,840.59","2,348,300.97","10,430,097.74","10,931,165.32","11,868,289.42","1,469,271.40","8,635,905.72","18,150,184.77","23,455,657.29","3,712,560.78"
投资活动现金流出小计,"4,059,860.24","6,302,067.17","8,429,844.95","658,083.36","1,344,598.04","92,294,031.95","1,432,985.30","3,718,126.96","3,974,719.27","6,383,424.86","110,980,534.20","305,049,932.24","417,771,737.62","451,784,664.36","6,205,993.80"
经营活动现金流入小计,"187,161,909.38","228,504,778.54","236,283,178.92","91,522,596.08","138,535,971.66","243,313,059.66","49,582,768.75","257,252,836.67","455,717,610.59","547,066,712.92","121,351,426.71","212,580,180.05","468,468,383.59","716,149,994.66","226,250,836.63"
投资活动产生的现金流量净额,"-4,040,360.24","-6,206,118.17","-8,429,744.95","-658,083.36","-1,311,598.04","-92,194,031.95","-1,432,985.30","-3,718,126.96","-3,974,719.27","86,207,244.56","-110,980,534.20","-213,939,850.05","-255,971,901.99","-290,033,019.45","-6,181,993.80"
购买商品、接受劳务支付的现金,"106,866,587.17","113,591,448.49","111,524,759.53","51,652,548.22","94,591,603.56","147,454,894.94","57,287,184.17","159,430,753.20","218,966,120.14","315,900,400.75","127,287,283.40","311,968,557.77","422,767,030.71","587,473,034.36","106,505,320.30"
吸收投资收到的现金,,,,,"215,805,000.00","240,705,000.00",,"27,732,096.00","27,732,096.00","27,732,096.00",,,,,
支付给职工以及为职工支付的现金,"34,363,446.49","42,310,498.68","48,648,280.08","26,219,588.90","37,926,963.06","55,767,620.83","21,080,838.33","51,765,645.35","78,043,127.86","98,921,494.93","31,751,142.20","60,582,154.66","97,529,180.77","134,607,700.90","34,878,290.35"
