科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"337,501,726.28","1,085,952,279.33","1,016,721,953.09","1,025,341,495.32","1,668,444,046.42","2,328,536,095.38","538,863,531.74","1,247,757,050.01","1,700,709,160.42","1,938,647,287.48","235,270,116.93","612,629,771.45","1,130,401,834.73","1,226,008,549.66","255,472,025.86","517,400,140.15","798,529,760.74","1,122,921,746.80","316,079,720.23","682,756,136.58","864,915,045.96","1,643,895,448.79","225,699,612.69","726,160,108.38","1,052,223,632.45","1,824,241,468.71","357,338,108.68","818,143,625.23","1,121,229,467.75","1,602,802,843.42","191,705,081.93","732,776,256.80","966,327,196.60","1,530,021,008.91","191,609,492.56","380,504,030.67"
二、营业利润,"9,533,895.78","75,075,320.13","117,073,890.89","85,500,504.02","175,671,235.27","279,500,504.97","76,089,648.86","158,461,098.92","114,820,836.07","16,411,804.44","15,761,784.80","-201,987,022.58","-165,471,437.79","-374,105,979.00","10,069,265.12","27,888,512.77","25,218,552.69","30,182,629.27","-19,228,301.93","-21,768,901.29","-48,419,413.06","33,034,579.95","-35,262,116.02","300,892.32","26,194,937.83","98,630,783.46","30,655,576.16","72,200,800.43","85,242,021.47","82,959,371.17","-25,056,689.79","7,874,561.25","10,076,710.85","3,701,383.21","-43,889,862.79","-195,819,881.64"
减:营业成本,"297,301,816.84","903,162,950.39","788,889,256.87","799,776,441.25","1,302,287,999.29","1,824,297,240.27","442,496,463.69","1,043,981,776.76","1,405,136,108.27","1,643,606,586.92","212,473,835.07","593,702,873.20","1,037,930,477.60","1,115,919,120.66","219,668,534.52","440,335,693.01","667,910,114.27","938,044,851.09","261,837,379.47","571,664,483.20","706,458,284.16","1,358,230,219.71","187,074,606.71","582,926,488.80","828,646,746.38","1,415,629,105.77","304,469,504.97","625,601,591.41","870,250,868.76","1,253,504,316.22","174,531,374.97","642,936,328.29","833,708,171.52","1,346,381,241.21","182,882,429.44","359,802,000.38"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"67,552.40","78,440.84",,,"12,367.75","30,331.17","11,407.42","11,407.71","91,037.31","4,834,395.60","3,080,676.84","3,136,372.52","3,081,153.66","3,393,837.12","21,921.47","558,706.79","1,545,346.94","1,599,510.09","91,309.55","126,933.80","156,957.48","478,959.43","8,075.04","1,794,423.24","4,754,618.02","11,256,284.84","2,054,515.83","4,412,608.39","4,417,721.05","14,725,022.76","1,987,476.04","7,455,245.83","7,571,262.27","15,971,919.55","96,123.73","2,666,547.73"
营业外收入,"1,526,064.56","2,430,062.32","3,353,167.38","1,608,800.00","3,364,300.00","12,738,400.00",,"420,734.18","6,474,501.68","22,259,757.19","624,248.85","8,548,083.94","17,951,851.98","27,971,027.74","631,288.05","2,737,965.70","8,019,141.78","19,347,742.87","2,130,258.81","3,335,333.77","5,692,777.79","8,953,485.32","1,616,738.01","4,022,621.15","6,196,853.26","12,990,759.44","1,746,302.17","3,630,849.97","6,298,011.00","9,330,064.81","2,089,141.39","4,301,177.30","6,162,608.11","3,077,086.37","4,171,210.34","1,409,543.09"
销售费用,"3,870,344.23","5,538,927.83","17,918,264.37","24,800,531.14","33,454,479.92","66,106,168.12","16,125,627.50","37,511,381.51","64,949,317.61","82,666,343.77","12,243,389.22","38,327,008.98","53,634,531.30","81,776,060.32","6,918,307.02","19,075,377.08","28,530,814.69","42,699,934.10","8,755,270.00","18,986,936.32","25,204,516.00","39,131,616.16","4,823,613.51","18,941,005.36","30,008,817.41","37,296,313.50","5,141,976.49","13,649,804.39","19,684,413.38","31,239,899.42","5,214,708.79","10,004,835.98","17,712,015.69","20,917,401.61","2,784,802.27","4,899,935.97"
减:营业外支出,"171,415.77","1,088,490.35","1,396,491.94","1,007,442.80","1,347,460.68","2,308,448.82","582,000.25","1,331,377.89","1,999,829.02","2,450,880.96","237,080.68","870,556.04","1,169,378.92","994,016.43","119,741.39","725,098.09","1,003,041.50","8,453,207.75","1,109,099.27","1,706,297.94","1,861,201.84","3,078,019.91","919,821.36","1,820,440.60","3,570,930.23","4,999,177.31","1,074,882.10","1,638,013.06","27,301,938.75","40,750,166.99","-19,690.30","262,883.43","1,382,977.53","1,398,877.10","165,626.97","642,992.42"
管理费用,"6,867,438.18","15,232,608.88","21,109,889.60","16,223,112.72","28,853,136.13","50,102,115.89","14,072,217.19","49,553,564.76","69,979,779.59","103,016,901.28","20,455,432.25","41,590,674.91","66,716,082.90","109,850,495.52","25,429,190.96","55,800,485.10","86,460,118.29","111,309,684.03","30,959,236.66","57,406,887.02","94,205,534.62","130,619,107.51","31,982,995.30","65,838,161.06","96,744,678.10","133,328,671.71","31,279,078.42","64,908,437.19","98,431,265.68","136,375,717.84","31,253,677.23","64,435,570.08","100,078,530.33","137,696,401.96","28,502,538.61","74,333,674.70"
其中:非流动资产处置净损失,,,"706,017.09","2,137.50",,"2,151.92",,797.50,797.50,797.50,,"26,829.14","30,756.07","30,756.07",,"4,741.01","5,061.01","3,148,836.88",,"2,369.87","2,369.87","3,297.39",,,"1,210,413.78","1,210,413.78","2,700.00","2,700.00","2,950.00","45,364.44",,,"10,427.35",,,
