科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"647,892,690.25","850,420,272.43","1,025,289,329.39","1,237,149,579.38","1,110,014,872.56","1,231,083,583.47","831,652,157.19","816,699,782.81","1,056,355,187.50","1,829,874,051.21","993,448,252.48","919,777,865.65","1,287,887,911.19","1,180,366,310.38","1,086,557,591.31","1,173,257,779.86","1,507,757,160.42","2,149,573,391.33","1,048,813,642.86","1,362,080,630.86","1,071,392,456.21","819,467,366.67","1,474,165,903.12","640,235,657.97","834,132,696.45","412,018,843.05","772,154,990.22","861,139,749.85","1,006,159,871.28","1,895,468,049.11","1,820,701,453.80","1,919,717,962.94","2,067,685,420.03","2,397,178,881.17","3,204,894,679.43","3,323,416,000.82","2,359,448,776.68","2,196,929,416.01","2,311,065,811.93","3,312,563,606.29","3,706,917,478.89","3,550,861,803.41","3,095,104,836.02","2,099,569,637.61","2,027,510,784.55"
短期借款,"1,483,750,000.00","1,663,750,000.00","2,413,750,000.00","2,004,600,000.00","2,031,100,000.00","2,466,550,000.00","2,894,550,000.00","2,919,550,000.00","3,171,450,000.00","3,319,650,000.00","3,865,150,000.00","3,750,340,000.00","3,947,000,000.00","3,698,000,000.00","3,978,000,000.00","3,588,000,000.00","4,340,126,000.00","4,390,126,000.00","3,975,000,000.00","5,028,000,000.00","5,117,000,000.00","4,865,050,000.00","5,421,650,000.00","5,511,000,000.00","5,801,000,000.00","5,990,000,000.00","5,978,000,000.00","6,200,000,000.00","6,354,790,000.00","6,156,790,000.00","6,422,000,000.00","5,747,000,000.00","6,280,000,000.00","7,033,150,000.00","7,791,150,000.00","6,972,150,000.00","7,613,200,000.00","9,348,000,000.00","9,799,000,000.00","11,646,560,000.00","10,666,120,000.00","11,173,820,000.00","10,969,820,000.00","8,599,736,695.41","8,542,781,595.41"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"77,708,704.19","249,249,774.61","215,304,790.50","392,786,647.41","663,851,657.96","442,634,609.01","445,108,226.64","659,270,386.47","547,114,920.19","440,044,465.21","608,043,171.54","247,879,114.43","607,447,265.04","796,131,193.42","977,298,275.52","745,806,998.21","893,842,888.42","567,345,414.72","988,000,419.61","209,361,323.47","181,354,377.60","289,168,067.08","144,276,101.44","202,224,377.87","179,054,546.26","137,855,701.67","84,761,782.71","137,182,497.35","54,703,281.97","57,396,927.16","133,333,170.76","126,336,038.23","149,516,296.43","132,136,125.98","86,911,201.02","112,491,948.83","53,253,097.88","45,698,497.62","20,074,354.74","333,491,038.44","374,804,475.59","396,999,890.76","249,174,074.92","317,188,887.96","325,921,954.43"
应付票据,"347,039,620.00","506,550,352.00","844,210,430.00","704,529,030.00","309,000,000.00","696,140,000.00","933,860,000.00","697,877,000.00","768,572,000.00","1,108,570,000.00","440,000,000.00","335,000,000.00","546,920,000.00","334,640,000.00","358,780,800.00","393,299,122.42","511,000,000.00","200,000,000.00","412,100,000.00","457,480,000.00","540,000,000.00","472,000,000.00","531,479,800.00","70,479,800.00","51,000,000.00","246,164,978.00","563,581,674.60","782,299,447.86","1,082,941,780.70","1,945,863,560.16","2,414,167,567.72","3,161,190,000.00","2,162,920,000.00","2,407,238,200.00","3,114,593,200.00","4,506,543,769.77","3,516,086,575.22","3,535,004,337.63","3,424,278,714.17","1,313,987,401.58","935,247,410.23","377,770,862.58","350,064,507.95","209,061,787.90","365,780,569.55"
应收账款,"458,437,123.79","458,621,008.21","449,875,307.95","359,006,076.78","369,497,961.18","429,463,322.52","456,729,342.08","395,207,595.93","431,787,129.79","410,795,263.74","421,390,258.41","353,530,198.62","462,106,501.78","385,259,762.98","169,975,057.62","102,623,851.09","161,784,560.57","101,893,782.90","186,800,940.00","142,931,731.53","219,132,798.02","268,967,396.45","332,615,171.68","124,567,524.32","293,007,139.84","296,684,539.20","316,051,834.43","211,404,216.51","368,953,482.47","335,952,554.41","477,136,731.45","821,755,023.96","978,645,960.77","920,495,473.65","946,777,332.17","589,810,319.94","755,761,064.32","759,262,651.06","697,717,928.13","794,278,986.55","893,275,075.11","863,283,488.92","750,201,858.40","497,871,029.86","717,110,882.08"
应付账款,"1,157,345,912.08","1,033,991,360.09","917,222,595.67","1,201,152,137.65","948,033,665.58","762,930,422.34","1,130,273,429.64","1,453,179,799.59","1,194,856,071.62","1,132,786,044.96","1,146,678,333.89","885,217,613.59","628,611,534.01","762,271,523.74","690,074,555.77","787,097,301.09","852,657,835.57","685,344,554.58","708,730,546.38","926,365,120.96","1,129,661,644.15","1,342,494,687.67","1,355,239,858.81","1,603,426,016.09","1,304,603,014.03","1,839,455,859.76","1,932,972,597.07","2,182,275,161.62","2,138,409,912.99","2,286,599,057.12","2,814,829,491.16","2,865,845,095.16","2,756,875,881.57","2,830,847,004.56","3,081,485,942.37","3,020,953,584.55","3,066,313,588.30","2,993,250,574.00","3,213,813,559.72","2,726,435,034.40","2,698,708,508.90","3,004,334,856.52","3,078,745,144.87","3,125,841,799.18","3,023,140,726.23"
预付款项,"50,726,417.10","185,563,182.34","460,024,429.97","282,858,111.18","361,143,380.63","287,355,202.94","288,062,967.00","81,774,138.32","98,832,677.62","103,369,350.43","197,438,715.82","157,872,836.31","153,469,449.72","244,313,158.99","423,375,491.40","276,388,306.07","269,144,049.35","271,852,313.49","353,409,078.18","254,460,480.16","314,352,627.31","206,261,067.18","271,832,013.10","149,413,836.91","205,666,707.22","338,638,043.05","295,704,429.74","251,466,972.70","254,767,176.09","118,402,196.98","289,593,138.05","183,943,521.33","175,421,783.91","232,012,315.45","249,436,173.01","178,799,892.94","314,745,680.41","309,080,254.58","364,812,132.49","406,444,943.84","416,832,367.80","448,157,609.50","517,563,484.02","634,191,218.11","523,000,277.20"
预收款项,"378,636,899.02","431,255,935.84","152,318,078.37","134,461,186.39","182,184,644.33","268,251,200.00","116,220,898.04","232,314,067.34","224,045,579.27","236,162,291.13","234,338,515.30","195,941,783.58","290,485,116.48","236,284,408.21","278,734,222.68","245,090,484.58","347,644,367.28","338,936,070.05","376,286,384.60","240,605,677.23","220,826,623.90","194,308,238.10","218,753,752.09","187,294,106.71","189,168,486.37","156,610,142.26","181,749,982.81","148,671,313.37","171,488,235.66","117,831,505.62","123,339,727.67","309,383,288.23","477,219,193.41","635,745,225.55","487,847,437.00","464,968,006.54","615,469,364.03","645,462,266.97","709,267,826.31","289,665,240.19","379,102,517.43","600,392,544.42","659,098,549.70","674,215,676.18","418,015,658.61"
