科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"67,412,274.22","90,076,525.06","88,892,838.64","81,586,349.68","153,298,056.39","271,904,393.61","164,741,742.58","157,135,035.46","177,791,509.43","555,765,122.92","240,097,837.97","171,487,607.98","192,703,575.47","218,658,026.97","381,176,612.10","428,956,077.79"
短期借款,"407,000,000.00","410,500,000.00","540,287,512.72","602,287,512.72","494,287,512.72","544,787,512.72","540,000,000.00","640,000,000.00","625,397,370.43","775,176,164.89","710,476,164.89","699,000,000.00","780,000,000.00","695,000,000.00","731,325,908.36","682,777,609.84"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,
应付票据,,"628,326.00","1,526,098.92","5,000,000.00",,,,,,,,,,,,
应收账款,"16,509,479.92","24,394,971.29","17,101,653.45","24,685,612.62","19,516,263.88","23,863,398.18","12,417,831.61","23,280,938.43","8,997,920.21","9,982,365.47","17,267,935.96","16,045,785.68","15,071,862.46","17,370,899.05","15,510,003.36","20,806,260.63"
应付账款,"57,012,172.63","65,631,437.73","62,768,730.82","47,308,712.71","69,822,879.13","60,332,818.05","67,486,410.36","90,307,903.78","116,206,369.98","134,184,625.97","182,829,549.78","154,811,946.83","176,505,553.61",,"151,280,044.82",
预付款项,"4,625,495.55","5,479,150.66","4,519,435.78","7,330,086.18","11,874,765.51","9,257,223.86","13,229,036.33","11,214,289.56","11,997,627.56","17,854,677.00","14,873,822.36","16,617,529.63","29,917,623.39","33,934,320.45","19,878,297.80","14,612,251.95"
预收款项,"3,769,407.87","2,289,516.54","7,337,884.90","2,571,822.38","1,751,152.89","3,218,425.07","11,521,574.71","2,227,539.55","14,331,090.52","23,765,784.40","13,688,760.93","10,791,528.56","5,290,107.73","5,906,307.89","8,133,976.54","7,529,092.86"
其他应收款,"18,650,408.90","25,131,506.68","25,849,588.12","30,890,906.22","263,556,430.03","103,967,941.44","14,599,613.49","13,287,950.02","17,037,271.29","25,571,247.78","14,458,950.14","15,468,610.94","63,672,587.97","41,823,513.87","34,106,424.25","31,792,406.67"
应付职工薪酬,"19,677,045.12","28,108,929.51","35,637,694.24","32,322,046.39","25,151,847.94","28,397,826.54","28,267,638.22","23,106,757.40","25,709,779.71","26,705,920.20","35,958,293.10","30,488,350.58","28,467,144.98","33,536,743.35","37,018,114.62","39,185,747.90"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"5,140,862.88","3,990,698.65","8,203,367.30","2,058,088.68","1,737,786.97","2,404,348.60","2,146,638.36","2,142,164.84","887,339.53","1,875,273.72","5,942,808.26","5,961,580.88","25,921,453.04","20,727,125.12","9,534,019.00","2,197,845.12"
应收利息,,,,,,,,,,,"8,657.53",,,,,"2,832,112.99"
应付利息,"1,553,673.93","1,520,995.69","1,490,601.95","1,368,942.35","963,641.35","1,060,538.71","985,572.88","1,034,730.57","1,038,038.99","1,487,160.66","2,334,185.56","2,105,485.01","1,550,996.48",,"1,897,010.66","2,100,412.84"
应收股利,,,,,,,,,,,,,,,,
应付股利,"25,286,280.00","4,055,000.00","3,875,000.00","3,875,000.00","33,875,000.00","5,765,000.00","5,765,000.00","5,765,000.00","22,022,187.65","21,820,887.65","7,576,700.00","7,576,700.00","24,594,732.56",,"7,576,700.00","7,576,700.00"
存货,"98,092,111.27","108,127,726.11","168,462,898.38","159,177,480.74","171,802,503.62","185,998,106.57","121,220,765.11","132,746,200.78","151,907,128.82","201,737,741.60","296,682,363.65","315,952,929.29","292,818,044.84","292,696,264.22","289,561,775.84","264,552,871.60"
其他应付款,"93,243,740.23","76,851,042.88","108,432,068.23","80,162,586.87","124,590,175.88","143,242,611.10","126,709,905.58","142,605,845.46","431,823,124.08","525,517,031.97","544,084,240.12","323,061,918.71","287,027,601.83","219,409,317.20","232,934,287.23","180,756,822.58"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"83,291,437.18","107,741,786.27","123,170,142.00","88,993,776.36","83,624,767.90","116,168,540.70","151,503,274.24","146,538,365.65","205,044,179.55","141,079,224.64","76,832,544.52","118,071,266.02","155,979,270.17","136,571,870.17","222,980,475.64","241,256,000.00"
其他流动资产,"4,543,544.76","2,477,608.42","3,074,027.16","3,478,964.26","2,403,668.33","2,831,125.18","80,161,031.21","5,364,005.95","5,020,276.79","4,575,927.80","5,208,419.24","3,788,276.95","3,090,904.63","7,922,672.66","65,659,922.31","26,012,756.70"
其他流动负债,,"603,338.97",,,,,,,,,,,,,,
