科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"63,842,268.51","362,579,309.60","359,580,560.69","308,267,429.97","245,618,627.14","218,688,816.76","188,291,074.36","243,357,225.86","270,776,058.05","116,091,148.03","219,319,782.88","135,618,615.71","166,885,496.69","176,869,801.21","93,352,513.87","197,996,548.60","56,221,230.16","499,476,106.57","311,944,927.69","443,732,762.71","445,460,377.64","486,459,866.14","429,402,084.39","378,236,190.86","332,340,001.33","256,527,985.20","272,675,254.07","407,581,095.43","379,608,410.42","356,554,099.51","259,120,788.78","385,674,798.18","390,137,939.45","290,615,438.88","357,945,201.41","485,841,377.81","511,334,248.57","446,337,014.48","371,731,098.03","413,519,119.91","464,261,099.79","440,716,661.83","454,729,123.47","1,223,049,696.00","1,171,637,823.60","1,075,434,688.08","1,052,213,981.56","1,006,840,629.41","919,680,856.69"
短期借款,"119,000,000.00","154,000,000.00","206,000,000.00","145,000,000.00","198,500,000.00","199,000,000.00","248,500,000.00","169,500,000.00","198,500,000.00","218,500,000.00","277,250,000.00","223,500,000.00","333,500,000.00","312,000,000.00","314,000,000.00","294,000,000.00","244,000,000.00","199,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"38,209,475.30","55,851,618.38","55,664,162.73","28,850,000.00","53,375,310.68","30,451,517.12","63,102,043.28","74,283,381.62","44,782,358.89","26,644,350.28","72,523,674.53","98,717,061.62","85,886,906.82","87,310,535.37","87,751,774.27","69,379,000.76","94,399,319.20","85,190,748.33","158,074,697.55","149,477,538.09","139,339,236.26","142,906,297.52","198,797,282.28","152,520,767.48","126,450,816.22","144,004,406.60","164,401,137.70","203,622,430.09","157,737,002.76","146,764,205.06","148,687,522.62","128,127,303.43","94,778,563.67","100,507,190.41","100,641,250.26","138,789,354.19","105,031,058.39","51,880,526.88","151,219,756.72","242,171,091.03","105,678,708.17","87,537,468.56","77,918,545.64","151,025,061.70","147,829,849.25","112,998,234.77","115,401,008.14","139,075,216.53","104,540,274.26"
应付票据,,"72,900,000.00","60,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,100,000.00","120,100,000.00","70,000,000.00","80,000,000.00","80,000,000.00",,"50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"21,363,930.48","22,730,608.17","34,246,216.70","20,729,420.06","33,314,221.91","29,248,958.39","38,533,199.38","20,578,013.71","35,025,486.78","26,978,736.70","32,352,826.31","78,879,914.46","91,479,390.77","60,658,583.22","84,915,951.64","57,790,683.50","28,034,703.78","62,565,397.98","47,047,096.20","40,076,763.56","43,143,265.90","39,511,843.56","33,199,640.46","30,654,565.01","38,093,156.88","40,361,417.84","29,148,771.52","19,991,378.58","30,779,574.78","29,808,604.07","27,164,382.77","25,860,788.75","26,777,425.19","22,676,858.87","24,722,630.16","17,869,908.74","26,661,047.50","27,714,672.28","19,634,171.67","21,904,479.14","24,091,014.74","23,662,090.30","17,089,339.58","16,718,730.57","26,225,624.81","18,037,134.42","22,730,044.46","17,981,309.09","20,224,691.13"
应付账款,"8,452,491.92","17,572,013.64","7,230,156.09","24,219,513.18","27,334,828.71","31,341,261.61","28,774,795.81","22,400,711.84","19,479,515.30","50,989,218.59","55,922,377.28","62,844,403.59","84,330,137.68","87,989,023.47","78,265,884.71","46,838,708.83","109,418,116.55","69,948,131.50","65,296,287.62","23,375,153.91","30,659,132.70","32,410,771.57","58,581,660.28","42,094,726.54","42,654,110.16","40,048,580.40","37,919,671.37","38,886,132.76","29,484,152.64","58,837,214.09","82,551,124.82","25,733,241.48","28,095,925.45","69,451,443.43","33,453,687.64","36,199,355.69","24,740,273.80","32,532,981.97","21,184,624.53","37,743,018.65","29,290,450.93","34,373,194.12","24,141,453.12","43,808,641.38","47,267,981.85","36,894,624.80",,"33,993,305.05",
预付款项,"13,326,549.30","5,357,922.83","59,918,149.86","65,949,189.15","88,957,550.30","113,680,455.33","108,228,301.74","24,299,044.07","11,646,119.13","23,389,039.95","9,248,444.74","17,095,815.65","54,394,480.44","15,193,843.60","28,329,197.53","4,078,960.12","16,865,588.14","11,796,616.98","43,779,363.86","83,951,041.26","76,790,472.52","118,994,708.39","120,752,570.78","96,024,205.08","110,523,226.72","104,688,654.92","86,591,447.86","12,856,648.25","11,510,898.41","25,615,774.75","26,956,386.85","13,265,170.91","133,550,554.54","160,330,638.05","87,504,862.54","32,100,255.82","78,606,677.17","73,497,540.92","92,809,235.13","36,837,694.02","3,263,686.92","55,512,531.80","101,139,117.08","35,918,279.06","47,283,663.38","50,324,336.68","35,855,964.94","36,939,806.29","41,255,200.84"
预收款项,"3,972,255.76","4,472,611.29","3,645,494.66","3,249,678.39","4,470,108.09","6,381,565.13","5,537,109.89","7,222,682.85","4,815,994.43","5,050,363.64","11,002,484.60","7,602,926.97","10,952,944.95","11,732,299.72","16,222,138.54","11,295,939.20","38,579,054.76","21,130,042.74","24,295,526.49","14,598,972.94","16,214,029.53","21,136,434.38","25,023,729.27","14,278,921.43","17,884,261.19","19,267,962.13","22,650,776.07","20,373,917.42","22,515,563.38","20,901,019.70","42,180,652.35","25,038,392.07","27,284,427.85","21,688,450.99","27,307,159.85","22,990,174.79","26,919,012.19","10,884,927.26","28,257,639.72","28,107,372.86","29,821,387.05","20,368,851.89","50,463,425.37","15,606,483.81","13,980,133.79","21,727,146.94","41,040,970.87","13,228,015.88","17,347,528.73"
其他应收款,"49,307.45","123,804.12","8,530.00","7,677.00","100,464.59","7,677.00","413,196.28","183,332.03","8,530.00","191,709.31","141,509.48","5,118.00","116,113.90","38,137.95","154,314.75","3,318.00","349,299.46","765,959.62","-35,109.03","7,768.00","4,980.00","3,018.00","3,018.00","29,377.10","29,377.10","29,699.78","548,209.38","61,984.68","1,108,725.86","529,437.90","578,720.06","4,188.00","2,888.00","3,018.00","5,030.00","23,258.00","97,878.50","310,290.40","1,168.50","142,698.00","1,062,733.60","950,000.00","950,000.00",,"950,000.00",,,"688,056.64","688,056.64"
应付职工薪酬,"7,301,265.62","6,826,965.82","6,779,098.01","5,707,892.80","3,915,268.38","5,053,475.72","4,760,426.22","6,118,823.24","6,152,695.12","6,155,323.90","6,206,843.51","7,175,149.96","8,273,305.20","6,714,463.54","6,729,587.72","11,310,092.56","12,830,772.92","12,648,545.56","14,216,571.76","9,777,228.54","8,663,650.63","7,359,454.06","4,825,641.22","3,917,130.96","3,403,630.96","3,139,030.96","2,993,680.96","2,970,861.28","2,764,432.19","2,764,432.19","2,395,038.99","1,819,480.66","1,735,880.66","1,735,880.66","1,426,284.95","1,418,992.36","1,231,862.26","1,218,992.36","1,222,624.28","2,086,256.06","202,217.36","202,217.36","207,305.54","2,803,238.38","207,305.54","202,217.36","3,802,217.36","3,341,047.71","714,900.50"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
