科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
取得借款收到的现金,"112,600,000.00","206,810,799.98","70,000,000.00","140,000,000.00","230,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,"45,000,000.00","81,000,000.00","247,000,000.00","30,000,000.00","160,000,000.00","186,321,219.54","277,024,999.54",,"136,231,684.23","140,000,000.00","236,242,965.71",,"80,000,000.00","140,000,000.00","238,000,000.00","18,250,000.00","49,050,000.00","196,050,000.00","310,757,500.00","14,768,250.00","176,768,250.00","176,768,250.00","386,768,250.00","152,000,000.00","332,000,000.00","1,227,000,000.00","2,731,045,250.00","1,076,701,120.00"
支付的各项税费,"13,168,590.90","14,779,267.90","22,869,278.32","34,755,381.23","42,231,287.59","4,104,435.08","8,252,045.25","15,576,956.05","16,330,807.72","5,359,538.99","8,442,557.40","12,466,407.91","15,544,069.76","7,866,111.60","14,810,314.67","21,113,966.81","25,386,208.48","8,158,067.08","12,487,042.00","21,276,698.40","28,250,826.66","9,630,193.30","10,464,907.30","17,792,374.95","21,328,030.07","3,675,859.53","10,302,282.22","19,908,917.71","24,039,260.30","5,646,151.07","12,744,523.56","27,168,173.05","41,230,751.01","14,951,972.14","39,266,368.83","112,966,303.71","137,384,215.25","64,757,212.50"
收到其他与筹资活动有关的现金,"16,000,000.00",,,,,,,,"591,590.02","887,960.00","58,330,961.83","2,330,961.83",,,,,,,,,"7,300,000.00",,,,"1,634,024.40",,"130,700,296.00","130,703,691.57","190,700,296.00",,,"20,000,000.00","41,000,000.00",,"50,000,000.00","549,456,696.54","1,390,524,594.63","990,048,578.39"
支付其他与经营活动有关的现金,"17,766,811.05","113,079,682.08","74,294,913.77","75,554,913.25","77,367,493.99","40,231,458.77","33,082,212.20","42,891,414.99","71,051,375.41","15,872,879.44","57,444,064.94","79,280,955.82","44,237,456.32","19,624,503.21","46,125,735.89","90,037,130.74","106,884,278.57","39,213,023.96","76,658,547.79","245,952,026.26","127,880,385.86","65,501,790.08","134,186,439.59","163,865,047.92","129,421,924.10","39,862,670.92","79,203,184.75","105,598,599.64","138,012,210.10","22,708,691.86","91,981,258.37","177,797,411.14","280,972,838.21","110,008,900.93","241,833,469.56","492,187,973.54","327,341,704.37","40,211,422.59"
筹资活动现金流入小计,"163,600,000.00","206,810,799.98","70,000,000.00","140,000,000.00","230,000,000.00","506,950,000.00","476,423,500.00","476,423,500.00","482,721,303.77","887,960.00","103,330,961.83","83,330,961.83","247,000,000.00","30,000,000.00","160,000,000.00","186,321,219.54","277,425,106.86","354,135,000.00","485,116,684.23","488,885,000.00","592,427,965.71",,"80,000,000.00","140,000,000.00","239,634,024.40","18,250,000.00","179,750,296.00","326,753,691.57","501,457,796.00","14,768,250.00","176,768,250.00","196,768,250.00","427,768,250.00","152,000,000.00","5,363,348,000.00","6,757,804,696.54","9,102,917,844.63","2,764,349,698.39"
经营活动现金流出小计,"300,166,123.26","459,812,805.21","272,492,049.71","401,840,443.92","507,968,239.61","159,908,226.56","309,160,667.47","375,459,359.83","464,590,537.39","177,946,918.29","278,980,847.00","417,343,684.12","500,641,878.69","127,715,337.83","276,960,260.40","447,755,354.26","673,480,416.82","235,999,516.89","561,956,908.49","960,890,337.53","843,536,033.80","214,698,621.32","367,062,925.48","457,297,782.76","554,638,723.48","209,702,668.56","435,781,747.35","604,703,842.39","770,020,941.82","189,896,776.44","400,286,436.50","667,087,297.90","993,735,873.38","304,525,384.84","736,158,140.93","1,574,695,542.68","2,229,316,674.21","513,446,991.75"
偿还债务支付的现金,"126,300,000.00","173,910,799.98","108,500,000.00","108,500,000.00","221,500,000.00",,"103,000,000.00","105,000,000.00","107,000,000.00",,,,,"36,000,000.00","111,000,000.00","111,000,000.00","111,000,000.00",,"186,708,332.87","160,470,150.26","306,467,965.14","11,066,666.66","132,133,333.32","184,266,666.64","363,266,666.64","11,066,666.66","170,183,333.32","211,249,999.98","266,583,333.47","15,000,000.00","177,000,000.00","177,000,000.00","349,000,000.00","120,000,000.00","280,714,561.03","689,775,228.38","1,411,347,469.77","355,874,583.34"
经营活动产生的现金流量净额,"49,526,566.95","32,179,323.69","22,148,902.60","-13,091,343.00","38,613,556.19","-89,516,313.72","-132,045,227.51","-76,149,195.93","-46,956,294.41","-89,297,808.70","-69,715,617.99","-86,210,559.83","-16,866,635.54","-22,195,121.52","-70,232,644.92","-90,094,149.58","-53,615,461.15","-108,173,939.05","-123,317,464.44","-251,092,967.85","-107,279,662.32","-37,851,658.49","-88,731,684.65","18,503,487.07","44,425,760.44","-27,723,016.48","-46,780,914.55","-38,647,110.48","-15,031,126.93","595,747.02","7,778,769.43","-63,600,875.19","5,755,371.09","-27,193,587.96","434,122,886.71","390,998,889.08","542,299,737.49","647,426.19"
分配股利、利润或偿还利息支付的现金,"18,063,015.72","5,808,532.11","14,923,566.25","16,371,068.63","18,284,886.25","267,030.00","1,758,529.00","1,790,016.00","1,779,396.00",,"16,532,201.25","17,736,472.75","19,505,731.62","4,325,998.83","9,065,425.50","14,230,821.35","19,971,666.93","6,090,599.99","13,815,926.74","38,014,305.81","46,014,295.16","5,464,332.87","10,120,033.00","14,986,124.24","21,857,235.57","3,476,193.35","6,627,807.11","7,800,528.68","11,949,700.94","3,081,601.25","6,446,715.00","9,470,339.59","12,159,038.34","4,291,291.67","34,912,130.97","40,338,908.12","123,699,864.71","63,682,168.02"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,"15,000,000.00",,"400,000.00",,,"3,000,000.00",,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"12,669,389.37","36,420,610.63",,,,"24,356,023.67",,,"5,706,213.75",,"65,658.95","65,658.95",,,,,,,,"3,534,766.35","5,594,620.50",,"2,511,934.81","2,522,698.66","3,125,967.44",,,"101,275,469.16","196,262,208.07",,"127,125.00","127,125.00","22,513,917.42","20,425,333.33","23,656,730.24","457,607,376.10","767,390,730.39","622,226,257.88"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"365,322.05","28,987.47",,,"120,262.59","450,000.00","506,147.52","506,147.52","506,147.52",,,,,,,,,
筹资活动现金流出小计,"157,032,405.09","216,139,942.72","123,423,566.25","124,871,068.63","239,784,886.25","24,623,053.67","104,758,529.00","106,790,016.00","114,485,609.75",,"16,597,860.20","17,802,131.70","19,505,731.62","40,325,998.83","120,065,425.50","125,230,821.35","130,971,666.93","6,090,599.99","200,524,259.61","202,019,222.42","358,076,880.80","16,530,999.53","144,765,301.13","201,775,489.54","388,249,869.65","14,542,860.01","176,811,140.43","320,325,997.82","474,795,242.48","18,081,601.25","183,573,840.00","186,597,464.59","383,672,955.76","144,716,625.00","339,283,422.24","1,187,721,512.60","2,302,438,064.87","1,041,783,009.24"
处置固定资产、无形资产和其他长期资产收回的现金净额,"204,120.78","1,447,365.20",,,,,,,,"2,000.00","152,948.00","152,948.00","1,155,484.13",,,,,,,"20,000.00","20,000.00",,,"36,250.00","36,250.00",,,"3,275.00","3,275.00",,,,,"458,410.00","446,410.00","1,044,241.88","1,088,241.88",
筹资活动产生的现金流量净额,"6,567,594.91","-9,329,142.74","-53,423,566.25","15,128,931.37","-9,784,886.25","482,326,946.33","371,664,971.00","369,633,484.00","368,235,694.02","887,960.00","86,733,101.63","65,528,830.13","227,494,268.38","-10,325,998.83","39,934,574.50","61,090,398.19","146,453,439.93","348,044,400.01","284,592,424.62","286,865,777.58","234,351,084.91","-16,530,999.53","-64,765,301.13","-61,775,489.54","-148,615,845.25","3,707,139.99","2,939,155.57","6,427,693.75","26,662,553.52","-3,313,351.25","-6,805,590.00","10,170,785.41","44,095,294.24","7,283,375.00","5,024,064,577.76","5,570,083,183.94","6,800,479,779.76","1,722,566,689.15"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,"15,813,075.95",,,,,,,,,,,,,,,"91,046,000.00","289,427,661.25",
四、汇率变动对现金的影响,,,,,,"1,914.05",,,"101,840.40","-36,739.95","-92,535.63","-171,877.53","-175,301.35","-1,127.08","73,263.10","113,054.06","-118,926.42","-139,387.09",,"-79,570.22","-653,409.95","-15,098.14","129,253.95","60,347.13","-9,973.32","361,377.49","-139,025.60","119,501.50","576,224.87","-203,057.85","381,878.62","389,431.49","881,922.75","-518,282.29","-858,612.41","5,037,780.86","2,156,367.31","-186,652.19"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"595,000.00","985,000.00","478,699,620.21",,,,,,,,,,,,"6,315,700.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"204,120.78","1,447,365.20",,,,,,,,"2,000.00","152,948.00","152,948.00","1,155,484.13",,,,,,,"15,020,000.00","16,198,398.00","428,987.47","595,000.00","1,021,250.00","481,856,132.80","450,000.00","506,147.52","509,422.52","509,422.52",,,,,"458,410.00","446,410.00","92,090,241.88","296,831,603.13",
五、现金及现金等价物净增加额,"29,954,981.45","6,335,777.20","-32,232,355.66","-5,164,431.75","19,565,843.09","391,945,085.61","220,416,315.95","248,701,796.30","249,410,392.67","-123,967,062.27","-105,883,905.67","-205,734,909.53","-133,134,944.85","-67,352,552.03","-76,367,738.64","-86,826,809.57","30,774,038.81","228,079,362.83","114,415,499.96","-33,769,621.78","33,109,524.26","-74,109,842.07","-176,226,853.56","-68,875,385.07","-143,630,007.46","-23,342,467.00","-60,336,772.82","-50,634,117.37","-14,228,587.52","-4,756,236.32","-7,291,049.16","-63,235,659.16","35,303,062.87","-23,763,462.23","1,968,790,489.77","86,947,977.72","362,751,909.98","-29,195,753.96"
购建固定资产、无形资产和其他长期资产支付的现金,"26,343,301.19","17,961,768.95","957,692.01","7,202,020.12","9,262,826.85","867,461.05","19,203,427.54","44,782,491.77","71,970,847.34","35,522,473.62","122,961,801.68","185,034,250.30","296,742,760.47","34,830,304.60","46,142,931.32","57,936,112.24","61,945,013.55","11,651,711.04","46,859,460.22","84,482,861.29","106,506,886.38","20,141,073.38","23,454,121.73","26,684,979.73","50,477,082.13","137,968.00","13,865,100.16","13,986,589.06","22,515,472.82","1,835,574.24","7,293,277.02","8,842,170.68","12,727,638.42","3,793,376.98","502,790,556.91","2,841,100,076.66","3,968,502,336.33","1,253,623,217.10"
期初现金及现金等价物余额,"4,485,479.01","34,440,460.46","40,776,237.66","40,776,237.66","40,776,237.66","60,342,080.75","60,342,080.75","60,342,080.75","60,342,080.75","309,752,473.42","309,752,473.42","309,752,473.42","309,752,473.42","176,617,528.57","176,617,528.57","176,617,528.57","176,617,528.57","199,309,843.06","207,391,567.38","207,391,567.38","207,391,567.38","240,501,091.64","240,501,091.64","240,501,091.64","240,501,091.64","96,871,084.18","96,871,084.18","96,871,084.18","96,871,084.18","82,642,496.66","82,642,496.66","82,642,496.66","82,642,496.66","117,945,559.53","117,945,559.53","117,945,559.53","117,945,559.53","480,697,469.51"
投资支付的现金,,,,,,,,,,,,,"48,000,000.00",,,,,,,,"3,000,000.00",,,,,,,,,,,,,,,,"4,300,000.00",
期末现金及现金等价物余额,"34,440,460.46","40,776,237.66","8,543,882.00","35,611,805.91","60,342,080.75","452,287,166.36","280,758,396.70","309,043,877.05","309,752,473.42","185,785,411.15","203,868,567.75","104,017,563.89","176,617,528.57","109,264,976.54","100,249,789.93","89,790,719.00","207,391,567.38","427,389,205.89","321,807,067.34","173,621,945.60","240,501,091.64","166,391,249.57","64,274,238.08","171,625,706.57","96,871,084.18","73,528,617.18","36,534,311.36","46,236,966.81","82,642,496.66","77,886,260.34","75,351,447.50","19,406,837.50","117,945,559.53","94,182,097.30","2,086,736,049.30","204,893,537.25","480,697,469.51","451,501,715.55"
