科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"111,875,119.52","251,910,844.92","394,959,882.51","554,945,583.89","120,756,526.32","335,327,479.34","545,569,042.59","765,299,072.82","153,473,208.63","343,252,847.95","468,702,394.15","667,960,832.97","122,187,884.44","352,421,378.84","528,001,480.95","729,117,229.06","378,230,919.50","840,048,459.98","1,408,849,124.33","1,926,623,478.65","362,720,026.73","885,006,151.45","1,378,816,438.68","1,840,057,361.03","416,725,809.37","2,184,657,570.79","3,444,112,947.20","4,770,516,323.23","1,120,869,983.65","2,165,540,263.76","3,229,036,518.55","4,679,844,679.64","944,337,408.93","2,448,131,036.70","3,619,259,400.62","5,172,649,472.78","1,007,378,270.72","2,380,273,444.97","3,738,811,877.51","6,368,510,010.45","1,852,225,910.05","4,019,112,086.10","6,347,672,339.56","9,251,036,442.66","2,569,795,875.74","5,376,480,639.52","8,823,081,202.93","12,304,978,664.49","3,465,559,708.72"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"1,682,480.00",,,,,,,,,,,,,,,,"840,557,321.95",,"5,011,498,117.25","5,011,498,117.25","4,888,661,823.90",,,,,,,,,
收到的税费返还,"3,929,261.08","6,520,764.70","19,183,861.49","25,673,233.34","3,163,227.55","5,867,432.29","5,867,432.29","7,649,675.62","1,444,800.10","3,173,944.10","6,638,649.17","11,481,359.64","2,919,487.26","10,750,547.80","17,497,835.86","22,836,199.17","3,970,172.23","9,255,251.71","14,172,513.53","19,158,014.62","3,447,781.03","9,173,806.83","14,344,068.47","25,362,433.98","10,513,422.59","14,630,790.70","22,037,736.43","42,080,508.81","6,800,589.03","7,708,514.13","21,596,970.79","31,381,457.91","12,854,989.20","19,500,555.58","25,406,003.04","31,941,887.60","13,479,826.91","20,339,861.83","25,802,570.23","41,090,989.03","12,448,876.06","24,525,228.15","37,932,064.89","46,428,414.90","11,564,059.13","26,464,067.16","76,991,978.19","93,776,631.12","11,112,677.81"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"1,787,808.00","1,787,808.00","1,787,808.00",,"14,496,150.00","21,625,350.00","42,262,435.97","2,907,849.00","19,716,909.88","30,422,685.97","288,606,649.16","5,609,913.40","9,953,116.52","36,640,486.11","297,848,339.05","2,061,966.15","3,581,822.43","14,579,379.48","280,908,886.93","7,469,165.84","11,213,451.30","69,284,072.46","163,804,765.32","20,564,956.62","38,400,540.98","50,834,043.59","68,281,273.43","5,074,958.60","17,774,758.60","22,440,228.60","47,165,361.83","6,257,521.23"
收到其他与经营活动有关的现金,"34,173,411.42","69,145,146.59","75,728,987.70","166,388,680.44","31,509,592.12","54,243,668.48","59,359,091.21","141,988,238.95","6,138,761.68","4,619,067.50","8,569,872.31","10,528,730.45","2,061,104.35","4,166,291.22","6,362,380.54","14,178,566.66","1,474,442.91","6,914,146.16","15,026,496.98","20,530,973.88","5,038,391.78","10,247,121.78","18,348,907.24","24,744,019.50","4,773,103.15","24,393,589.01","34,590,265.66","51,427,208.12","11,507,863.70","29,446,635.87","38,788,688.16","66,337,642.03","13,637,567.27","43,201,093.64","69,598,412.88","102,996,915.55","36,851,907.60","88,001,577.91","146,462,786.06","119,734,984.25","23,599,146.64","64,049,510.92","117,739,041.33","117,958,537.04","58,437,922.38","113,118,926.56","130,826,772.73","212,056,008.21","36,919,278.74"
投资活动现金流出小计,"6,716,830.85","21,982,208.57","29,335,590.00","32,273,631.31","13,897,381.55","45,118,257.67","63,330,157.32","69,220,612.97","12,293,189.01","21,436,580.98","30,525,441.91","35,315,749.48","5,094,457.18","16,536,709.12","20,322,758.05","24,354,280.16","69,110,723.08","78,884,955.24","84,823,632.98","91,242,291.66","7,337,707.35","42,616,832.81","78,259,512.68","150,877,936.62","36,639,505.71","175,743,782.29","231,013,888.51","1,090,460,258.29","59,360,340.48","121,821,433.33","585,490,708.17","1,204,151,982.49","12,837,654.44","1,863,418,921.75","1,945,536,468.07","2,246,006,866.64","111,223,943.26","5,456,602,978.32","5,810,210,954.23","6,065,749,003.03","195,323,088.76","434,796,260.86","926,934,227.06","1,146,057,037.48","384,526,964.88","876,139,001.25","1,182,666,255.37","1,389,457,257.90","205,950,137.46"
经营活动现金流入小计,"149,977,792.02","327,576,756.21","489,872,731.70","747,007,497.67","155,429,345.99","395,438,580.11","610,795,566.09","914,936,987.39","161,056,770.41","351,045,859.55","483,910,915.63","689,970,923.06","127,168,476.05","367,338,217.86","551,861,697.35","766,131,994.89","383,675,534.64","856,217,857.85","1,438,048,134.84","1,966,312,467.15","371,206,199.54","904,427,080.06","1,411,509,414.39","1,890,163,814.51","432,012,335.11","2,223,681,950.50","3,500,740,949.29","4,864,024,040.16","1,139,178,436.38","2,202,695,413.76","3,289,422,177.50","4,777,563,779.58","970,829,965.40","2,510,832,685.92","3,714,263,816.54","5,307,588,275.93","1,057,710,005.23","2,488,614,884.71","3,911,077,233.80","6,529,335,983.73","1,888,273,932.75","4,107,686,825.17","6,503,343,445.78","9,415,423,394.60","2,639,797,857.25","5,516,063,633.24","9,030,899,953.85","12,610,811,303.82","3,513,591,665.27"
投资活动产生的现金流量净额,"-6,716,830.85","-21,939,208.57","-29,238,177.00","-25,107,669.21","-13,869,988.49","-45,020,044.61","-63,128,970.26","-68,953,315.91","-12,289,329.01","-21,325,735.98","-30,410,786.91","-35,201,094.48","-5,093,357.18","-10,580,103.12","-14,327,827.05","22,557,359.25","-68,670,723.08","-78,444,345.24","-84,379,472.98","-44,535,131.66","4,142,292.65","37,796,267.19","90,864,606.93","81,824,231.22","58,034,906.39","291,283,350.56","278,826,117.69","-528,744,643.44","-4,014,253.56","-62,615,612.91","-480,114,319.45","-826,087,001.06","-12,674,654.44","-1,783,613,590.61","-1,855,219,914.26","-1,889,636,321.91","-62,660,553.04","-5,321,036,194.43","-5,547,268,865.35","-5,906,113,687.06","-108,542,068.28","-136,021,484.87","-612,458,324.17","-807,344,674.09","-363,364,703.79","-850,159,046.19","-1,106,123,366.88","-1,298,229,911.59","10,419,209.47"
购买商品、接受劳务支付的现金,"99,387,335.00","216,355,490.57","329,291,956.41","425,443,930.46","112,718,338.75","286,394,413.08","443,467,102.26","503,563,358.79","111,383,315.21","231,166,666.97","330,667,197.05","442,475,151.53","117,678,625.07","251,565,265.33","344,409,306.62","446,870,649.29","368,644,731.84","717,385,035.84","1,144,434,228.51","1,522,620,167.34","403,766,503.72","825,841,711.23","1,298,356,396.63","1,681,786,764.40","364,399,657.65","1,310,904,942.66","2,118,575,275.52","2,969,465,718.64","650,528,919.82","1,171,294,930.56","1,677,833,731.71","2,509,146,003.62","485,725,433.46","1,213,977,779.31","1,754,741,697.53","2,874,467,370.69","655,794,655.52","1,408,211,394.64","2,503,184,567.27","3,974,133,189.18","1,205,857,805.95","2,650,662,778.33","4,488,823,625.09","6,485,782,801.49","2,179,910,987.64","4,308,326,930.77","6,906,806,582.03","9,146,540,023.14","2,254,538,160.92"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"657,999,990.48",,,,,,,"23,500,000.00","23,500,000.00",,,,,,,,,"2,242,835,004.20","2,242,835,004.20","2,242,835,004.20","2,242,835,004.20",
