科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"10,109,258.13","12,115,374.20","19,444,433.19","27,532,127.62","333,484,649.46","260,997,247.72","224,383,111.57","215,224,697.89","143,197,103.45","159,339,173.45","66,545,478.04","45,768,171.52","63,130,719.89","63,455,026.25","69,369,934.86","88,797,526.78","122,416,077.13","94,430,274.90","41,582,727.58","108,959,116.54","207,102,608.94","142,840,675.04","71,171,943.60","144,883,745.58","116,404,489.27","181,830,513.47","405,236,868.24","210,616,038.85","224,377,312.33","292,882,799.62","239,667,287.44","287,135,746.12","140,128,383.08"
短期借款,"29,420,000.00","23,400,000.00","54,000,000.00","64,000,000.00","64,000,000.00","31,983,500.00","31,983,500.00","39,483,500.00","74,483,500.00","96,478,200.00","129,778,200.00","137,778,200.00","157,778,200.00","203,975,000.00","226,300,000.00","276,300,000.00","324,000,000.00","403,060,000.00","375,290,000.00","441,290,000.00","487,000,000.00","611,480,000.00","628,480,000.00","749,480,000.00","759,048,860.00","1,016,930,000.00","962,930,000.00","932,430,000.00","1,040,836,640.00","936,170,000.00","905,170,000.00","908,891,232.00","796,658,264.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,"1,500,000.00","440,000.00","1,500,000.00","250,000.00",,"1,547,000.00",,,,"810,000.00",,"2,336,413.02"
应付票据,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","15,600,000.00",,,,,,,,"13,500,000.00","13,500,000.00",,,"25,000,000.00","56,000,000.00","33,327,698.00","25,000,000.00"
应收账款,"21,442,207.27","14,028,948.18","26,035,898.72","23,215,376.62","49,099,832.13","35,829,066.98","37,678,284.30","38,314,055.33","38,527,549.55","54,470,188.55","50,538,465.89","60,838,985.96","45,091,532.52","51,312,112.65","48,847,518.79","65,074,992.90","56,721,370.49","45,854,215.10","46,625,602.56","46,509,320.44","43,195,575.51","177,467,934.99","66,499,059.22","45,883,255.55","49,912,692.73","63,231,443.62","67,411,362.65","72,318,851.28","67,463,595.93","94,337,373.51","105,039,977.90","122,810,165.16","126,747,486.01"
应付账款,"13,510,915.24","13,184,430.43","17,945,038.69","20,697,241.37","26,029,623.28","36,611,696.53","22,174,346.44","39,371,627.81","41,810,465.95","41,931,553.11","37,897,122.36","65,797,740.31","40,316,565.62","78,816,002.91","57,733,720.06","45,509,393.56","50,707,091.98","64,694,190.07","47,338,568.19","58,992,835.84","59,531,421.38","94,441,186.78","51,124,576.75","81,330,261.12","94,558,930.34","181,958,213.59","172,751,527.82","85,533,182.54","99,675,782.17","170,049,916.96","152,147,352.90","175,796,205.04","187,629,469.91"
预付款项,"2,702,041.01","6,891,590.12","31,545,836.22","35,077,162.77","33,483,886.01","46,823,048.30","40,264,254.82","35,319,126.10","50,089,494.25","12,977,279.42","53,993,519.32","16,892,114.43","11,943,104.07","15,786,585.97","16,505,302.50","13,517,920.39","14,247,964.34","15,491,469.35","42,730,868.59","103,934,640.21","61,948,754.46","18,632,146.33","40,472,375.04","28,140,690.41","29,099,740.39","41,812,935.85","73,248,211.05","45,493,990.92","47,799,721.25","33,668,923.90","43,707,811.69","49,288,995.66","52,896,648.08"
预收款项,"238,165.68","1,215,693.15","222,061.09","1,124,804.78","206,888.74","199,382.58","49,160.42","3,060,535.36","6,890,664.17","19,249,505.76","21,024,120.69","3,069,975.46","6,992,255.79","1,052,679.44","982,519.16","224,089.49","8,823.57","7,267,924.74","7,390,086.11","85,204,613.14","56,534,260.25","29,717,291.23","23,070,883.23","19,634,222.23","27,686,556.86","21,748,463.79","22,108,909.48","20,123,009.25","31,561,081.45","26,857,403.71","25,716,163.42","27,359,726.23","40,226,091.18"
其他应收款,"10,753,943.27","7,788,038.96","5,684,473.61","8,364,018.27","7,361,996.89","2,463,393.04","2,760,315.08","2,489,232.74","2,508,977.28","7,752,786.68","8,742,760.86","13,190,030.07","8,475,271.29","12,155,440.45","13,133,336.73","14,758,030.60","12,374,652.88","20,290,326.16","19,635,764.27","22,042,236.30","21,834,781.13","27,802,169.68","26,231,635.62","56,780,131.54","26,418,196.67","230,416,901.59","207,098,396.02","235,185,724.26","231,383,942.27","367,342,352.17","384,316,399.53","294,178,621.08","324,957,794.43"
应付职工薪酬,"488,705.17","37,148.67","322,157.69","487,330.95","539,257.46","923,277.22","658,702.15","610,859.63","817,372.24","1,607,392.77","1,509,188.48","1,717,907.97","1,755,778.47","2,862,592.67","2,120,199.87","2,532,242.43","1,463,254.75","2,432,439.31","2,626,463.89","3,034,378.60","2,513,509.54","5,653,032.55","4,639,307.12","3,607,669.53","4,370,319.94","4,787,863.31","5,382,447.51","5,228,188.83","5,575,746.67","6,520,825.09","5,741,240.09","6,150,517.17","6,250,182.23"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
