科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"230,448,494.97","297,529,488.66","358,786,185.86","182,191,392.56","300,588,691.40","422,730,139.04","65,983,037.45","183,036,115.47","347,119,084.64","495,390,449.30","85,124,548.50","209,898,817.70","389,613,055.63","517,675,287.62","126,118,350.11","278,318,716.44","448,087,004.94","581,383,677.55","171,391,762.58","278,007,957.73","366,767,701.90","519,275,861.26","135,876,490.65","223,460,462.30","343,606,286.39","520,236,668.09","98,297,137.37","172,792,426.70","266,510,739.52","454,425,349.82","103,021,813.19","196,737,216.53","343,238,891.49","606,506,223.04","178,703,247.66","216,816,073.68","364,699,049.33","560,936,026.53","96,045,402.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"934,533.98",,,,"61,689,264.14",,,,"9,022,855.11",,,,,,,,,,,,,
收到的税费返还,"13,996,837.40","735,677.55","10,133,400.93","5,319,808.45","8,892,859.85","10,872,337.73","4,519,041.07","14,394,927.82","20,802,710.62","22,215,243.87",,"5,787,478.52","6,970,932.23","10,677,860.27","4,624,185.28","8,394,571.57","8,545,740.17","13,023,744.40","7,690,936.08","8,621,423.78","8,135,347.39","15,150,084.06","5,708,560.53","5,952,473.79","7,446,941.49","13,220,847.03","835,116.58","933,940.57","2,636,001.47","3,050,363.73","399,280.02","883,327.74","2,591,905.87","4,967,312.62","1,080,611.24","1,578,279.83","3,019,322.17","4,331,762.39","784,244.09"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00","71,200,000.00","71,200,000.00","73,600,036.80","3,528,152.00"
收到其他与经营活动有关的现金,"3,161,934.68","4,037,713.49","10,435,947.98","3,546,705.94","4,266,611.80","4,653,448.75","4,196,206.17","8,879,237.50","9,684,359.23","3,829,811.70","1,729,544.68","11,405,839.75","15,069,834.27","12,941,519.30","8,275,786.89","44,066,023.02","118,208,408.03","51,968,193.13","1,995,020.08","6,268,891.46","16,602,728.56","20,607,839.20","1,977,895.25","5,502,925.44","16,430,414.02","24,228,811.41","1,927,915.16","17,433,304.69","19,547,559.30","6,863,266.50","4,504,943.37","156,823,744.75","169,779,663.89","223,217,988.93","5,699,313.24","99,053,661.04","93,275,205.82","84,810,900.22","8,097,227.19"
投资活动现金流出小计,"13,333,865.20","9,526,104.02","18,502,160.39","2,267,833.20","3,425,635.20","4,794,999.20","7,427,512.00","79,756,426.04","89,698,186.89","97,378,681.75","40,527,393.05","66,860,477.75","97,607,150.11","192,829,822.04","33,682,183.11","121,200,246.51","341,467,125.57","427,257,999.29","134,408,913.45","159,152,689.29","252,455,805.90","365,281,703.24","87,346,114.93","189,899,494.76","312,288,851.45","477,808,864.05","25,741,904.08","56,232,734.42","59,472,074.01","96,321,281.34","10,661,695.33","19,460,978.60","34,286,521.54","6,281,230.02","38,463,151.44","85,930,197.21","90,932,362.99","92,380,304.63","6,484,066.80"
经营活动现金流入小计,"247,607,267.05","302,302,879.70","379,355,534.77","191,057,906.95","313,748,163.05","438,255,925.52","74,698,284.69","206,310,280.79","377,606,154.49","521,435,504.87","86,854,093.18","227,092,135.97","411,653,822.13","541,294,667.19","139,018,322.28","330,779,311.03","574,841,153.14","646,375,615.08","181,077,718.74","292,898,272.97","391,505,777.85","555,033,784.52","143,562,946.43","234,915,861.53","367,483,641.90","557,686,326.53","101,060,169.11","191,159,671.96","288,694,300.29","464,338,980.05","107,926,036.58","354,444,289.02","515,610,461.25","834,691,524.59","185,483,172.14","317,448,014.55","460,993,577.32","650,078,689.14","104,926,873.39"
投资活动产生的现金流量净额,"-2,849,629.04","2,745,424.88","-4,533,813.08","-2,267,833.20","-3,425,635.20","-4,794,999.20","-7,312,512.00","-79,617,526.04","-89,539,286.89","-94,219,781.75","-40,527,393.05","-66,860,477.75","-97,583,150.11","-192,575,322.04","-33,678,183.11","-121,196,246.51","-341,463,125.57","-346,948,012.45","-118,814,288.45","-158,565,089.29","-191,360,384.02","-177,185,303.58","-71,490,541.43","-128,827,282.26","-217,844,333.95","-334,799,581.55","5,670,601.56","-11,273,977.78","-4,545,626.37","-34,042,621.70","3,309,592.67","28,988,392.18","16,873,022.26","1,025,369.98","-38,463,151.44","-54,341,130.91","-57,822,735.69","-37,773,756.53","-6,480,071.80"
购买商品、接受劳务支付的现金,"200,593,511.73","243,105,656.32","308,650,067.66","134,350,279.83","289,795,505.46","432,009,417.96","71,307,557.34","154,755,136.53","277,753,288.27","330,595,159.15","101,004,785.14","226,851,670.49","380,394,344.44","459,202,165.52","142,480,690.46","283,512,951.46","385,132,355.40","429,485,330.23","172,806,319.57","328,068,832.54","518,160,426.27","643,394,106.37","68,378,094.73","121,219,760.44","231,036,250.52","328,936,875.00","75,666,536.55","129,375,536.96","200,222,807.24","271,646,085.50","86,792,834.51","160,171,562.24","245,994,793.75","467,326,928.67","255,483,377.04","485,763,423.37","593,158,195.34","684,456,532.84","100,403,590.29"
吸收投资收到的现金,,"19,500,000.00","57,081,700.00",,,"591,930,000.00",,"61,210,000.00","61,210,000.00","61,210,000.00",,,,,,,,,"289,738,000.00","289,738,000.00","289,738,000.00","289,738,000.00",,,,,,,,"582,999,995.24",,,,,,,,,
