科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"15,312,396.91","66,062,179.99","140,088,097.00","142,236,699.26","2,483,371,596.74","2,473,274,057.09","2,517,423,427.71","2,451,663,812.25","2,384,410,311.70","2,328,172,451.40","2,396,449,473.14","2,307,056,734.41","2,141,832,342.79","2,108,695,448.70","2,202,362,258.68","2,159,663,992.70","2,023,217,349.88","1,990,678,048.44","2,069,352,541.45","2,021,691,479.46","2,075,277,701.50","2,021,345,388.18","1,905,791,192.23","1,871,961,421.85","2,013,209,037.16","1,979,933,939.74","726,962,368.58","559,642,331.99","443,750,132.40","353,127,090.13","469,539,025.27","374,904,846.67","313,452,860.09","287,743,789.81","545,177,052.42","467,709,224.97"
短期借款,"10,000,000.00","4,117,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,"45,000,000.00",,,,,"18,000,000.00","18,000,000.00","18,000,000.00","282,380,658.75"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"13,570,000.00","20,374,358.00","11,398,653.05","22,091,390.18","8,564,697.72","19,771,659.55","23,646,937.30","30,004,365.48","57,499,314.04","65,747,067.38","50,519,805.93","37,957,509.17","30,863,981.62","29,796,141.96","29,634,689.94","28,235,339.70","17,467,052.34","20,528,452.73","28,785,855.31","35,609,271.71","34,838,256.71","29,791,208.86","27,224,566.82","23,009,800.23","36,818,545.30","43,499,128.22","35,150,854.47","50,916,158.55","70,941,010.50","48,291,381.51","96,764,075.76","127,962,888.01","113,163,519.54","116,725,423.39","169,252,400.88","947,303,332.55"
应付票据,"1,902,419.32",,,,,,"6,209,888.86","21,434,309.56","16,971,363.58","14,271,433.62","20,216,401.60","24,237,604.21","22,446,483.06","15,342,303.35","19,093,969.35","15,115,651.42","15,280,661.62","26,481,075.84","13,145,467.64","10,231,821.95","16,597,880.28","16,221,168.16","19,790,338.73","20,651,421.89","16,757,650.15","8,537,509.21","11,399,003.65","13,385,099.61","6,297,594.70","14,955,537.96","9,689,139.97","10,258,774.47","33,978,352.50","113,098,597.42","227,931,447.88","211,744,769.23"
应收账款,"21,448,760.42","24,090,005.79","77,073,789.11","112,314,329.68","118,057,012.16","146,383,539.77","150,655,953.01","216,691,342.79","188,854,407.35","212,423,334.29","195,679,561.78","239,321,789.46","203,655,537.71","218,754,679.53","171,932,209.11","180,599,666.79","230,647,005.11","221,578,220.89","173,041,372.41","191,656,801.33","228,284,164.64","204,155,897.89","220,808,637.85","253,878,430.86","243,275,227.73","275,994,679.97","340,092,180.81","390,426,414.81","360,475,406.51","370,325,232.23","427,302,888.47","415,903,323.44","360,601,513.93","372,777,187.57","365,196,554.65","452,578,388.44"
应付账款,"19,679,225.55","24,050,915.32","61,494,656.88","101,170,738.95","83,344,620.90","95,186,727.21","90,113,070.47","86,830,006.57","111,546,921.77","92,575,674.07","118,412,267.33","88,308,869.19","65,303,188.75","55,417,597.80","80,144,398.42","67,655,019.89","99,344,665.10","57,710,764.15","41,084,653.97","54,841,851.35","66,364,662.05","47,298,572.73","56,445,678.44","54,004,874.55","58,068,499.49","63,568,119.38","96,067,921.34","47,770,749.83","65,752,117.02","49,152,034.88","115,870,436.65","120,644,315.51","101,388,095.69","98,185,861.61","55,801,617.74","284,550,785.57"
预付款项,"8,797,840.69","3,252,244.09","2,647,864.56","2,529,618.18","5,494,211.56","15,207,594.59","12,386,019.93","20,350,852.63","17,402,851.53","14,468,763.76","9,854,752.76","12,080,776.21","11,134,158.09","8,246,278.69","6,029,961.74","7,753,311.25","10,048,974.35","16,849,165.25","17,406,006.06","17,600,675.28","12,614,634.24","22,828,836.80","18,681,739.39","22,098,120.30","67,288,353.33","17,587,330.26","12,760,017.30","20,819,563.60","13,084,615.02","20,642,905.04","13,782,106.73","12,929,177.21","71,327,641.44","88,168,660.45","21,487,776.81","37,368,512.61"
预收款项,"4,356,246.42","851,000.05","4,343,509.94","4,566,953.94","1,755,881.43","2,956,322.79","3,552,170.50","1,518,347.47","1,361,144.05","2,345,376.86","3,869,176.55","1,079,972.53","1,201,537.40","1,881,817.84","2,920,609.47","2,884,698.21","1,943,244.75","717,209.76","2,045,186.28","3,403,741.24","3,161,912.80","3,636,162.22","5,598,416.79","3,715,886.75","9,888,983.46","6,241,848.70","1,824,837.78","8,889,792.23","8,393,746.93","6,236,765.88","4,642,425.97","3,649,639.96","2,002,081.79","2,682,137.89","6,416,469.55","23,213,687.58"
