科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"72,380,215.96","93,611,019.20","140,459,964.81","63,150,560.44","111,709,631.72","175,688,119.70","25,317,583.17","58,147,699.58","109,008,325.23","202,825,299.07","39,956,403.60","76,974,045.32","137,959,243.93","271,079,432.03","48,194,730.31","93,253,001.71","173,194,682.75","328,666,847.03","58,957,711.83","123,060,071.36","243,112,559.74","551,961,348.28","93,328,881.59","207,218,526.01","372,460,004.45","742,326,437.67","89,890,449.22","203,517,518.29","382,453,592.46","758,386,364.02","119,557,770.30","236,916,916.06"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,"76,363,998.74","151,256,672.89","89,260,150.00","147,700,000.00","147,700,000.00","147,700,000.00",,"65,700,000.00","65,700,000.00","65,700,000.00",,"8,000,000.00"
收到的税费返还,"2,605,932.63","3,469,939.63","5,960,873.93",,"1,096,222.64","6,997,799.04",,,,,"1,960,715.09","7,901,932.78","7,901,932.78","18,289,382.46",,,"5,797,543.64","10,214,540.95",,"2,481,796.57","2,481,796.57","3,274,634.12","13,244,904.46","14,895,903.17","15,036,381.72","21,181,412.76","23,526,496.45","23,723,912.45","38,983,703.15","50,169,978.65","3,943,206.66","10,766,655.77"
支付其他与投资活动有关的现金,,,,,,,,,,,,"1,033,000.00","1,038,000.00","950,000.00","116,000.00","916,000.00","1,216,000.00","1,186,000.00",,,,,,,,"20,000,000.00",,"297,000,000.00","305,000,000.00",,,
收到其他与经营活动有关的现金,"245,647.98","4,611,682.76","4,701,177.12","2,276,665.30","2,555,309.03","5,859,281.01","4,030,843.22","4,477,772.89","9,765,279.14","10,563,070.87","1,606,592.12","3,305,299.61","5,217,160.53","8,672,120.87","3,943,808.96","4,265,106.24","5,086,390.42","6,220,776.42","2,942,933.58","4,517,141.35","11,745,814.94","12,285,353.68","2,162,820.46","5,543,304.13","10,304,317.85","12,611,253.17","2,892,321.36","7,742,114.62","11,516,542.08","14,732,513.97","2,780,215.66","6,986,873.32"
投资活动现金流出小计,"2,195,251.56","8,832,988.67","10,390,586.52","9,699,187.10","13,583,697.60","19,380,774.70","11,151,563.00","18,703,994.00","24,198,693.51","30,428,412.45","5,737,478.00","27,134,449.39","38,391,459.31","78,216,237.22","26,956,721.55","44,102,933.95","55,415,901.46","58,111,369.43","1,420,148.95","6,167,260.59","113,752,030.33","198,274,698.79","92,677,277.63","170,635,840.72","172,310,319.01","205,388,226.55","6,747,351.80","387,853,323.42","415,855,784.84","736,290,671.38","33,236,558.95","379,588,538.46"
经营活动现金流入小计,"75,231,796.57","101,692,641.59","151,122,015.86","65,427,225.74","115,361,163.39","188,545,199.75","29,348,426.39","62,625,472.47","118,773,604.37","213,388,369.94","43,523,710.81","88,181,277.71","151,078,337.24","298,040,935.36","52,138,539.27","97,518,107.95","184,078,616.81","345,102,164.40","61,900,645.41","130,059,009.28","257,340,171.25","567,521,336.08","108,736,606.51","227,657,733.31","397,800,704.02","776,119,103.60","116,309,267.03","234,983,545.36","432,953,837.69","823,288,856.64","126,281,192.62","254,670,445.15"
投资活动产生的现金流量净额,"-2,194,551.56","-8,832,988.67","-10,389,556.52","-9,698,937.10","-13,583,447.60","-19,380,524.70","-11,149,763.00","-18,649,924.00","-24,144,023.51","-27,143,742.45","-5,737,478.00","-27,133,999.39","-38,390,909.31","-78,251,371.78","-26,907,821.55","-43,879,033.95","-55,192,001.46","-57,885,919.43","-1,418,648.95","-6,165,760.59","-113,733,530.33","-198,256,198.79","-92,662,962.58","-170,595,960.72","-172,261,439.01","-193,148,116.51","5,150,619.71","-361,763,799.19","-389,755,290.84","-157,407,118.11","27,396,372.56","-255,741,824.33"
购买商品、接受劳务支付的现金,"39,301,794.40","48,243,842.10","92,702,137.76","47,209,042.50","77,520,676.78","101,767,207.88","19,725,158.24","39,507,934.74","68,875,733.93","97,252,635.40","19,993,361.50","39,042,911.84","74,399,137.76","128,877,311.78","28,075,735.40","67,674,852.90","124,267,444.49","163,549,941.73","40,961,184.37","81,373,616.17","149,432,466.51","225,964,443.41","60,966,263.24","123,541,265.69","207,907,907.58","265,339,013.80","66,523,513.84","128,044,319.12","238,746,502.23","336,061,732.11","95,104,100.33","172,948,886.67"
吸收投资收到的现金,"1,050,000.00",,"21,432,000.00","220,907.50","307,820,907.50","307,820,907.50",,,,,,"2,450,000.00","2,450,000.00","5,923,500.00","10,266,700.00","10,266,700.00","10,266,700.00","10,266,700.00",,,"70,954,048.74","70,954,048.74",,,"117,878,678.00","435,645,988.00",,,,,,
支付给职工以及为职工支付的现金,"10,504,533.61","14,866,408.94","21,495,073.12","18,622,503.73","28,657,378.38","37,857,788.96","13,343,360.04","23,557,589.78","35,659,526.34","49,397,310.20","19,312,809.03","33,074,603.11","49,767,542.16","64,558,977.36","23,370,303.54","41,750,647.64","59,720,155.35","78,899,507.01","28,492,811.67","49,796,847.21","76,441,606.96","112,533,500.68","48,618,228.86","86,814,956.59","128,583,015.95","169,035,958.19","63,386,553.71","109,714,568.61","160,181,799.23","205,915,759.99","73,069,095.57","128,004,398.91"
取得借款收到的现金,"7,368,000.00","19,650,000.00","25,250,000.00","9,800,000.00","14,800,000.00","14,800,000.00",,,,,,,,,,,,,,"15,000,000.00","76,000,000.00","117,000,000.00","82,000,000.00","165,650,000.00","168,900,100.00","170,790,000.00",,"37,600,000.00","127,600,000.00","162,600,000.00",,"45,660,000.00"
支付的各项税费,"8,509,544.25","11,910,945.62","15,706,902.86","10,934,124.33","16,531,750.97","24,669,589.80","5,659,564.81","10,799,170.61","16,500,365.46","25,936,692.30","13,392,719.46","21,628,620.94","27,046,220.21","36,327,723.37","7,540,885.17","13,238,114.76","19,295,294.63","30,180,680.97","10,238,939.45","21,891,068.22","31,694,728.51","54,102,613.65","25,781,099.96","37,664,761.35","51,533,559.07","81,769,480.92","35,056,402.13","50,015,324.95","64,326,286.79","87,947,992.56","38,742,784.03","55,496,639.50"
收到其他与筹资活动有关的现金,,,,"50,000.00","50,000.00","50,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"9,797,037.60","10,886,952.12","17,429,319.29","14,579,313.93","21,001,582.12","23,334,516.84","7,906,850.65","13,666,084.76","23,899,859.51","24,583,338.25","15,503,390.63","28,232,931.27","45,848,291.13","40,463,814.80","16,002,820.20","29,817,591.02","50,647,239.16","68,850,289.82","22,799,032.42","41,003,064.15","66,226,606.24","96,335,726.92","23,654,357.91","44,426,749.78","76,837,728.70","119,543,073.80","32,394,004.17","62,573,435.57","103,960,930.04","127,951,886.42","48,366,471.08","70,813,013.85"
筹资活动现金流入小计,"8,418,000.00","19,650,000.00","46,682,000.00","10,070,907.50","322,670,907.50","322,670,907.50",,,,,,"2,450,000.00","2,450,000.00","5,923,500.00","10,266,700.00","10,266,700.00","10,266,700.00","10,266,700.00",,"15,000,000.00","146,954,048.74","187,954,048.74","82,000,000.00","165,650,000.00","286,778,778.00","606,435,988.00",,"37,600,000.00","127,600,000.00","162,600,000.00",,"45,660,000.00"
经营活动现金流出小计,"68,112,909.86","85,908,148.78","147,333,433.03","91,344,984.49","143,711,388.25","187,629,103.48","46,634,933.74","87,530,779.89","144,935,485.24","197,169,976.15","68,202,280.62","121,979,067.16","197,061,191.26","270,227,827.31","74,989,744.31","152,481,206.32","253,930,133.63","341,480,419.53","102,491,967.91","194,064,595.75","323,795,408.22","488,936,284.66","159,019,949.97","292,447,733.41","464,862,211.30","635,687,526.71","197,360,473.85","350,347,648.25","567,215,518.29","757,877,371.08","255,282,451.01","427,262,938.93"
偿还债务支付的现金,"8,948,000.00","15,660,000.00","19,900,000.00",,"30,000,000.00","34,800,000.00",,,,,,,,,,,,,,,"3,174,234.75","25,770,388.55","52,000,000.00","63,833,333.33","120,693,433.33","139,941,666.66","5,860,000.00","17,968,333.33","24,078,333.33","34,745,033.33","10,193,333.33","41,520,033.33"
经营活动产生的现金流量净额,"7,118,886.71","15,784,492.81","3,788,582.83","-25,917,758.75","-28,350,224.86","916,096.27","-17,286,507.35","-24,905,307.42","-26,161,880.87","16,218,393.79","-24,678,569.81","-33,797,789.45","-45,982,854.02","27,813,108.05","-22,851,205.04","-54,963,098.37","-69,851,516.82","3,621,744.87","-40,591,322.50","-64,005,586.47","-66,455,236.97","78,585,051.42","-50,283,343.46","-64,790,000.10","-67,061,507.28","140,431,576.89","-81,051,206.82","-115,364,102.89","-134,261,680.60","65,411,485.56","-129,001,258.39","-172,592,493.78"
分配股利、利润或偿还利息支付的现金,"357,158.78","459,345.59","1,190,040.25","683,371.51","1,061,293.40","1,100,008.07",,"8,920,000.00","8,920,000.00","8,920,000.00",,"8,920,000.00","8,920,000.00","8,920,000.00",,"8,920,000.00","8,920,000.00","8,920,000.00","5,304,546.09","14,272,000.00","14,740,074.10","15,950,395.68","1,294,003.39","18,544,703.50","20,595,941.79","22,409,586.58","1,545,153.80","20,531,056.12","23,020,891.98","25,900,830.78","5,420,650.38","27,866,993.85"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"10,003,000.00","5,800,000.00","5,800,000.00","5,800,000.00","572,800,000.00","60,000,000.00","120,000,000.00"
支付其他与筹资活动有关的现金,"81,750.00","2,970,618.89","2,338,181.64",,"5,221,900.92","7,791,900.92",,"52,040.06","52,040.06","52,040.06",,"7,850.76","7,850.76","7,850.76",,"63,329.32","63,329.32","63,329.32","158,631.40","158,631.40","158,631.40","158,631.40","1,500,000.00","1,518,547.57","1,518,547.57","2,304,066.27","2,217,460.00","2,600,020.18","2,882,966.00","2,908,033.18","69,519,170.88","69,691,499.46"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"1,899,768.20",,,,"5,955,710.95","632,931.51","3,741,326.13"
筹资活动现金流出小计,"9,386,908.78","19,089,964.48","23,428,221.89","683,371.51","36,283,194.32","43,691,908.99",,"8,972,040.06","8,972,040.06","8,972,040.06",,"8,927,850.76","8,927,850.76","8,927,850.76",,"8,983,329.32","8,983,329.32","8,983,329.32","5,463,177.49","14,430,631.40","18,072,940.25","41,879,415.63","54,794,003.39","83,896,584.40","142,807,922.69","164,655,319.51","9,622,613.80","41,099,409.63","49,982,191.31","63,553,897.29","85,133,154.59","139,078,526.64"
处置固定资产、无形资产和其他长期资产收回的现金净额,700.00,,"1,030.00",250.00,250.00,250.00,,"54,070.00","54,670.00","54,670.00",,450.00,550.00,"3,550.00","48,900.00","223,900.00","223,900.00","225,450.00","1,500.00","1,500.00","18,500.00","18,500.00","10,000.00","39,880.00","48,880.00","48,880.00",780.00,"126,842.32","126,842.32","127,842.32",,"105,388.00"
筹资活动产生的现金流量净额,"-968,908.78","560,035.52","23,253,778.11","9,387,535.99","286,387,713.18","278,978,998.51",,"-8,972,040.06","-8,972,040.06","-8,972,040.06",,"-6,477,850.76","-6,477,850.76","-3,004,350.76","10,266,700.00","1,283,370.68","1,283,370.68","1,283,370.68","-5,463,177.49","569,368.60","128,881,108.49","146,074,633.11","27,205,996.61","81,753,415.60","143,970,855.31","441,780,668.49","-9,622,613.80","-3,499,409.63","77,617,808.69","99,046,102.71","-85,133,154.59","-93,418,526.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,"-38,684.56",,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,"1,800.00",,,"3,230,000.00",,,,,,,,,,,,,"4,315.05",,,"288,461.84","6,097,191.51","20,162,681.91","20,173,651.68",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,700.00,,"1,030.00",250.00,250.00,250.00,"1,800.00","54,070.00","54,670.00","3,284,670.00",,450.00,550.00,"-35,134.56","48,900.00","223,900.00","223,900.00","225,450.00","1,500.00","1,500.00","18,500.00","18,500.00","14,315.05","39,880.00","48,880.00","12,240,110.04","11,897,971.51","26,089,524.23","26,100,494.00","578,883,553.27","60,632,931.51","123,846,714.13"
五、现金及现金等价物净增加额,"3,955,426.37","7,511,539.66","16,652,804.42","-26,229,159.86","244,454,040.72","260,514,570.08","-28,436,270.35","-52,527,271.48","-59,277,944.44","-19,897,388.72","-30,416,047.81","-67,409,639.60","-90,851,614.09","-53,442,614.49","-39,492,326.59","-97,558,761.64","-123,760,147.60","-52,980,803.88","-47,473,148.94","-69,601,978.46","-51,307,658.81","26,403,485.74","-115,740,309.43","-153,632,545.22","-95,352,090.98","389,064,128.87","-85,523,200.91","-480,627,311.71","-446,399,162.75","7,050,470.16","-186,738,040.42","-521,752,844.75"
购建固定资产、无形资产和其他长期资产支付的现金,"1,745,251.56","8,832,988.67","10,340,586.52","9,699,187.10","13,583,697.60","19,380,774.70","11,151,563.00","18,703,994.00","24,198,693.51","30,428,412.45","5,737,478.00","23,551,449.39","37,353,459.31","74,716,237.22","26,840,721.55","40,186,933.95","51,199,901.46","53,925,369.43","1,420,148.95","5,167,260.59","6,738,031.59","9,618,025.90","3,417,127.63","4,875,690.72","6,550,169.01","7,568,076.55","427,351.80","6,210,549.42","24,120,236.84","32,075,123.38","436,558.95","6,116,538.46"
