科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"1,655,056,661.42","2,003,467,864.11","1,719,332,475.76","1,527,689,296.29","1,667,461,686.20","2,406,412,108.18","1,049,289,690.14","1,627,489,388.90","1,820,950,530.36","2,864,671,196.33","1,260,875,509.78","1,794,417,757.67","1,946,718,898.87","2,759,109,821.63","1,296,514,811.54","2,042,614,734.97","2,229,433,330.71","3,022,358,902.98","1,314,850,698.20","1,883,627,033.85","2,135,050,871.79","3,299,739,676.73","1,580,997,918.02","1,979,364,570.81","2,238,643,267.99","3,540,614,978.29","1,640,997,814.19","2,202,254,850.32","2,593,802,649.70","3,792,336,292.92","1,849,272,513.12","2,656,301,544.76","3,050,387,265.59","4,536,324,566.44","1,663,078,497.92","2,316,226,725.06"
二、营业利润,"149,825,645.29","220,075,221.62","219,071,606.83","279,422,522.14","267,009,845.07","337,968,157.69","184,174,441.58","276,974,347.43","243,524,247.11","353,646,239.66","200,817,970.97","291,115,506.48","225,881,107.40","267,488,071.58","227,285,197.13","362,538,272.18","325,685,043.62","333,472,773.88","141,538,732.92","232,384,404.26","214,887,251.03","478,194,208.57","299,664,927.86","597,278,849.20","500,271,740.17","636,608,602.69","240,738,252.58","328,457,900.89","242,805,394.83","167,825,961.36","287,959,394.37","320,857,628.96","201,403,878.48","99,782,861.20","61,411,366.42","-8,140,641.59"
减:营业成本,"1,334,078,909.96","1,559,673,677.14","1,210,598,458.97","1,086,661,189.26","1,202,357,677.99","1,749,698,376.56","786,562,975.29","1,251,451,097.59","1,415,033,797.73","2,221,019,592.08","972,128,566.89","1,393,918,855.82","1,540,499,036.97","2,144,766,598.27","933,434,199.65","1,505,787,250.16","1,663,581,392.77","2,319,579,629.08","1,002,162,598.56","1,476,608,174.01","1,698,077,375.61","2,657,741,289.53","1,177,263,456.09","1,512,650,829.09","1,739,592,021.04","2,730,763,981.84","1,112,039,592.79","1,519,505,003.29","1,839,432,970.09","2,700,425,201.11","1,283,918,097.86","1,888,242,594.94","2,224,468,459.23","3,381,674,915.29","1,295,486,076.85","1,925,789,576.63"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,677,658.58","10,939,755.15","14,619,704.63","7,667,371.26","14,277,330.22","14,802,294.98","3,115,318.40","9,807,080.24","11,921,365.29","15,445,545.76","2,357,310.27","15,128,747.18","18,127,930.02","18,746,467.99","2,116,341.71","8,356,084.08","18,857,295.47","20,035,067.53","1,786,637.11","7,837,895.37","16,391,982.26","33,331,464.18","3,517,865.78","23,050,643.84","39,009,363.84","36,833,389.79","4,708,546.45","13,519,517.47","22,826,030.40","33,549,427.38","7,583,943.91","18,350,956.00","33,699,611.24","40,520,894.17","7,064,384.87","18,997,965.39"
营业外收入,"3,027,395.54","5,148,159.47","12,423,849.90","1,588,405.61","1,716,753.14","2,663,443.96","978,922.77","3,241,448.42","14,328,011.39","16,032,184.07","2,117,551.56","2,422,697.74","8,541,490.01","9,161,807.34","668,048.00","35,408,513.44","40,556,177.24","41,651,018.42","486,604.37","2,322,119.45","6,300,476.65","10,828,122.90","1,744,078.33","2,864,958.17","4,630,609.98","5,900,232.58","894,811.78","3,473,177.10","8,512,766.28","11,543,967.25","17,641,093.48","709,709.83","1,153,545.40","2,901,581.85","553,520.94","574,379.09"
销售费用,"115,570,928.85","141,662,117.19","127,029,127.80","97,931,103.61","117,738,713.49","167,911,226.06","57,456,412.55","103,759,425.03","136,145,307.64","195,348,935.25","68,807,016.19","111,608,046.37","148,040,932.36","220,425,857.00","82,915,697.52","152,455,036.19","208,604,980.09","262,051,057.03","86,469,186.43","129,026,475.20","178,345,569.12","266,733,402.03","83,925,311.61","140,707,380.28","201,661,175.28","321,068,610.46","118,404,463.50","194,425,314.71","270,964,535.88","372,796,166.29","115,788,148.39","232,542,378.34","323,566,224.84","447,572,846.29","97,250,081.16","196,648,110.72"
减:营业外支出,"3,356,728.59","6,252,077.95","5,697,518.23","3,790,134.81","4,180,666.58","5,438,228.11","1,950,624.26","2,997,968.42","3,458,437.03","5,927,408.19","1,543,828.31","3,036,727.85","3,826,173.67","5,897,479.74","1,310,450.79","17,243,804.21","19,145,666.55","20,002,069.60","1,613,834.17","6,238,835.77","7,099,743.47","31,636,225.93","1,927,318.59","2,908,480.82","3,891,864.22","8,201,258.44","3,396,226.89","4,268,876.14","4,933,173.05","6,187,041.50","744,667.60","6,752,399.04","10,198,521.36","14,191,044.14","529,183.92","1,062,611.80"
管理费用,"59,198,676.42","108,236,745.97","106,677,552.13","64,997,936.36","90,624,767.00","122,849,064.45","34,591,768.06","69,444,927.12","113,654,659.64","151,821,029.97","39,941,571.93","82,328,540.20","129,309,305.02","178,510,648.16","48,642,519.37","98,030,124.58","150,551,625.07","196,603,298.06","55,527,801.51","104,365,174.49","162,075,696.40","223,910,797.66","62,569,167.01","122,860,294.05","195,564,621.09","290,308,174.49","98,438,271.12","150,102,178.17","240,561,506.96","320,304,346.29","76,142,526.19","150,096,388.34","221,701,454.47","321,448,690.05","78,642,691.44","173,457,849.60"
其中:非流动资产处置净损失,"211,118.26","165,811.07","677,717.20","908,193.77","940,485.54","1,047,390.16",,"162,154.76","481,390.94","662,782.61","195,044.24","464,603.97","466,512.58","517,972.49",463.86,"13,551.58","1,525,834.03","1,085,035.41","5,114.37","121,047.77","296,540.15","1,083,341.68","38,283.27","394,178.74","476,141.17","2,019,539.54","1,341,701.75","1,464,836.76","1,711,802.61","2,036,452.05","655,913.96","883,176.87","1,871,704.24",,,
