科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"306,722,628.34","359,001,542.30","465,695,281.14","128,618,883.79","304,712,208.33","424,906,052.13","492,703,467.20","107,422,766.92","282,993,140.55","420,807,155.71","504,756,863.91","116,247,806.76","276,916,445.50","421,038,095.11","500,877,242.70","87,046,657.01","222,664,430.15","345,075,105.24","404,163,124.81","70,891,635.08","171,310,760.03","279,339,942.92","319,383,875.01","64,865,709.79","157,092,544.67","232,604,022.07","250,703,064.46","53,889,034.44","53,935,818.86","53,935,818.86","53,935,818.86","279,384.61","9,109,917.36","13,515,373.99","19,045,648.30","3,747,200.86"
二、营业利润,"27,075,170.22","42,461,994.64","63,270,075.00","20,249,254.25","44,797,058.36","58,903,660.62","59,021,629.09","14,235,025.88","37,247,810.17","45,455,861.11","45,532,337.71","10,583,646.72","26,755,410.72","31,721,040.13","27,249,616.87","5,918,840.48","16,842,902.08","24,215,275.09","17,039,559.49","2,694,457.97","13,007,589.48","24,895,102.21","17,200,803.94","3,555,574.25","11,699,743.92","8,766,705.76","139,605.89","-13,175,147.36","-13,501,522.74","-14,218,840.21","-21,599,456.07","244,715.16","3,682,947.44","5,936,436.66","7,313,772.13","2,870,616.50"
减:营业成本,"235,305,567.41","254,506,434.68","325,245,743.07","88,940,212.87","215,869,267.34","302,853,005.52","352,282,392.65","78,832,283.25","211,176,390.32","321,012,277.95","386,926,329.64","88,804,163.03","209,733,599.93","324,598,208.09","388,919,652.80","66,974,806.83","172,433,769.53","270,645,583.77","319,771,959.92","56,021,738.75","134,282,163.71","218,420,270.82","249,452,332.05","49,717,615.55","120,307,658.12","178,133,890.14","193,572,485.47","51,212,734.04","51,255,366.74","51,255,366.74","51,255,366.74","251,076.92","7,955,593.85","11,321,659.35","15,565,577.71","338,343.78"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,573,747.75","1,707,306.45","2,631,781.42","1,227,491.84","1,480,953.16","2,512,102.11","3,663,397.16","705,723.57","934,357.37","3,647,010.70","3,835,831.51","752,966.18","2,772,638.18","4,345,625.90","4,776,151.47","87,046.66","1,203,059.81","1,985,566.05","2,615,128.98","276,365.04","921,614.44","2,337,565.62","2,450,478.78","315,681.70","1,131,241.39","2,073,855.66","4,783,679.83","1,534,487.17","2,381,400.33","3,183,583.49","3,902,334.67","776,999.91","1,561,708.08","2,347,238.71","2,931,027.94","539,424.89"
营业外收入,"159,000.00","2,627,718.52","3,532,058.93","1,524,161.61","2,008,312.24","2,540,462.87","3,045,637.30","2,037,198.62","3,031,349.24","4,191,546.86","4,590,212.09","334,150.62","372,801.24","645,592.86","1,035,043.48","517,050.62","561,371.34","625,522.95","721,146.82","2,590,200.62","2,653,312.60","2,733,928.22","3,787,728.44","595,974.62","1,643,869.11","15,111,479.62","15,670,990.31","214,369.92","1,674,507.54","1,711,545.02","3,227,676.62",,,,"51,530.91",
销售费用,"11,572,772.85","17,775,026.84","21,606,756.40","5,112,385.72","12,739,129.40","19,413,560.80","25,597,252.52","3,732,735.41","12,631,002.29","19,004,763.67","23,727,705.89","4,086,031.57","10,796,517.23","16,675,596.41","22,462,254.22","2,655,288.88","7,379,307.53","11,244,478.10","14,866,476.03","2,331,255.62","5,321,895.15","8,312,381.07","12,356,972.72","2,388,257.91","5,488,799.48","8,274,656.17","12,573,264.58","871,838.88","913,252.79","913,252.79","913,252.79","28,429.77","216,795.53","354,187.03","521,139.27","193,920.56"
减:营业外支出,"373,680.66","20,759.32","184,821.84",,"20,603.82","1,460,603.82","1,729,184.89",557.69,"61,625.54","63,031.94","63,031.94","23,924.02","13,470.48","133,470.48","149,533.11",,"4,783.84","114,783.84","120,073.97",,"20,258.97","620,355.63","641,146.43","1,000,000.00","1,000,000.00","1,682,174.35","1,683,984.11","533,290.40","533,290.40","2,533,290.40","2,000,200.00",,,,"442,800.00",113.21
管理费用,"27,140,572.29","39,601,125.34","47,404,381.53","10,758,896.10","26,561,696.06","39,802,212.39","54,471,192.15","12,233,796.17","25,969,176.99","39,223,909.62","52,790,634.74","12,382,328.12","25,664,814.82","41,991,813.12","56,683,336.81","12,542,339.78","24,615,389.57","37,699,824.37","51,656,274.01","11,030,948.98","21,939,240.33","34,355,835.96","51,844,371.33","10,716,375.35","23,847,713.05","39,999,337.71","59,035,140.25","10,036,029.30","13,965,943.14","16,847,051.30","25,279,647.95","2,068,751.83","4,873,296.26","10,942,372.88","14,651,471.73","3,273,605.46"
其中:非流动资产处置净损失,,,,,"20,603.82","20,603.82","188,675.53",,"21,625.54","21,625.54","21,067.85","23,924.02","13,470.48","13,470.48","22,910.10",,"4,783.84","4,783.84","9,301.97",,"20,258.78","20,355.44","41,146.00",,,"682,174.35","683,984.11","533,290.40","533,290.40","533,290.40",,,,,,
