科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"501,368,812.36","485,845,836.65","465,140,528.27","447,677,658.34","412,155,101.46","430,307,750.49","433,135,671.22","345,595,543.17","334,209,780.96","349,666,864.78","384,631,175.63","392,828,435.31","334,830,344.62","300,126,758.30","304,907,401.67","369,712,886.77","303,895,882.96","304,951,837.99","293,864,543.90","360,995,483.78","367,730,229.37","345,482,258.55","301,987,833.01","279,174,625.33","254,353,727.94","206,738,717.20","218,668,307.80","132,872,009.89","112,431,127.21","96,099,037.93","98,056,350.17","100,142,000.70","147,484,710.92","113,511,445.85","24,058,961.59","26,667,525.30","64,429,070.21","43,939,054.07","38,933,104.07","179,874,761.03","182,306,233.07","184,251,045.72","126,245,680.72"
短期借款,"140,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","120,000,000.00","130,000,000.00","130,000,000.00","167,000,000.00","167,000,000.00","177,000,000.00","192,000,000.00","190,000,000.00","200,000,000.00","240,000,000.00","240,000,000.00","255,000,000.00","215,000,000.00","205,000,000.00","170,000,000.00","245,000,000.00","255,000,000.00","175,000,000.00","175,000,000.00","175,000,000.00","145,000,000.00","155,000,000.00","155,000,000.00","135,000,000.00","145,000,000.00","175,000,000.00","225,000,000.00","260,000,000.00","305,000,000.00","315,000,000.00","275,000,000.00","255,000,000.00","280,000,000.00","310,000,000.00","310,000,000.00","450,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,556,189.73","4,386,278.00","16,313,820.00","22,137,706.78","16,608,258.29","10,181,699.00","1,831,178.90","10,590,000.00","14,554,299.16","7,278,829.16","8,159,504.00","9,192,573.80","14,732,138.00","43,977,528.46","89,610,756.59","67,290,987.72","50,438,065.96","148,609,277.63","158,991,389.21","107,904,131.42","150,895,523.92","128,590,321.74","106,868,634.28","123,014,170.66","74,788,773.61","90,497,864.51","68,678,040.90","123,029,036.13","37,350,973.08","56,822,118.08","101,802,412.68","111,388,980.73","25,716,431.70","82,844,752.29","90,702,045.53","112,345,353.85","56,979,624.67","75,858,157.94","34,261,213.42","313,331,715.62","457,882,146.85","388,628,851.90","476,789,039.00"
应付票据,,,,,,,,,"20,000,000.00","39,500,000.00","39,500,000.00","40,000,000.00","20,000,000.00",,,,,,"20,000,000.00","20,000,000.00",,,,,,,,"23,000,000.00","63,000,000.00","60,000,000.00","35,000,000.00","35,000,000.00","55,000,000.00","43,000,000.00","8,000,000.00",,,,,"98,231,938.65","78,000,000.00","90,000,000.00","44,000,000.00"
应收账款,"51,253,002.58","50,999,928.33","47,767,678.72","30,837,536.73","36,373,232.12","39,452,725.56","16,198,838.09","29,758,458.62","28,995,745.13","15,617,949.81","31,764,821.39","19,595,214.20","39,119,169.07","47,324,333.59","36,591,135.26","16,825,861.96","68,833,859.08","20,481,610.35","23,877,630.25","28,531,252.66","48,302,542.48","33,302,958.48","60,503,365.51","44,442,962.66","67,273,261.39","70,233,483.08","65,279,930.52","60,619,392.10","76,917,612.48","77,593,366.74","78,179,062.93","67,634,541.33","83,616,514.55","103,905,589.75","113,912,690.58","79,065,963.66","87,132,140.91","152,957,058.41","150,089,254.53","61,130,258.22","68,275,349.21","83,738,204.96","109,049,395.64"
应付账款,"26,677,552.40","25,431,673.95","18,959,115.00","28,895,675.17","33,002,191.38","30,578,802.10","50,060,944.42","36,891,499.37","30,299,358.68","33,316,090.29","43,276,881.81","55,780,669.54","62,371,687.34","56,487,531.91","47,887,102.40","68,857,352.40","68,851,191.74","61,180,221.34","66,935,776.42","59,276,478.91","73,607,766.77","95,045,430.30","75,040,461.36","67,376,549.30","73,295,064.33","96,940,013.15","165,162,346.61","223,406,921.52","182,007,454.02","219,250,578.94","188,099,009.83","191,689,205.51","182,092,877.89","187,096,235.33","184,692,672.81","248,612,010.17","271,843,554.48","275,151,693.44","208,260,376.63","104,117,999.46","147,875,890.74","104,088,287.97","112,801,501.72"
预付款项,"54,022,584.60","66,912,528.66","81,528,156.22","128,677,269.99","128,217,130.41","154,265,139.60","129,236,347.40","132,405,426.50","171,670,612.22","168,780,346.68","168,481,809.48","103,471,771.34","111,239,175.58","127,471,209.34","113,519,917.41","24,947,758.29","27,741,544.80","54,749,548.48","81,018,757.58","106,363,118.08","77,498,106.90","75,758,282.48","101,210,228.06","130,109,716.48","177,706,767.77","170,118,054.63","194,883,379.86","87,085,699.61","66,461,934.59","11,653,224.69","32,835,804.80","2,903,172.18","7,440,902.38","3,737,863.40","2,898,370.39","3,083,748.46","3,883,705.84","19,933,763.24","16,427,268.74","2,791,832.25","21,601,569.88","4,053,899.40","3,204,499.90"
预收款项,"4,145,461.91","9,477,721.89","10,513,194.35","38,754,245.97","41,617,599.82","52,345,739.05","20,930,342.92","12,145,460.50","20,398,453.97","23,664,581.98","24,382,228.86","31,185,811.75","27,108,199.90","32,654,577.77","49,096,881.95","27,194,147.46","25,756,022.89","89,916,006.67","91,893,565.24","26,556,204.29","94,531,300.21","99,155,339.96","47,181,828.56","21,429,584.07","20,830,844.13","16,348,149.16","20,164,325.55","35,158,336.02","13,248,229.02","12,344,769.20","19,022,307.56","51,283,916.58","24,822,823.02","31,884,361.27","30,356,092.27","18,684,323.21","24,543,838.85","18,782,472.38","10,858,458.50","21,252,509.25","25,914,744.37","19,970,457.70","22,292,538.53"
其他应收款,"3,192,201.37","3,640,021.98","2,360,882.55","929,919.41","715,503.75","772,840.00","1,165,510.91","726,158.05","812,219.18","954,686.79","1,177,482.60","646,593.27","2,187,045.22","884,753.87","1,936,832.79","886,571.79","1,664,073.10","952,471.17","989,043.22","495,654.59","895,531.73","604,583.91","7,959,437.17","8,304,213.71","8,486,375.00","8,417,159.57","9,041,874.93","267,413.69","474,123.66","508,371.81","372,428.01","113,378.40","1,089,458.09","291,358.31","1,201,109.35","309,605.00","1,551,249.44","1,294,667.25","841,455.25","4,322,700.00","4,243,140.71","3,876,100.00","3,853,121.40"
应付职工薪酬,"16,216,593.14","14,487,823.45","13,752,824.60","6,498,469.85","7,795,723.33","6,728,337.54","9,830,699.57","6,396,112.98","9,922,584.76","8,454,246.49","6,151,321.05","5,560,430.50","8,366,242.68","10,407,824.63","6,924,659.64","7,043,629.99","7,422,296.11","12,525,801.20","9,067,726.87","7,730,359.97","12,075,440.23","11,181,510.41","13,123,362.41","7,895,110.77","15,023,698.78","12,496,860.17","9,573,323.85","13,784,423.01","13,129,189.78","16,023,556.78","12,654,880.70","13,679,248.31","16,455,965.05","22,865,914.01","29,030,962.70","28,325,419.08","21,559,877.81","21,042,262.17","16,641,474.73","4,442,489.01","13,903,682.66","13,883,473.60","15,867,824.69"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"11,268,754.32","15,403,322.27","16,381,152.48","33,336,298.61","15,897,734.95","27,256,774.19","28,232,385.09","28,789,137.57","20,131,308.06","2,819,944.31","2,105,715.25","2,171,468.13","7,776,682.39","9,531,060.63","4,366,675.56","6,347,372.56","13,935,620.50","17,729,039.70","19,928,391.39","13,872,708.95","12,662,479.18","11,497,839.63","17,640,059.87","881,521.80","10,141,053.22","-11,384,494.61","-14,191,489.43","-8,064,689.42","-7,986,885.04","-7,959,114.00","-7,847,459.57","1,322,031.57","1,122,707.65","7,972,774.92","5,695,182.05","2,214,184.47","1,630,818.55","9,245,250.30","7,742,111.38","3,253,490.00","3,351,855.90","1,775,198.39","2,399,377.69"
应收利息,,,,"6,214,575.00","1,584,675.00","1,584,675.00","1,584,675.00","6,567,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,"1,275,825.00",,,,,,,,,,,,,,,,,,,"444,100.68",,"544,247.17",,"814,200.00","726,298.61","652,631.94","665,395.00","675,911.32","580,879.90","560,938.00","521,176.00","951,905.63","885,447.30","724,117.67","600,809.17"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"29,897,952.22",,,,"32,256,000.00",,,,,,,,"71,680,000.00",,,,,,,,,,,,,,,,,,,,,,
存货,"41,242,647.25","51,378,005.34","50,125,830.18","38,810,389.11","51,798,576.26","55,531,875.13","57,858,326.86","86,220,068.74","99,852,095.28","86,741,530.44","67,119,634.28","46,394,437.42","79,331,546.28","58,811,251.81","43,211,201.59","44,233,199.04","84,697,839.49","66,380,806.40","86,026,149.80","106,354,897.01","197,828,489.73","183,244,368.57","135,097,281.01","61,343,000.70","64,812,476.15","86,186,322.55","87,083,524.24","72,410,184.71","126,445,240.24","127,348,470.78","91,785,712.73","70,619,417.95","126,304,444.99","89,722,041.22","79,551,663.98","79,382,197.04","131,260,800.52","77,604,435.95","60,849,911.87","76,272,887.09","74,489,176.28","75,823,361.63","73,115,648.13"
其他应付款,"10,599,835.21","6,732,788.81","5,959,138.20","7,444,695.22","6,595,748.37","6,825,862.38","6,614,636.33","6,977,225.04","9,367,679.80","8,861,245.28","8,982,112.73","1,526,054.77","1,072,780.30","1,758,978.03","942,001.60","4,602,306.70","5,599,317.66","4,023,722.87","4,878,757.89","2,518,783.73","8,737,676.34","4,500,555.28","5,475,409.44","2,588,973.81","6,186,801.12","7,775,982.91","4,389,748.16","6,397,493.76","8,668,752.55","11,323,588.15","7,557,787.89","3,442,393.06","4,971,397.29","4,092,938.56","5,991,012.51","5,421,380.63","3,007,132.23","6,748,808.37","7,054,547.79","7,435,340.06","9,671,080.36","8,483,399.94","14,345,149.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,000,000.00",,,
一年内到期的非流动负债,"14,000,000.00","7,000,000.00","7,000,000.00","20,000,000.00","17,000,000.00","52,000,000.00","37,000,000.00","62,000,000.00","62,000,000.00","55,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","25,000,000.00","25,000,000.00","40,000,000.00","40,000,000.00","25,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","20,000,000.00","24,000,000.00","58,000,000.00","58,000,000.00","75,000,000.00","80,000,000.00","77,000,000.00","77,000,000.00","59,000,000.00","44,000,000.00","37,850,000.00","37,850,000.00","39,700,000.00","43,700,000.00","47,700,000.00","51,700,000.00","44,700,000.00","40,700,000.00","627,009,003.82","606,749,999.00","465,375,000.00","428,300,000.00"
其他流动资产,"14,488,918.87","15,068,844.96","13,217,428.29","19,148,951.83","17,650,148.17","16,793,409.03","22,653,191.54","21,535,454.07","19,691,609.10","21,301,055.56","20,417,428.69","22,996,559.76","23,487,947.60","27,727,952.92","22,055,219.27","26,011,432.26","24,257,680.95","21,581,776.08","40,150,849.61","28,098,709.74","28,280,101.58","25,913,863.25","25,566,342.79","25,666,581.91","31,715,559.56","25,711,429.33","25,103,643.27","57,020,102.97","64,554,812.97","62,912,664.81","49,929,124.46","46,608,954.82","41,376,387.13","32,193,483.61","29,714,230.27","32,044,997.00","28,545,031.37","22,294,747.29","21,866,436.21","90,745,372.72","59,114,712.49","35,830,854.14","13,952,382.54"
其他流动负债,"1,032,966.37","668,703.29","762,292.86","794,851.69","27,109,121.46","944,946.77","792,425.56","1,446,340.47","1,689,993.22","312,833.24","410,815.96","85,672.13","69,380.10","108,586.10","115,111.82",,"1,146,839.60","55,458.04","1,950,082.73","88,542.64",,"14,062.04","118,216.84","18,676.24","586,518.68","327,879.73","588,237.93",,"326,361.76",,,,,,,"2,694,488.49","1,500,000.00",,,,"20,710,879.02","14,131,233.96","21,417,189.01"
