科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"117,968,481.50","173,542,234.52","223,509,382.46","148,813,677.51","234,817,319.40","360,083,326.09","114,972,009.13","267,621,772.53","357,436,779.18","478,124,788.10","102,847,923.16","270,833,252.90","423,873,031.91","692,386,730.17","190,349,602.25","315,237,982.28","426,738,217.09","611,589,275.25","92,502,517.00","169,645,766.03","363,033,189.36","436,546,968.43","71,980,518.80","137,551,441.74","738,661,923.08","1,847,208,082.56","625,383,095.65","1,238,828,324.87","2,120,722,108.35","4,088,020,468.38","1,004,220,536.00","2,538,951,392.32","4,650,405,830.84"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"98,318,144.51",,,,,,"13,465,050.12","135,565,537.42","156,593,196.39","10,818,000.00","13,500,000.00","14,060,185.80","11,378,185.80","36,813,980.72","40,076,983.19","74,050,237.12"
收到的税费返还,,"3,543,999.18","2,856,934.61","2,903,297.13","4,058,420.79","5,701,160.69","4,555,508.16","10,071,694.29","19,012,202.63","23,969,467.08","12,054,953.29","16,864,162.21","36,436,818.03","51,732,560.44","27,229,692.72","46,239,797.09","61,696,302.30","69,731,368.96","3,706,755.59","37,919,020.85","47,264,853.71","58,416,265.52","26,841,755.53","38,344,691.95","44,389,543.84","50,581,654.51","6,449,034.88","8,440,111.48","9,342,180.52","9,538,464.12","834,825.32","5,525,766.51","5,790,284.95"
支付其他与投资活动有关的现金,,,,,,,,,,,,"347,042.50","447,042.50","5,447,042.50","120,000.00","120,000.00","220,000.00","1,359,036.73","300,000.00","300,000.00","862,000.00",,,,,,,,,,,,
收到其他与经营活动有关的现金,"748,466.01","8,636,275.32","13,534,280.55","2,790,970.65","435,087.90","2,017,801.62","7,270,129.97","7,197,930.76","9,499,971.77","18,283,048.14","1,073,344.13","12,809,589.29","20,278,394.22","26,847,163.55","59,154,542.77","24,955,827.88","28,534,878.66","21,172,052.14","12,315,345.36","3,435,170.68","9,211,439.77","16,330,032.86","794,947.01","3,542,103.45","48,820,841.59","50,888,180.69","51,620,786.41","66,026,060.93","124,979,639.95","511,895,168.93","195,403,956.81","117,780,055.19","398,384,194.49"
投资活动现金流出小计,"2,386,429.00","3,743,629.65","8,070,301.57","11,931,689.21","16,529,953.38","22,221,950.12","6,856,116.71","17,924,117.26","34,681,869.59","49,860,133.76","11,100,424.70","255,371,975.98","288,406,334.50","378,815,916.85","55,529,232.31","151,488,139.52","185,431,759.66","421,794,758.50","317,815,228.66","572,643,747.24","622,527,532.31","141,997,569.91","30,754,013.86","25,173,245.96","138,272,388.00","168,842,452.59","11,092,798.44","30,279,900.44","37,628,759.24","226,091,721.96","108,445,127.00","45,140,573.57","86,013,050.01"
经营活动现金流入小计,"118,716,947.51","185,722,509.02","239,900,597.62","154,507,945.29","239,310,828.09","367,802,288.40","126,797,647.26","284,891,397.58","385,948,953.58","520,377,303.32","115,976,220.58","300,507,004.40","480,588,244.16","770,966,454.16","276,733,837.74","386,433,607.25","516,969,398.05","702,492,696.35","108,524,617.95","210,999,957.56","419,509,482.84","511,293,266.81","99,617,221.34","179,438,237.14","831,872,308.51","1,948,677,917.76","683,452,916.94","1,313,294,497.28","2,255,043,928.82","4,609,454,101.43","1,200,459,318.13","2,662,257,214.02","5,054,580,310.28"
投资活动产生的现金流量净额,"-2,357,529.00","-3,649,325.05","-8,032,301.57","-11,931,689.21","-16,511,953.38","-22,203,950.12","-6,856,116.71","-17,784,612.16","-34,542,364.49","-49,829,133.76","-11,100,424.70","-255,341,975.98","-288,376,334.50","-378,755,916.85","-55,529,232.31","-111,488,139.52","-139,231,759.66","51,306,733.45","27,684,040.01","40,443,961.48","44,502,801.38","170,643,779.05","19,410,905.76","141,165,626.01","28,172,678.49","-2,677,383.45","-6,218,063.64","-25,395,938.24","-26,082,023.42","-37,551,541.27","-33,898,514.94","-34,737,890.65","-75,255,123.97"
购买商品、接受劳务支付的现金,"93,670,082.10","126,691,220.84","181,756,409.91","126,731,888.35","203,025,138.81","315,680,248.72","104,997,714.42","218,631,447.87","302,641,769.21","418,972,870.01","109,795,491.53","278,744,766.79","420,535,622.63","650,380,159.31","196,249,553.30","399,987,915.66","541,572,215.71","672,527,852.89","106,821,595.81","174,637,912.11","273,021,618.23","390,045,629.89","73,340,468.95","126,449,370.33","796,902,148.96","1,918,567,279.67","492,393,764.26","1,175,718,901.58","2,010,593,404.73","4,247,203,321.33","1,046,097,140.28","2,463,268,808.16","4,507,737,197.27"
吸收投资收到的现金,"2,000,000.00","5,000,000.00","18,300,000.00",,,"395,696,000.00",,,,"1,967,155.50",,"18,171,900.00","18,171,900.00","18,171,900.00",,"1,636,000.00","1,636,000.00","1,636,000.00",,,,,,,"195,449,998.84","197,639,641.61",,,"550,000.00","5,850,000.00",,,
支付给职工以及为职工支付的现金,"14,899,510.71","19,563,284.01","24,887,634.41","18,144,446.35","28,635,168.83","47,728,127.30","15,027,774.59","26,717,730.09","36,306,231.68","47,717,823.56","14,784,868.32","32,754,998.57","55,375,921.41","75,251,525.47","20,916,127.80","42,701,551.94","67,360,472.94","91,168,090.14","23,079,943.24","43,433,025.82","65,169,432.20","82,473,294.49","12,509,127.96","25,361,398.13","41,709,438.36","56,976,098.61","31,710,129.77","53,449,465.61","80,009,533.04","99,338,053.11","33,438,299.43","64,327,098.84","100,305,598.34"
取得借款收到的现金,"13,313,231.00","16,142,420.00","21,000,000.00","18,000,000.00","43,000,000.00","43,000,000.00",,,,,,"130,000,000.00","180,000,000.00","230,000,000.00","163,500,000.00","274,575,568.20","416,374,118.20","459,211,709.29","20,000,000.00","32,342,000.00","92,342,000.00","255,653,973.00",,,"78,059,607.21","356,264,564.39","78,032,300.00","232,761,773.35","539,033,769.35","1,104,891,493.17","369,075,693.50","842,990,887.67","1,262,016,596.98"
支付的各项税费,"1,686,014.00","3,156,180.98","6,262,766.61","8,291,650.94","13,935,355.16","15,536,599.75","4,043,553.16","5,801,466.05","11,176,103.95","13,529,458.27","1,676,494.08","6,654,666.68","8,091,641.95","12,737,673.35","1,148,547.19","7,140,135.17","8,645,227.93","8,598,393.36","766,370.51","9,999,844.42","14,249,425.12","15,146,221.56","559,761.86","9,055,959.05","11,023,276.17","29,396,682.46","27,332,605.38","33,141,560.42","51,141,688.48","91,975,013.31","11,180,580.16","22,166,348.08","37,718,081.42"
收到其他与筹资活动有关的现金,,"1,123,680.00",,,,,,,,,,,,,,,,,,,,,,"22,825,385.95","22,825,385.95","21,581,640.08",,,,"4,086,895.55",,,"150,945,444.45"
支付其他与经营活动有关的现金,"6,909,161.53","25,640,081.40","13,911,609.52","6,511,973.10","10,536,608.33","13,022,901.54","10,035,602.38","16,115,434.96","18,463,556.72","53,315,270.75","21,787,460.09","24,940,220.38","60,134,559.57","46,792,410.33","24,089,971.32","22,365,563.72","22,408,377.20","80,198,117.81","23,134,903.92","33,720,881.07","64,132,592.06","115,311,158.17","10,711,973.41","21,142,023.39","52,052,055.23","103,414,446.33","71,693,859.00","76,472,950.74","126,045,578.09","143,942,201.86","255,322,912.88","365,863,371.63","676,917,857.26"
筹资活动现金流入小计,"15,313,231.00","22,266,100.00","39,300,000.00","18,000,000.00","43,000,000.00","438,696,000.00",,,,"1,967,155.50",,"148,171,900.00","198,171,900.00","248,171,900.00","163,500,000.00","276,211,568.20","418,010,118.20","460,847,709.29","20,000,000.00","32,342,000.00","92,342,000.00","255,653,973.00",,"22,825,385.95","296,334,992.00","575,485,846.08","78,032,300.00","232,761,773.35","539,583,769.35","1,114,828,388.72","369,075,693.50","842,990,887.67","1,412,962,041.43"
经营活动现金流出小计,"117,164,768.34","175,050,767.23","226,818,420.45","159,679,958.74","256,132,271.13","391,967,877.31","134,104,644.55","267,266,078.97","368,587,661.56","533,535,422.59","148,044,314.02","343,094,652.42","544,137,745.56","785,161,768.46","242,404,199.61","472,195,166.49","639,986,293.78","852,492,454.20","153,802,813.48","261,791,663.42","416,573,067.61","602,976,304.11","97,121,332.18","182,008,750.90","901,686,918.72","2,108,354,507.07","623,130,358.41","1,338,782,878.35","2,267,790,204.34","4,582,458,589.61","1,346,038,932.75","2,915,625,626.71","5,322,678,734.29"
偿还债务支付的现金,"13,359,950.00","10,466,391.00","9,750,000.00","16,050,000.00","28,250,000.00","62,250,000.00",,,,,,,"30,000,000.00","30,000,000.00","50,000,000.00","73,230,000.00","98,230,000.00","290,075,119.29","68,629,785.24","104,629,785.24","204,629,785.24","238,048,590.00","120,000,000.00","235,000,000.00","271,963,252.83","411,411,768.67","97,586,520.10","173,594,382.02","299,907,477.73","730,080,578.88","315,953,151.62","485,928,550.22","849,767,349.68"
