科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"103,446,155.17","97,485,636.39","97,270,981.43","6,039,494.23","6,300,841.49","3,475,759.62","4,576,389.97","1,340,057.04","1,470,851.07","231,980,511.12","336,842,088.12","168,816,178.45","454,761,274.16","102,847,488.85","55,994,058.05","167,643,538.69","158,838,182.43","235,062,507.14","210,560,949.92","472,898,309.61","466,721,360.85","830,056,202.06","409,503,487.13","370,200,247.96","237,215,718.87","225,677,771.40","195,820,369.24","363,797,772.19","698,604,268.95","132,563,727.51","76,215,356.46","328,849,495.06","312,222,007.87","407,574,575.61","484,383,135.71","281,670,357.82","816,589,899.98","768,842,314.58","1,021,433,413.37","793,151,516.14","1,274,623,143.59","1,949,780,765.14","998,329,110.11","827,765,008.85"
短期借款,"397,202,467.55","316,032,423.05","242,616,172.67","132,822,873.04","90,672,873.04","90,500,000.00","85,500,000.00",,,,,,,,,"110,000,000.00",,,,"10,000,000.00","10,000,000.00","10,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","130,000,000.00","5,000,000.00","305,000,000.00","305,000,000.00","300,000,000.00","300,000,000.00",,,,,,,,,"225,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","75,000,000.00"
交易性金融资产,,,,"644,665.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,"2,221,009.25","1,000,000.00","2,000,000.00","710,000.00","200,000.00",,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"51,392,158.22","53,839,457.88","37,363,632.90","23,458,781.14","23,337,750.89","22,728,317.86","21,466,073.68",,,"5,130,950.00","6,631,950.00","3,261,735.80","4,050,870.12","1,012,500.00","886,500.00","689,500.00","689,500.00","619,500.00","872,200.00","20,039,631.75","39,156,469.40","48,660,531.75","28,527,738.71","15,371,045.07","16,092,305.93","18,258,169.69","16,202,773.87","14,915,965.97","14,281,992.65","24,000,252.92","26,679,623.89","25,480,367.08","33,216,003.19","24,425,516.20","45,606,527.47","50,428,794.37","49,605,767.31","39,899,498.54","38,215,912.36","54,136,754.32","46,482,174.44","34,730,024.74","92,380,967.22","39,911,975.07"
应付账款,"44,346,345.06","44,377,784.43","44,335,359.48","53,291,313.97","53,192,395.35","52,124,975.51","52,171,265.45","4,922,732.91","4,922,732.91","212,463,324.17","209,923,079.59","217,859,275.86","156,318,000.98","220,469,469.14","163,774,519.48","274,869,107.64","260,115,378.63","258,590,265.29","292,229,456.03","913,845,182.85","815,340,041.35","775,706,155.22","691,434,446.38","1,002,723,440.68","964,281,791.98","908,763,749.05","637,268,528.67","742,993,107.33","663,256,379.69","765,765,101.43","670,651,990.75","613,914,458.08","345,418,524.04","403,278,179.90","260,133,642.48","378,631,764.99","285,391,896.27","295,136,962.11","352,452,424.95","1,323,838,928.91","610,374,452.07","655,304,034.56","817,510,535.36","722,207,870.42"
预付款项,"18,580,121.63","15,923,326.03","15,631,273.68","3,798,120.59","3,798,120.59","2,799,399.96","2,799,399.96",,"165,000.00","1,570.00","602,300.00","1,390,489,698.39","1,817,873,806.00","140,458,614.00","431,703,200.60","1,091,419,942.24","949,430,037.21","511,137,677.98","427,049,972.98","7,400,682.00","9,807,722.20","8,098,551.22","9,939,422.41","9,352,654.10","205,037,901.93","14,438,144.58","17,584,480.85","26,278,783.89","950,534,179.44","17,276,730.31","15,212,756.67","13,820,275.36","14,967,736.86","21,034,566.47","322,573,162.07","5,148,120.00","247,743,579.44","3,116,803.30","1,734,207.63","403,571,804.36","1,295,911.95","1,470,686.43","3,859,772.40","995,509,374.79"
预收款项,"12,443,411.33","12,163,653.64","13,646,445.09","13,066,463.37","12,962,341.41","12,980,973.28","12,980,973.28","2,230,155.66","2,430,155.66","371,244,415.46","251,573,650.69","861,687,598.61","1,287,328,289.87","1,129,288,551.51","1,176,166,249.66","946,076,493.85","1,051,991,467.08","1,114,844,401.08","1,328,215,879.42","1,952,126,816.00","2,557,485,025.00","3,530,971,209.58","4,997,503,303.46","4,910,189,574.08","4,619,961,510.55","4,111,997,031.89","4,042,615,324.41","3,259,342,131.40","1,761,795,180.56","968,588,609.27","351,253,353.60","557,418,995.94","633,573,284.86","1,051,160,045.72","1,641,986,608.58","1,638,608,840.16","2,196,430,844.62","2,759,960,855.43","3,365,782,026.53","3,492,113,683.84","1,827,714,456.56","2,548,778,765.04","3,456,813,308.95","4,518,515,339.96"
其他应收款,"136,854,837.76","87,006,870.00","84,439,912.11","55,344,077.92","52,797,088.44","60,303,356.51","61,335,559.43",,"301,287.40","16,380,843.52","14,319,087.57","21,798,277.88","24,500,507.23","119,956,863.28","14,048,523.38","16,922,372.32","16,074,326.61","142,628,902.44","137,160,214.14","20,469,156.05","16,206,313.30","15,287,513.51","2,668,818,369.15","20,301,349.85","16,049,302.76","87,024,338.75","89,536,993.78","456,623,267.98","120,383,773.66","95,896,235.83","57,334,492.78","57,414,725.26","58,106,689.46","60,930,323.75","54,718,112.01","112,364,641.53","58,675,176.77","115,620,547.57","143,110,423.54","104,933,843.18","711,585,690.58","706,658,721.48","1,044,928,683.19","1,572,954,506.63"
应付职工薪酬,"10,684,807.00","10,863,155.96","10,490,819.84","3,635,010.37","3,820,197.77","3,518,535.91","2,590,667.42","516,004.00","174,408.00","1,643,921.87","1,692,770.41","4,867,866.20","146,936.60","1,288,893.60","2,772,392.60","8,783,515.69","1,717,807.57","4,019,874.21","4,276,352.59","15,938,704.42","2,416,222.58","8,491,962.81","6,012,255.65","11,921,720.24","2,529,051.20","5,434,930.03","4,385,460.14","23,300,895.05","3,267,366.66","5,849,176.67","5,003,004.62","15,448,901.93","5,233,021.67","6,643,514.01","6,728,774.63","14,671,837.43","7,114,638.49","10,493,072.55","10,508,636.83","24,082,414.35","11,648,219.74","10,930,600.02","9,858,070.87","28,454,118.10"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,148,508.58","3,239,975.97","3,280,542.69","3,554,554.75","3,371,611.23","3,213,243.42","3,126,096.91","-26,447.11","-4,572.11","120,106,176.66","145,246,383.45","282,012,661.45","194,361,618.48","122,805,111.13","-9,969,465.98","174,304,927.66","204,114,142.53","179,157,659.99","163,040,974.04","192,865,637.38","158,132,998.15","61,386,893.08","43,379,669.08","118,272,267.12","123,600,568.95","105,398,678.14","206,520,131.03","267,887,555.30","350,546,573.84","19,030,461.62","59,670,560.34","104,416,128.29","98,651,949.30","94,703,220.85","79,882,978.37","160,845,907.48","139,142,183.29","130,124,798.00","143,751,921.86","224,162,600.11","276,383,526.46","305,552,754.57","215,419,697.02","258,128,338.33"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,226,666.67"
应付利息,"48,371,571.27","36,507,859.21","45,241,547.76","30,477,397.92","30,508,320.42","26,621,153.46","27,546,820.96",,,"982,500.00","1,394,025.00","3,552,256.50","3,793,176.50","7,802,165.00","16,209,550.00","5,764,562.39","6,521,935.56","16,352,449.72","6,622,710.48","129,316,271.01","42,137,749.90","65,216,872.71","86,939,853.27","3,016,152.67","5,856,340.11","8,634,192.16","924,422.18","19,038,463.07","21,288,635.09","6,602,201.62","6,869,925.23","1,892,346.80","1,851,833.19","2,122,071.26","13,210,039.31","32,814,659.81","52,312,125.40","71,125,972.89","12,617,034.96","32,165,649.01","52,952,988.70","95,158,041.95","22,563,359.04","34,237,738.35"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
