科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"222,214,432.15","473,299,674.83","748,406,129.29","1,066,238,568.44","281,677,165.92","533,738,242.57","742,695,934.27","1,039,262,911.05","233,358,088.13","619,314,154.04","1,101,456,345.31","1,598,281,523.31","370,798,895.45","933,478,117.07","1,386,626,790.59","2,167,012,756.86","621,399,448.00","1,333,512,261.42","1,919,033,666.94","2,550,552,907.25","575,834,491.27","1,641,558,182.11","3,313,695,310.76","4,613,226,721.89","731,709,052.41","1,509,072,045.93","1,972,209,475.68","2,790,971,802.54","408,321,164.88","860,128,072.18","1,298,344,461.86","2,233,330,848.85","738,687,235.41","1,924,487,612.39","3,103,782,369.11","4,288,939,658.97","1,113,165,649.86","2,549,619,720.50","3,817,051,013.58","5,954,876,663.21","2,125,663,997.23","4,844,286,804.89","8,685,411,560.52","12,109,271,978.46","3,262,228,158.99"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"13,290,346.56","13,290,346.56","13,290,346.56",,,"87,786,900.00","87,786,900.00",,,,,,,,,,,,,,,,,,,,"646,536,858.90",,,,,"14,400,000.00","15,420,000.00","15,540,000.00","40,707,036.33","510,000.00"
收到的税费返还,,,,,,"188,690.36","510,713.25","510,713.25",,"48,301.52","897,404.01","999,411.30",,,"75,689.56",,,"1,365,404.37","1,871,334.07","4,474,397.68","1,332,306.77","2,266,570.35","3,990,381.38","5,188,112.51",,"523,303.71","2,996,163.17","2,995,034.17","172,832.89","1,494,716.13","1,905,444.82","4,636,691.57","468,939.91","468,939.91","756,211.60","756,211.60","4,682.05","6,316.41","29,098.51",,"357,351.06","358,088.24","415,151.11",,
支付其他与投资活动有关的现金,,"15,213.00",,"22,969,005.23",,"25,278.85","1,734,122.43",,,,,"119,500,000.00",,,,"10,700,000.00","1,758,824.23","1,839,288.32","13,365,789.23",,"15,090,777.00","25,000,460.00","25,090,777.00",,,,,,,,,,,"63,550,248.72","63,550,248.72","116,446,480.53",,,,"137,228,374.35","72,000,000.00","38,559.92","72,350,020.70","105,000,000.00",
收到其他与经营活动有关的现金,"2,712,665.54","5,529,054.50","6,427,625.89","5,751,718.43","2,415,929.65","4,065,208.63","29,101,029.81","22,950,793.81","5,692,547.02","76,814,092.52","106,111,997.00","7,507,925.63","6,499,063.83","8,157,943.47","21,298,403.84","27,496,284.51","11,361,468.20","42,157,677.02","67,111,838.49","45,854,087.53","22,184,439.67","43,512,553.88","65,337,637.00","66,464,035.22","19,009,013.63","143,612,750.65","176,281,404.38","81,481,386.16","38,635,832.60","126,354,957.08","135,080,269.22","109,693,009.29","6,124,046.16","32,183,891.77","28,616,579.57","53,699,027.19","7,465,589.67","20,276,190.75","83,830,553.78","274,016,630.77","7,317,629.84","8,426,353.50","174,757,689.43","86,501,898.03","10,876,076.07"
投资活动现金流出小计,"59,282,269.56","98,293,687.70","144,587,245.96","233,875,957.89","60,300,287.69","57,979,018.78","84,410,823.27","140,225,064.18","50,412,158.26","88,516,697.12","144,729,585.95","427,653,593.94","102,656,792.24","136,992,691.86","354,137,218.15","436,440,454.95","76,361,013.85","171,221,628.86","438,576,055.44","620,340,158.23","174,998,708.43","236,813,863.45","299,222,866.35","458,051,950.87","108,607,398.14","172,613,707.97","315,603,699.80","731,545,140.05","54,480,803.41","66,507,104.43","79,824,357.66","145,561,765.19","66,833,376.08","303,781,451.87","1,192,023,299.15","1,378,185,089.88","275,800,438.00","763,510,540.33","1,079,748,979.03","1,911,859,578.26","248,236,711.97","884,802,575.50","1,569,109,800.67","2,076,088,283.25","237,114,249.11"
经营活动现金流入小计,"224,927,097.69","478,828,729.33","754,833,755.18","1,071,990,286.87","284,093,095.57","537,992,141.56","772,307,677.33","1,062,724,418.11","239,050,635.15","696,176,548.08","1,208,465,746.32","1,606,788,860.24","377,297,959.28","941,636,060.54","1,408,000,883.99","2,194,509,041.37","632,760,916.20","1,377,035,342.81","1,988,016,839.50","2,600,881,392.46","599,351,237.71","1,687,337,306.34","3,383,023,329.14","4,684,878,869.62","750,718,066.04","1,653,208,100.29","2,151,487,043.23","2,875,448,222.87","447,129,830.37","987,977,745.39","1,435,330,175.90","2,347,660,549.71","745,280,221.48","1,957,140,444.07","3,133,155,160.28","4,343,394,897.76","1,120,635,921.58","2,569,902,227.66","3,900,910,665.87","6,228,893,293.98","2,133,338,978.13","4,853,071,246.63","8,860,584,401.06","12,195,773,876.49","3,273,104,235.06"
投资活动产生的现金流量净额,"-52,704,269.56","-59,332,083.99","-90,364,915.49","-142,542,266.22","-11,438,267.56","-5,985,050.18","-32,416,302.06","-40,061,844.18","-50,409,158.26","-88,513,697.12","-132,432,056.95","-288,425,201.91","-102,653,592.24","-129,123,164.94","-344,415,891.23","-413,687,735.72","-68,764,868.14","-162,645,224.59","-429,831,240.56","-601,393,485.25","-174,793,698.38","-225,266,018.84","-273,131,105.28","-438,650,835.61","-106,954,250.70","-164,223,659.23","-306,263,651.06","-722,440,582.40","-54,276,261.39","-62,579,083.66","-53,735,546.86","492,325,915.03","-66,832,584.08","376,441,967.58","-546,826,741.89","-705,322,451.67","-188,383,621.70","-656,432,850.35","-956,271,289.05","-1,512,514,472.99","-199,689,502.75","-827,697,944.28","-1,302,476,175.31","-1,353,369,031.99","-233,814,757.45"
购买商品、接受劳务支付的现金,"151,898,483.17","261,420,192.90","446,846,403.00","724,136,686.13","201,074,792.92","299,233,829.29","397,235,559.13","578,105,894.35","154,235,454.60","361,654,617.49","843,199,707.54","1,219,028,345.84","311,202,438.05","558,599,967.40","836,891,461.21","1,383,795,004.15","480,696,134.52","852,771,087.43","1,430,354,665.32","1,786,031,958.29","499,928,999.13","1,207,335,006.22","2,671,601,631.25","3,861,093,656.19","633,557,192.34","1,145,481,879.12","1,353,431,316.67","2,064,335,414.61","320,634,086.10","744,565,675.66","1,023,062,724.02","1,795,080,081.34","585,603,497.70","1,453,949,587.63","2,299,301,770.70","3,127,362,788.90","761,714,238.95","1,966,554,298.90","3,182,431,778.30","5,178,132,741.55","2,220,827,684.06","4,749,797,617.29","8,169,497,998.61","11,235,384,354.64","3,339,003,276.78"
吸收投资收到的现金,,"400,000.00","900,000.00",,"18,000.00",,,,"10,540,259.98","360,000.00","360,000.00","360,000.00","4,333,500.00","457,278,835.49","457,428,312.67","455,160,500.00",,,"87,940,000.00","140,140,000.00",,,,"43,500,000.00","31,500,000.00","41,300,000.00","43,300,000.00","45,921,987.00",,,,,,,,,,,,"50,000,000.00",,"2,050,000.00","50,000.00","2,480,000.00","14,996,000.00"
