科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"49,218,064.36","107,993,657.78","189,096,981.60","289,241,477.59","108,007,827.25","259,661,047.43","369,074,018.26","493,535,991.90","124,214,332.17","290,302,644.86","458,370,596.77","661,414,708.95","199,867,138.41","422,359,927.00","656,442,580.10","875,820,544.96","192,418,845.55","394,587,601.91","497,128,881.14","585,570,319.82","74,824,500.72","146,095,527.72","220,185,378.71","315,068,456.61","81,553,746.30","178,729,399.76","264,840,021.32","376,400,028.34","89,750,285.68","176,265,514.62","253,377,247.18","358,771,270.15","76,134,419.16","149,867,873.06","211,257,291.11","268,902,778.66","51,180,924.51","156,709,851.19","257,681,321.75","411,857,725.46","82,758,706.52","225,668,834.18","357,608,378.85","515,934,484.75","149,746,449.03","330,087,541.98","559,147,003.21","735,139,995.00","384,460,229.42"
二、营业利润,"3,025,735.97","7,017,614.28","12,874,233.41","22,655,786.49","1,951,081.63","7,217,820.11","5,468,627.84","-16,373,664.11","-5,948,347.86","-8,628,887.73","-11,667,664.25","-46,453,296.49","966,738.43","-12,290,234.36","-27,784,996.35","-41,039,681.68","-13,255,192.34","-11,793,598.40","-21,241,268.39","-31,684,952.15","-6,792,271.67","-7,988,727.47","-6,547,915.89","6,586,717.66","4,372,234.67","-2,520,289.32","3,230,936.24","25,204,062.42","-10,691,492.70","-25,376,818.10","-49,763,080.98","-118,817,129.30","-22,003,300.26","-46,222,118.10","-8,258,052.04","-123,236,592.44","-16,753,625.33","18,854,150.69","23,380,020.27","45,575,277.76","-27,307,962.72","-21,360,249.62","-26,383,962.58","86,072,974.54","50,654,014.60","83,312,745.18","186,034,703.02","221,079,302.74","82,658,663.86"
减:营业成本,"31,666,908.38","70,664,958.52","126,676,347.81","190,911,324.96","68,833,897.20","160,242,747.55","226,743,494.28","341,659,881.55","99,511,185.17","205,890,858.49","286,878,108.81","399,336,962.12","109,414,217.98","234,183,223.23","354,550,415.51","509,277,691.00","101,270,207.81","204,299,543.30","277,693,603.05","349,163,913.61","57,797,516.28","112,253,827.59","162,891,604.78","233,638,187.86","63,676,583.90","141,122,947.18","210,463,356.63","303,468,188.96","84,500,433.60","166,206,060.19","247,524,192.77","364,203,730.69","76,735,483.31","153,906,342.78","239,819,618.46","306,736,105.86","50,701,080.40","106,607,527.46","173,262,103.12","283,541,118.18","55,403,382.30","146,012,917.80","220,478,995.64","314,804,846.17","102,929,496.41","233,706,784.65","341,776,463.26","430,336,799.72","271,662,239.19"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"420,122.45","785,757.58","1,496,546.49","2,264,840.61","662,971.41","1,544,993.06","1,847,768.67","2,134,585.96","549,073.43","1,619,367.77","2,988,215.21","4,704,727.07","1,439,096.34","3,121,247.24","5,124,522.05","6,414,781.03","1,845,963.62","3,968,156.15","5,671,975.09","6,192,934.09","722,616.72","1,132,269.51","1,779,850.84","2,631,127.12","924,944.73","1,738,410.54","2,598,111.96","8,923,173.34","633,597.39","-2,711,656.01","-2,001,273.28","-1,248,493.00","670,182.95","1,297,455.07","1,861,403.03","8,697,497.08","471,581.72","973,296.93","1,673,031.84","5,987,304.54","624,675.35","2,394,338.87","4,240,259.90","6,391,776.85","378,065.37","1,322,231.18","3,344,831.96","5,540,483.28","1,339,954.96"
营业外收入,"197,392.98","895,182.01","2,039,164.59","4,087,398.12","1,936,469.96","6,848,398.05","19,097,262.97","33,356,433.24","2,327,299.12","1,921,772.12","3,073,821.74","31,506,603.67","1,523,874.64","14,617,192.02","34,972,025.81","54,757,447.57","6,600,000.00","16,190,000.00","23,248,473.77","25,644,374.78","575,573.20","1,042,686.89","1,941,972.60","5,108,173.64","959,280.05","1,987,957.04","3,942,985.52","6,476,186.38","114,152.31","196,839.20","386,624.91","946,697.88","89,285.71","985,971.70","1,079,030.77","1,637,074.22","156,645.72","714,047.59","1,787,788.48","2,512,568.41","650,391.63","3,129,008.83","3,784,489.78","39,155,889.22","372,076.54","266,037.96","177,408,011.93","24,113,458.32","274,378.85"
销售费用,"7,704,142.96","16,803,731.89","29,749,065.15","48,732,847.35","27,550,235.54","75,295,842.13","109,434,094.70","128,680,160.20","20,893,724.52","72,022,257.58","151,289,627.33","258,009,155.57","77,628,315.17","175,821,557.92","290,219,066.78","351,123,110.59","90,786,726.01","192,928,946.55","222,146,977.70","230,342,081.36","6,648,579.76","12,136,026.55","17,050,271.26","22,989,725.80","5,129,552.91","9,107,079.30","12,885,217.03","18,883,852.91","3,663,916.52","7,787,940.05","11,890,150.29","18,011,069.07","3,872,787.49","8,122,858.35","12,287,326.47","17,223,209.90","3,477,239.17","9,947,214.98","19,086,005.24","31,837,067.92","26,650,859.93","58,469,703.24","124,286,475.53","151,842,866.97","10,540,414.43","23,025,706.86","34,758,404.85","54,528,706.77","12,593,567.05"
减:营业外支出,"8,485.76","24,268.91","30,746.94","85,660.87","7,763.43","95,731.73","1,921,959.61","1,981,581.93","93,881.82","178,125.66","249,095.66","751,255.35","126,700.00","316,679.61","1,381,841.08","4,232,453.38","13,482.44","306,372.22","6,934,783.96","7,752,180.94","385,026.95","1,021,896.56","1,071,896.59","1,201,003.76","19,770.13","50,412.93","143,816.12","2,022,836.95","154,934.17","266,629.77","402,844.91","11,935,365.29","120,452.31","1,825,268.89","1,855,733.13","21,855,840.67","26,985.91","114,322.11","170,355.53","4,358,243.07","178,153.66","10,110,455.32","10,550,615.06","19,735,864.06","17,363.49","175,204.15","1,111,642.84","91,876,890.91","70,204.54"
管理费用,"4,691,637.96","9,676,615.03","13,954,528.84","17,731,742.26","6,410,358.26","9,975,207.71","16,013,057.89","23,169,609.23","6,014,586.84","13,308,025.66","20,273,534.72","32,271,396.65","7,569,044.75","16,051,072.56","25,187,652.30","36,393,018.84","8,468,372.24","18,247,137.71","26,138,981.93","38,553,516.86","10,565,465.25","20,647,140.13","30,424,381.96","40,462,114.52","11,302,179.67","27,647,269.79","42,351,714.20","75,936,687.57","9,092,288.13","20,449,683.56","30,111,563.74","44,300,120.49","10,741,797.98","21,817,085.97","36,494,784.33","64,651,104.26","10,251,804.90","26,480,349.68","44,863,930.98","67,927,583.31","27,682,084.98","61,857,855.20","104,737,351.43","172,525,688.60","26,691,917.16","64,556,812.25","106,938,865.21","132,415,913.90","28,646,374.04"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,"942,764.39","913,910.63","948,017.80",,,"22,219.54","22,219.54","53,739.74",,"100,432.66","6,321,938.72",,"1,201,465.47",,"16,294,250.22",,"9,546.64",,"816,457.46",,"7,691,424.42",,,,,,,
