科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"29,352,367.17","65,241,322.06","68,807,096.11","64,510,277.59","795,467,773.93","772,306,054.19","734,729,554.15","716,719,032.42","722,176,411.91","661,041,561.71","579,458,590.42","564,859,805.16","554,138,138.55","570,360,452.03","559,393,126.78","541,668,377.33","484,868,685.92","435,827,641.04","404,009,880.17","422,091,376.03","375,830,966.10","443,531,092.82","408,066,578.47","344,353,967.09","327,967,319.09","387,958,147.64","308,476,466.05","310,399,053.86","251,894,218.87","264,239,740.47","256,625,625.14","320,284,760.64","311,829,365.06","311,526,103.81","393,541,882.33","329,031,154.87","313,901,853.61","443,970,593.04","305,755,170.31","289,316,160.18","455,846,131.57","463,031,974.79"
短期借款,"833,333.35","25,914,637.00","29,116,400.00","29,116,400.00","4,116,400.00","3,312,700.00","2,851,700.00","2,851,700.00","2,851,700.00",,,,,,,,,,,,,,,"15,800,000.00","12,400,000.00","7,400,000.00","25,876,224.00","2,400,000.00",,,"7,251,276.80","7,251,276.80","7,251,276.80",,"225,000,000.00","304,904,496.00","330,818,715.10","385,929,503.16","288,611,577.30","318,930,854.25","349,299,460.95","398,981,373.95"
交易性金融资产,,,"3,000,000.00",,,,,,,,,,,,,,,,"1,008,476.12","1,356,911.70","697,800.00",,,,,"354,885.50","974,566.00","33,528.00",,,,,,,,,"29,000,000.00",,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"893,800.00","1,346,838.00","754,115.10","211,850.00",,,"615,866.00","1,243,200.00","1,008,000.00","926,716.00",,,,,,,,,,,
应收票据,"5,687,305.92","16,623,843.42","16,002,373.94","23,988,534.46","28,932,750.93","31,225,910.16","54,676,269.13","61,553,647.24","90,998,885.06","91,016,269.89","96,863,392.87","115,551,235.68","151,853,209.25","130,192,669.95","116,166,940.01","132,515,475.70","113,736,993.01","121,346,987.70","124,788,306.92","126,669,638.49","140,408,856.74","128,353,324.17","110,259,999.61","143,463,574.75","151,197,152.57","116,084,495.32","127,054,685.70","168,275,760.88","205,363,126.17","245,054,506.70","226,872,296.69","231,819,120.95","295,702,639.26","356,825,317.80","301,923,616.62","356,234,063.69","420,069,949.02","401,995,101.80","338,466,962.66","482,613,431.59","558,652,023.31","428,262,726.11"
应付票据,"9,554,235.50","9,855,867.05","20,794,636.05","25,366,944.31","21,489,800.80","23,423,392.53","29,288,929.07","26,010,995.04","29,572,718.50","30,754,046.90","45,832,343.65","57,619,611.80","46,367,613.00","45,270,870.77","58,268,742.70","65,680,562.60","67,770,627.15","63,607,488.55","54,223,344.64","54,017,663.36","59,257,772.89","62,332,996.29","75,578,819.30","95,975,060.76","89,970,069.80","78,455,404.25","101,755,409.01","118,061,007.47","117,217,604.97","116,318,466.30","110,037,652.14","147,798,595.93","157,192,074.12","132,008,220.49","113,562,607.66","144,034,681.94","211,500,084.98","199,645,251.21","261,601,440.85",,"266,948,523.01",
应收账款,"49,013,179.84","45,913,067.33","77,518,358.01","92,276,698.79","91,321,510.50","101,751,268.53","128,902,936.98","127,335,785.39","123,970,595.56","148,803,332.40","184,319,035.79","177,999,067.70","161,358,770.09","158,872,921.52","169,280,585.47","180,846,696.37","176,845,375.98","175,452,646.21","185,064,880.51","189,455,770.71","185,955,992.63","178,635,529.08","201,091,191.37","221,246,295.52","221,773,033.70","224,528,352.85","303,766,962.80","306,019,247.44","308,764,607.81","317,834,928.04","379,446,740.50","446,109,813.74","485,615,900.34","450,477,452.46","472,734,704.06","577,478,170.16","651,391,540.94","698,141,726.19","729,633,060.13","744,899,887.24","806,498,610.31","820,020,740.68"
应付账款,"23,866,337.23","12,455,050.40","16,642,992.11","19,574,731.58","24,204,459.33","25,090,111.34","33,075,968.42","31,913,544.34","34,561,303.74","35,999,043.11","52,212,331.37","39,930,357.23","40,722,128.07","51,257,368.96","67,030,146.10","67,620,321.38","61,024,491.75","44,975,151.57","54,577,934.61","53,189,249.98","61,486,603.53","62,269,258.14","83,419,764.25","100,769,194.86","86,841,888.33","83,479,561.81","113,619,239.96","88,964,041.08","77,157,457.04","100,659,420.33","169,056,607.86","159,733,025.28","176,497,034.93","154,780,628.84","153,990,684.69","232,328,721.72","199,460,740.71","263,645,275.47","207,849,020.65",,"344,356,037.51",
预付款项,"565,868.44","938,459.17","2,217,297.08","3,167,274.29","2,457,406.27","5,709,910.11","4,825,613.61","20,362,669.80","11,566,112.00","10,874,056.75","46,271,950.81","43,120,469.62","26,910,379.14","20,141,682.61","18,744,868.98","15,178,518.20","10,893,620.92","13,323,515.50","10,141,579.79","12,076,885.57","12,817,898.56","11,271,058.65","10,155,593.40","22,618,956.18","11,117,505.98","14,547,087.26","19,452,759.29","9,212,775.97","7,549,723.09","23,647,839.09","37,376,540.98","33,220,108.96","18,211,315.89","32,163,898.81","33,126,536.98","32,042,730.12","18,391,245.48","40,344,418.41","29,679,320.49","32,210,803.08","19,166,719.69","25,977,037.26"
预收款项,"1,583,048.99","1,404,810.98","1,896,494.59","1,699,186.04","1,144,219.56","577,002.40","564,895.98","710,079.25","1,300,106.14","1,207,332.19","790,043.48","1,174,458.09","3,485,798.09","2,941,365.14","1,985,101.69","791,980.09","916,741.80","3,141,937.17","4,993,485.35","1,922,814.43","1,201,240.71","1,536,492.29","2,388,868.12","2,128,175.38","1,654,323.11","1,871,166.04","5,439,437.70","1,912,407.11","3,365,518.92","2,314,902.63","3,248,880.74","3,825,831.27","4,258,104.74","4,411,455.63","3,980,664.71","2,895,537.92","2,260,836.40","2,914,407.36","4,061,173.43","4,482,242.49","3,645,170.32","2,207,165.10"
其他应收款,"279,179.61","1,011,061.36","786,411.78","3,473,747.42","812,897.41","932,693.48","1,296,441.28","924,457.48","3,850,424.45","4,854,373.27","4,992,265.31","2,167,402.23","1,839,264.16","3,557,858.47","4,123,112.56","4,376,461.73","3,901,002.33","2,722,647.89","3,124,978.30","4,566,153.85","4,882,875.63","5,496,495.94","6,404,628.03","9,200,675.73","7,203,151.22","7,801,665.47","8,532,394.36","9,210,436.85","8,530,080.00","9,597,503.09","12,502,109.72","10,720,767.87","5,161,837.23","6,106,000.01","7,177,572.93","7,685,145.73","4,221,190.82","18,584,347.57","14,796,850.72","17,101,047.86","9,666,628.05","19,685,504.95"
应付职工薪酬,"1,769,442.30","2,872,533.48","2,861,651.42","4,140,525.87","6,786,751.65","8,441,546.47","9,077,888.70","9,920,516.44","16,290,828.61","12,632,372.98","22,364,005.95","26,906,506.38","29,727,558.26","19,859,449.77","24,868,837.60","23,582,180.39","25,303,685.41","21,980,730.88","20,520,477.40","24,926,173.93","27,864,633.21","31,721,868.32","26,920,151.98","29,583,305.24","32,253,307.57","32,920,568.15","25,804,835.60","25,581,984.41","37,185,434.79","40,242,933.58","39,713,025.59","47,407,022.96","77,397,744.45","76,210,603.54","61,423,330.93","73,034,158.25","102,388,862.47","104,976,772.90","55,601,937.84","69,246,986.96","83,170,596.46","76,474,149.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,942,607.99","4,679,350.87","6,857,116.41","3,147,534.00","5,161,381.66","2,635,060.06","7,528,422.18","6,288,627.32","10,522,682.17","7,586,311.13","6,148,922.09","1,101,815.81","162,540.09","-6,544,521.32","-7,537,903.25","-7,790,780.24","8,775,310.84","3,661,945.59","6,900,488.61","6,965,560.50","9,631,305.08","9,661,983.76","10,951,562.78","10,333,959.01","10,686,493.21","10,391,493.94","13,595,205.11","16,241,497.45","13,155,897.88","15,367,405.28","25,190,939.68","21,064,681.84","23,196,031.42","14,418,612.91","20,960,763.22","27,902,824.36","24,939,284.86","21,717,371.62","16,054,947.44","18,597,954.50","18,066,821.28","16,967,750.17"
应收利息,,,,,,,,,,,,,,,,,,,,,"7,351,666.67",,,,"8,481,351.55",,,,"371,798.63","371,798.63","990,552.05","723,236.30","402,203.19","402,203.19","344,876.72",,"385,331.62","93,406.39",,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,374.12",,,,,,,,"229,583.34","666,659.76","767,412.53","805,119.32","471,985.25",,"678,388.18","1,042,373.97"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"29,960,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"17,945,555.53","28,052,645.48","28,691,748.66","33,571,787.28","37,377,533.00","52,956,914.63","54,509,870.12","66,040,941.54","64,867,718.69","82,759,995.92","96,402,105.62","86,840,961.90","76,480,098.48","79,954,882.09","94,017,183.83","96,697,494.23","105,168,534.05","99,969,228.35","96,646,325.98","96,386,032.96","98,221,180.98","107,574,417.80","121,309,728.76","125,866,886.83","130,888,774.63","140,405,031.08","195,357,853.97","181,810,882.43","159,977,853.49","175,824,595.78","231,334,181.98","232,128,481.94","240,043,393.52","261,527,008.13","271,075,555.97","294,259,725.10","277,825,158.29","331,755,172.08","306,162,219.74","328,655,806.66","328,763,384.64","313,136,323.95"
其他应付款,"2,126,307.47","1,830,715.45","706,448.37","811,917.79","8,986,179.75","4,821,176.28","1,496,772.45","1,608,868.08","4,672,678.48","2,607,579.43","3,515,407.09","2,967,468.53","5,238,394.83","4,217,987.27","4,701,342.84","5,078,577.98","7,607,521.43","6,384,262.37","8,749,126.17","7,976,902.12","15,590,753.28","13,207,432.54","12,053,164.10","18,772,136.46","21,426,859.44","17,869,890.52","14,557,918.90","15,302,804.06","18,440,630.95","10,607,787.87","10,522,534.66","9,946,854.26","22,871,561.67","169,974,741.82","165,731,369.17","177,681,512.91","261,353,464.11","192,932,661.65","221,101,870.53","159,294,124.18","170,960,958.90","111,268,799.66"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,"124,317.32",,,,,,,,,,,,,,,,,,,,,,,"144,000.00","1,380,822.49","2,666,248.08",,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,400,000.00","19,400,000.00"
其他流动资产,"445,267.02","259,222.99","546,105.68","557,174.48","663,842.64","821,449.02","1,302,987.27","1,214,336.74","996,846.71","1,041,052.47","1,902,356.38","1,735,771.55","1,447,224.60","2,316,280.90","3,608,414.94","3,365,271.05","119,749,983.04","149,743,283.04","157,129,521.31","143,448,082.35","156,605,770.13","136,769,880.10","159,946,051.29","168,282,303.17","185,552,704.09","129,750,637.99","90,760,175.95","64,865,135.00","128,029,728.68","111,834,466.96","107,802,820.54","80,660,540.93","126,542,974.49","198,754,338.81","146,265,412.51","134,401,553.14","102,791,081.69","62,906,715.93","140,640,850.62","119,956,770.85","40,875,005.29","137,679,414.69"
其他流动负债,"266,475.00","240,548.99","869,714.95","2,633,013.77","2,908,650.39","3,368,819.36","6,562,305.69","7,155,839.95","6,456,967.37","9,422,756.76","13,168,882.53","12,455,041.70","11,383,548.71","11,039,903.23","11,650,512.40","10,226,782.23","6,254,067.02","7,831,965.79","8,117,390.53","7,849,447.32","5,579,596.60","8,522,968.73","10,322,095.49","12,397,425.58","8,346,976.05","12,853,561.05","12,698,212.45","14,801,884.73","11,579,749.35","12,847,503.83","14,528,875.71","17,004,901.07","23,702,905.16","22,174,254.48","25,442,837.64","28,402,381.40","28,569,747.07","31,488,681.95","30,152,982.42","36,059,571.04","41,796,813.67","32,542,220.04"
流动资产合计,"103,288,723.53","158,039,621.81","197,693,708.58","221,545,494.31","957,033,714.68","965,704,200.12","980,243,672.54","994,150,870.61","1,018,426,994.38","1,000,390,642.41","1,010,209,697.20","992,274,713.84","974,027,084.27","965,396,747.57","965,334,232.57","974,648,294.61","1,015,164,195.25","998,385,949.73","981,913,949.10","996,050,851.66","982,773,007.44","1,011,631,798.56","1,017,233,770.93","1,035,032,659.27","1,044,180,992.83","1,021,574,303.11","1,055,756,686.61","1,052,493,068.51","1,070,481,136.74","1,148,405,378.76","1,252,950,867.60","1,355,666,831.33","1,483,509,628.98","1,617,782,323.02","1,626,190,158.12","1,731,132,542.81","1,817,977,351.47","1,997,791,481.41","1,865,134,434.67","2,014,753,907.46","2,219,468,502.86","2,207,793,722.43"
