科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付股利,,"20,000,000.00",,,,,,,,,,,,,,,"256,500.00","256,500.00","484,975.00","484,975.00","484,975.00","484,975.00","2,507,635.06","2,007,635.06","1,007,635.06","1,007,635.06","1,477,084.06","1,477,084.06","1,477,084.06","2,405,321.63","2,876,320.73","2,776,320.73","6,338,951.55","708,773.79"
存货,,,,,,,,,,,,"29,283.70",,,,,,,,,,,,,,,,,,,,,,
其他应付款,"9,243,477.33","47,714,052.38","16,263,060.57","22,664,536.52","24,304,434.88","21,452,356.54","22,468,541.79","25,148,314.97","27,185,976.48","26,852,035.41","26,026,243.90","39,438,144.88","30,160,860.63","44,124,609.23","28,172,895.78","27,746,315.91","25,630,111.88","33,142,914.60","52,524,543.65","58,112,713.78","70,291,743.57","98,083,145.47","95,998,770.29","100,368,622.37","78,533,961.77","126,735,128.07","96,828,127.33","181,975,886.83","257,346,547.42","273,260,667.40","298,997,201.33","289,241,832.31","248,155,476.43","253,816,913.67"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,"8,501,400.00","8,501,400.00","8,501,400.00","8,501,400.00","27,786,885.50","27,786,885.50","27,786,885.50","30,331,127.20","32,236,205.58","32,236,205.58","60,466,395.72","60,463,834.52","130,624,782.82","131,238,257.46"
其他流动资产,,,,,,,,,,,,,,,"82,240,724.37","94,469,019.49","202,423,886.75","214,090,067.42","274,808,776.07","467,279,676.67","955,747,993.98","1,017,834,716.87","1,274,816,328.57","1,398,200,728.14","3,938,642.67","9,302,369.32","1,750,340,002.54","1,756,352,756.90","25,195,063.12","2,131,784,650.45","2,046,172,061.86","21,290,486.96","2,097,573,509.85","10,353,681.54"
其他流动负债,,,,,,,,,,,,,,,,,,,,,"292,302,384.98","297,426,185.04","366,608,606.85","12,206,045.32","12,184,276.94","12,286,357.70","12,650,991.23","12,751,364.70","12,903,265.94","13,022,548.69","13,181,135.38","13,294,092.89","13,295,544.03","13,299,221.40"
流动资产合计,"220,248,559.79","340,943,950.60","226,674,577.64","279,637,841.99","221,819,962.38","830,526,134.46","746,169,436.18","696,659,868.18","702,806,706.00","722,217,411.25","808,019,115.25","772,914,707.70","788,800,822.42","941,112,803.75","950,989,782.11","889,233,870.94","885,398,020.74","933,936,723.05","1,163,664,343.22","1,329,525,771.45","1,570,471,434.79","1,795,064,299.61","2,260,285,215.12","2,393,228,769.48","2,422,679,613.09","2,586,268,414.33","2,952,401,953.09","3,176,062,856.79","3,166,462,741.32","3,540,652,269.66","4,002,176,223.22","5,023,410,574.49","4,913,643,752.17","5,173,826,851.51"
流动负债合计,"163,155,638.08","292,544,735.92","175,306,069.47","241,885,071.07","160,546,346.12","154,062,397.44","97,019,730.45","72,484,898.76","100,499,455.09","98,828,764.36","163,730,555.22","144,846,217.91","148,415,917.49","280,274,040.22","275,877,239.73","207,941,281.69","236,027,973.57","252,285,522.97","456,350,402.25","591,801,441.29","862,946,603.82","1,145,931,116.81","1,588,712,364.28","1,657,302,208.12","1,753,888,768.22","1,903,613,381.88","2,237,658,828.41","2,810,493,536.41","2,915,473,591.33","3,194,462,626.45","3,407,896,144.67","3,620,919,436.71","3,697,062,279.38","3,958,502,925.20"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"36,000,000.00","36,000,000.00","100,000,000.00","100,000,000.00","310,000,000.00","310,000,000.00","310,000,000.00","710,000,001.00","450,000,001.00","450,000,001.00","509,019,879.62","509,015,764.20","666,493,717.42","666,493,717.42"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,317,214.32","7,496,372.47","7,334,425.81","35,190,096.97","147,925,163.90","139,577,907.91","129,500,742.75"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"151,435,416.66","151,656,250.00","119,495,281.25","112,172,750.00"
长期股权投资,,,,,,,,,,,,,,,,,,,,,"507,683.38","99,740,165.93","36,857,978.74","36,632,748.75","37,987,599.69","37,245,639.44","38,982,960.95","39,337,419.50","351,774,120.66","355,674,389.35","352,590,173.05","458,470,343.22","570,346,002.40","565,523,916.36"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"13,493,259.60","28,778,195.51","130,034,513.25","167,776,233.38","166,158,779.84","162,734,738.29","164,950,511.79","163,036,953.13","164,875,865.11","162,629,216.02","159,826,721.91","159,598,477.69","159,325,700.42","156,676,768.23","154,145,020.84","151,118,807.07","150,888,127.09","150,717,692.82","148,444,816.40","149,891,204.57","179,122,403.64","178,928,186.15","180,499,988.41","177,201,944.15","177,681,993.37","182,786,936.70","179,633,183.95","193,624,167.95","282,223,464.36","280,750,891.97","278,179,966.39","275,200,379.53","394,365,518.73","382,804,630.22"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"4,875,300.80","673,320.30","11,968,103.50",,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,,"1,235,203.15","3,643,955.47","3,929,478.80","4,283,901.80","4,131,301.62","3,755,792.00","3,967,989.08","5,078,878.93","6,624,332.22","7,403,728.17","8,530,580.17","6,771,876.90","13,587,018.37","14,258,712.54","15,184,977.06","16,682,958.81","17,411,476.13","18,687,022.18",,,,,"82,309,636.50","82,309,636.50","82,309,636.50","54,873,091.00","65,047,179.40","65,047,179.40","65,047,179.40","65,047,179.40","29,670,877.90","29,670,877.90"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"1,235,203.15","3,643,955.47","3,929,478.80","4,283,901.80","4,131,301.62","3,755,792.00","3,967,989.08","5,078,878.93","6,624,332.22","7,403,728.17","8,530,580.17","6,771,876.90","13,587,018.37","14,258,712.54","15,184,977.06","16,682,958.81","17,411,476.13","18,687,022.18","6,723,520.00","6,636,313.00","6,546,061.00","6,455,809.00","91,573,973.50","91,453,355.50","96,392,531.82","77,045,552.90","86,106,786.23","85,536,942.82","377,484,281.58","479,713,735.73","442,653,530.35","415,396,828.77"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"163,155,638.08","292,544,735.92","176,541,272.62","245,529,026.54","164,475,824.92","158,346,299.24","101,151,032.07","76,240,690.76","104,467,444.17","103,907,643.29","170,354,887.44","152,249,946.08","156,946,497.66","287,045,917.12","289,464,258.10","222,199,994.23","251,212,950.63","268,968,481.78","473,761,878.38","610,488,463.47","869,670,123.82","1,152,567,429.81","1,595,258,425.28","1,663,758,017.12","1,845,462,741.72","1,995,066,737.38","2,334,051,360.23","2,887,539,089.31","3,001,580,377.56","3,279,999,569.27","3,785,380,426.25","4,100,633,172.44","4,139,715,809.73","4,373,899,753.97"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"37,500,000.00","75,000,000.00","89,400,000.00","89,400,000.00","89,400,000.00","119,400,000.00","119,400,000.00","119,400,000.00","119,400,000.00","119,400,000.00","119,400,000.00","119,400,000.00","122,420,000.00","122,300,000.00","122,300,000.00","122,300,000.00","122,400,000.00","122,400,000.00","244,660,000.00","244,660,000.00","244,660,000.00","244,660,000.00","538,252,000.00","538,252,000.00","555,480,600.00","555,480,600.00","555,480,600.00","555,480,600.00","556,274,040.00","556,274,040.00","556,274,040.00","618,288,803.00","616,508,293.00","616,508,293.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"32,500,000.00","28,602,849.94","71,802,849.94","71,802,849.94","71,802,849.94","639,545,849.94","639,545,849.94","639,545,849.94","639,545,849.94","639,545,849.94","639,545,849.94","639,545,849.94","659,107,899.94","659,390,349.94","660,288,099.94","661,270,848.94","665,324,790.27","666,927,540.27","543,639,012.55","545,214,200.05","548,750,677.77","550,325,865.27","258,309,052.77","259,573,890.27","358,901,720.95","355,260,664.66","360,731,593.57","368,728,537.15","396,612,903.46","398,879,716.30","401,146,529.14","1,122,447,587.57","1,112,133,684.54","1,112,773,403.13"
无形资产,"10,183,208.33","16,292,532.03","14,846,201.95","65,119,540.25","65,184,840.64","64,601,499.36","114,667,749.51","151,905,083.27","174,484,910.64","170,526,070.96","168,513,857.48","163,786,691.32","168,005,481.39","165,036,049.75","160,611,449.71","155,352,196.30","175,043,827.75","176,362,468.15","172,717,597.66","168,672,009.79","172,986,902.71","167,826,467.81","166,565,776.64","161,492,433.05","171,874,002.12","164,848,578.78","159,818,303.74","154,357,358.73","167,249,800.10","161,728,404.66","267,045,208.42","248,398,126.71","257,811,913.10","243,033,170.43"
盈余公积,"4,016,387.48","3,520,025.67","7,563,512.60","7,563,512.60","16,760,292.80","16,760,292.80","16,760,292.80","16,760,292.80","20,815,588.78","20,815,588.78","20,815,588.78","20,815,588.78","27,269,899.95","27,269,899.95","27,269,899.95","27,269,899.95","35,928,457.90","35,928,457.90","35,928,457.90","35,928,457.90","49,366,391.55","49,366,391.55","49,366,391.55","49,366,391.55","58,755,581.91","58,755,581.91","58,755,581.91","58,755,581.91","69,086,790.92","69,086,790.92","69,086,790.92","69,086,790.92","81,577,127.05","81,577,127.05"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,"8,501,400.00","8,501,400.00","8,501,400.00","8,501,400.00","110,096,522.00","110,096,522.00","110,096,522.00","85,204,218.20","96,622,327.00","96,622,327.00","96,622,327.00","96,622,327.00","57,577,968.70","57,577,968.70"
商誉,"8,837,490.62","11,664,915.82","11,664,915.82","11,754,505.33","11,754,505.33","11,754,505.33","11,754,505.33","11,754,505.33","16,019,567.55","16,019,567.55","16,019,567.55","34,340,636.47","32,905,544.91","33,037,178.25","40,148,030.50","41,605,747.47","44,191,346.54","50,155,073.08","37,945,091.51","44,913,820.27","51,996,529.24","54,724,280.38","92,143,554.14","96,643,254.17","97,232,776.54","113,775,496.27","119,005,492.74","122,599,574.98","156,761,200.69","183,422,699.71","183,322,699.71","185,425,479.71","187,205,160.38","187,205,160.38"
未分配利润,"33,471,698.81","27,566,300.45","76,587,273.23","137,612,074.55","149,078,388.46","163,468,688.53","189,207,242.28","202,913,687.04","202,578,215.25","217,387,858.14","232,696,967.37","224,169,595.25","237,861,105.73","255,343,107.23","266,096,863.99","287,135,026.95","305,296,734.59","329,995,163.46","345,368,395.90","380,104,727.31","400,223,250.33","434,450,029.19","446,912,201.86","487,628,306.34","513,911,132.74","555,810,677.35","575,224,318.33","620,905,143.30","643,719,180.99","692,661,506.97","787,791,703.66","839,405,033.26","893,716,815.48","953,893,284.67"
长期待摊费用,"4,000,000.00","7,171,979.16","1,938,064.37","3,758,874.84","3,469,866.94","3,684,306.68","3,865,999.78","4,362,023.63","3,973,575.73","4,098,725.29","3,662,648.80","4,156,933.55","3,732,974.00","4,540,204.89","4,026,013.26","3,447,232.58","2,949,259.32","2,898,870.47","2,683,433.18","4,573,935.22","3,282,528.99","3,874,680.39","3,671,392.43","3,219,135.66","3,081,729.24","4,413,563.98","4,498,335.80","5,286,768.27","2,432,785.47","2,734,674.04","10,788,510.27","10,751,367.70","7,225,432.09","22,145,130.77"
少数股东权益,"5,983,407.48",,,,,,,,"1,458,752.39","1,458,752.39","1,358,787.46","11,783,092.84","11,815,989.62","11,732,847.16","13,258,232.97","13,796,779.85","14,476,740.14","20,962,544.76","17,074,805.13","17,150,163.41","20,076,893.44","20,829,485.02","52,589,287.04","56,551,448.14","54,808,544.56","50,801,927.46","61,647,574.97","81,444,008.90","116,865,911.20","187,729,266.83","200,079,622.73","231,125,398.19","240,827,709.68","251,490,381.97"
递延所得税资产,"982,812.71","1,849,018.56","2,772,970.57","1,894,044.74","1,191,937.69","1,224,946.39","2,608,006.45","2,328,242.03","998,539.45","1,030,169.80","1,060,894.66","1,184,623.62","2,109,376.71","2,134,788.43","3,049,658.17","2,857,583.50","2,066,213.58","2,433,623.29","2,624,073.89","2,789,578.45","733,441.64","958,256.15","1,031,595.82","1,047,813.15","4,289,266.89","3,672,477.56","3,810,984.56","3,860,776.94","4,274,921.97","4,382,867.01","4,096,884.60","5,063,671.47","7,329,748.22","7,937,857.28"
外币报表折算价差,,,-561.29,"28,576.90","57,536.70",,"60,791.95","-44,844.97","-60,142.75","-60,403.27","-39,430.54","-29,599.34","-54,044.70","-63,168.50","-91,571.53","-96,359.25","-105,668.22","-108,030.06","-105,890.10","-103,038.47",,,,,,,,,,,,,,
其他非流动资产,"14,006,500.00","19,860,000.00","21,995,000.00","21,995,000.00","21,995,000.00","21,995,000.00","22,109,000.00","24,769,000.00","25,046,543.30","25,934,128.40","27,029,844.80","31,952,403.20","60,487,448.35","60,481,159.60","65,615,828.83","90,260,752.81","136,682,578.95","131,255,075.91","134,932,672.56","135,762,022.58","113,660,120.04","111,090,444.57","95,647,487.50","81,597,221.69","58,899,965.80","64,582,769.37","74,106,790.71","88,968,090.66","134,636,814.05","136,989,422.31","128,874,617.29","202,466,197.64","49,906,271.30","104,632,517.27"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"56,378,572.06","86,289,961.38","195,219,769.46","272,298,198.54","269,754,930.44","266,994,996.05","319,955,772.86","358,155,807.39","385,399,001.78","380,237,878.02","376,113,535.20","395,019,765.85","426,566,525.78","421,906,149.15","427,596,001.31","444,642,319.73","511,821,353.23","513,822,803.72","499,347,685.20","506,602,570.88","558,289,609.64","653,142,481.38","676,417,773.68","657,834,550.62","861,047,333.65","881,325,462.10","889,856,052.45","1,318,034,158.03","1,549,353,108.30","1,575,683,350.05","1,733,917,939.35","1,894,791,330.18","2,140,683,763.64","2,179,776,100.13"
所有者权益(或股东权益)合计,"113,471,493.77","134,689,176.06","245,353,074.48","306,407,013.99","327,099,067.90","939,174,831.27","964,974,176.97","978,574,984.81","983,738,263.61","998,547,645.98","1,013,777,763.01","1,015,684,527.47","1,058,420,850.54","1,075,973,035.78","1,089,121,525.32","1,111,676,196.44","1,146,006,423.34","1,178,791,044.99","1,189,250,150.04","1,225,639,878.86","1,259,090,920.61","1,295,639,351.18","1,341,444,563.52","1,387,305,302.98","1,438,264,205.02","1,472,527,139.05","1,508,206,645.31","1,606,557,925.51","1,714,235,472.06","1,836,336,050.44","1,950,713,736.32","2,817,568,732.23","2,914,611,706.08","2,979,703,197.67"
资产总计,"276,627,131.85","427,233,911.98","421,894,347.10","551,936,040.53","491,574,892.82","1,097,521,130.51","1,066,125,209.04","1,054,815,675.57","1,088,205,707.78","1,102,455,289.27","1,184,132,650.45","1,167,934,473.55","1,215,367,348.20","1,363,018,952.90","1,378,585,783.42","1,333,876,190.67","1,397,219,373.97","1,447,759,526.77","1,663,012,028.42","1,836,128,342.33","2,128,761,044.43","2,448,206,780.99","2,936,702,988.80","3,051,063,320.10","3,283,726,946.74","3,467,593,876.43","3,842,258,005.54","4,494,097,014.82","4,715,815,849.62","5,116,335,619.71","5,736,094,162.57","6,918,201,904.67","7,054,327,515.81","7,353,602,951.64"
负债和所有者(或股东权益)合计,"276,627,131.85","427,233,911.98","421,894,347.10","551,936,040.53","491,574,892.82","1,097,521,130.51","1,066,125,209.04","1,054,815,675.57","1,088,205,707.78","1,102,455,289.27","1,184,132,650.45","1,167,934,473.55","1,215,367,348.20","1,363,018,952.90","1,378,585,783.42","1,333,876,190.67","1,397,219,373.97","1,447,759,526.77","1,663,012,028.42","1,836,128,342.33","2,128,761,044.43","2,448,206,780.99","2,936,702,988.80","3,051,063,320.10","3,283,726,946.74","3,467,593,876.43","3,842,258,005.54","4,494,097,014.82","4,715,815,849.62","5,116,335,619.71","5,736,094,162.57","6,918,201,904.67","7,054,327,515.81","7,353,602,951.64"
