科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"73,757,586.55","95,403,236.41","104,706,140.28","54,616,007.16","83,626,803.12","113,168,480.59","28,323,466.81","61,826,656.38","94,317,416.02","126,875,622.41","31,693,538.87","72,122,119.13","119,840,650.31","175,352,820.65","48,074,161.53"
取得借款收到的现金,"155,673,630.18","204,748,812.90","242,803,659.45","132,481,416.30","229,376,565.20","283,426,060.61",,"1,416,439.50","1,416,439.50","1,416,439.50","25,698,890.00","88,698,890.00","112,198,890.00","135,198,890.00","21,081,172.00"
支付的各项税费,"12,279,730.60","18,813,523.73","24,257,329.00","18,177,959.22","28,796,618.94","36,426,406.65","10,021,814.25","18,006,066.74","21,185,447.34","25,470,543.59","8,034,535.49","16,637,783.64","21,264,621.05","26,572,391.31","8,789,957.40"
收到其他与筹资活动有关的现金,"5,945,604.41",,"15,000,000.00","11,800,000.00","13,240,000.00","19,877,699.60","3,799,999.60","4,799,999.60","4,799,999.60","4,799,999.60",,,,,
支付其他与经营活动有关的现金,"38,758,907.34","33,043,962.57","29,249,962.41","16,688,069.99","27,445,038.23","35,693,227.55","12,541,162.33","19,230,620.09","30,855,785.29","46,965,996.41","13,614,378.96","30,046,747.51","47,689,242.34","68,110,276.85","14,115,256.97"
筹资活动现金流入小计,"161,619,234.59","204,748,812.90","257,803,659.45","144,281,416.30","242,616,565.20","303,303,760.21","275,159,999.60","277,576,439.10","277,576,439.10","277,576,439.10","26,698,890.00","93,498,890.00","142,070,068.01","167,470,068.01","21,081,172.00"
经营活动现金流出小计,"721,175,980.22","661,417,924.24","686,942,446.50","366,448,590.16","584,887,573.53","781,718,291.10","210,055,849.21","426,943,464.99","661,809,458.74","881,234,046.87","227,222,071.47","500,904,768.49","853,282,482.09","1,160,392,522.37","271,915,684.29"
偿还债务支付的现金,"137,379,087.37","207,148,261.60","273,351,668.45","106,494,050.80","195,024,121.10","251,783,026.70","58,262,992.71","89,293,524.21","89,293,524.21","89,293,524.21",,"5,500,000.00","5,500,000.00","10,100,000.00","37,710,675.00"
经营活动产生的现金流量净额,"400,537.93","102,613,795.39","89,258,294.80","-8,480,753.31","9,244,397.90","27,765,643.73","13,910,888.42","23,641,668.56","-2,340,615.26","12,597,051.67","20,612,675.97","5,038,392.24","-65,092,355.35","-37,793,205.77","57,026,631.00"
分配股利、利润或偿还利息支付的现金,"3,516,718.53","24,230,341.89","24,498,079.95","19,433,708.56","22,982,649.60","23,864,329.06","886,051.70","19,843,094.38","21,346,095.08","21,539,772.26","40,482.28","1,561,257.59","14,129,156.66","17,431,387.84","2,303,836.13"
收回投资收到的现金,,,"25,500,000.00","17,384,418.62","28,359,388.46","126,950,930.85","12,500,000.00","165,500,000.00","358,601,207.70","482,001,207.66","130,000,000.00","186,000,000.00","409,900,000.00","448,100,000.00",
支付其他与筹资活动有关的现金,,"4,000,000.00","2,800,000.00","12,800,000.00","17,439,999.60","26,468,000.00",,"6,186,000.00","6,186,000.00","6,118,000.00",,,,"1,000,000.00",
取得投资收益收到的现金,"1,194,397.71","264,480.84","251,127.63","51,080.04","66,155.42","114,715.19","9,380.82","2,050,967.66","3,296,749.55","2,702,810.94","2,806,587.01","2,932,339.49","4,414,249.73","1,833,581.15","170,590.00"
筹资活动现金流出小计,"140,895,805.90","235,378,603.49","300,649,748.40","138,727,759.36","235,446,770.30","302,115,355.76","59,149,044.41","115,322,618.59","116,825,619.29","116,951,296.47","40,482.28","7,061,257.59","19,629,156.66","28,531,387.84","40,014,511.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,"17,677.40","76,000.00",,,,,,,,"1,672,765.84",,"72,800.00","84,400.00","215,359.83","210,000.00"
筹资活动产生的现金流量净额,"20,723,428.69","-30,629,790.59","-42,846,088.95","5,553,656.94","7,169,794.90","1,188,404.45","216,010,955.19","162,253,820.51","160,750,819.81","160,625,142.63","26,658,407.72","86,437,632.41","122,440,911.35","138,938,680.17","-18,933,339.13"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-723,646.21","268,592.95","1,273,996.02","253,844.74","323,642.71","395,199.74","-63,848.60","-451,106.88","-880,526.94","-1,428,735.10","956,695.54","485,350.65","132,130.24","-41,545.06","-267,077.39"
收到其他与投资活动有关的现金,,,,,,,,,200.00,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,212,075.11","340,480.84","25,751,127.63","17,435,498.66","28,425,543.88","127,065,646.04","12,509,380.82","167,550,967.66","361,898,157.25","486,376,784.44","132,806,587.01","189,005,139.49","414,398,649.73","450,148,940.98","380,590.00"
五、现金及现金等价物净增加额,"-19,691,660.53","-10,663,689.98","-8,043,786.58","-14,511,440.55","-11,715,056.24","-3,912,724.67","13,818,093.62","25,524,716.23","1,197,943.97","9,746,252.29","27,025,202.65","9,121,068.63","9,177,078.77","10,139,672.26","-12,875,897.49"
购建固定资产、无形资产和其他长期资产支付的现金,"40,276,056.05","81,316,904.37","57,481,116.08","13,681,549.27","21,526,187.36","35,558,728.09","14,049,282.21","29,942,417.96","50,628,483.19","59,422,783.69","25,009,163.59","67,609,854.56","108,302,257.20","157,263,535.02","43,736,201.97"
期初现金及现金等价物余额,"74,227,727.01","54,536,066.48","43,872,376.50","35,828,589.92","35,828,589.92","35,828,589.92","31,915,865.25","31,915,865.25","31,915,865.25","31,915,865.25","41,662,117.54","41,662,117.54","41,662,117.54","41,662,117.54","51,801,789.80"
投资支付的现金,,"1,500,000.00","24,000,000.00","15,202,378.31","34,962,488.27","124,768,890.54","214,500,000.00","297,528,015.66","467,601,207.70","589,001,207.66","129,000,000.00","199,000,000.00","334,400,000.00","383,849,663.04","7,346,500.00"
期末现金及现金等价物余额,"54,536,066.48","43,872,376.50","35,828,589.92","21,317,149.37","24,113,533.68","31,915,865.25","45,733,958.87","57,440,581.48","33,113,809.22","41,662,117.54","68,687,320.19","50,783,186.17","50,839,196.31","51,801,789.80","38,925,892.31"
