科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"716,558,135.07","759,517,645.06","771,965,779.66","356,916,135.24","589,358,206.12","801,601,193.67","220,187,186.07","446,018,385.44","647,902,102.79","879,722,383.12","246,547,974.01","502,190,805.01","784,949,024.94","1,102,394,282.39","321,514,896.43"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"20,000,000.00",,
收到的税费返还,"1,385,757.87","559,352.81","20,642.88","352,884.87","356,946.08","483,534.37",,"18,872.30","24,747.84","67,811.17",,"146,022.07","214,392.73","1,814,628.44","1,471,875.97"
支付其他与投资活动有关的现金,"1,028,000.00","439,864.20",,"389,760.00","389,760.00",,,200.00,200.00,,,"5,235,591.60",,,
收到其他与经营活动有关的现金,"3,632,625.21","3,954,721.76","4,214,318.76","698,816.74","4,416,819.23","7,399,206.79","3,779,551.56","4,547,875.81","11,541,992.85","14,040,904.25","1,286,773.43","3,606,333.65","3,026,709.07","18,390,405.77","5,955,542.89"
投资活动现金流出小计,"41,304,056.05","83,256,768.57","81,481,116.08","29,273,687.58","56,878,435.63","160,327,618.63","228,549,282.21","327,470,633.62","518,229,890.89","648,423,991.35","154,009,163.59","271,845,446.16","462,702,257.20","541,113,198.06","51,082,701.97"
经营活动现金流入小计,"721,576,518.15","764,031,719.63","776,200,741.30","357,967,836.85","594,131,971.43","809,483,934.83","223,966,737.63","450,585,133.55","659,468,843.48","893,831,098.54","247,834,747.44","505,943,160.73","788,190,126.74","1,122,599,316.60","328,942,315.29"
投资活动产生的现金流量净额,"-40,091,980.94","-82,916,287.73","-55,729,988.45","-11,838,188.92","-28,452,891.75","-33,261,972.59","-216,039,901.39","-159,919,665.96","-156,331,733.64","-162,047,206.91","-21,202,576.58","-82,840,306.67","-48,303,607.47","-90,964,257.08","-50,702,111.97"
购买商品、接受劳务支付的现金,"596,379,755.73","514,157,201.53","528,729,014.81","276,966,553.79","445,019,113.24","596,430,176.31","159,169,405.82","327,880,121.78","515,450,810.09","681,921,884.46","173,879,618.15","382,098,118.21","664,487,968.39","890,357,033.56","200,936,308.39"
吸收投资收到的现金,,,,,,,"271,360,000.00","271,360,000.00","271,360,000.00","271,360,000.00","1,000,000.00","4,800,000.00","29,871,178.01","32,271,178.01",
