科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"29,076,613.68","116,797,932.49","77,839,925.00","1,182,323,565.18","1,099,873,036.93","1,016,841,192.88","970,830,477.83","882,209,999.35","825,041,284.46","777,142,930.92","804,982,951.30","913,730,495.85","814,801,585.46","652,121,419.93","660,353,268.31","600,730,448.13","627,181,904.54","668,228,276.73","649,138,495.02","559,206,518.85","493,931,116.16","571,945,238.52","548,682,389.74","562,953,496.72","376,786,273.03","577,710,031.59","741,123,363.14","828,147,013.12","776,456,476.48","951,009,004.65","1,014,170,431.50","993,855,017.72","636,290,344.61","810,980,733.74"
短期借款,"164,750,000.00","238,200,000.00","149,240,235.53","179,500,000.00","95,500,000.00","10,500,000.00","10,000,000.00","51,000,000.00","86,000,000.00","113,000,000.00","62,000,000.00","227,346,305.62","264,416,913.71","105,215,702.99","20,047,516.34",,"95,000,000.00",,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"16,308,176.53","10,448,306.50","2,770,139.80","3,366,654.24","9,907,455.57","18,997,857.74","21,675,314.00","19,924,187.07","13,820,864.98","37,242,565.36","64,820,397.70","50,650,586.77","46,509,488.63","44,750,380.24","79,141,335.82","40,143,866.14","45,481,947.10","73,253,319.02","84,425,032.46","66,866,335.02","78,119,292.84","69,863,131.32","70,653,391.43","74,739,783.30","67,335,581.70","64,586,129.33","81,556,779.28","63,888,419.54","74,021,384.73","61,168,354.36","63,264,708.17","45,152,607.97","65,625,596.90","61,017,562.69"
应付票据,,,,,,"10,000,000.00",,"5,650,000.00",,,,,,,"30,000,000.00","16,500,000.00",,,,,,,,,,,"30,000,000.00",,,,,,,
应收账款,"69,769,704.96","77,553,994.67","57,776,077.94","60,663,325.89","88,134,372.37","107,248,148.83","102,779,887.26","127,337,438.26","134,818,841.25","174,087,615.76","157,724,545.47","154,813,547.99","163,488,600.89","200,952,306.91","147,605,897.35","141,578,425.61","178,763,465.62","145,824,902.21","136,258,519.23","137,492,422.81","155,689,677.47","137,417,754.49","150,098,643.61","150,749,720.36","195,017,972.57","193,688,861.15","174,799,966.45","152,183,993.34","208,269,115.67","226,836,991.13","170,183,312.35","196,909,090.23","199,738,035.92","212,547,305.07"
应付账款,"33,058,324.76","27,344,026.49","44,563,359.72","54,693,194.39","60,575,748.91","66,753,323.60","75,745,797.32","87,442,349.22","86,615,657.26","106,242,984.45","114,906,015.11","141,005,146.46","84,990,352.01","93,137,056.70","71,999,374.38","91,371,662.44","103,694,051.12","108,222,921.96","108,091,985.06","120,060,785.74","131,508,654.56","116,477,565.59","126,398,075.73","134,926,078.27","137,955,360.17","138,368,248.22","116,353,743.81","165,595,516.90","181,349,628.45","174,006,920.62","262,443,954.98","255,999,248.62","221,257,759.68","212,057,342.94"
预付款项,"74,665,366.70","23,959,385.91","61,939,796.84","47,582,955.10","48,652,428.03","79,977,272.27","132,376,429.43","135,925,231.04","156,114,278.49","145,614,095.79","99,580,557.53","116,867,997.68","59,236,256.90","71,181,200.66","78,260,314.78","103,465,353.58","61,669,616.34","62,509,968.61","61,306,049.00","75,700,463.16","69,050,480.95","64,647,734.82","37,290,263.56","118,441,268.74","81,816,469.27","64,812,234.48","68,426,569.69","108,428,880.49","110,277,587.90","83,856,487.40","81,372,203.49","103,224,542.72","208,366,366.55","174,177,827.03"
预收款项,"35,679,922.22","49,066,610.44","76,260,667.37","80,150,612.17","82,777,218.87","100,998,421.97","118,422,522.44","125,323,789.89","170,436,258.14","154,484,608.10","120,846,823.66","106,480,958.87","147,449,263.79","157,302,324.70","112,040,973.82","156,205,279.11","185,496,998.55","173,052,805.94","130,900,511.88","152,961,925.62","156,335,225.46","161,751,996.68","180,403,924.49","256,790,222.90","230,072,234.82","233,475,716.02","184,411,779.26","237,772,674.95","251,469,096.04","273,180,096.76","353,510,841.11","390,072,386.31","386,187,985.23","390,311,021.63"
