科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"71,184,647.23","67,079,788.65","86,353,820.52","91,614,419.67","1,215,179,294.50","1,232,766,323.36","1,193,137,036.19","1,134,667,327.45","1,100,111,487.26","1,077,870,519.26","1,088,778,467.89","1,112,608,057.16","1,114,174,283.34","1,115,437,271.60","970,441,039.57","1,060,288,389.07","1,040,532,506.48","1,152,836,665.88","1,012,779,274.47","938,380,278.45","888,059,614.89","939,609,363.22","879,014,231.33","882,849,984.93","887,968,954.45","925,424,085.56","947,741,273.85","465,752,978.43","457,777,626.83","1,170,113,635.88","514,386,966.01","416,804,451.68","329,239,680.96","1,138,914,142.92"
短期借款,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00","5,700,000.00","5,700,000.00",,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,911,500.00","12,752,660.00","25,240,450.00","18,334,962.89","34,445,038.07","57,971,000.00","38,442,129.54","31,561,040.00","89,367,579.80","226,079,256.96","232,248,507.30","112,716,251.95","73,558,642.16","294,307,898.47","220,736,840.00","99,105,648.00","138,348,848.65","299,763,749.10","206,132,579.00","165,727,625.86","157,404,445.06","382,902,427.30","264,820,976.83","152,525,239.55","147,838,379.25","199,867,866.00","165,966,044.86","112,682,142.80","123,146,291.42","86,006,854.00","63,839,551.86","47,618,903.62","121,410,035.40","241,724,924.03"
应付票据,"9,546,939.71","21,013,189.07","19,537,911.45","15,965,789.91","22,480,402.78","55,834,688.67","50,624,000.22","39,627,129.79","51,408,241.73","99,601,336.31","95,676,455.67","60,008,859.95","62,533,483.01","83,894,654.34","73,676,921.43","108,442,083.41","157,305,681.20","232,731,719.67","257,591,606.14","201,620,062.31","181,932,695.29","192,387,510.66","160,848,585.99","134,384,163.59","109,847,799.27","111,511,376.45","98,941,192.43","69,995,904.12","66,127,374.36","57,638,726.54","51,928,147.08","60,392,251.40","76,648,173.51","85,340,008.61"
应收账款,"122,970,274.91","121,039,359.22","150,989,380.87","197,326,308.66","181,583,828.03","192,409,813.52","197,016,414.91","427,152,010.06","374,288,483.83","485,837,341.88","410,836,586.33","530,325,676.92","506,745,127.34","670,921,986.58","700,942,196.22","757,383,843.74","721,571,877.18","824,679,204.57","793,301,763.82","1,005,566,398.58","1,004,838,768.32","1,092,168,525.87","1,084,047,582.17","1,085,894,849.38","1,123,043,020.18","1,018,821,723.02","915,090,745.81","823,485,485.58","786,180,192.61","672,631,772.98","591,235,081.43","593,784,668.61","562,036,376.32","498,494,973.88"
应付账款,"110,147,776.90","84,468,688.21","70,049,838.68","74,173,038.74","84,342,015.53","89,416,173.05","174,768,397.56","215,277,002.05","177,112,730.03","245,473,349.08","235,006,298.00","264,202,790.55","225,951,516.74","387,368,036.79","341,751,894.70","386,881,284.51","395,966,492.84","492,278,721.64","376,387,608.99","462,986,912.70","502,541,945.86","641,615,227.11","553,615,925.63","480,517,344.07","519,203,619.09","439,535,574.60","370,078,837.65","373,910,923.17","349,773,301.11","359,531,688.57","323,341,502.27","273,424,566.87","247,253,695.37","221,995,453.90"
预付款项,"5,318,126.14","24,361,645.60","23,522,123.94","28,942,113.20","20,283,067.11","50,877,778.61","64,738,934.02","68,810,692.27","56,652,377.51","61,677,436.91","65,076,356.02","81,582,514.59","92,182,125.62","74,430,629.88","97,716,177.68","107,320,873.81","128,083,605.16","75,933,645.73","108,810,297.70","110,493,676.21","125,347,315.55","69,129,726.98","90,252,765.25","84,328,549.90","72,921,605.28","57,154,166.45","62,591,263.31","57,061,871.54","60,607,404.39","46,157,225.42","54,940,584.34","59,595,018.39","67,376,554.43","39,860,636.63"
预收款项,"152,592,935.77","171,712,045.79","65,710,696.50","78,037,666.04","85,041,522.90","49,015,825.50","61,904,040.33","69,385,145.88","91,494,184.88","55,431,040.45","75,699,297.99","94,340,929.02","129,585,007.29","53,622,442.19","57,134,457.37","96,184,143.19","149,084,067.55","99,591,948.32","76,579,822.97","71,326,433.76","99,229,281.59","90,058,968.92","109,938,723.56","114,165,300.02","130,445,602.76","81,463,822.93","92,444,956.69","84,859,329.33","108,021,815.74","153,693,195.06","115,106,418.91","52,079,860.39","79,614,861.23","83,375,662.79"
其他应收款,"1,064,737.83","7,106,746.39","544,654.40","3,238,253.66","3,768,348.89","6,044,570.12","2,816,163.76","3,912,172.10","3,855,625.29","23,566,124.24","3,406,965.29","3,552,088.36","5,447,099.38","2,073,479.89","6,759,718.06","4,508,350.51","6,844,359.87","3,196,069.31","4,138,830.32","5,872,694.05","7,842,284.62","2,844,552.56","3,570,654.29","3,748,605.78","3,837,407.25","1,976,534.98","3,323,540.04","2,975,101.09","4,079,687.61","2,512,863.52","4,273,053.41","5,134,388.02","6,491,607.94","4,168,346.65"
应付职工薪酬,"14,686,872.98","15,270,070.86","16,352,281.43","15,266,111.58","16,873,801.50","14,720,096.93","13,743,385.12","13,795,681.58","14,500,305.49","10,546,857.89","10,853,838.76","10,735,539.95","11,377,490.40","10,450,858.61","10,626,492.65","11,401,433.23","13,344,891.16","13,892,381.45","15,324,847.45","16,247,872.94","17,374,726.16","16,947,005.23","17,626,178.64","18,442,541.51","19,138,274.69","20,080,437.82","20,026,668.50","20,539,183.21","20,542,675.24","20,153,668.20","20,331,162.80","20,355,352.55","20,526,109.13","21,396,825.01"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,870,739.69","-14,758,529.68","5,906,381.32","2,575,377.98","9,508,917.54","13,034,528.01","-6,874,951.96","25,955,765.68","-1,255,853.61","49,311,433.48","2,980,780.00","28,648,505.91","6,197,100.69","54,429,791.99","-2,589,092.13","-6,564,808.10","4,109,493.33","51,268,603.22","-179,309.87","25,103,687.32","25,417,719.67","36,642,198.54","15,899,173.31","12,682,276.15","6,177,718.36","10,194,849.41","2,818,141.19","3,349,286.94","8,372,428.02","14,524,101.38","2,771,146.04","2,280,390.62","5,045,501.97","18,825,522.46"
