科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"138,577,464.98","240,958,498.96","213,326,967.09","266,041,452.61","548,037,707.15","510,906,430.27","365,393,645.98","424,812,838.33","391,202,764.33","398,015,160.55","400,347,937.81","443,402,586.42","467,524,897.48","417,514,252.47","871,340,832.30","749,738,931.22"
短期借款,"64,917,474.32","92,273,896.00","154,758,000.00","204,113,000.00","118,740,000.00","118,740,000.00","137,599,500.00","311,109,200.00","316,068,900.00","300,974,172.94","324,462,284.00","429,235,020.00","446,207,756.00","465,007,599.06","374,736,490.00","420,171,980.00"
交易性金融资产,,,,,,,,,,,,,"22,633,176.14",,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"2,500,000.00","3,333,235.74","780,215.00","1,273,000.00","10,386,939.25","100,000.00","4,883,469.60","6,853,686.29","25,232,000.00","28,200,742.00","12,794,332.00","43,468,177.40","34,083,660.72","50,306,374.92","46,694,134.72","44,748,568.49"
应付票据,"81,187,073.00","182,116,512.00","109,476,381.00","124,000,539.00","157,422,253.00","154,206,638.49","178,826,184.25","126,465,816.29","172,172,978.69","240,653,090.41","201,967,665.95","161,307,261.08","124,730,343.76","126,904,399.58","163,416,312.47","128,054,999.78"
应收账款,"145,907,134.39","181,605,736.53","226,425,690.35","220,417,496.97","219,015,577.05","225,490,966.48","280,556,277.71","297,096,726.94","284,485,996.20","335,235,944.13","336,537,888.28","346,314,324.33","379,886,301.20","496,861,801.41","624,496,459.39","701,944,088.17"
应付账款,"127,027,819.72","103,350,472.81","107,400,462.30","125,544,751.92","143,202,039.32","133,733,957.75","138,099,736.93","129,915,573.08","130,435,706.63","123,560,085.59","205,320,744.60","184,953,029.28","205,242,776.98","187,267,785.21","284,943,148.36","264,072,241.90"
预付款项,"25,798,748.17","13,269,133.00","7,516,882.13","15,028,855.71","14,328,277.52","13,654,848.48","7,128,803.03","11,153,184.36","42,077,002.86","32,056,064.91","31,284,805.32","52,134,108.59","74,322,260.06","59,041,617.99","70,697,702.03","69,575,115.91"
预收款项,"11,341,473.60","10,124,525.87","7,210,857.99","5,671,989.99","6,002,872.83","5,882,815.37","7,141,605.97","8,573,380.39","5,455,351.71","7,364,575.43","4,173,688.83","6,996,370.00","11,016,868.50","16,981,401.31","8,584,520.66","12,626,311.11"
