科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,160,210,416.28","1,369,720,800.08","687,004,059.70","976,124,166.37","1,336,184,433.82","303,898,414.19","701,877,255.07","1,016,384,698.28","1,445,586,300.21","340,669,631.77","760,914,997.17","1,125,618,135.61","1,528,361,145.53","356,351,935.96","786,891,068.17","1,142,707,450.55","1,653,291,685.79","410,625,572.70","836,983,113.23","1,229,140,790.23","1,697,467,734.40","323,253,536.68","736,335,952.30","1,088,147,713.10","1,553,656,763.68","334,286,246.19","720,347,337.83","1,025,649,295.48","1,334,488,974.13","357,947,619.23","723,966,950.80","1,010,090,285.48","1,365,111,066.81","327,161,019.93","726,112,221.64","1,060,202,789.49","1,415,941,107.75","334,678,783.43","772,120,089.13","1,259,668,463.78","1,685,140,075.45","452,137,745.56"
二、营业利润,"196,708,250.49","206,820,654.83","117,506,086.89","165,498,424.93","221,762,987.57","45,827,056.14","115,928,127.54","156,533,515.19","211,539,174.78","47,126,862.79","116,523,364.76","153,463,600.98","173,452,587.72","33,744,377.22","93,144,013.74","122,214,086.09","126,887,093.08","33,665,409.47","66,687,178.17","83,314,318.33","76,556,509.77","6,563,722.21","38,666,088.54","50,561,937.92","33,283,858.87","6,254,641.80","27,846,233.43","33,960,970.52","21,545,041.51","6,414,847.15","10,250,921.33","6,188,137.64","12,004,262.33","3,148,007.17","8,233,003.65","7,858,139.29","-23,511,513.10","6,145,624.80","9,120,388.93","12,458,449.62","22,461,075.91","10,405,333.69"
减:营业成本,"758,417,209.97","866,410,925.42","428,439,207.80","603,135,762.95","840,593,307.85","196,528,025.02","455,199,683.04","668,709,196.07","956,753,011.32","228,860,385.20","501,891,758.18","767,477,396.77","1,052,280,331.16","252,592,459.23","537,431,715.74","780,240,858.74","1,168,941,511.93","305,685,376.82","612,483,666.33","902,181,105.89","1,265,361,595.11","253,581,980.11","557,686,392.46","829,514,746.40","1,200,388,280.04","267,654,254.13","550,422,530.65","778,027,990.23","1,001,828,971.01","284,564,964.09","565,045,721.28","786,599,218.43","1,049,907,758.05","264,425,977.41","580,348,727.99","847,434,648.59","1,129,793,536.37","274,637,502.94","630,638,941.84","1,040,923,830.43","1,349,579,288.86","364,883,272.99"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,126,794.91","7,346,560.59","4,374,807.52","4,840,520.05","6,365,211.34","292,705.67","3,121,115.49","3,583,777.24","10,393,776.32","167,283.76","3,283,936.12","3,713,872.80","7,692,280.39","146,914.14","3,819,168.72","5,291,705.17","7,120,199.95","279,798.53","4,635,650.99","6,061,953.21","7,377,880.89","539,506.20","2,984,208.46","4,054,733.46","8,299,150.01","1,352,787.29","6,402,698.83","7,394,710.50","9,801,351.12","1,817,512.29","6,286,545.07","7,020,322.73","16,684,761.58","2,365,328.17","7,809,706.27","8,741,576.65","15,433,080.94","2,408,028.59","7,018,267.88","7,560,091.03","13,914,568.69","3,971,889.92"
营业外收入,"6,673,438.98","7,139,310.99","807,543.70","2,123,604.42","6,489,679.97","417,484.32","2,841,133.60","7,868,647.58","14,426,631.14","1,762,358.23","20,820,140.42","21,928,325.56","24,385,038.29","2,971,334.32","5,115,750.60","4,677,071.40","12,499,911.68","1,212,771.12","2,341,954.08","4,107,304.80","5,194,237.91","2,391,307.54","3,269,789.06","3,810,484.51","5,250,688.59","4,688,843.86","6,906,621.01","7,719,009.69","10,768,663.92","6,964,314.47","12,146,378.23","17,901,495.04","16,244,298.10","13,145,989.64","14,623,689.55","17,802,856.62","6,241,031.99","3,851,915.04","7,745,260.81","8,699,802.09","1,200,345.32","115,037.42"
销售费用,"125,664,441.98","166,790,866.35","74,043,287.20","114,740,515.57","152,730,408.40","36,256,484.34","77,599,297.73","115,590,184.29","153,889,238.24","39,351,673.21","77,124,426.50","114,126,535.69","153,089,442.65","41,861,379.20","80,246,304.08","123,824,798.05","170,276,551.87","39,618,594.51","77,894,703.88","118,976,133.11","161,200,133.97","32,685,924.85","71,201,876.66","109,914,831.58","146,713,515.73","28,768,967.22","63,674,153.10","99,761,224.45","136,215,730.94","35,578,767.91","72,630,228.12","111,143,703.19","144,789,261.45","31,204,171.45","71,590,214.68","108,590,939.93","160,333,745.88","30,042,706.65","69,662,967.04","108,510,825.90","163,339,938.76","38,879,705.99"
减:营业外支出,"2,002,385.56","4,772,308.22","3,741,601.44","4,227,505.07","5,058,893.96","180,233.11","527,777.51","707,423.83","1,262,918.90","316,165.21","573,654.34","1,082,911.54","2,763,873.59","445,304.32","813,006.53","1,228,517.47","1,484,395.60","253,546.21","536,533.86","1,043,844.22","1,067,653.13","147,849.41","952,359.98","1,945,194.21","2,599,782.94","253,791.65","656,533.43","1,313,617.62","1,744,071.88","265,905.67","1,825,356.60","2,006,466.52","3,762,095.83","91,067.54","652,133.05","1,187,164.34","1,217,979.06","114,448.22","627,423.77","1,814,520.52","3,256,937.26","59,849.55"
管理费用,"56,119,884.99","84,816,448.45","44,560,876.96","66,486,051.13","85,299,859.45","20,413,580.10","39,381,744.72","58,897,897.77","88,214,540.48","16,823,135.48","40,547,094.44","57,465,384.30","88,522,094.82","15,625,710.01","37,926,881.57","56,806,759.73","94,499,210.25","17,647,984.36","39,254,664.97","60,346,287.08","97,048,265.89","14,402,770.07","33,235,128.42","45,383,611.55","78,594,267.91","15,047,889.75","35,124,334.22","51,585,456.44","81,608,080.87","15,442,293.31","35,734,511.19","49,789,012.29","70,140,495.32","12,463,259.10","27,066,090.47","42,126,292.80","71,388,964.17","14,353,167.38","34,125,810.63","51,835,757.49","73,629,855.45","19,382,738.96"
其中:非流动资产处置净损失,,,,,,,,,"384,663.53",,"120,650.30","150,354.76","1,509,725.20","324,977.73","689,182.51","1,083,551.83","1,166,658.28","85,725.04","258,411.27","387,035.81","486,560.88","110,443.13","888,327.15","1,546,471.72","1,708,226.38","122,296.35","376,082.79","707,918.98","802,645.95","92,247.71","1,558,636.74","1,453,785.43","2,898,793.97","62,567.47","608,945.13","652,869.54",,,,,,
