科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"3,798,186.52","3,376,528.34","2,490,897.22","4,513,743.06","3,044,798.25","4,088,781.93","2,064,857.75","1,791,941.65","4,677,616.01","4,301,123.62","3,600,953.60","2,236,527.41","2,241,528.08","2,241,528.08","5,939,946.23","5,666,433.23","1,037,515,910.87","543,194,203.38","540,667,455.05","756,916,209.66","666,749,225.98","831,453,644.75","1,325,138,738.60","1,901,841,489.37","1,914,562,409.43","3,620,018,445.14","2,644,352,914.42","2,668,302,397.33","2,354,275,275.69","2,259,937,338.63","2,977,167,116.33","3,247,428,818.30","2,749,632,245.21","4,462,390,677.65","4,861,154,500.73","3,343,661,070.32","4,781,790,256.61","4,606,422,886.38","8,086,396,167.71","6,055,426,577.00","6,168,045,889.90","7,844,559,585.12","8,797,606,060.65","6,945,432,966.58"
短期借款,,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00","74,060,000.00","74,060,000.00","74,060,000.00","44,060,000.00","79,000,000.00","79,000,000.00","99,000,000.00","129,000,000.00","550,000,000.00","430,000,000.00","390,000,000.00","545,093,241.23","832,831,638.41","1,234,985,689.65","2,080,035,124.28","2,976,599,967.22","3,864,711,660.10","4,276,988,198.38","3,384,748,519.12","2,813,800,000.00","1,669,640,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,"300,000.00",,,,,,,,"5,900,000.00",,"752,440.00","2,200,000.00","18,459,479.98","2,645,600.00","2,996,400.00","1,800,000.00","1,982,300.00","300,000.00",,"4,600,000.00","5,880,000.00","4,601,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,500,000.00","39,500,000.00","2,000,000.00","3,222,243.58","3,222,243.58","83,666,125.00","80,000,000.00",,,,"2,281,043.00","2,281,043.00","50,000,000.00","100,000,000.00","278,632,342.89"
应收账款,,,,,,,,,,,,,,,,,"23,787,314.48","14,025,339.63","76,820,314.00","84,132,696.15","30,678,279.37","29,357,792.21","133,208,069.07","171,869,925.49","122,303,142.35","161,465,972.31","119,830,699.21","75,906,317.57","112,992,924.51","115,518,550.07","290,789,747.69","313,374,649.02","293,346,290.88","303,833,271.43","187,487,699.42","419,884,570.97","177,403,063.91","180,060,711.23","345,393,562.48","296,518,636.36","246,525,763.30","364,253,363.43","479,197,063.52","567,338,305.31"
应付账款,,,,,,,,,,,,,,,,,"474,983,919.82","583,870,503.16","783,918,024.06","699,521,699.97","668,997,110.67","919,654,513.51","1,163,357,066.54","884,547,442.42","1,044,799,175.09","1,134,248,772.01","1,656,692,284.72","1,594,211,740.98","1,989,066,787.11","2,020,090,941.42","2,805,134,669.62","2,327,603,072.48","2,497,649,878.50","2,700,542,010.26","3,489,139,288.68","4,273,878,214.62","3,759,257,355.58","3,585,693,200.55","4,637,800,403.69","3,710,605,267.00","4,158,916,552.02","4,150,492,957.04","4,570,039,055.09","3,626,537,678.31"
预付款项,,,,,,,,,,,,,,,,,"1,209,294,805.62","1,824,812,402.48","1,825,815,133.62","2,032,572,948.60","1,908,756,877.71","875,883,648.58","430,524,875.21","506,575,559.26","925,194,843.62","515,874,939.76","601,364,665.25","821,142,427.04","1,095,063,363.23","1,120,679,484.98","1,146,975,324.44","1,648,533,456.39","912,295,349.50","1,086,842,759.74","1,271,339,535.68","2,484,381,992.93","1,353,999,552.36","1,111,701,103.10","662,019,520.51","740,309,106.65","690,326,736.90","652,721,644.28","1,348,068,429.64","489,816,151.97"
预收款项,,,,,,,,,,,,,,,,,"1,096,077,702.88","1,031,435,346.11","606,202,206.81","635,145,386.51","875,082,613.17","794,101,550.35","931,542,996.08","1,214,490,124.17","1,500,800,075.22","1,712,306,271.64","1,697,214,166.67","1,988,489,623.79","2,388,763,588.56","2,380,502,746.80","2,239,364,723.55","2,329,078,566.57","2,758,884,015.19","2,956,175,723.69","2,358,655,153.12","1,731,970,252.42","4,441,606,344.05","5,417,352,202.82","4,223,250,367.74","4,649,509,698.97","6,237,002,938.06","7,039,929,532.66","7,864,490,156.93","8,904,895,557.86"
其他应收款,,,,"1,162,280.00","2,162,280.00","-23,720.00","2,646,000.00","2,646,000.00","2,180.00","2,180.00","1,619,136.40","1,649,136.40","1,617,000.00","1,617,000.00",,,"408,572,080.80","689,645,386.36","419,039,738.14","113,562,075.99","161,985,530.02","178,210,930.11","222,194,151.70","162,355,075.32","187,317,029.30","353,168,331.93","377,485,925.44","316,448,554.74","240,289,818.82","261,613,263.40","398,389,766.15","620,479,041.56","395,461,094.78","496,467,978.29","387,596,182.60","478,179,092.68","510,840,305.95","439,090,417.38","422,343,692.96","481,526,559.44","704,928,222.30","550,718,827.18","611,740,086.48","620,419,889.82"
应付职工薪酬,,"47,353.50","55,763.50","73,418.35","84,773.35","92,423.35","363,682.35","406,432.35","408,144.85","546,894.85","717,217.35","717,217.35","719,512.35","746,159.85","730,689.85","722,954.85","10,241,719.81","10,880,201.38","24,240,576.69","14,733,996.70","16,029,075.54","15,531,042.15","30,253,594.39","11,593,027.21","11,805,134.35","12,197,367.30","40,713,470.06","21,947,786.87","22,717,236.20","24,102,108.82","83,023,811.34","24,364,820.12","24,289,965.48","29,210,323.71","129,793,720.27","27,477,712.96","35,763,455.67","41,716,040.72","210,344,395.27","54,704,997.96","55,721,383.52","58,445,584.16","258,677,963.14","85,889,929.98"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,954.00","11,126.40","15,063.80","18,531.20","21,718.50","23,469.90","30,700.20","34,390.35",,"5,590.15","9,805.30","9,805.30","9,805.30","9,805.30","121,165.30","121,165.30","176,745,214.39","189,361,868.86","328,606,540.27","326,604,406.67","265,670,165.80","290,595,633.53","447,565,250.99","424,562,875.03","405,152,811.38","358,169,953.89","406,849,118.81","365,652,481.22","320,882,284.42","328,194,185.07","477,456,047.36","421,069,585.84","362,833,579.09","377,165,777.97","506,233,613.90","458,533,825.36","341,648,610.54","215,057,928.36","670,758,689.16","580,357,542.01","429,505,779.60","445,718,827.02","714,843,841.95","529,322,692.71"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,"16,940,000.00",,"16,800,000.00","9,609,666.00","21,931,759.39","17,622,893.99","23,484,192.10","20,557,139.06","26,840,369.49","2,593,437.70","98,637,144.87","119,332,319.44","135,819,976.69","128,129,704.71","176,567,503.89","208,216,714.72","257,980,878.77","248,003,191.84","121,299,857.73","197,257,991.88","286,240,418.38","307,159,827.93","110,756,594.59","173,970,113.79","205,994,015.98","179,294,965.87"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,"10,798,537.57",,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,"1,300,000.00",,,,"54,363,304.10",,,,"159,797,064.90",,,,,,"15,845.88",,"189,669,042.00",,,,"189,669,042.00",,"7,588,632.95","5,118,141.72"
存货,,,,,,,,,,,,,,,,,"2,441,079,207.46","2,489,766,115.63","3,173,523,086.09","3,783,241,929.33","4,472,731,348.10","5,825,225,425.63","6,593,680,342.12","7,069,445,540.54","7,164,659,878.92","9,876,192,771.70","12,008,957,673.15","13,232,012,461.82","14,279,837,937.94","15,243,715,620.52","14,306,320,121.45","14,959,828,561.94","17,848,551,400.81","18,233,605,021.91","18,175,110,759.05","18,471,881,447.87","22,247,143,614.79","21,988,051,897.05","21,945,685,595.72","23,133,553,049.67","23,163,210,252.72","23,855,921,949.78","24,232,192,887.46","25,508,727,546.52"
其他应付款,"1,516,874.98","1,240,927.57","1,286,814.24","3,197,955.91","2,987,397.58","2,132,366.49","1,481,372.57","1,577,372.57","1,331,372.57","1,556,372.57","1,125,930.90","1,125,930.90","1,125,930.90","1,135,930.90","1,125,930.90","1,125,930.90","135,952,675.98","138,680,856.69","176,341,090.39","197,546,934.42","332,030,160.45","549,846,407.57","475,101,904.30","900,184,899.76","885,960,070.35","939,633,333.41","1,626,946,728.54","1,438,631,651.03","2,228,537,141.87","2,802,384,088.10","2,372,160,970.31","2,786,538,332.86","2,637,169,646.36","1,460,064,312.55","1,109,479,144.14","1,718,221,345.06","1,558,425,405.41","1,566,507,494.86","1,586,354,740.85","1,616,422,595.26","1,542,149,317.74","2,740,897,657.91","1,261,980,612.44","1,290,549,784.98"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,"25,690,000.00","30,710,000.00","60,700,000.00","130,710,000.00","130,710,000.00","150,710,000.00","704,133,033.43","649,293,263.43","866,478,213.43","541,587,099.79","1,510,323,523.43","1,489,018,356.31","1,324,123,023.43","2,332,978,823.43","3,204,219,823.43","1,596,024,723.43","1,828,897,723.43","2,644,793,380.57","5,261,407,880.57","4,311,397,880.57","3,272,034,406.03","2,015,061,886.51","2,248,318,904.02","1,493,308,880.57","1,513,245,737.30","4,340,614,303.48","4,952,477,975.27","4,222,291,688.35"
其他流动资产,,,,,,,"32,101.14","6,665.64",,"19,840.00",,,,,,,"148,604.92","83,077.92","165,611.03","106,029.34","72,865.64","97,930.34","485,660.37","409,353.16","291,108.88","179,815.77","341,586.67","218,222.75","408,785.28","460,517.12","624,615.33","567,260.69","6,546,115.01","385,498.94","1,615,975.01","1,972,982.38","1,068,220.13","1,054,632.53","592,152,393.33","615,741,450.81","760,008,308.88","916,689,700.75","896,573,023.27","1,190,945,358.63"
