科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"70,053,346.40","118,676,940.36","92,266,740.59","59,503,803.63","88,746,787.19","83,610,229.84","85,378,841.37","109,683,386.09","125,691,610.77","181,554,863.25","144,491,580.21","107,262,595.22","92,379,750.81","63,749,933.02","79,709,561.08","96,419,482.93","80,745,504.37","74,984,076.95","66,156,857.58","57,432,664.55","47,478,064.21","85,831,440.51","73,567,781.99","65,738,693.50","350,743,121.27","353,309,721.73","321,506,260.10","308,928,637.66","287,318,772.76","263,328,671.55","169,100,081.39","167,892,828.72","163,531,900.90","132,682,495.89","153,324,071.32","164,881,451.40","203,748,636.35","143,006,098.36","155,760,980.28","156,489,632.47","190,898,375.84","191,282,259.34","245,630,939.91"
短期借款,"238,680,000.00","269,800,000.00","214,800,000.00","174,800,000.00","206,700,000.00","183,500,000.00","198,500,000.00","218,500,000.00","222,700,000.00","211,100,000.00","256,400,000.00","211,400,000.00","170,000,000.00","143,000,000.00","226,400,000.00","201,400,000.00","201,400,000.00","201,700,000.00","208,200,000.00","218,200,000.00","228,200,000.00","285,000,000.00","284,500,000.00","279,500,000.00","294,200,000.00","282,600,000.00","266,400,000.00","266,600,000.00","241,700,000.00","243,900,000.00","229,900,000.00","265,200,000.00","329,200,000.00","364,000,000.00","349,400,000.00","464,200,000.00","567,000,000.00","542,000,000.00","589,000,000.00","530,000,000.00","485,000,000.00","479,000,000.00","528,700,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,608,000.00","29,387,300.00","20,059,182.66","17,151,461.59","13,918,851.20","14,201,698.37"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,735,347.75","8,166,353.14","15,226,042.33","25,390,472.92","25,865,334.58","4,486,433.71","20,289,396.49","26,226,648.86","32,587,241.17","26,971,698.32","27,258,623.49","23,501,780.25","18,795,537.37","21,275,634.00","42,280,329.04","47,888,601.85","23,124,894.93","27,652,045.68","23,544,534.05","28,423,269.90","35,930,407.12","44,118,434.52","40,377,459.94","28,730,602.19","25,849,886.31","24,257,327.95","25,202,247.33","21,453,738.78","38,575,926.76","32,596,130.02","44,985,530.75","54,357,045.87","22,731,449.46","23,915,392.73","41,372,012.81","35,899,331.17","20,115,933.77","24,322,233.33","28,439,689.90","36,827,741.10","28,857,790.80","58,888,859.22","60,847,702.98"
应付票据,"25,581,935.34","55,081,235.34","47,031,235.34","44,383,173.65","82,180,329.09","108,621,861.64","113,306,158.99","95,720,000.00","110,213,721.44","162,273,607.72","75,294,759.84","4,209,600.38","14,640,713.12","15,833,937.24","5,269,261.92","1,528,183.70",,"100,000.00",,,"3,380,940.75","15,496,029.42","15,157,580.37","3,500,000.00","31,721,390.00","37,571,390.00","11,950,000.00","4,317,400.00","45,716,285.43","51,827,380.85","11,028,495.42",,,,"6,815,012.38","14,285,012.38","85,712,884.33","98,242,884.33","78,000,000.00","72,720,695.61","175,826,810.91","181,201,161.77","188,595,046.47"
应收账款,"211,250,685.45","236,060,024.99","255,388,520.17","214,175,412.45","240,316,399.41","243,638,714.99","242,190,570.82","221,595,926.46","240,605,300.01","231,129,044.89","237,676,401.96","234,538,264.15","238,653,888.52","236,999,056.58","250,846,123.05","204,157,033.01","240,074,484.36","250,121,878.92","259,225,616.92","241,321,372.43","279,858,824.36","296,864,589.87","312,298,587.85","260,727,809.42","288,764,670.95","302,916,425.55","326,986,147.85","314,423,635.02","349,006,497.09","376,452,042.24","410,193,546.16","408,139,605.84","435,891,461.53","420,038,487.03","426,999,369.03","390,651,184.69","457,282,443.22","482,112,114.60","491,704,839.74","553,277,020.01","644,016,899.26","652,671,078.50","653,919,494.77"
应付账款,"72,519,012.49","92,306,751.38","104,972,807.85","100,984,569.96","127,864,144.10","126,643,940.97","121,089,910.70","125,443,133.22","150,697,935.95","119,719,871.56","130,629,404.85","145,181,336.95","152,841,972.65","149,399,211.48","153,688,345.86","146,638,604.23","159,071,016.72","162,801,322.19","165,764,605.82","163,629,627.05","178,960,145.01","173,867,820.90","180,914,683.98","173,103,317.28","193,975,581.45","182,468,610.48","204,797,104.72","199,617,397.01","232,364,655.10","242,680,215.30","267,667,740.95","280,343,979.77","278,135,056.47","266,590,943.62","295,257,617.14","268,443,274.28","293,469,445.75","300,487,436.90","295,755,541.64","366,645,465.05","403,692,639.33","442,077,924.52","395,241,791.74"
预付款项,"7,940,254.67","11,979,632.44","9,807,633.24","10,526,244.34","11,448,630.79","15,614,113.15","15,058,109.35","8,917,597.15","10,509,016.17","8,338,364.60","11,205,492.53","15,771,764.22","14,025,689.74","14,349,066.80","23,046,753.43","23,400,300.54","27,174,449.92","29,524,166.77","31,289,936.60","32,688,296.83","33,553,022.59","38,164,535.57","41,089,987.30","36,016,144.13","36,009,610.40","30,420,710.79","33,669,548.22","40,940,773.62","34,629,581.06","26,516,922.43","33,100,539.78","35,340,315.81","32,821,786.12","35,264,056.68","32,792,798.74","44,497,927.06","46,876,590.11","35,343,878.02","51,324,949.30","74,029,565.80","65,089,800.93","84,227,294.41","87,054,533.13"
预收款项,"15,276,659.66","22,381,054.94","21,005,007.21","8,363,841.27","8,292,080.27","9,894,333.39","10,507,211.55","16,849,594.37","16,362,985.09","20,373,036.59","19,579,464.69","25,415,662.47","24,339,327.26","17,495,198.58","28,073,918.15","17,009,628.50","20,894,126.17","20,115,387.32","20,906,839.66","26,463,297.42","28,998,511.79","27,432,127.85","25,963,457.23","26,343,690.32","22,186,100.79","18,541,920.18","22,859,428.51","27,995,656.61","26,717,512.55","30,514,186.42","30,989,177.34","35,815,866.35","36,230,114.87","21,492,991.29","21,555,632.90","23,794,932.89","28,697,978.78","26,357,045.58","29,930,449.38","47,533,527.98","38,719,126.50","37,695,752.52","54,716,243.69"
