科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"96,040,612.06","124,941,633.30","165,041,363.89","96,913,073.32","141,751,092.41","207,070,109.96","41,397,991.13","105,622,600.62","172,225,113.39","240,717,358.10","53,711,043.22","135,308,475.62","217,794,528.73","311,205,792.35","68,680,094.18","168,951,081.43","269,585,167.93","374,737,699.81","74,794,735.20","187,287,385.99","294,473,845.51","456,841,411.57","106,405,068.97","263,681,799.41","433,668,624.90","642,995,032.52","135,496,575.77","309,745,412.91","476,823,309.62","707,501,599.92","160,541,055.78"
二、营业利润,"13,732,148.33","29,818,258.53","41,454,432.78","21,963,702.66","30,930,696.39","46,166,708.14","7,187,033.89","24,386,844.98","38,010,507.65","56,692,056.62","6,590,676.26","26,432,599.54","44,585,755.68","65,779,838.77","9,118,968.98","31,665,400.23","54,527,100.33","78,406,882.09","10,733,967.40","34,612,550.12","56,180,309.26","82,134,696.03","8,960,268.78","37,276,574.68","67,531,424.40","94,955,623.63","6,061,634.50","26,745,882.58","50,581,645.16","10,134,317.18","376,578,559.90"
减:营业成本,"54,162,822.22","65,746,751.11","87,079,047.73","54,801,843.82","79,050,003.33","115,345,752.37","23,469,527.40","57,070,028.22","94,698,799.70","133,811,195.08","31,461,551.05","77,600,302.59","125,384,983.72","180,709,454.88","44,131,718.31","104,123,191.63","164,901,440.24","226,981,972.03","45,928,664.61","112,009,984.12","175,464,279.68","272,572,389.65","69,094,946.25","170,032,988.11","279,163,223.03","403,922,385.59","85,665,283.82","194,652,270.25","304,584,110.69","442,427,403.56","110,869,712.28"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"570,218.29","416,614.82","559,368.85","257,060.32","379,801.99","648,614.58","142,586.70","296,692.12","468,918.10","636,877.09","174,123.72","419,802.29","740,649.27","1,045,537.60","201,705.21","428,761.19","743,103.48","1,168,041.77","228,103.66","466,421.78","810,175.04","1,818,032.50","298,448.05","328,873.91","1,029,578.30","1,717,922.67","259,197.74","747,926.22","1,088,028.92","2,684,966.66","673,871.84"
营业外收入,"396,494.89","1,174,209.60","1,965,823.27","161,164.89","1,325,118.40","1,337,112.36","54,833.00","70,441.12","909,236.97","3,736,909.42","107,719.00","241,161.15","1,080,112.42","3,122,277.27","81,204.66","428,507.58","2,241,216.23","2,456,903.32","32,010.00","751,548.04","2,274,619.28","4,901,460.16","145,557.60","870,055.02","1,061,356.97","10,690,245.40","532,642.55","1,413,145.56","2,137,397.99","15,262,228.14","830,934.13"
销售费用,"10,910,738.68","10,855,566.76","14,007,517.59","7,428,588.54","12,268,743.33","18,480,483.70","5,622,400.03","11,465,788.03","18,527,771.60","25,281,972.20","7,012,078.48","15,321,734.64","23,151,833.77","30,661,788.79","8,262,750.35","17,282,844.11","25,417,085.83","34,337,846.66","9,267,909.32","19,614,020.87","28,181,883.64","42,326,084.45","10,063,197.41","23,089,100.58","36,372,794.17","57,120,727.45","15,093,282.44","33,322,803.75","49,887,009.62","92,223,262.96","19,158,158.69"
减:营业外支出,"298,330.83","317,079.66","121,367.15","9,306.00","9,630.50","24,639.50",763.94,"3,133.94","3,333.94","117,131.29",552.60,"26,448.69","38,940.98","48,510.46",,663.22,"3,696.22","46,106.58","78,043.95","87,297.37","99,034.77","208,428.82","21,938.27","104,036.28","357,535.99","855,038.46","8,661.42","24,161.42","199,141.40","3,770,610.14","74,714.06"
管理费用,"16,038,710.89","17,359,246.80","20,221,818.39","11,051,479.34","17,184,195.18","23,980,478.69","6,501,474.72","14,262,813.33","22,907,965.21","31,597,858.29","9,236,214.19","16,672,536.55","24,654,961.64","34,117,785.42","8,024,823.30","16,692,361.88","26,282,776.02","38,810,721.03","10,566,261.65","23,514,391.43","38,611,016.30","66,667,527.20","19,119,936.27","42,010,783.02","65,337,296.86","96,714,550.15","30,787,180.09","56,049,176.02","75,015,436.98","145,550,452.78","28,024,256.27"
其中:非流动资产处置净损失,,,"35,967.15",,,,,,,"110,051.29",,"18,832.00","18,832.00","24,401.48",,,469.54,"12,641.33","52,187.22","61,440.64","74,493.04","74,900.10",,"8,001.70","90,174.73","470,881.12",,,"106,484.04",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"500,485.58","623,700.23","1,410,249.31","1,170,097.85","1,697,351.40","1,751,374.25","-1,525,031.61","-2,204,712.71","-2,733,995.52","-7,920,440.27","-1,078,702.87","-1,602,372.19","-1,444,528.15","-2,234,795.56","-895,923.11","-1,707,367.90","-2,606,688.21","-1,944,739.90","-527,782.66","-493,611.63","-3,512,302.28","-6,010,882.28","1,110,867.65","-1,825,102.70","-1,916,645.43","-5,852,781.97","4,198,840.14","6,567,937.70","8,964,429.99","15,740,637.09","4,324,132.77"
