科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"6,574,528,784.31","16,199,220,575.93","26,250,604,194.44","32,291,382,533.19","9,498,243,699.28","20,169,642,226.67","31,047,360,152.74","39,577,472,342.92","9,341,926,380.12","20,804,018,544.97","32,681,802,578.68","45,422,651,809.13","16,471,089,607.06","33,529,174,171.90","50,985,479,331.98","75,016,156,873.50","20,100,931,423.62","43,802,841,789.00","66,147,194,909.06","85,085,502,099.69","23,148,823,647.23","46,743,677,864.90","74,009,737,810.20","102,298,972,216.22","27,521,709,940.40","56,104,809,723.61","89,735,880,996.14","116,875,113,979.24","29,998,527,110.30","63,392,292,029.64","103,539,126,639.64","128,246,770,739.06","29,681,847,590.78","61,187,041,785.20","105,027,844,877.41","129,936,038,585.68","32,618,614,639.65","72,061,101,866.28","116,129,609,694.55","164,701,728,214.50","52,602,761,794.44","111,595,133,026.07","175,002,644,242.60","239,551,504,643.40","67,433,743,083.49"
取得子公司及其他营业单位支付的现金净额,,,,"124,521.52",,"31,757,122.86","31,757,122.86","29,466,240.91","376,720,000.00","376,720,000.00","376,720,000.00","376,720,000.00",,"13,625,703.61","13,823,431.61","40,487,370.44",,,,,,,,"22,193,511.95",,,"5,500,000.00","54,381,759.58","26,935,720.00",,,"456,324,744.58",,"6,172,108.85","6,172,108.85","24,948,431.35","19,512,276.03","41,637,885.43","502,502,341.25","383,041,738.31","63,300,000.00","1,160,147,781.73","1,207,367,991.46","2,009,318,174.42","338,951,882.59"
收到的税费返还,"94,136,286.76","253,609,664.51","439,906,897.92","574,692,158.26","196,800,756.30","351,467,411.71","507,216,375.82","652,235,407.53","127,129,936.21","239,818,692.70","371,377,763.63","511,993,625.26","142,302,744.70","280,562,096.62","428,200,199.97","658,114,985.39","226,906,728.21","407,304,380.36","612,398,419.85","925,454,358.83","227,846,443.33","530,585,518.95","795,203,356.11","1,176,604,382.40","297,755,863.09","541,686,926.20","742,558,051.86","1,023,024,025.52","203,477,992.81","524,937,639.53","845,381,308.75","1,077,566,118.80","315,740,618.58","687,421,770.26","1,091,685,747.93","1,372,651,919.90","250,190,114.15","533,219,666.72","757,579,278.76","1,061,428,056.32","410,491,024.17","666,836,616.09","964,802,079.58","1,181,600,450.55","246,298,270.43"
支付其他与投资活动有关的现金,,,,,,,,,"266,990,353.53","266,990,353.53","266,990,353.53","44,000,000.00",,,,"40,765,556.86",,,,,,,,,,,,"67,367,345.80",,,,"242,013,025.46",,"822,500,455.36","822,500,455.36","61,633,333.33",,,,"3,364,505,437.88","1,186,670,100.00","3,507,638,473.50","3,770,957,399.52","7,171,003,733.49","1,473,333,617.00"
收到其他与经营活动有关的现金,"87,656,333.57","260,137,161.16","317,029,619.70","369,265,453.23","173,111,417.72","259,585,137.60","499,086,963.62","676,904,932.27","405,112,245.49","574,585,124.35","671,847,051.97","1,376,077,099.48","245,208,424.96","462,657,416.48","1,439,064,116.80","1,318,626,609.43","1,187,998,848.72","1,414,136,601.91","1,857,214,624.52","3,269,712,926.41","455,669,426.52","1,445,931,182.59","1,797,161,678.90","2,118,980,073.09","546,679,919.56","883,596,414.52","3,164,307,588.45","2,722,537,874.54","919,303,937.53","3,058,748,701.26","3,193,103,751.25","1,692,843,901.02","1,296,669,896.58","4,875,195,545.88","5,011,271,011.19","8,402,812,057.85","962,050,130.08","1,279,066,023.02","3,198,218,425.37","9,087,630,906.07","1,959,136,399.42","3,793,559,858.62","9,110,288,672.52","9,262,015,320.75","2,055,730,799.83"
投资活动现金流出小计,"457,425,398.01","1,142,332,552.01","1,385,125,137.25","1,864,504,445.77","305,907,743.13","646,565,105.38","1,047,542,815.42","1,164,891,109.15","798,006,439.69","894,833,212.35","1,077,595,289.77","1,240,758,235.78","150,011,029.93","505,881,249.81","635,603,324.31","1,477,053,604.30","78,108,360.46","419,426,174.51","618,776,911.85","1,569,425,161.21","87,512,556.39","185,064,075.31","306,229,061.05","940,804,714.03","340,874,023.53","482,530,661.04","623,315,902.18","1,517,412,699.41","166,228,757.52","269,307,922.97","707,446,394.85","1,842,639,601.97","80,065,444.86","4,585,070,048.88","5,027,250,279.33","2,589,261,355.78","4,309,023,248.95","6,050,519,336.29","8,034,934,045.07","55,325,298,293.57","6,107,441,267.85","11,835,610,266.30","16,765,762,069.66","27,891,645,222.37","3,519,829,678.30"
经营活动现金流入小计,"6,756,321,404.64","16,712,967,401.60","27,007,540,712.06","33,235,340,144.68","9,868,155,873.30","20,780,694,775.98","32,053,663,492.18","40,906,612,682.72","9,874,168,561.82","21,618,422,362.02","33,725,027,394.28","47,310,722,533.87","16,858,600,776.72","34,272,393,685.00","52,852,743,648.75","76,992,898,468.32","21,515,837,000.55","45,624,282,771.27","68,616,807,953.43","89,280,669,384.93","23,832,339,517.08","48,720,194,566.44","76,602,102,845.21","105,594,556,671.71","28,366,145,723.05","57,530,093,064.33","93,642,746,636.45","120,620,675,879.30","31,121,309,040.64","66,975,978,370.43","107,577,611,699.64","131,017,180,758.88","31,294,258,105.94","66,749,659,101.34","111,130,801,636.53","139,711,502,563.43","33,830,854,883.88","73,873,387,556.02","120,085,407,398.68","174,850,787,176.89","54,972,389,218.03","116,055,529,500.78","185,077,734,994.70","249,995,120,414.70","69,735,772,153.75"
投资活动产生的现金流量净额,"-443,434,925.22","-855,932,233.62","-995,078,689.99","-1,305,950,801.13","-255,475,144.75","-561,408,961.11","-926,142,891.54","-940,373,464.62","-748,751,643.96","-815,560,891.27","-861,800,138.56","-1,208,285,282.74","-168,253,976.65","-366,679,507.35","-228,000,908.03","-661,231,443.50","60,031,646.12","71,050,006.91","-41,445,565.43","192,665,057.94","-84,229,794.69","-100,499,077.07","-162,561,872.39","-667,375,645.88","-312,361,082.99","-436,569,954.87","-541,816,106.38","-838,696,141.96","-139,000,927.26","-170,058,015.85","-222,322,143.36","-883,116,075.91","88,795,417.88","-3,592,446,501.91","-3,550,621,353.71","1,123,206,081.14","-4,232,056,287.99","-5,790,131,556.11","-5,858,199,766.05","-7,556,914,718.55","1,293,041,182.63","-3,305,040,170.51","-1,205,938,879.40","-3,390,043,346.11","4,213,746,338.47"
购买商品、接受劳务支付的现金,"7,574,782,403.00","15,858,350,654.88","25,697,917,063.80","32,345,106,664.06","9,105,242,898.15","18,292,204,134.53","28,789,339,399.49","37,925,544,613.46","7,261,935,469.73","15,690,335,032.72","28,536,966,084.21","43,742,871,553.56","15,755,935,189.93","32,431,462,175.74","51,943,964,467.01","76,610,943,028.28","22,099,903,658.16","43,210,570,097.17","67,780,657,127.23","86,431,536,964.93","20,906,157,448.57","43,481,728,575.93","69,136,872,363.85","92,959,492,594.94","29,148,500,629.51","53,438,991,889.54","83,202,230,950.80","112,044,272,314.11","35,143,843,367.73","68,300,133,206.46","101,570,825,357.14","119,452,634,018.09","31,057,995,692.11","57,106,361,584.79","96,056,836,432.80","119,099,335,127.34","29,362,599,759.24","64,619,728,512.05","114,346,693,698.69","159,977,760,480.66","63,978,097,584.62","118,228,715,401.18","187,422,767,539.08","243,003,009,878.36","77,865,434,155.11"
吸收投资收到的现金,,"7,870,000.00","1,483,708,500.98","1,500,457,934.94",,"600,000.00","600,000.00","21,477,867.78","630,000,000.00","294,749,000.00","924,749,000.00","302,249,000.00",,"17,500,000.00","23,864,400.00","67,864,400.00",,,"4,635,000.00","15,135,000.00","177,000,000.00","182,000,000.00","394,000,000.00","420,486,909.45","757,060,000.00","789,060,000.00","789,060,000.00","1,096,087,712.34",,"3,190,167,417.57","3,190,167,417.57","3,245,113,340.72",,"22,750,000.00","198,351,724.55","255,142,952.42",,"13,500,000.00","159,750,000.00","4,341,097,304.74","20,050,000.00","593,400,000.00","953,023,200.00","7,307,162,668.52","239,852,793.06"
