科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"88,230,039.03","112,286,047.10","119,609,302.45","70,808,176.10","95,877,976.94","138,763,354.70","50,203,855.79","89,022,266.85","125,037,845.03","195,854,602.70","79,728,860.71","139,745,097.96","204,870,920.89","287,115,030.22","99,719,415.62","175,431,755.58","246,403,353.24","336,539,959.07","118,115,200.51","206,205,061.73","297,745,127.09","402,526,245.66","138,929,489.57","257,051,053.74","390,670,884.52","501,736,801.28","195,183,041.51","338,926,623.06","477,102,810.44","691,141,270.40","273,169,142.89","490,106,005.58","689,896,682.06","1,049,376,197.53","387,667,535.18","618,375,452.69"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000.00","198,000,000.00","228,000,000.00","258,000,000.00","85,000,000.00","185,000,000.00"
支付的各项税费,"8,211,163.77","11,672,538.98","15,091,285.90","13,388,659.03","19,125,155.46","24,417,493.52","7,669,013.78","11,989,737.35","21,941,111.78","32,415,825.03","11,924,743.27","22,848,435.23","34,063,947.11","47,247,525.14","14,751,426.63","24,356,649.72","39,809,099.36","49,417,342.05","22,792,752.72","23,669,808.45","39,045,672.44","64,660,916.38","22,472,253.21","30,802,927.83","58,554,704.19","77,845,936.11","22,052,625.76","42,949,697.68","69,457,890.52","81,914,096.82","30,383,499.41","57,822,562.84","90,057,297.79","127,245,816.94","34,962,394.78","84,311,102.07"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,"518,414.13",,,,,,,,,,,,,,,"214,693.36","214,693.36",,
支付其他与经营活动有关的现金,"19,038,997.55","35,772,346.67","38,470,829.13","15,564,026.57","32,309,146.16","30,531,496.90","18,383,670.36","22,123,523.84","30,844,665.78","47,778,734.44","17,698,509.53","24,763,701.75","41,233,606.22","74,656,566.43","24,096,504.78","52,556,430.21","73,739,697.22","80,671,029.14","20,727,000.27","44,188,339.44","80,241,661.34","107,862,088.58","25,364,632.02","54,683,589.40","78,120,643.11","94,891,107.43","60,212,098.05","172,959,677.83","228,522,549.72","549,046,056.61","194,720,326.49","745,543,558.08","1,074,987,277.97","1,144,371,940.32","390,241,647.67","722,711,509.11"
筹资活动现金流入小计,"667,890.00",,,,,,"713,733,119.68","713,733,119.68","771,878,094.68","771,878,094.68",,,,"4,900,000.00","80,934,000.00","80,934,000.00","80,934,000.00","81,452,414.13","43,056,920.00","43,213,320.00","43,213,320.00","125,737,320.00",,"2,000,000.00","2,000,000.00","57,336,260.00",,"6,549,700.00","203,533,985.00","233,813,985.00","40,000,000.00","198,000,000.00","228,214,693.36","320,917,563.36","197,983,200.00","297,983,200.00"
经营活动现金流出小计,"171,494,616.98","272,617,173.97","278,961,789.14","165,615,473.19","242,902,433.82","329,993,806.20","110,306,152.06","214,253,600.75","320,594,059.55","453,482,089.87","159,653,089.99","313,807,353.75","470,519,950.34","668,087,112.24","193,180,859.19","369,521,494.64","598,430,956.91","716,010,527.44","241,579,788.23","429,396,907.48","662,271,957.38","916,327,702.32","299,379,997.37","544,172,240.19","807,752,193.14","1,084,453,032.79","409,630,855.37","836,224,564.83","1,239,232,648.13","1,876,971,256.16","657,002,502.80","1,647,708,819.22","2,461,455,782.53","2,823,521,891.77","1,004,953,450.97","1,844,996,481.56"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,000,000.00",,"123,000,000.00"
经营活动产生的现金流量净额,"6,836,724.17","41,265,368.09","55,829,248.41","-8,152,564.21","4,602,014.93","34,029,706.41","-5,199,209.96","11,192,846.00","9,430,304.79","44,552,094.35","-44,447,130.11","-31,501,711.98","-15,014,554.11","44,935,179.18","-23,025,002.13","-37,698,265.25","-56,438,003.84","63,678,889.97","-73,381,375.09","-44,257,120.08","-59,345,831.77","60,535,594.27","-83,723,999.56","-95,031,347.53","-73,204,577.73","206,128,153.69","-225,029,817.86","-219,947,199.73","-250,236,421.57","-270,460,681.06","-286,693,218.34","-213,136,599.59","-199,047,299.80","-25,003,883.79","-203,654,130.92","-246,214,915.01"
分配股利、利润或偿还利息支付的现金,"62,386.10",,,,,,,"34,717,344.60","34,717,344.60","34,717,344.60",,"33,601,554.80","33,601,554.80","33,683,660.55",,,"35,489,554.80","35,489,554.80",,"29,506,528.52","39,336,948.68","39,921,015.98",,,,"47,334.53",,"24,947,930.51","24,950,354.06","24,926,208.08","183,278.17","44,289,660.16","45,468,121.65","49,277,227.33","1,118,412.95","30,493,816.48"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,061,476.09",,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,"631,050.00","1,437,800.00","3,129,250.00","4,265,325.00","7,071,110.00","466,970.00","1,944,460.00","2,751,850.00","3,117,179.00","1,180,570.00","438,360.00","1,607,396.49","1,821,420.52","891,499.44","2,430,326.68","3,445,088.08","4,891,573.88","1,200,000.00","8,699,296.75","14,940,990.99","19,449,361.24","5,340,077.00","13,619,094.69","23,314,772.69","27,552,555.69","4,255,690.00","7,198,643.00"
取得投资收益收到的现金,,"147,450.92","1,112.33",,,,,,,,,,,,,,,,,,,,,,,,,,,"97,461.00","1,174.65",,,"405,405.41",,
筹资活动现金流出小计,"62,386.10",,,,,,,"34,717,344.60","34,717,344.60","35,348,394.60","1,437,800.00","36,730,804.80","37,866,879.80","40,754,770.55","466,970.00","1,944,460.00","38,241,404.80","38,606,733.80","1,180,570.00","29,944,888.52","40,944,345.17","41,742,436.50","891,499.44","2,430,326.68","3,445,088.08","4,938,908.41","1,200,000.00","33,647,227.26","39,891,345.05","44,375,569.32","5,523,355.17","57,908,754.85","68,782,894.34","151,829,783.02","5,374,102.95","160,692,459.48"
处置固定资产、无形资产和其他长期资产收回的现金净额,"350,024.35","135,033.31","163,708.53","67,053.76","67,053.76","153,406.85","100,226.30","73,683.58","211,775.49","296,174.07","46,136.74","114,603.60","185,148.54","273,086.63","46,090.48","605,766.94","540,917.47","697,788.24","25,355.45","91,457.88","153,789.42","100,949.80","234,962.94","132,617.26","271,834.07",,"371,735.57","490,909.22","522,292.56","38,152.42","81,515.56","265,943.84","784,431.23","296,366.72","138,920.97","154,472.82"
筹资活动产生的现金流量净额,"605,503.90",,,,,,"713,733,119.68","679,015,775.08","737,160,750.08","736,529,700.08","-1,437,800.00","-36,730,804.80","-37,866,879.80","-35,854,770.55","80,467,030.00","78,989,540.00","42,692,595.20","42,845,680.33","41,876,350.00","13,268,431.48","2,268,974.83","83,994,883.50","-891,499.44","-430,326.68","-1,445,088.08","52,397,351.59","-1,200,000.00","-27,097,527.26","163,642,639.95","189,438,415.68","34,476,644.83","140,091,245.15","159,431,799.02","169,087,780.34","192,609,097.05","137,290,740.52"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,355,434.42",,
四、汇率变动对现金的影响,"-56,195.94","1,297,159.11","-487,944.09","661,871.31","1,174,417.71","1,237,148.93","-391,417.52","-161,271.71","546,704.06","-107,810.61","-2,212,529.68","22,199.48","1,708,133.93","-883,779.20","-1,272,117.47","-845,706.46","755,314.69","-1,145,636.15","3,540,103.17","5,161,751.49","3,841,492.14","2,702,669.77","3,025,074.62","4,569,925.83","8,763,701.50","15,786,945.09","3,834,261.26","8,815,071.08","7,753,132.59","14,953,161.94","-562,482.00","-3,495,178.61","-8,358,317.75","-11,806,227.61","-1,062,184.15","-750,378.63"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"21,565.62",,,,,,,,"3,940,000.00",,,,,"37,345,408.63","37,345,408.65","37,345,408.65","39,345,408.65",,,,"4,240,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"350,024.35","282,484.23","164,820.86","67,053.76","67,053.76","153,406.85","100,226.30","73,683.58","211,775.49","296,174.07","46,136.74","114,603.60","185,148.54","294,652.25","46,090.48","605,766.94","540,917.47","697,788.24","25,355.45","91,457.88","153,789.42","4,040,949.80","234,962.94","132,617.26","271,834.07",,"37,717,144.20","37,836,317.87","37,867,701.21","42,542,498.16","82,690.21","265,943.84","784,431.23","9,297,206.55","138,920.97","154,472.82"
五、现金及现金等价物净增加额,"4,448,657.54","35,897,257.22","53,731,971.23","-9,266,789.50","3,120,087.82","29,265,949.14","706,519,987.32","686,719,981.92","740,393,114.92","765,120,858.10","-88,367,960.76","-156,687,070.52","-164,506,820.65","-157,978,377.17","53,082,514.94","3,160,018.19","-70,069,471.89","7,452,262.56","-74,466,582.52","-127,714,671.66","-178,090,738.32","12,481,604.28","-114,053,911.07","-175,394,176.89","-179,179,423.22","140,637,433.13","-190,466,099.35","-283,355,150.69","-138,433,542.44","-204,440,215.96","-270,951,637.34","-127,706,404.36","-128,722,218.72","-43,464,687.99","-27,859,349.14","-173,388,829.72"
购建固定资产、无形资产和其他长期资产支付的现金,"3,287,398.94","6,947,754.21","1,016,683.95","1,843,150.36","2,723,398.58","6,154,313.05","1,722,731.18","3,401,051.03","6,956,419.50","15,149,299.79","40,316,637.71","43,429,328.27","53,256,640.66","109,034,347.09","3,133,485.94","37,891,317.04","57,620,295.41","97,624,459.83","46,527,016.05","86,656,976.34","109,686,946.85","124,470,276.97","32,698,449.63","41,015,045.77","57,445,292.98","73,307,927.80","5,787,686.95","24,161,812.65","38,660,594.62","61,236,560.69","13,755,272.04","17,557,426.63","44,518,442.90","95,655,599.79","15,891,052.09","63,652,829.42"
期初现金及现金等价物余额,"48,201,318.94","52,649,976.48","88,547,233.70","142,279,204.93","142,279,204.93","142,279,204.93","171,545,154.07","171,545,154.07","171,545,154.07","171,545,154.07","936,666,012.17","936,666,012.17","936,666,012.17","936,666,012.17","778,687,635.00","778,687,635.00","778,687,635.00","778,687,635.00","787,085,397.56","786,139,897.56","786,139,897.56","786,139,897.56","798,621,501.84","798,621,501.84","798,621,501.84","798,621,501.84","939,258,934.97","939,258,934.97","939,258,934.97","939,258,934.97","734,818,719.01","734,818,719.01","734,818,718.99","734,818,719.01","691,354,031.01","691,354,031.02"
投资支付的现金,,,"757,470.00",,,,,,,"1,000,000.00",,,"15,100,000.00",,,,,"1,000,000.00",,"12,500,000.00","12,500,000.00","12,500,000.00",,"43,620,000.00","56,120,000.00","60,367,089.44",,"58,800,000.00","58,800,000.00","119,677,049.99","4,500,000.00","32,926,920.00","36,066,920.00","66,627,360.00",,"215,920.00"
期末现金及现金等价物余额,"52,649,976.48","88,547,233.70","142,279,204.93","133,012,415.43","145,399,292.75","171,545,154.07","878,065,141.39","858,265,135.99","911,938,268.99","936,666,012.17","848,298,051.41","779,978,941.65","772,159,191.52","778,687,635.00","831,770,149.94","781,847,653.19","708,618,163.11","786,139,897.56","712,618,815.04","658,425,225.90","608,049,159.24","798,621,501.84","684,567,590.77","623,227,324.95","619,442,078.62","939,258,934.97","748,792,835.62","655,903,784.28","800,825,392.53","734,818,719.01","463,867,081.67","607,112,314.65","606,096,500.27","691,354,031.02","663,494,681.87","517,965,201.30"
