科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"17,920,430.34","22,314,255.95","28,497,081.84","29,754,775.48","34,832,055.84","55,737,396.01","31,651,842.87","35,202,043.05","54,161,934.12","48,376,012.84","41,289,502.25","58,274,617.89","79,354,828.10","107,975,971.77","118,759,916.29","249,536,626.26","315,630,627.10","327,384,659.80","207,675,507.79","227,164,950.46"
应付职工薪酬,,"3,150,000.00",,,"14,896.00",,"911,000.00",,,"18,366.74","963,000.00","549,955.28","612,902.52","1,459,006.86","13,998,143.13","7,631,496.95","11,430,832.60","12,600,260.19","15,766,639.14","9,409,211.08"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"44,729,155.69","49,529,456.78","59,234,773.77","37,226,216.08","52,239,442.22","57,457,660.00","63,790,361.75","48,757,430.73","50,172,846.52","67,065,294.25","21,621,691.94","-10,494,664.73","16,724,379.71","25,151,527.92","34,442,351.36","19,888,463.09","24,081,276.60","41,129,826.33","67,570,502.91","48,364,052.40"
应收利息,,,,,"1,735,906.85",,,,,,"392,000.00",,,,,,,,,
应付利息,"225,957.06","185,805.68","840,068.76","650,400.00","551,900.00","482,954.61","617,400.00","707,365.24","624,490.98","812,294.19","4,186,458.59","6,226,675.08","13,210,818.68","-9,459,629.21","1,717,490.84","19,683,947.09","36,505,132.98","17,146,505.75","2,280,324.93","4,309,435.66"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"59,650.74","59,650.74","59,650.74",,"2,061.14","18,851,501.66",,,
存货,"55,954,281.10","90,859,691.92","113,864,570.15","199,334,087.89","162,948,016.22","228,902,650.65","138,739,998.33","323,424,029.54","347,692,735.52","469,477,039.66","414,665,064.63","828,988,187.65","777,327,822.05","816,070,473.50","552,584,843.60","720,305,420.78","802,546,326.92","820,094,858.04","637,888,147.48","840,154,631.55"
其他应付款,"15,991,212.16","8,254,029.68","11,305,425.20","12,518,504.36","10,800,176.44","11,111,369.10","12,040,248.28","12,194,281.80","29,676,434.91","12,351,177.19","14,045,999.21","10,332,122.19","104,877,011.40","102,772,890.90","33,636,447.69","36,368,834.67","47,175,819.54","167,309,229.12","26,129,235.55","64,330,817.87"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"1,300,000.00","1,000,000.00","3,000,000.00","2,700,000.00","12,880,660.58","15,740,660.58","15,740,660.58","20,219,514.00","11,952,847.36","8,952,847.36","21,300,797.36","23,587,086.00","92,664,386.69","89,455,377.02","663,631.33","403,607.66","97,277,777.50","74,550,491.65"
其他流动资产,,,,,"144,000,000.00",,"286,662.89",,,"11,494,961.30","113,228,159.62","187,890,623.86","154,109,672.88","144,983,924.61","432,123,986.90","121,982,214.81","83,056,016.92","113,445,380.70","127,201,907.87","184,393,026.09"
其他流动负债,,,,,,,,,,,"75,865,569.42","74,018,328.18","106,822,184.87","114,205,294.67","147,325,192.38","120,529,725.02","166,656,241.58","216,063,496.21","269,754,249.11","264,111,752.21"
流动资产合计,"921,925,564.16","1,080,494,238.62","1,502,866,079.15","1,773,268,391.63","1,855,494,210.41","2,174,991,155.80","1,917,584,312.48","1,973,652,568.56","2,539,860,826.51","3,600,779,375.41","3,391,768,184.64","3,493,651,968.93","3,795,525,414.28","4,617,215,740.54","4,353,453,306.39","4,353,574,648.38","5,459,040,552.25","6,184,096,119.24","7,089,146,340.77","7,300,991,578.32"
流动负债合计,"720,029,133.93","814,783,828.90","1,189,284,868.96","1,094,429,881.31","1,194,045,849.68","1,508,075,110.94","1,480,673,241.79","1,541,856,879.02","2,130,022,005.24","2,740,348,799.25","2,434,347,684.37","2,495,393,086.71","2,894,420,682.84","3,703,740,032.05","3,361,100,937.05","3,342,055,208.80","4,224,400,879.12","4,802,494,579.04","5,802,321,244.24","6,008,720,558.64"
可供出售金融资产,,,,,,,,,,,"1,300,000.00","1,300,000.00","1,300,000.00","1,300,000.00","21,300,000.00","21,300,000.00","21,300,000.00","31,380,000.00","21,300,000.00",
长期借款,,,"27,148,747.36","42,840,593.94","40,840,593.94","40,840,593.94","67,159,933.36","62,299,933.36","60,299,933.36","48,387,086.04","73,587,086.00","73,587,086.00","58,739,136.00","45,000,000.00","4,740,816.53","4,498,506.88","221,527,178.18","327,434,893.21","272,507,821.98","294,685,214.43"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,"222,631,923.24","222,860,382.48","221,828,460.27","239,495,428.82","104,424,539.81","104,708,772.08"
长期股权投资,,"1,433,594.11","1,619,037.65","981,089.91","353,177.41",,,,,"17,136,000.00",,"2,400,000.00","2,400,000.00","4,900,000.00","3,304,286.79","19,484,286.79","19,484,286.79","19,484,286.79","25,384,647.50","25,121,516.76"
专项应付款,,,,,,,,,,,,,,,"12,270,000.00","11,014,859.25","19,067,390.06",,,
投资性房地产,,,,,,,"12,650,048.00","12,462,176.00","12,274,304.00","12,086,432.00","11,898,559.76","11,710,688.00","11,522,816.00","11,334,944.00","11,147,072.00","10,959,200.00","10,771,328.00","24,717,612.12","24,843,601.04","24,472,067.81"
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"22,437,007.15","20,381,707.50","20,692,863.75","19,918,856.45","19,756,603.44","19,827,759.69","7,285,690.74","9,192,218.43","428,735,996.97","435,746,412.41","458,281,085.19","457,787,702.83","453,354,635.00","455,590,125.57","466,658,165.64","480,607,130.96","474,970,701.86","461,268,491.21","460,179,296.82","523,336,633.94"
递延所得税负债,,,,,,,,,,,,,,,,,,,"1,118,362.63","1,118,362.63"
在建工程,,"3,731,309.62","54,586,593.87","71,747,762.04","92,680,786.82","100,030,092.75","419,139,002.02","427,463,000.03","1,357,701.58","3,338,638.14","2,976,741.67","3,941,318.24","2,963,934.50","564,374.45","3,120,978.79","6,869,933.22","10,155,542.51","16,460,875.36","13,194,316.01","22,617,033.63"
其他非流动负债,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"27,148,747.36","42,840,593.94","40,840,593.94","40,840,593.94","67,159,933.36","62,299,933.36","60,299,933.36","48,387,086.04","73,587,086.00","73,587,086.00","58,739,136.00","45,000,000.00","239,642,739.77","238,373,748.61","462,423,028.51","566,930,322.03","378,050,724.42","400,512,349.14"
固定资产清理,,,,,,,,,,,,"138,882.27",,,,,,,,
负债合计,"720,029,133.93","814,783,828.90","1,216,433,616.32","1,137,270,475.25","1,234,886,443.62","1,548,915,704.88","1,547,833,175.15","1,604,156,812.38","2,190,321,938.60","2,788,735,885.29","2,507,934,770.37","2,568,980,172.71","2,953,159,818.84","3,748,740,032.05","3,600,743,676.82","3,580,428,957.41","4,686,823,907.63","5,369,424,901.07","6,180,371,968.66","6,409,232,907.78"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"120,000,000.00","120,000,000.00","120,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","177,361,111.00","177,361,111.00","177,361,111.00","538,659,333.00","538,659,333.00","538,614,333.00","538,614,333.00","538,404,333.00","538,404,333.00","538,404,333.00","538,224,333.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"27,561,577.57","27,561,577.57","27,561,577.57","347,804,077.57","347,804,077.57","341,497,004.84","342,511,865.39","342,511,865.39","342,511,865.39","813,510,751.19","815,356,162.51","815,356,162.51","487,617,460.51","501,873,912.16","499,934,586.76","499,934,586.76","505,272,686.76","508,370,136.76","521,013,937.63","521,656,835.67"
无形资产,"34,826,350.00","34,080,929.27","36,537,675.01","36,616,254.03","36,260,870.79","36,130,074.43","38,344,118.21","37,839,246.92","38,140,780.13","37,613,459.22","40,569,763.89","47,112,639.66","49,604,641.84","46,635,566.08","48,292,107.86","50,081,305.50","46,361,513.05","45,448,814.59","48,442,346.86","48,436,282.25"
盈余公积,"7,230,726.03","13,345,964.29","20,062,475.43","20,062,475.43","21,940,689.49","26,940,150.48","27,760,538.67","27,760,538.67","30,620,712.09","35,309,873.01","38,806,288.95","38,806,288.95","38,806,288.95","38,806,288.95","56,961,555.55","56,961,555.55","56,961,555.55","56,961,555.55","67,826,845.01","67,826,845.01"
开发支出,,,,,,,,,,"3,005,644.08",,"285,804.26",,"1,352,705.81","2,592,488.88","3,580,309.49","4,320,644.23","4,320,644.23",,
减:库存股,,,,,,,,,,,,,,,"23,224,236.00","23,224,236.00","22,477,476.00","22,477,476.00","68,102,030.40","82,467,498.16"
商誉,,,,,,,,,,,,"1,962,786.14","130,239,780.48","130,239,780.48","324,198,326.06","324,198,326.06","325,505,994.09","325,505,994.09","322,662,923.44","322,662,923.44"
未分配利润,"123,030,923.62","183,872,117.92","252,161,943.38","255,037,062.95","262,972,979.88","266,663,595.52","318,996,391.29","324,618,617.20","327,957,635.59","331,875,953.20","398,742,055.29","416,043,062.07","413,719,048.22","431,556,842.93","534,569,200.71","564,250,130.06","587,832,953.46","642,316,686.89","765,341,614.33","815,699,094.26"
长期待摊费用,"2,833,555.39","2,617,855.08","2,595,679.86","2,284,949.90","1,945,619.94","2,238,445.33","1,895,106.04","2,819,452.31","26,593,463.83","26,370,239.30","6,957,818.19","7,562,922.04","7,018,524.86","9,693,946.21","9,839,712.84","9,390,348.45","9,315,478.82","8,508,342.64","21,219,842.18","20,062,202.18"
少数股东权益,,"1,643,590.56","3,791,641.56","3,772,079.48","3,466,805.92","16,273,740.43","17,555,193.28","19,651,732.35","17,620,499.80","16,498,251.86","17,968,517.74","33,840,339.74","54,666,368.80","58,629,862.19","100,074,121.61","102,327,561.53","100,095,864.72","102,475,614.10","115,452,381.37","122,407,898.32"
递延所得税资产,"15,829,884.45","18,467,445.04","21,113,324.97","19,128,866.72","24,579,727.67","27,072,668.15","17,758,886.29","15,270,903.74","22,069,578.45","27,215,624.99","25,386,477.46","22,759,045.02","32,871,236.80","40,243,331.88","33,886,061.56","31,968,691.61","41,734,609.46","50,810,632.62","59,465,137.71","56,207,276.88"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"17,136,000.00",,,,"29,582,941.93","1,605,021.32","25,224,201.00","20,319,347.00","32,318,310.54","23,605,734.50"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"75,926,796.99","80,712,840.62","137,145,175.11","150,677,779.05","175,576,786.07","185,299,040.35","497,072,851.30","505,046,997.43","529,171,824.96","562,512,450.14","564,506,446.16","556,961,788.46","691,275,569.48","701,854,774.48","953,922,142.35","960,044,553.40","989,144,299.81","1,008,225,040.65","1,029,010,422.10","1,087,821,671.39"
所有者权益(或股东权益)合计,"277,823,227.22","346,423,250.34","423,577,637.94","786,675,695.43","796,184,552.86","811,374,491.27","866,823,988.63","874,542,753.61","878,710,712.87","1,374,555,940.26","1,448,339,860.43","1,481,633,584.68","1,533,641,164.92","1,570,330,482.97","1,706,631,771.92","1,733,190,244.37","1,761,360,944.43","1,822,896,258.82","1,937,784,794.21","1,979,580,341.93"
资产总计,"997,852,361.15","1,161,207,079.24","1,640,011,254.26","1,923,946,170.68","2,031,070,996.48","2,360,290,196.15","2,414,657,163.78","2,478,699,565.99","3,069,032,651.47","4,163,291,825.55","3,956,274,630.80","4,050,613,757.39","4,486,800,983.76","5,319,070,515.02","5,307,375,448.74","5,313,619,201.78","6,448,184,852.06","7,192,321,159.89","8,118,156,762.87","8,388,813,249.71"
负债和所有者(或股东权益)合计,"997,852,361.15","1,161,207,079.24","1,640,011,254.26","1,923,946,170.68","2,031,070,996.48","2,360,290,196.15","2,414,657,163.78","2,478,699,565.99","3,069,032,651.47","4,163,291,825.55","3,956,274,630.80","4,050,613,757.39","4,486,800,983.76","5,319,070,515.02","5,307,375,448.74","5,313,619,201.78","6,448,184,852.06","7,192,321,159.89","8,118,156,762.87","8,388,813,249.71"
