科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"1,188,472,151.26","1,302,691,778.72","1,829,852,227.71","745,637,039.04","1,393,528,919.10","1,886,839,584.65","316,949,880.41","755,722,725.41","1,306,069,570.10","1,771,659,880.55","360,739,198.35","881,768,492.63","1,625,622,544.00","2,229,978,342.66","540,566,063.50","1,194,975,930.11","2,064,249,852.65","2,811,257,799.43","562,964,987.26","1,214,120,416.62","2,112,443,871.34","2,830,727,191.13","549,923,077.34","1,266,625,785.08","2,360,182,073.12","3,451,383,192.65","775,278,221.44","1,678,240,567.83","2,888,681,573.53","4,293,808,652.95","1,033,968,291.87"
二、营业利润,"54,061,502.05","104,886,720.24","169,112,599.49","41,040,115.30","123,821,446.25","152,593,300.96","-15,661,638.05","1,412,524.11","28,106,144.61","29,262,761.94","-7,350,738.03","27,084,765.96","74,642,237.49","105,531,861.38","-7,647,767.19","52,850,175.30","112,456,897.18","147,471,446.31","6,339,876.12","59,951,179.01","137,864,510.58","196,391,280.20","8,434,659.28","55,618,970.09","194,023,768.21","293,707,431.58","25,198,676.12","95,970,665.41","224,047,246.70","399,334,200.10","32,014,670.68"
减:营业成本,"984,913,385.45","1,044,167,192.98","1,470,648,518.86","619,733,849.78","1,130,394,798.02","1,527,731,768.23","267,795,400.74","625,720,091.78","1,085,277,399.46","1,471,676,273.24","298,290,104.63","704,552,964.38","1,306,440,034.88","1,743,231,344.34","358,548,557.70","789,739,606.42","1,421,059,124.69","1,906,173,445.32","376,626,497.09","810,760,791.29","1,446,869,713.08","1,890,656,480.10","350,470,490.93","786,887,343.03","1,491,986,753.68","2,216,748,494.94","495,082,122.27","1,032,614,039.26","1,823,475,719.48","2,705,274,141.73","657,707,130.60"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,457,340.52","4,022,194.90","3,639,984.95","4,507,109.84","6,982,169.44","9,274,324.42","3,601,067.70","5,463,253.78","6,966,784.60","8,871,015.60","3,047,682.17","5,687,700.69","8,870,613.85","11,585,500.32","5,086,501.00","7,913,830.66","12,067,228.13","15,473,229.79","2,651,254.76","6,233,505.94","10,881,565.16","16,362,745.69","3,381,606.70","6,051,148.85","11,273,687.52","23,399,703.16","6,062,573.86","10,113,103.48","16,468,154.28","27,397,910.48","5,292,530.17"
营业外收入,"3,226,914.05","5,001,484.87","5,871,773.42","2,345,660.78","4,224,016.38","7,091,291.57","1,469,999.19","3,737,789.54","5,057,548.79","9,067,574.49","503,030.32","6,661,830.46","9,255,648.83","18,113,878.30","6,268,166.23","15,912,995.63","21,165,356.30","18,573,632.10","4,799,346.63","9,653,861.66","13,965,096.69","14,251,036.21","1,401,580.65","6,643,412.89","15,178,193.32","22,549,751.02","2,608,261.35","3,775,588.25","9,176,000.30","9,903,805.30","1,643,361.12"
销售费用,"36,223,248.19","58,228,834.25","70,540,133.84","26,303,049.71","41,161,048.68","69,856,820.21","25,345,376.05","44,545,288.79","69,627,888.80","111,921,961.79","34,811,204.83","74,506,081.48","129,354,976.04","210,288,403.08","103,569,300.32","219,869,307.58","337,267,994.99","489,578,815.73","108,838,561.45","221,412,611.28","333,218,746.69","445,499,391.62","111,691,210.86","264,019,505.83","419,216,433.62","600,130,901.80","159,535,974.06","339,946,659.94","553,933,198.95","813,402,592.87","208,975,355.89"
减:营业外支出,"2,246,726.05","1,629,468.46","829,244.91","72,822.30","217,786.98","465,876.90","97,498.22","226,417.95","582,177.24","1,905,076.43","147,211.98","1,439,184.74","1,560,719.51","1,727,998.62","288,923.10","1,006,745.91","1,560,573.05","2,357,099.26","1,198,563.62","1,224,572.77","1,717,019.44","2,842,767.30","1,038,612.82","1,919,442.13","2,554,565.72","6,103,898.49","1,971,367.37","2,251,156.40","3,357,203.63","5,822,062.88","776,295.96"
管理费用,"77,249,360.26","83,757,179.32","122,775,963.31","67,955,922.33","109,723,837.29","153,697,988.71","46,071,222.35","85,276,573.54","136,846,355.00","183,265,496.15","43,720,040.00","93,734,171.26","146,158,234.34","207,073,754.78","65,423,774.59","125,184,157.82","210,001,057.08","290,684,476.50","89,061,241.35","161,419,851.94","246,870,588.08","361,294,225.52","85,586,957.59","182,792,134.11","284,652,400.24","381,519,217.30","92,575,787.57","193,335,045.49","290,128,116.14","391,919,026.26","121,542,559.65"
其中:非流动资产处置净损失,,,,,"50,812.20","140,400.51","10,926.03","131,657.28","420,852.97","1,190,564.49","82,692.51","702,287.59","786,623.87","867,098.84","142,318.49","780,388.82","1,226,506.21","1,768,211.81",,"975,052.65","1,129,287.70","1,495,157.90","161,434.39","772,492.06","1,439,690.88","1,990,429.88",,"1,351,966.83","1,511,529.53",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-4,020,481.20","12,623,888.14","5,878,767.82","381,649.31","285,872.82","-23,972,017.49","-12,891,252.69","-24,363,461.47","-31,971,003.32","-34,935,629.90","-9,350,308.43","-10,651,819.23","-15,537,740.61","-23,127,647.58","-11,119,546.23","-16,164,710.88","-16,774,401.47","-10,940,097.13","-2,436,534.66","-2,861,746.71","-18,491,135.74","-22,128,668.98","5,314,625.40","-2,747,183.95","4,476.32","-48,766,789.33","6,048,218.39","34,090,592.30","52,375,496.74","74,117,393.98","44,098,927.26"
三、利润总额,"55,041,690.05","108,258,736.65","174,155,128.00","43,312,953.78","127,827,675.65","159,218,715.63","-14,289,137.08","4,923,895.70","32,581,516.16","36,425,260.00","-6,994,919.69","32,307,411.68","82,337,166.81","121,917,741.06","-1,668,524.06","67,756,425.02","132,061,680.43","163,687,979.15","9,940,659.13","68,380,467.90","150,112,587.83","207,799,549.11","8,797,627.11","60,342,940.85","206,647,395.81","310,153,284.11","25,835,570.10","97,495,097.26","229,866,043.37","403,415,942.52","32,881,735.84"
资产减值损失,"2,456,663.49","4,653,370.27","1,312,032.99","1,399,642.77","1,339,146.60","1,803,554.61","163,723.55","-307,960.54","-477,664.47","678,133.88","306,452.11","-853,838.93","-721,662.47","4,007,795.79","109,397.01","-1,234,633.90","-294,026.82","440,794.35","1,228,285.33","1,238,208.66","3,874,842.48","3,140,806.63","-186,368.98","3,353,754.96","3,413,851.96","45,680,565.42","-80,470.20","-3,755,800.74","-9,349,629.81","-12,798,062.40","383,453.61"
