科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"11,528,535.68","14,722,636.59","19,432,454.40","13,146,032.53","19,443,596.75","27,111,819.04","7,239,333.17","16,068,788.95","25,641,097.30","36,184,941.41","11,637,316.60","23,505,685.16","36,738,369.89","48,405,054.80","13,357,453.84","26,283,661.10","39,942,171.62","53,685,106.33","15,938,905.44","32,880,961.05","53,264,175.86","76,156,658.13","29,378,542.26","58,482,104.98","89,282,535.72","121,189,310.09","33,360,862.86","65,884,442.36","104,818,782.57"
取得借款收到的现金,,"25,000,000.00","25,000,000.00","10,000,000.00","19,900,000.00","19,900,000.00",,,,,,,,,,,,,"20,266,484.80","30,252,484.80","32,640,484.80","50,529,577.73","82,978,124.34","142,260,377.07","197,232,665.07","253,282,665.07","48,759,000.00","76,659,000.00","170,424,742.00"
支付的各项税费,"7,239,775.72","7,065,206.98","10,196,358.36","6,959,872.63","11,608,319.81","13,518,059.35","7,896,278.31","10,647,668.50","10,386,041.00","14,037,329.86","4,541,031.12","8,251,484.11","12,962,479.73","19,432,586.43","4,201,818.27","10,822,859.84","19,047,485.46","27,948,489.91","9,793,864.64","15,194,580.16","23,351,329.91","13,700,597.60","17,831,912.98","24,603,819.09","35,998,490.61","44,488,138.77","14,144,703.17","20,190,769.11","23,091,584.96"
收到其他与筹资活动有关的现金,,"4,800,000.00","4,800,000.00",,,,,,,,,,,,,,"970,000.00",,,,,"21,695,804.17",,,,"578,615,596.70",,,
支付其他与经营活动有关的现金,"18,689,702.04","16,103,734.05","17,608,246.65","9,723,418.80","19,046,465.96","23,570,577.44","7,403,694.64","17,703,374.66","26,141,582.11","31,437,329.18","9,548,718.69","17,277,804.03","25,445,990.38","31,694,034.94","10,752,452.60","19,170,066.62","29,633,916.54","36,451,104.36","12,214,353.32","31,203,516.11","56,592,911.88","49,740,198.17","17,945,001.96","45,723,843.43","72,620,026.91","90,272,608.75","34,962,377.26","77,921,607.51","102,869,612.62"
筹资活动现金流入小计,,"29,800,000.00","29,800,000.00","10,000,000.00","19,900,000.00","305,675,000.00",,"1,100,000.00","2,100,000.00","2,100,000.00","13,977,920.00","13,977,920.00","13,977,920.00","16,262,670.00",,,"970,000.00","227,991,372.30","20,266,484.80","30,387,284.25","32,640,484.80","96,315,381.90","82,978,124.34","142,260,377.07","197,232,665.07","831,898,261.77","50,483,837.00","459,733,837.00","749,019,579.00"
经营活动现金流出小计,"89,066,763.68","118,338,197.41","124,266,077.70","88,956,411.03","145,000,949.17","181,692,798.93","51,342,460.50","113,042,137.46","178,841,015.35","227,715,876.56","72,728,284.62","133,885,975.86","207,989,429.41","280,558,498.05","69,970,181.98","152,571,342.70","236,789,967.53","330,478,444.43","98,598,540.19","188,119,650.53","299,294,523.74","376,112,730.71","144,854,390.79","275,149,580.90","441,555,569.98","583,587,302.15","168,560,324.30","296,736,250.33","477,022,654.24"
偿还债务支付的现金,"10,000,000.00","300,000.00","25,000,000.00","9,750,000.00","24,800,000.00","44,600,000.00",,,,,,,,,,,,,,,,,,"22,750,000.00","28,850,000.00","68,389,077.73","97,321,336.85","190,521,336.85","259,438,011.85"
经营活动产生的现金流量净额,"19,418,456.85","25,957,670.42","47,729,406.43","18,772,885.23","11,798,661.87","38,261,393.59","-620,643.85","8,582,891.58","25,168,609.90","39,690,318.90","615,747.98","11,153,278.13","29,853,194.30","47,844,413.36","13,981,937.36","31,558,057.39","55,406,239.62","80,250,326.17","603,910.49","12,643,115.28","42,571,332.22","80,417,959.01","660,206.02","-7,570,907.66","-9,104,534.30","49,975,309.29","-33,324,321.49","2,438,888.49","29,195,641.62"
分配股利、利润或偿还利息支付的现金,"498,108.00","14,749,437.87","34,183,906.01","740,708.56","1,096,307.58","1,447,470.40","12,896.76","33,025,500.15","33,037,334.85","33,048,534.58","10,545.52","40,369,475.78","42,689,270.80","42,937,124.56","2,657.79","26,119,611.51","25,835,863.96","27,885,000.00","162,131.88","15,507,858.66","15,972,083.89","19,137,011.06","750,831.20","25,633,331.45","31,740,657.35","37,022,959.50","11,910,687.26","49,822,777.32","51,885,900.98"
收回投资收到的现金,,,,,,,,,"2,000,000.00","2,000,000.00",,,,,"1,029,388.42","1,029,388.42","1,643,824.32",,"124,931,513.75","171,865,397.72","183,617,346.27","211,289,592.91","102,366,962.86","105,527,574.96","198,367,546.88",,"86,325,847.09","329,054,691.41","145,105,993.97"
支付其他与筹资活动有关的现金,"2,640,000.00",,,,"6,126,892.45","7,310,546.25",,,,,,,,,"431,680.00","534,084.11","549,352.11","1,744,080.00","328,640.00","328,640.00","48,640.00","328,640.00",,"413,400.00","13,909,400.00","96,903,095.29",,"561,890,000.00","571,890,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,"548,262.84",,"214,134.48","1,844,786.72","6,574,897.81","2,329,139.36","3,442,956.56","4,338,869.06","6,350,868.70","560,359.86","990,898.76","4,564,187.48","12,597,692.22","1,695,894.40","8,831,860.92","8,965,816.42"
筹资活动现金流出小计,"13,138,108.00","15,049,437.87","59,183,906.01","10,490,708.56","32,023,200.03","53,358,016.65","12,896.76","33,025,500.15","33,037,334.85","33,048,534.58","10,545.52","40,369,475.78","42,689,270.80","42,937,124.56","434,337.79","26,653,695.62","26,385,216.07","29,629,080.00","490,771.88","15,836,498.66","16,020,723.89","19,465,651.06","750,831.20","48,796,731.45","74,500,057.35","202,315,132.52","109,232,024.11","802,234,114.17","883,213,912.83"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"91,000.00","118,856.00","12,512.82","14,640.00","55,179.85",,"18,000.00","33,000.00","194,202.27",,"1,120.00","1,120.00","139,731.57","1,400.00","173,780.00","346,245.98","359,889.98","662,656.00","662,656.00","702,790.78","818,112.45",,"36,866.00","187,292.00","188,212.00","2,403.65","2,403.65","191,089.12"
筹资活动产生的现金流量净额,"-13,138,108.00","14,750,562.13","-29,383,906.01","-490,708.56","-12,123,200.03","252,316,983.35","-12,896.76","-31,925,500.15","-30,937,334.85","-30,948,534.58","13,967,374.48","-26,391,555.78","-28,711,350.80","-26,674,454.56","-434,337.79","-26,653,695.62","-25,415,216.07","198,362,292.30","19,775,712.92","14,550,785.59","16,619,760.91","76,849,730.84","82,227,293.14","93,463,645.62","122,732,607.72","629,583,129.25","-58,748,187.11","-342,500,277.17","-134,194,333.83"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,"-574,474.13",,"111,781.76","111,781.76","1,141,170.18",,,,,,,,,,,
四、汇率变动对现金的影响,"-183,657.97","-14,084.60","-210,017.03","-165,146.63","-33,242.11","-68,955.26","6,696.32","11,203.90","12,343.24","18,174.74",870.77,"4,293.12","-1,100.53","-39,127.00","45,931.28","124,059.14","141,006.40","133,689.15","23,086.23","7,444.45","183,825.35","527,117.00","-335,983.90","722,219.29","1,240,349.21","4,952,650.42","-490,669.84","-219,806.58","-363,080.39"
收到其他与投资活动有关的现金,,,,"3,000,000.00",,"4,000,000.00",,,,"1,983,613.96",,,,"5,713,091.51",,,"5,840,000.00","29,399,298.61",,,,"8,000,000.00",,"8,000,000.00",,"13,500,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"91,000.00","118,856.00","3,012,512.82","14,640.00","4,055,179.85",,"18,000.00","2,033,000.00","4,177,816.23",,"1,120.00","1,120.00","5,826,611.79","1,030,788.42","1,529,084.66","9,786,638.78","37,475,256.58","127,923,309.11","175,971,010.28","188,659,006.11","226,458,574.06","102,927,322.72","114,555,339.72","203,119,026.36","26,285,904.22","88,024,145.14","337,888,955.98","154,262,899.51"
五、现金及现金等价物净增加额,"-10,654,163.80","20,874,394.28","-2,564,435.37","13,751,803.79","-7,877,342.32","278,485,844.16","-7,439,361.27","-37,445,391.87","-28,843,821.50","-59,480,872.08","-89,326,307.96","-139,165,772.06","-136,604,202.57","-121,976,311.06","6,629,352.70","-38,986,765.80","-59,986,328.76","-91,830,568.78","-2,220,378.81","-5,434,689.83","14,690,566.20","10,457,089.04","39,421,887.98","29,614,865.98","65,838,019.48","74,769,526.40","-28,313,861.96","-69,659,402.29","-38,321,333.68"
购建固定资产、无形资产和其他长期资产支付的现金,"16,750,854.68","19,910,753.67","20,818,774.76","7,377,739.07","7,534,202.05","16,078,757.37","6,812,516.98","14,131,987.20","25,120,439.79","39,364,299.55","103,910,301.19","123,932,907.53","137,746,065.54","143,802,716.30","3,864,966.57","16,199,271.27","27,269,347.49","60,726,836.76","76,307,048.52","117,857,696.39","141,492,495.90","162,496,077.00","61,842,123.17","73,798,304.16","101,122,347.14","163,754,413.21","23,774,828.66","45,859,318.10","71,822,460.59"
期初现金及现金等价物余额,"32,384,332.25","21,730,168.45","42,604,562.73","40,040,127.36","40,040,127.36","40,040,127.36",,"318,525,971.52","318,525,971.52","318,525,971.52","259,045,099.44","259,045,099.44","259,045,099.44","259,045,099.44","137,068,788.38","137,068,788.38","137,068,788.38","137,068,788.38","45,238,219.60","45,238,219.60","45,238,219.60","45,238,219.60","55,695,308.64","55,695,308.64","55,695,308.64","55,695,308.64","130,464,835.04","130,464,835.04","130,464,835.04"
投资支付的现金,,,,,,,,,,,,,,,,"29,345,000.10","72,635,650.00","339,325,296.22","4,800,000.00","19,310,000.00","14,416,312.90","3,300,000.00","74,250,000.00","78,792,300.00","41,442,300.00","423,212,828.86",,"21,407,844.91","15,400,000.00"
期末现金及现金等价物余额,"21,730,168.45","42,604,562.73","40,040,127.36","53,791,931.15","32,162,785.04","318,525,971.52","-7,439,361.27","281,080,579.65","289,682,150.02","259,045,099.44","169,718,791.48","119,879,327.38","122,440,896.87","137,068,788.38","143,698,141.08","98,082,022.58","77,082,459.62","45,238,219.60","43,017,840.79","39,803,529.77","59,928,785.80","55,695,308.64","95,117,196.62","85,310,174.62","121,533,328.12","130,464,835.04","102,150,973.08","60,805,432.75","92,143,501.36"
