科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"109,713,249.09","279,122,640.95","472,554,876.23","688,513,925.94","238,920,071.47","658,965,404.70","772,577,637.48","1,076,156,628.64","270,574,306.23","360,754,210.13","480,261,052.46","824,962,317.99","279,802,343.54","520,389,333.67","632,720,973.77","1,819,839,083.41","293,587,103.13","800,914,376.85","1,169,819,453.38","1,789,461,228.54","452,913,385.40","1,339,324,801.75","1,891,635,477.21","3,081,009,154.59","386,230,800.77","1,568,732,936.16","3,817,655,422.99","3,049,843,309.27","765,548,436.35","2,755,490,099.83","3,553,438,181.82","7,245,834,994.58","555,633,990.48","2,397,399,525.37","3,691,441,822.50","7,731,239,973.68","1,121,462,357.43","2,984,057,337.82","5,585,869,814.22","14,269,296,190.72","1,419,178,072.40","2,379,329,767.41","6,401,242,286.86","9,537,987,619.52","1,270,030,876.34","2,628,369,495.57","4,647,441,903.32","13,245,601,855.39","1,279,897,151.37"
二、营业利润,"4,980,554.06","142,478,016.71","171,245,139.93","185,808,752.17","34,595,555.89","80,527,504.19","81,632,037.15","143,766,786.97","27,433,526.24","17,306,621.44","22,984,602.17","31,234,971.14","8,279,298.54","1,982,973.63","3,722,807.80","41,227,472.29","901,411.15","4,227,147.58","10,933,000.99","98,595,979.29","9,339,107.67","125,585,734.60","151,316,870.43","286,064,981.04","21,046,969.36","60,165,979.13","382,185,887.92","114,401,683.97","55,078,279.28","228,472,114.38","267,272,517.87","759,452,255.06","34,688,723.66","244,876,123.50","355,663,814.66","690,750,425.41","116,865,425.70","152,148,552.58","201,828,405.59","1,091,724,871.91","89,692,243.50","112,407,683.66","640,465,465.94","955,326,201.59","164,275,205.20","290,423,157.44","560,372,520.03","1,768,193,385.29","159,866,195.31"
减:营业成本,"81,868,059.22","202,513,822.70","345,011,561.82","526,460,634.27","177,908,112.93","520,275,071.40","604,059,134.08","823,855,372.55","212,481,765.07","279,829,885.28","368,719,013.66","672,806,291.68","225,692,939.47","424,396,773.56","495,777,161.37","1,548,569,663.42","233,242,347.82","668,376,373.53","972,204,838.64","1,347,446,027.10","347,527,050.30","1,008,119,118.36","1,432,758,357.00","2,297,891,303.97","276,477,715.08","1,266,133,031.39","2,878,363,701.43","2,375,334,775.77","613,691,541.12","2,133,275,394.85","2,726,866,948.57","5,363,202,801.45","355,972,148.55","1,710,832,134.51","2,656,700,010.79","5,671,865,494.76","783,855,244.13","2,354,395,183.71","4,558,157,290.36","11,626,212,987.50","1,147,887,118.74","1,901,560,162.20","4,939,670,978.51","7,130,075,584.49","847,992,822.09","1,644,424,797.74","2,850,125,183.19","9,281,935,687.27","788,440,005.47"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,544,301.67","9,272,035.64","15,913,477.68","16,946,727.81","5,776,336.57","21,555,691.87","21,542,576.06","29,893,571.34","4,564,067.75","7,228,948.58","7,947,546.88","17,957,198.05","6,398,092.35","9,961,931.60","15,692,888.45","59,770,862.07","3,679,054.77","15,419,400.70","19,090,285.49","87,512,794.06","25,904,707.39","67,133,108.64","95,526,242.32","166,203,886.06","15,553,393.06","77,989,302.75","227,253,826.06","161,510,614.18","42,877,269.24","171,936,934.54","215,155,276.68","580,160,000.15","30,380,576.99","145,541,748.93","218,869,721.14","476,982,390.01","84,101,934.72","177,440,509.89","334,014,985.32","888,102,532.53","60,379,213.60","97,560,014.44","360,881,977.39","548,976,410.16","97,411,303.21","257,722,943.79","508,130,641.93","973,245,916.26","117,505,985.93"
营业外收入,"4,200.00","29,350.00","406,978.20","541,268.20","24,150.00","73,389.00","1,034,538.15","1,312,958.72","215,331.00","371,534.22","1,485,830.22","1,548,830.22","363,822.84","493,722.84","1,577,131.12","37,437,691.04","25,600.00","1,271,407.25","1,599,480.97","1,471,405.15","126,057.30","838,710.38","2,009,610.77","7,670,119.29","1,464,888.00","2,726,473.28","10,383,316.75","7,763,857.06","7,852,398.05","12,261,304.48","13,869,183.70","13,398,552.65","479,194.63","5,750,634.02","8,189,603.56","16,764,695.20","4,208,031.36","5,006,747.97","14,563,563.28","21,943,446.20","3,652,439.01","13,239,703.69","15,231,206.78","19,448,906.71","1,542,738.96","4,290,613.73","6,865,449.96","11,913,494.03","2,134,302.58"
销售费用,"10,313,174.64","22,230,237.89","32,603,820.16","44,556,852.81","9,253,662.39","19,915,889.62","34,368,720.21","49,801,686.95","15,597,663.33","32,065,601.75","43,489,848.15","59,334,023.62","16,241,501.29","35,167,902.57","52,058,697.28","83,522,866.71","22,245,919.44","47,610,454.33","67,408,604.51","105,515,356.65","26,976,133.05","49,867,690.68","77,864,649.63","121,359,621.34","28,440,286.29","60,560,545.88","155,937,401.92","166,414,480.01","42,869,651.23","143,494,735.66","200,414,001.08","290,936,269.05","63,237,546.16","148,355,062.17","232,413,097.13","355,226,736.89","77,191,104.25","166,788,470.69","270,454,663.29","487,211,362.86","55,773,254.56","137,934,019.76","249,891,635.47","405,402,179.58","96,882,298.48","221,783,292.91","379,133,762.28","666,285,480.53","118,663,057.15"
减:营业外支出,,"2,247.93","1,055,987.23","1,286,431.41","2,461,004.65","5,623,718.75","5,878,267.30","7,775,111.83","56,051.49","60,896.69","101,831.28","212,763.40","64,031.28","1,224,063.71","1,252,789.75","1,596,391.09","250,632.60","21,808.13","41,502.87","107,437.49","31,980.20","278,306.84","584,920.74","1,000,450.25","249,995.14","697,367.44","1,475,438.44","5,831,233.95","1,288,777.12","15,032,738.28","19,946,506.53","10,576,971.45","447,652.13","4,679,657.87","6,461,858.73","17,843,607.86","2,533,006.09","4,464,796.83","6,971,383.09","12,984,603.86","3,634,302.90","8,941,401.98","10,927,208.09","20,487,268.95","2,371,644.91","6,230,863.82","11,972,592.94","30,077,224.75","963,691.32"
管理费用,"7,404,909.23","15,064,238.58","21,477,253.14","29,033,556.75","10,110,777.05","20,783,206.19","30,444,205.72","44,986,611.53","11,370,601.03","23,830,708.37","37,759,914.24","50,845,913.78","14,204,064.01","33,723,868.73","52,074,449.28","79,479,627.99","19,839,253.70","39,091,113.67","63,590,853.53","97,979,171.90","26,171,676.75","52,854,377.84","80,202,267.22","111,331,732.97","29,385,525.54","56,149,700.37","97,384,348.13","123,114,147.70","29,534,298.53","69,645,515.30","115,441,919.91","193,061,449.54","39,501,905.12","85,375,509.09","133,672,620.27","235,795,396.33","45,159,002.43","100,973,345.58","171,366,148.77","265,417,371.63","45,896,848.01","118,476,680.95","193,405,108.60","330,951,489.30","74,591,493.52","173,352,983.85","289,869,978.79","451,970,700.66","91,963,453.27"
其中:非流动资产处置净损失,,"2,247.93",,,,"-5,326,742.42","5,581,290.98","139,125.47",,"20,001.19","76,986.08","124,483.70",,,,"185,841.09",,"15,712.66","35,319.01","65,163.30",,"70,749.21","377,363.11","313,135.73",,"-239,154.77","316,854.10","367,779.24",,"67,840.10","729,240.45","730,509.50","2,509.27","549,412.58","549,412.58","1,088,397.44","6,640.81","46,747.23","56,296.46","84,810.10","44,702.45","239,805.88","265,857.07",,,,,,
