科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"1,278,606.83","28,482,059.85","92,199,146.44","169,515,193.02","743,474,472.20","741,899,772.20","682,688,764.72","570,985,078.71","584,596,255.63","539,525,522.84","435,831,104.51","430,751,773.41","290,007,929.47","261,502,228.46","176,553,145.47","215,868,783.30","138,312,484.87","238,841,703.68","91,921,204.11","120,251,627.41","76,835,242.76","164,484,912.15","236,510,443.86","263,160,841.86","788,942,312.32","786,602,662.58","719,341,988.08","578,947,160.80","633,309,010.14","797,654,244.43","769,886,605.64","968,263,792.73"
短期借款,"75,800,000.00","84,200,000.00","174,280,614.00","196,294,320.00","140,000,000.00","158,500,000.00","155,000,000.00","151,000,000.00","245,500,000.00","224,500,000.00","264,500,000.00","296,200,000.00","260,000,000.00","263,800,000.00","321,000,000.00","516,032,492.78","497,000,000.00","500,000,000.00","480,000,000.00","578,346,199.66","541,813,154.88","570,000,000.00","590,000,000.00","530,000,000.00","493,000,000.00","540,618,900.00","397,618,900.00","352,618,900.00","532,000,000.00","532,000,000.00","625,000,000.00","850,782,600.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"300,000.00","2,111,385.32","4,911,393.50","9,473,764.68","21,533,558.80","16,898,787.90","16,536,000.00","28,847,065.36","6,882,031.68","6,655,890.33","15,469,047.74","9,060,424.82",,"7,440,951.80","9,486,474.52","18,646,504.37","1,597,396.00","3,832,467.69","8,556,990.82","10,536,990.82","7,780,648.00","14,200,765.66","500,000.00",,"5,933,152.08",,,"2,639,419.22","773,743.12","1,300,000.00","2,944,389.23","4,501,051.28"
应付票据,,,,"22,266,336.25",,,,,,,,,"13,105,000.00","13,455,000.00","10,845,000.00","4,404,800.00","16,029,432.50","26,397,932.50","25,856,744.94","14,351,004.84","8,095,416.27","26,645,333.75","36,499,243.13","82,215,998.05","95,841,757.78","46,260,376.29","27,054,759.51","19,037,607.67","15,369,405.05","4,517,980.78",,
应收账款,"28,736,330.25","19,248,411.66","36,112,175.05","60,341,659.25","27,485,787.05","42,002,050.87","52,229,541.77","40,315,891.56","74,424,162.32","107,840,146.21","128,231,709.96","123,017,381.13","109,649,663.38","129,824,242.65","154,552,961.67","128,085,933.25","125,390,454.40","154,631,806.67","142,976,124.09","138,949,567.35","132,418,705.49","150,737,509.94","128,065,802.90","134,758,015.56","121,368,126.78","169,648,802.01","161,234,251.11","176,625,487.41","234,166,643.78","400,381,518.37","359,193,981.52","322,000,030.49"
应付账款,"11,017,012.05","1,581,350.20","11,170,701.23","18,328,041.26","4,210,092.47","3,887,405.18","4,635,148.99","3,843,184.52","4,676,690.56","4,260,651.72","10,836,872.85","18,703,240.17","5,464,658.71","4,160,624.77","5,144,398.53","17,839,063.15","6,327,659.58","8,500,749.90","12,454,981.21","12,507,332.14","26,452,835.22","44,167,724.30","19,498,406.49","41,634,648.50","27,318,509.61","13,813,617.27","13,889,244.20","22,503,030.96","17,621,532.91","34,394,627.09","42,099,731.25","47,667,757.71"
预付款项,"3,120,535.49","29,586,682.24","6,621,425.66","9,332,520.33","34,933,729.11","53,573,079.85","102,003,894.30","127,603,984.51","202,229,866.62","143,635,081.21","259,447,540.23","289,091,479.50","390,789,844.57","357,376,620.71","431,882,717.30","425,604,312.00","457,759,292.52","251,736,513.87","351,775,096.40","374,794,224.39","341,161,198.82","219,283,994.84","234,201,868.15","189,278,486.95","193,203,264.23","149,963,843.77","199,952,917.90","223,317,672.62","254,421,421.79","80,630,108.90","195,062,076.33","241,135,097.23"
预收款项,"3,470,329.44","11,747,103.65","3,271,047.34","970,258.27","6,590,197.42","985,957.19","3,309,507.05","5,732,059.52","9,741,318.13","15,239,564.73","13,920,337.60","14,362,263.78","15,833,226.55","18,693,505.52","13,493,704.98","18,817,174.99","19,672,839.82","24,217,982.16","26,273,219.64","28,524,637.01","35,090,124.49","37,243,271.88","34,667,241.63","36,707,847.77","44,276,333.07","53,813,048.17","50,633,311.04","61,302,528.47","64,950,368.04","76,168,103.43","76,974,138.29","93,777,131.24"
