科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"107,508,379.40","82,781,166.13","111,243,261.03","612,098,428.24","446,446,870.91","398,593,321.97","330,101,008.70","229,715,409.89","256,169,882.01","274,216,016.40","203,972,554.18","145,344,714.04","169,120,569.93","154,971,609.42","131,816,671.17","126,175,866.52","351,481,444.66","291,321,883.26","201,744,432.76","300,282,473.56","251,406,618.32","213,364,670.97","249,669,072.52","205,438,778.12","303,018,211.90","302,717,395.08","247,933,742.41","523,970,128.74","365,912,829.79","478,134,560.99","452,893,679.92","452,970,886.78","284,156,908.34","415,740,616.04","836,332,696.76","626,076,463.01","615,704,065.99"
短期借款,"172,428,311.62","114,723,211.00","193,935,567.10","147,526,173.53","61,000,000.00","81,000,000.00","185,902,183.00","233,890,190.32","360,125,640.00","417,653,199.80","356,330,046.00","362,143,775.08","451,266,616.13","444,449,510.63","464,803,505.00","420,886,712.64","319,881,097.00","231,499,000.00","214,387,600.00","443,981,840.00","347,836,320.00","298,604,750.00","330,787,700.00","257,025,680.00","339,913,280.00","194,541,950.00","135,000,000.00",,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,"34,500.00",,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,"4,900.00","4,900.00",,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"23,720,000.00","26,800,000.00","19,620,000.00","29,847,932.80","77,448,500.00","66,240,000.00","79,109,070.00","44,410,000.00","58,788,994.05","51,665,619.75","42,164,400.00","42,015,910.21","55,414,150.77","55,371,039.31","40,147,288.81","30,468,568.07","73,130,525.62","56,896,136.17","64,796,235.04","58,497,998.29","68,991,054.03","59,420,275.68","73,426,000.00","79,629,263.72","92,259,885.22","91,745,966.18","98,134,525.41","85,223,639.19","85,727,533.01","81,373,189.75","115,648,376.71","145,034,009.27","93,921,879.49","81,926,659.62","55,714,233.79"
应付票据,"100,530,000.00","150,050,000.00","126,016,000.00","173,880,000.00","131,523,800.00","133,235,800.00","169,748,440.00","138,781,140.00","98,515,500.00","139,001,300.00","167,870,825.00","139,974,025.00","129,481,468.00","160,571,300.00","152,272,300.00","136,720,000.00","120,777,200.00","147,768,445.00","178,795,925.00","217,269,960.00","213,116,480.00","216,164,300.00","241,573,900.00","217,143,080.00","271,459,880.00","303,851,311.40","262,209,850.65","287,826,753.86","305,975,325.41","322,005,346.55","414,565,653.26","346,749,706.71","263,125,976.71","302,381,376.71","390,627,143.95","434,249,924.33","378,799,146.39"
应收账款,"79,097,765.60","89,852,964.94","137,467,631.67","142,848,916.10","151,278,787.59","147,338,785.75","212,862,756.24","218,537,514.71","270,617,590.82","221,472,032.81","230,071,285.87","227,246,653.59","292,076,268.14","216,815,007.06","230,243,949.26","234,237,758.86","297,486,643.03","244,063,166.44","275,897,851.53","297,500,107.83","293,905,471.67","280,858,683.25","292,006,136.87","268,803,697.07","346,204,084.21","323,284,487.44","262,420,876.48","348,201,233.26","306,622,394.78","294,288,870.02","364,353,515.94","390,959,518.46","417,325,186.86","342,533,696.96","387,647,545.74","484,980,380.25","541,159,454.02"
应付账款,"98,063,949.09","86,667,591.46","75,633,874.84","43,407,232.18","94,059,980.19","79,350,373.05","139,565,371.73","79,101,819.10","135,486,139.93","100,567,979.15","168,318,078.80","158,897,632.29","220,748,121.79","178,157,678.30","209,109,142.44","167,224,634.51","205,240,978.89","169,143,959.57","253,352,921.76","219,651,226.78","219,031,422.84","210,180,009.55","252,774,439.68","258,654,115.90","280,008,285.42","292,784,244.31","274,000,107.39","281,597,274.87","267,406,871.84","231,923,389.59","295,671,249.47","349,473,909.50","377,588,280.39","378,607,439.44","533,647,259.19","419,507,819.66","470,866,103.88"
预付款项,"27,532,821.31","2,741,131.39","42,689,446.41","60,783,909.87","55,808,118.09","31,349,654.86","28,943,512.65","44,478,206.72","37,508,118.88","61,022,466.43","28,774,042.34","39,396,723.39","22,285,231.22","27,511,274.55","12,810,753.86","20,410,418.56","30,965,010.41","29,298,180.66","14,925,207.76","26,155,310.49","1,656,855.01","11,745,843.90","1,667,224.62","1,470,083.23","2,547,399.42","1,411,804.34","2,103,461.00","3,369,041.84","1,121,550.82","4,154,561.42","706,912.63","1,021,772.36","2,110,092.26","1,001,041.20","643,602.66","719,146.97","653,224.60"
预收款项,"8,463,539.76","7,395,841.13","3,129,565.98",,,,"5,171,723.10",,,,"2,280,718.76",,"3,519,177.27",,"2,409,177.52",,"1,600,820.09","1,376,387.28","2,094,337.55","322,022.20",,"429,119.22","1,108,120.06",,"1,858,635.37",,"1,704,806.89","460,408.84","477,747.57","827,856.99","3,012,214.39","1,814,855.48","3,283,694.67","3,182,673.08","868,949.44","840,275.55","2,561,920.22"
其他应收款,"2,322,773.82","1,274,321.38","1,027,276.84","1,451,420.51","603,299.92","2,731,778.86","1,176,369.32","819,357.76","1,031,038.31","1,097,118.69","1,599,872.25","1,306,045.99","1,060,188.55","2,058,258.13","979,682.28","756,499.20","1,178,011.41","1,303,664.37","933,141.42","747,312.38","733,463.61","308,285.25","1,389,307.89","914,275.01","1,233,242.05","2,173,272.30","1,325,285.50","902,783.95","750,583.01","965,400.43","955,135.82","505,660.51","581,279.61","759,462.61","1,036,796.81","493,000.34","914,264.20"
应付职工薪酬,"10,996,906.83","12,403,492.88","14,162,015.29","13,600,194.69","12,877,694.88","12,224,694.67","16,592,631.79","17,352,511.25","17,818,407.22","17,910,748.55","20,265,788.77","20,988,549.17","22,044,543.15","22,305,028.07","23,462,314.04","22,901,957.04","25,423,839.76","26,255,032.16","27,587,242.78","26,759,471.88","29,477,631.69","30,724,947.83","32,466,444.57","33,385,364.53","35,041,220.60","36,069,785.22","36,598,187.42","37,840,889.45","39,212,320.00","40,859,831.93","43,635,163.91","44,798,575.85","46,803,415.03","48,699,461.52","50,455,410.30","49,278,095.29","51,506,130.63"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-661,653.65","936,265.72","-8,636.97","-2,159,674.45","-11,171,053.32","-11,478,140.77","-6,916,863.16","-4,692,990.68","-22,261,894.53","-19,996,772.10","-23,888,987.45","-32,957,603.54","-20,509,603.10","-40,904,236.34","-30,911,858.75","-33,584,538.24","-33,850,470.83","-28,439,355.05","-21,785,122.39","-18,316,985.03","-3,516,089.63","-3,273,230.88","7,977,472.20","6,836,679.28","10,951,035.62","857,676.69","8,916,412.03","4,394,945.51","7,528,137.40","7,789,419.00","9,096,061.78","10,288,131.82","9,438,798.54","6,707,456.78","8,252,406.84","9,500,336.82","12,334,399.60"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"202,953.00","105,025.00","307,877.50","323,114.30","267,338.50","386,127.50","364,051.39","454,066.48","632,996.95","707,871.66","738,527.78","443,748.26","1,327,947.24","915,146.95","974,211.64","790,609.16","4,808,500.01","7,087,500.00","9,388,432.65","819,916.67","705,125.00","640,958.34","774,673.54","450,303.33","487,669.03","244,861.12","245,361.10",,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,"14,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"7,717,472.48",,,,,
存货,"101,941,003.46","116,165,753.62","121,897,571.13","141,267,601.96","162,926,890.31","166,547,136.65","238,694,768.34","254,551,694.37","288,629,531.58","334,888,769.89","376,153,126.25","395,937,894.09","421,032,131.49","462,939,339.58","476,443,890.46","508,992,423.06","524,164,386.84","556,412,215.28","589,411,219.82","598,456,961.97","587,515,896.24","593,289,646.86","574,571,370.06","573,725,199.05","540,237,231.43","478,904,498.38","489,205,392.23","424,848,397.85","400,485,422.21","373,548,936.39","416,581,326.67","373,776,116.24","364,203,352.63","345,681,599.75","457,451,431.97","475,575,176.66","453,285,590.44"
其他应付款,"53,005,237.96","18,298,069.84","436,809.30","833,057.27","3,426,481.05","3,856,099.73","2,789,567.78","464,869.21","198,691.86","526,633.03","811,104.98","1,208,832.68","1,510,544.42","929,780.49","609,278.10","286,582.52","1,523,658.66","981,028.65","612,892.58","282,051.00","451,916.42","202,314.51","1,320,472.64","316,985.15","1,016,439.66","687,630.62","466,529.21","266,578.98","544,394.70","682,448.54","568,685.46","827,401.62","537,895.98","1,486,028.28","2,017,006.52","2,305,946.78","514,000.52"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,"400,000.80","300,000.60","274,998.40","174,998.20","74,998.00","495,936.13",,,"1,068,121.20","1,076,539.80","1,076,539.80","1,076,539.80",,,
一年内到期的非流动负债,,,,"140,000,000.00","160,000,000.00","160,000,000.00","70,000,000.00",,,"6,000,000.00","32,000,000.00","78,000,000.00","98,000,000.00","98,000,000.00","78,000,000.00","20,000,000.00","30,000,000.00","10,000,000.00","100,000,000.00","100,000,000.00","90,000,000.00","90,000,000.00",,,"10,000,000.00",,"40,000,000.00",,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,"80,000,000.00","60,000,000.00","63,357,541.64","49,588,170.60","48,887,747.72","32,898,961.99","29,276,871.61","13,814,752.22","5,423,887.66","38,924,044.86","263,187,845.11","148,707,755.05","157,732,502.56","181,893,045.85","244,212,028.72","234,785,985.61","247,090,371.58","322,914,222.54","320,252,032.07"
其他流动负债,,,,,,,,,,,,,,,,"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00",,,,,,,,,,,,,,,,,,
流动资产合计,"318,402,743.59","292,815,337.46","438,045,187.08","985,250,276.68","836,683,966.82","776,408,610.89","889,226,915.25","814,342,183.45","933,065,231.60","937,106,404.22","899,359,874.94","860,897,650.85","947,738,789.33","906,311,398.95","907,743,597.80","945,944,005.51","1,245,422,785.16","1,152,867,678.08","1,236,042,378.91","1,340,038,302.40","1,263,372,081.53","1,207,653,299.12","1,237,581,914.51","1,142,971,270.75","1,296,218,039.02","1,202,110,471.68","1,100,747,528.50","1,432,457,532.81","1,436,215,151.13","1,385,023,723.49","1,480,018,727.75","1,483,576,729.75","1,429,313,764.93","1,486,612,951.24","2,024,124,325.01","1,992,685,049.39","1,987,682,865.11"
