科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"35,639,673.39","25,690,565.21","36,283,370.07","14,434,809.13","14,360,958.11","20,968,141.27","23,646,560.80","13,064,997.35","14,848,237.69","27,054,460.66","32,245,636.39","44,183,611.14","51,087,353.46","43,753,561.76","48,205,559.55","40,187,734.50","37,718,385.27","41,553,858.75","64,287,135.06","54,515,685.79","54,609,517.42","55,464,123.51","62,981,904.85","85,951,942.93","95,027,672.57","51,207,201.06","112,272,369.92","101,544,634.26","104,249,048.61","99,244,792.57","117,388,963.54","97,599,131.70","163,176,282.88","589,193,801.27","331,852,714.51","800,785,578.94","911,199,614.58","2,181,729,466.27","1,182,965,236.80","1,049,185,516.40","982,647,997.93","1,573,988,069.99","2,778,239,977.89","2,193,634,411.01","2,092,069,356.75","1,999,204,186.18","1,329,122,883.48","1,077,671,397.20","874,222,846.79"
短期借款,"178,300,000.00","178,300,000.00","193,300,000.00","175,600,000.00","175,600,000.00","205,100,000.00","205,100,000.00","184,100,000.00","183,800,000.00","203,600,000.00","193,600,000.00","206,600,000.00","206,300,000.00","206,100,000.00","142,200,000.00","165,400,000.00","165,400,000.00","165,400,000.00","165,400,000.00","165,000,000.00","165,000,000.00","164,000,000.00","142,800,000.00","163,000,000.00","163,000,000.00","133,200,000.00","161,000,000.00","161,000,000.00","161,000,000.00","161,000,000.00","161,000,000.00","161,000,000.00","558,600,000.00","426,600,000.00","349,600,000.00","1,145,830,968.68","1,443,214,465.88","3,123,408,754.90","4,957,376,428.01","4,778,425,384.00","2,974,271,810.00","2,547,273,785.18","2,472,647,449.94","2,888,890,314.66","3,188,272,932.94","3,543,226,333.09","3,255,664,187.30","3,276,679,123.81","3,260,029,483.84"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00",,,,,,,,,,"568,790.10",,"35,080,475.99","14,451,017.16",,,"2,743,201.98","5,118,662.00","3,285,552.39",,"3,155,290.14","3,336,280.12","3,182,707.12",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,080,421.50",,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,326,213.86","5,575,611.40","5,001,199.70","44,619,855.48","18,558,391.82","21,900,969.20","20,670,920.96","27,643,802.94","31,545,445.03","45,750,464.88","40,660,928.18","23,969,625.40","11,733,845.01","9,463,464.06","3,490,543.00","487,438.00","36,773,272.46"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,900,000.00","51,900,000.00","32,000,000.00",,,"100,000,000.00","480,000,000.00","440,000,000.00","890,000,000.00","875,500,000.00","450,500,000.00","582,269,490.70","810,119,490.70","805,307,020.09",,"670,432,275.08",
应收账款,"3,191,611.06","2,282,956.39","6,485,251.25","2,671,541.50","2,020,247.80","2,100,433.48","11,390,908.58","3,548,571.69","1,178,231.59","1,517,877.68","6,337,725.57","7,038,960.11","542,527.09","469,575.89","4,412,714.65","3,747,654.49","586,026.49","586,026.49","4,046,050.49","4,957,821.49","1,492,309.09","1,803,026.49","9,399,687.69","3,772,856.31","182,631.41","182,631.41","2,484,515.41","3,703,908.81","182,631.41","182,631.41","1,550,590.69","2,928,021.46","226,218,251.15","297,984,439.21","286,593,323.59","173,639,198.64","237,065,676.35","431,912,396.26","365,835,935.03","558,218,286.79","798,671,985.96","743,119,000.57","850,081,708.19","810,167,829.38","1,139,153,393.92","1,230,728,478.12","1,260,707,542.38","622,621,591.32","629,964,503.66"
应付账款,"48,298,946.51","40,244,383.40","39,390,344.84","49,504,512.78","53,114,590.41","41,862,442.24","54,238,591.49","58,002,488.60","54,683,616.22","42,689,746.45","50,416,530.84","48,815,787.31","41,767,206.75","34,551,584.57","54,059,507.16","51,902,305.57","39,884,707.47","41,304,307.47","61,070,914.50","48,877,654.47","40,619,978.02","39,336,502.20","63,087,369.82","51,430,786.98","48,124,051.29","44,850,958.75","64,754,483.02","51,252,842.12","43,409,828.33","41,291,737.62","55,016,630.97","44,311,446.77","60,638,687.66","35,210,658.93","33,777,919.05","133,320,145.06","71,797,604.25","117,117,534.66","111,952,218.98","606,432,014.55","268,873,560.65","865,592,710.40","830,624,777.45","479,494,069.86","396,867,024.01","333,519,734.83",,"261,999,955.25",
预付款项,"9,215,064.92","22,010,390.94","22,060,870.94","10,361,685.03","9,967,193.54","10,654,907.28","10,575,356.02","1,920,934.92","1,139,577.73","1,772,695.53","8,922,522.19","7,500,178.68","7,706,656.24","8,250,919.28","7,344,989.87","7,287,194.85","7,766,967.70","7,856,392.18","7,662,960.07","6,401,406.43","7,143,339.78","7,341,180.05","6,328,875.20","5,807,092.79","6,249,289.25","6,352,508.81","5,611,276.07","4,391,336.81","3,768,840.45","7,860,316.89","3,539,041.03","3,003,864.15","195,610,179.94","204,516,281.02","412,823,298.21","489,462,182.62","534,472,043.63","353,777,171.32","1,175,781,903.52","784,047,954.48","761,934,235.48","1,136,549,178.75","1,216,689,191.87","1,321,219,510.12","1,558,512,931.97","1,018,342,511.26","985,130,218.41","866,075,476.43","828,625,317.42"
预收款项,"131,984.53","313,265.93","158,632.53","142,227.59","301,817.03","466,106.28","2,025,755.58","4,131,319.88","1,505,446.78","1,230,502.28","1,317,076.28","2,548,391.91","2,339,949.51","1,536,097.01","1,430,293.21","2,501,964.07","2,108,732.33","2,170,841.16","2,392,089.70","3,218,623.71","2,238,146.57","1,825,262.01","1,997,984.25","1,998,498.89","1,408,604.29","1,351,240.39","1,376,351.39","1,589,842.09","1,083,898.69","1,417,790.41","2,251,908.39","2,709,701.82","24,280,979.97","17,838,818.04","19,625,644.34","17,555,488.86","18,601,764.05","18,749,683.09","20,883,781.44","18,414,781.71","10,923,383.60","32,906,775.29","156,005,128.60","85,271,058.24","30,422,178.50","163,098,324.00","19,005,119.63","25,743,680.95","15,716,182.08"
其他应收款,"40,746,785.26","40,454,942.05","42,430,672.30","46,051,715.26","44,775,741.10","40,897,623.29","40,201,417.17","37,978,538.91","36,652,440.70","35,851,987.32","41,302,416.61","38,002,553.80","37,498,531.75","37,429,904.99","41,112,957.66","21,136,732.49","19,539,185.61","18,852,690.56","22,410,997.30","18,862,956.90","16,707,625.71","18,024,388.21","18,777,387.07","13,148,651.89","12,048,868.51","12,393,985.30","14,188,703.95","13,180,865.72","12,214,116.46","13,186,645.34","14,551,944.81","12,771,528.49","86,729,580.50","55,525,151.13","62,977,096.52","95,991,776.59","170,889,570.70","79,669,814.83","157,511,152.05","66,544,269.82","80,731,074.90","114,724,529.75","132,140,060.44","105,530,263.60","115,251,832.47","100,449,353.16","114,992,405.37","1,016,515,733.98","1,025,133,825.94"
