科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"5,763,113.18","6,508,768.22","13,835,186.22","8,419,393.31","209,474,680.83","167,111,380.09","160,927,175.78","147,678,562.88","137,080,652.59","111,419,652.03","111,008,906.48","108,746,683.15","77,922,277.65","86,589,886.08","75,046,856.84","63,321,531.59","74,387,246.71","47,566,934.48","45,071,496.73","40,527,084.09","41,273,438.56","87,525,796.77","50,558,852.78","37,703,286.00","33,048,400.48","28,597,438.42","33,959,097.53","44,174,763.06","81,603,153.08","55,294,591.73","75,975,200.12","120,429,286.11","123,563,774.01"
短期借款,"2,100,000.00","15,000,000.00","29,100,000.00","32,100,000.00","37,000,000.00","17,100,000.00","12,100,000.00","19,600,000.00","17,500,000.00","27,500,000.00","34,000,000.00","44,500,000.00","41,500,000.00","71,900,000.00","78,400,000.00","78,500,000.00","67,500,000.00","74,000,000.00","76,400,000.00","63,400,000.00","63,900,000.00","101,900,000.00","85,900,000.00","65,200,000.00","117,200,000.00","129,500,000.00","113,000,000.00","132,700,000.00","155,150,000.00","169,600,000.00","189,950,000.00","192,000,000.00","186,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"626,940.06","330,909.83","194,430.00","1,210,468.45","1,700,414.66","3,002,197.66","1,539,617.23","1,403,328.22","1,755,634.54","1,714,551.49","2,953,766.18","3,291,829.40","3,639,415.81","2,877,000.70","6,834,137.53","5,156,572.02","1,981,426.66","2,382,000.39","2,004,838.34","4,947,916.41","7,426,753.97","3,849,644.48","5,600,513.47","4,975,750.74","6,354,538.37","7,629,619.75","5,204,119.99","15,500,204.83","13,841,180.26","9,924,273.29","9,125,940.96","10,019,034.21","12,353,492.71"
应付票据,,,,,,,,,,,,,,,"300,000.00","887,703.10","587,703.10","385,000.00","6,817,719.11","6,817,719.11",,"4,320,000.00","6,320,000.00","4,645,000.00","525,000.00","400,000.00","400,000.00",,"89,418.00","2,869,892.40","780,474.40","730,000.00","300,000.00"
应收账款,"21,532,139.07","29,664,665.29","40,471,315.39","46,127,755.27","50,489,594.13","47,938,613.61","50,659,552.35","57,153,362.08","62,281,413.95","68,179,062.60","75,528,930.02","66,209,442.80","70,063,376.28","75,495,738.58","78,880,822.22","68,808,073.47","81,559,913.00","88,987,335.63","104,494,120.01","85,517,342.18","88,343,961.29","92,793,452.62","97,594,734.00","90,466,051.20","106,405,154.26","142,950,514.94","154,436,510.11","127,938,679.76","155,620,399.74","224,733,892.93","248,236,126.23","182,203,662.07","196,441,976.79"
应付账款,"7,981,909.40","13,768,770.83","10,955,155.34","13,428,158.21","21,537,779.52","14,487,149.01","18,657,268.07","16,134,689.43","16,232,795.10","26,946,076.12","17,618,645.21","16,069,397.92","20,603,493.28","19,873,917.67","25,293,510.33","22,866,117.55","26,387,707.50","22,424,983.87","32,163,697.43","25,470,181.36","29,684,301.47","26,048,248.44","30,016,355.23","35,747,464.77","40,433,259.91","54,936,922.14","50,097,684.39","52,357,398.78","68,299,981.29","66,947,753.44","72,020,499.31","70,457,557.38","87,882,024.53"
预付款项,"4,418,676.57","1,570,537.49","3,835,619.62","4,706,300.18","5,350,890.64","5,855,309.42","9,261,244.68","15,345,177.72","16,197,900.92","18,957,387.21","4,736,046.27","18,675,476.08","34,678,526.72","43,689,685.81","20,057,872.87","33,802,276.67","37,307,918.40","27,094,595.12","2,693,140.48","25,134,071.64","21,763,028.56","38,331,382.44","2,985,962.17","10,767,880.27","13,683,692.78","11,957,091.60","3,858,044.22","12,648,691.93","12,313,722.25","17,990,732.49","5,876,169.97","37,078,325.91","27,865,883.10"
预收款项,"46,350.08","39,209.38","98,443.31","105,589.12","202,560.23","140,567.00","97,851.37","204,423.38","271,465.99","446,136.78","827,414.64","246,884.29","271,135.20","263,273.22","431,408.94","415,712.04","740,038.49","1,897,468.01","992,265.59","1,061,232.30","594,845.57","631,785.80","642,069.37","851,057.40","3,059,248.87","3,001,336.72","1,343,135.80","1,178,577.53","1,358,160.53","2,700,013.49","3,302,289.88","9,939,802.05","7,115,301.93"
