科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"39,789,299.68","50,725,167.78","55,521,112.85","33,936,644.20","52,340,995.48","70,515,562.60","17,802,838.43","36,413,414.79","55,681,034.15","72,432,447.68","19,436,945.88","37,740,729.58","56,150,566.41","72,187,444.48","20,581,230.83"
取得借款收到的现金,"65,000,000.00","55,000,000.00","21,000,000.00","20,500,000.00","30,500,000.00","55,500,000.00",,,"10,000,000.00","40,000,000.00",,,,"20,000,000.00",
支付的各项税费,"31,891,506.39","35,366,467.76","29,688,537.80","21,041,777.64","26,968,773.00","31,441,632.85","12,114,185.38","16,044,055.71","19,730,599.12","25,573,327.20","11,194,373.72","14,879,726.20","17,011,486.70","21,938,472.57","11,883,603.91"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"44,643,921.91","61,743,690.20","36,494,676.93","19,457,544.94","33,360,260.74","36,746,860.97","16,997,886.78","28,202,929.09","41,429,292.10","37,849,806.78","13,013,032.43","24,867,593.57","43,263,346.25","42,967,273.73","23,540,410.03"
筹资活动现金流入小计,"65,000,000.00","55,000,000.00","21,000,000.00","20,500,000.00","30,500,000.00","269,632,800.00",,,"10,001,147.79","40,001,142.45",,,,"20,000,000.00",
经营活动现金流出小计,"293,162,523.03","365,935,479.93","273,929,876.75","206,628,396.58","276,625,108.72","353,743,425.50","96,038,203.73","167,526,839.87","228,054,708.93","286,253,258.65","79,757,277.88","144,963,834.50","233,462,128.57","294,758,676.93","113,399,201.55"
偿还债务支付的现金,"78,290,000.00","55,000,000.00","40,000,000.00","11,000,000.00","11,000,000.00","21,500,000.00",,"20,000,000.00","30,000,000.00","55,000,000.00",,,"10,000,000.00","40,000,000.00",
经营活动产生的现金流量净额,"64,990,983.64","66,465,083.13","20,944,007.13","-103,323,933.64","-125,706,438.70","-37,604,666.44","-51,075,103.13","-73,323,143.05","-84,260,634.96","12,806,034.36","-42,952,319.59","-62,044,526.61","-103,301,282.40","27,049,171.52","-81,683,284.27"
分配股利、利润或偿还利息支付的现金,"22,768,527.69","2,409,015.00","1,946,563.13","486,112.21","844,188.86","1,464,264.21","563,919.80","5,226,572.00","5,604,901.15","6,289,050.67","446,033.69","5,303,480.92","5,669,246.90","5,922,772.32","225,112.51"
收回投资收到的现金,,,,,,,,"85,000,000.00","85,000,000.00","355,000,000.00",,"72,000,000.00","146,000,000.00","258,000,000.00","50,000,000.00"
支付其他与筹资活动有关的现金,,,,,,"2,880,359.24",,,,"2,244,566.40",,"109,684.66","109,684.66",,
取得投资收益收到的现金,,,,,,,,"1,130,198.53","1,712,116.34","2,084,838.36",,"691,101.37","1,329,731.51","1,775,515.69","454,315.07"
筹资活动现金流出小计,"101,058,527.69","57,409,015.00","41,946,563.13","11,486,112.21","11,844,188.86","25,844,623.45","563,919.80","25,226,572.00","35,604,901.15","63,533,617.07","446,033.69","5,413,165.58","15,778,931.56","45,922,772.32","225,112.51"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"76,363.74","31,815.99",980.39,"2,980.39","2,941.17",,,"22,000.00","112,951.25",,"142,600.00","170,600.00","182,931.04",
筹资活动产生的现金流量净额,"-36,058,527.69","-2,409,015.00","-20,946,563.13","9,013,887.79","18,655,811.14","243,788,176.55","-563,919.80","-25,226,572.00","-25,603,753.36","-23,532,474.62","-446,033.69","-5,413,165.58","-15,778,931.56","-25,922,772.32","-225,112.51"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-62,403.88","-102,588.75","581,697.42","490,054.64","490,054.64","1,700,768.45",,"-491,331.28","-1,122,446.24","-1,660,663.19","-1,173,949.94","454,005.04","2,045,178.57","1,886,579.82","-50,910.02"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,,"76,363.74","31,815.99",980.39,"2,980.39","2,941.17",,"86,130,198.53","86,734,116.34","357,197,789.61",,"72,833,701.37","147,500,331.51","259,958,446.73","50,454,315.07"
五、现金及现金等价物净增加额,"25,556,557.00","55,235,376.03","-4,473,891.50","-98,981,524.23","-112,734,496.35","99,112,688.01","-73,078,388.12","-124,561,397.29","-141,502,665.68","41,000,354.37","-118,834,868.88","-142,764,043.44","-174,846,223.54","-65,335,210.81","-81,968,640.73"
购建固定资产、无形资产和其他长期资产支付的现金,"3,313,495.07","8,794,467.09","5,084,848.91","5,162,513.41","6,176,903.82","23,774,531.72","21,439,365.19","31,650,549.49","37,249,947.46","33,810,331.79","2,262,565.66","2,594,057.66","3,311,519.66","20,306,636.56","463,649.00"
期初现金及现金等价物余额,"81,851,304.60","107,407,861.60","162,643,237.63","158,169,346.13","158,169,346.13","158,169,346.13","257,282,034.14","257,282,034.14","257,282,034.14","257,282,034.14","298,282,388.51","298,282,388.51","298,282,388.51","298,282,388.51","232,947,177.70"
投资支付的现金,,,,,,"85,000,000.00",,"80,000,000.00","80,000,000.00","270,000,000.00","72,000,000.00","146,000,000.00","202,000,000.00","308,000,000.00","50,000,000.00"
期末现金及现金等价物余额,"107,407,861.60","162,643,237.63","158,169,346.13","59,187,821.90","45,434,849.78","257,282,034.14","184,203,646.02","132,720,636.85","115,779,368.46","298,282,388.51","179,447,519.63","155,518,345.07","123,436,164.97","232,947,177.70","150,978,536.97"
