科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"79,406,876.87","118,212,813.52","94,187,008.98","61,051,915.00","513,353,237.51","597,264,687.05","565,316,781.06","514,388,048.43","500,324,760.08","518,914,069.91","406,209,931.77","365,478,942.52","325,096,538.14","398,108,044.00","358,584,853.07","293,627,575.42","275,123,540.31","353,506,747.76","247,348,907.11","179,408,788.82","165,041,805.43","534,290,483.66","250,066,570.51","154,282,704.10","276,973,307.47","538,649,682.60","226,202,603.79","180,908,402.95","165,531,519.90","235,239,304.51","119,303,907.24","108,953,946.41","138,692,928.11","262,553,374.37","466,583,943.82","403,565,968.35"
短期借款,,"23,000,000.00",,,,,,,,,,"25,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,"50,000,000.00","50,000,000.00",,,"50,000,000.00","50,000,000.00","50,000,000.00","96,500,000.00","56,500,000.00","106,500,000.00","106,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,144,150.00","1,860,200.00","246,797.75","2,196,797.75","1,000,000.00","1,415,000.00","5,895,000.00","2,974,615.08","6,071,452.76","5,234,327.50","1,892,750.00","1,937,250.00","6,455,100.00","6,326,200.00","9,653,400.00","8,154,576.35","3,457,357.85","3,549,681.70","8,266,978.46","2,045,458.01","5,453,262.46","15,851,156.00","4,478,840.00","10,472,579.00","14,635,830.00","17,491,435.00","6,388,280.00","15,616,150.00","12,611,170.00","15,655,248.00","17,452,851.00","12,969,403.00","21,951,380.00","18,632,130.00","14,209,643.98"
应付票据,,"42,638,878.77","1,891,162.91","1,359,320.00",,"1,417,893.50",,,"3,170,752.50","1,194,215.00","2,470,476.05",,"1,913,455.00","2,052,560.00","2,388,000.00","2,388,000.00",,"2,000,000.00","2,000,000.00",,,,"3,958,908.00",,"7,669,149.00","22,148,415.97","7,418,300.00","4,652,081.00","703,000.00","11,654,772.80","2,116,772.80","1,089,820.00","1,015,290.00","1,140,000.00",,"2,121,400.00"
应收账款,"26,672,826.13","14,240,732.50","24,692,140.40","52,119,696.77","95,878,227.74","54,347,706.39","78,592,884.59","97,732,016.06","123,340,701.93","81,126,622.60","129,788,776.30","163,940,861.26","168,170,873.88","123,836,303.96","130,170,202.82","138,755,640.58","151,982,877.02","159,533,635.94","162,207,278.11","181,073,961.15","196,061,134.08","128,974,243.73","128,880,591.75","171,425,848.63","245,206,092.97","175,357,276.03","150,750,698.57","206,176,578.66","289,424,348.55","276,103,817.24","326,804,485.73","400,074,979.23","388,704,601.36","367,155,826.28","290,317,753.54","284,568,130.84"
应付账款,"25,826,032.28","16,084,224.81","7,161,032.91","9,702,933.69","16,352,931.22","18,498,060.79","25,768,046.50","24,481,957.21","19,762,952.09","26,268,635.53","24,398,354.55","35,151,395.45","30,260,532.47","35,773,249.66","27,209,940.24","32,357,125.65","48,912,422.79","54,684,382.95","64,136,695.80","103,162,065.23","131,836,313.00","116,770,194.70","84,262,498.07","78,203,784.19","107,429,465.31","114,305,914.90","69,737,482.63","59,568,383.75","59,400,335.63","58,547,371.68","49,519,285.61","46,034,642.65","32,971,002.84","52,624,148.83","43,737,390.07","63,885,480.41"
预付款项,"7,552,319.88","6,473,788.14","5,224,679.14","11,051,431.11","17,229,078.48","8,110,017.44","17,382,104.38","7,787,515.78","10,461,172.95","10,989,254.97","77,509,017.61","15,235,267.10","18,444,797.00","9,313,054.37","23,429,470.38","22,749,620.62","25,354,668.11","22,481,959.11","26,707,210.50","23,197,955.63","19,607,559.44","10,072,804.32","18,029,360.08","24,533,827.85","27,641,547.38","24,872,004.49","19,571,554.92","18,564,052.84","24,280,467.06","22,271,022.64","32,551,701.50","18,028,823.71","18,637,955.18","40,442,768.54","46,751,429.75","33,483,531.22"
预收款项,"88,508,593.98","57,695,225.98","27,890,923.98","1,611,208.98","2,526,072.79","18,326,738.58","11,614,926.48","3,583,661.98","8,413,636.98","4,655,693.98","4,349,019.18","7,477,140.28","6,392,158.12","28,583,310.43","24,220,565.88","26,673,098.25","22,339,460.34","94,877,166.81","83,989,523.85","30,032,337.21","23,270,099.77","169,199,921.65","114,627,815.85","30,455,430.90","19,053,462.36","152,742,469.58","66,688,123.71","25,876,765.35","29,047,500.89","18,159,996.69","17,260,922.44","16,563,996.46","18,624,217.66","15,070,871.74","16,826,615.12","28,947,954.78"
