科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"460,285,154.86","540,133,896.07","648,572,670.16",,"393,040,803.14","511,966,680.21","628,982,213.30","302,793,275.13","540,010,753.96","816,600,650.87","1,237,275,390.79","361,209,590.09","784,611,901.13","1,313,763,000.48","1,584,656,530.68","459,110,029.42","812,951,190.91","951,903,985.29","1,769,155,810.43","623,603,663.89"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"230,235,474.88","22,696,521.40"
收到其他与经营活动有关的现金,"3,654,397.94","2,099,842.61","7,681,781.41",,"4,371,913.62","7,219,748.56","8,517,908.74","308,515.62","2,838,444.59","5,696,480.19","14,005,549.83","4,543,058.45","32,529,116.54","8,283,456.91","20,437,097.90","6,025,756.55","20,897,313.55","22,348,134.35","32,535,720.30","6,435,807.85"
投资活动现金流出小计,"5,235,901.80","2,978,018.87","2,125,435.50",,"1,865,682.70","5,151,479.76","16,442,020.48","24,443,640.75","29,405,693.69","37,494,630.39","45,896,776.58","2,770,271.91","107,854,533.70","113,684,566.60","128,563,813.44","6,545,198.33","145,281,468.07","234,129,326.11","267,249,694.61","46,585,328.28"
经营活动现金流入小计,"463,939,552.80","542,233,738.68","656,254,451.57",,"397,412,716.76","519,186,428.77","637,500,122.04","303,101,790.75","542,849,198.55","822,297,131.06","1,251,280,940.62","365,752,648.54","817,141,017.67","1,322,046,457.39","1,605,093,628.58","465,135,785.97","833,848,504.46","974,252,119.64","1,801,691,530.73","630,039,471.74"
投资活动产生的现金流量净额,"-4,643,049.80","-2,958,018.87","-2,092,915.50","-1,489,500.00","-1,864,517.40","-5,094,986.71","-16,442,020.48","-24,443,640.75","-29,405,693.69","-37,494,630.39","-45,896,776.58","-2,769,261.91","-107,853,523.70","-113,683,556.60","-128,560,463.44","-6,545,198.33","-109,982,163.72","-198,830,021.76","-226,949,750.26","-46,585,328.28"
购买商品、接受劳务支付的现金,"426,723,460.60","467,593,510.82","566,253,201.61",,"371,739,877.38","622,193,670.82","685,375,142.21","270,963,125.27","410,648,533.88","692,505,780.84","855,265,220.81","477,823,444.03","743,843,764.29","1,258,575,562.40","1,361,893,554.44","559,551,870.72","756,540,600.01","1,172,044,260.30","1,283,505,352.81","490,128,811.24"
吸收投资收到的现金,,,,,"466,850,000.00","466,850,000.00","472,900,000.00",,,"75,520,000.00","75,520,000.00",,,,,,"824,503,775.08","824,503,775.08","824,503,775.08",
