科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"167,404,756.00","179,359,106.35","192,590,766.55","275,165,474.70","207,700,355.07","195,303,684.67","241,742,577.69","244,605,279.88","294,192,678.49","236,338,270.00","243,415,333.92","337,102,255.39","324,105,456.91","238,669,417.77","250,683,030.12","312,627,319.58","325,409,240.99","298,458,118.56","280,470,752.99","300,292,050.71","236,104,583.09","265,468,604.32","197,562,158.25","239,696,959.35","241,842,162.69","224,836,910.44","188,601,913.63","306,279,412.25","251,070,574.66","201,862,374.58","155,261,460.85","252,015,410.81","282,913,808.38","609,820,730.46","413,156,913.69","519,521,759.91","652,536,460.14","670,492,861.97","450,284,123.03","604,865,145.22","433,419,341.57","611,666,161.80","676,993,491.74","1,556,869,998.14","929,346,953.85"
短期借款,"20,000,000.00","45,850,000.00","35,650,000.00","25,350,000.00","5,200,000.00","15,000,000.00","28,000,000.00",,,"25,000,000.00","40,000,000.00",,"15,000,000.00","25,000,000.00","35,000,000.00","8,000,000.00","14,860,000.00","96,278,000.00","40,000,000.00",,,"24,000,000.00","79,000,000.00",,"48,500,000.00","117,000,000.00","158,090,433.93","230,090,433.93","328,990,000.00","391,420,000.00","391,420,000.00","155,370,000.00","255,370,000.00","339,870,000.00","298,870,000.00","220,000,000.00","390,000,000.00","540,000,000.00","274,000,000.00","160,000,000.00","311,548,723.96","592,331,567.76","653,331,567.76","595,331,567.76","513,958,813.00"
交易性金融资产,"2,394,387.25","5,468,399.33","4,658,080.81","4,578,789.99","3,888,119.32","2,526,995.00","2,773,701.24","54,525.00","54,525.00",,"86,005.00","91,675.00","150,580.00","42,185.00","2,465,018.00","79,850.00","176,480.00","129,926.50","14,380.00","11,000.00","10,050.00",,,"600,680.12","605,414.65",,,,,,,,,,,"19,361,005.00","19,504,000.00","19,603,000.00","9,686,000.00",,"6,781,000.00",,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"14,577,845.25","11,362,915.44","5,543,285.74","11,808,175.11","17,874,068.28","23,217,205.92","19,962,496.48","15,980,133.00","18,718,028.10","10,960,799.00","15,184,374.90","18,799,888.02","38,179,605.07","11,803,678.82","36,617,156.01","34,442,436.39","33,087,890.93","29,137,335.71","53,947,231.79","37,911,840.55","43,704,146.50","36,889,543.76","28,090,611.22","24,885,630.10","71,839,214.28","56,179,697.87","35,166,697.65","27,360,977.28","33,284,201.74","20,007,523.55","21,641,649.42","45,883,593.32","41,278,511.44","20,914,769.02","18,543,804.58","28,258,343.26","23,656,488.78","37,557,868.10","27,820,132.42","97,157,988.76","12,421,114.36","18,434,728.94","15,027,764.00","63,889,792.76","11,415,193.70"
应付票据,"59,124,000.00","52,500,000.00","57,500,000.00","47,760,000.00","57,500,000.00","47,500,000.00","58,505,360.00","23,760,000.00","42,000,000.00","60,000,000.00","60,000,000.00","5,000,000.00","55,000,000.00","48,750,000.00","53,750,000.00",,"53,750,000.00","40,000,000.00","81,500,000.00",,"50,000,000.00","97,522,174.00","128,739,131.00","12,009,726.00","87,740,000.00","92,525,804.52","100,340,000.00","10,106,598.00","147,250,900.00","163,210,900.00","104,086,000.00","11,800,929.00","144,200,000.00","112,187,823.00","131,499,468.10","10,527,133.00","105,391,422.00","96,926,455.00","128,791,401.44","10,642,582.00","97,620,000.00","157,500,000.00","156,329,711.00","6,954,670.00","126,960,000.00"
应收账款,"112,151,663.67","96,006,959.65","122,689,233.48","91,757,613.44","83,308,936.35","82,906,872.30","95,730,102.70","95,470,890.78","84,938,201.79","94,650,962.28","112,406,344.37","88,279,202.13","130,544,114.94","138,737,567.89","155,735,824.01","123,339,859.41","146,798,370.41","219,350,093.26","222,918,759.61","159,200,917.26","271,216,400.04","310,592,553.95","306,125,312.12","209,519,881.57","288,626,154.20","295,946,181.52","299,168,011.80","219,299,313.03","318,687,488.34","339,582,490.77","332,537,246.79","203,811,616.66","268,199,415.50","387,499,276.22","343,257,525.73","337,571,743.32","450,267,294.96","490,259,723.67","475,293,179.48","430,844,864.34","596,993,719.81","780,991,873.11","680,705,846.05","569,738,219.86","816,345,641.14"
应付账款,"85,755,990.87","102,107,491.01","132,979,963.87","95,868,984.09","139,655,441.10","137,900,930.63","154,504,277.43","66,713,611.36","151,936,750.95","163,234,823.80","218,707,433.62","120,891,999.82","305,573,295.27","294,847,190.68","337,975,028.85","148,298,139.26","306,699,156.31","344,040,785.38","393,317,081.61","204,008,464.85","432,708,149.95","456,247,178.14","423,535,971.79","218,055,693.37","412,120,041.16","375,446,485.38","364,537,073.10","253,112,377.07","351,235,846.03","320,313,657.27","351,634,183.50","336,612,097.22","289,584,747.93","300,750,965.61","334,955,589.20","414,263,366.96","431,551,367.94","377,999,615.00","370,774,487.35","505,651,955.64","254,029,367.06","329,574,688.93","364,680,113.65","562,581,665.67","527,928,447.69"
预付款项,"34,404,335.86","36,080,702.17","42,417,853.70","37,501,424.57","55,382,213.07","49,109,114.64","34,057,088.63","54,243,588.04","49,525,849.19","37,977,227.00","64,088,937.20","23,807,730.25","45,857,591.85","48,157,860.41","69,251,430.25","33,243,996.94","23,006,900.57","64,684,272.64","57,265,865.97","60,000,728.50","83,032,457.67","85,841,966.11","118,109,321.04","49,450,677.08","43,104,830.24","73,067,622.58","64,093,386.60","42,253,821.98","81,245,286.18","88,857,472.16","60,991,755.21","30,599,219.69","34,515,481.84","55,275,289.37","60,324,388.40","36,798,340.85","24,500,582.77","22,439,915.70","30,816,858.48","72,850,314.73","71,314,305.58","22,914,700.11","62,386,530.88","22,898,048.04","36,388,390.52"
预收款项,"91,883,471.21","135,886,903.07","159,773,224.13","156,260,928.84","161,269,569.58","197,377,504.42","223,109,520.39","130,731,865.65","132,554,170.00","152,370,883.36","200,766,749.35","171,362,686.07","161,121,007.86","174,390,308.87","168,989,745.50","132,311,599.12","145,905,871.29","217,397,146.39","165,308,353.89","209,113,116.03","214,324,724.84","198,238,745.47","223,900,972.16","232,571,451.40","240,878,277.92","283,288,411.41","298,490,013.50","267,933,988.72","331,925,684.83","249,083,675.83","317,226,062.59","198,732,838.26","192,962,649.57","226,824,271.24","240,766,199.37","329,601,655.12","307,109,780.30","298,723,552.24","317,881,313.83","337,540,027.19","275,427,101.57","291,009,372.24","341,608,673.27","408,902,006.36","386,905,875.64"
