科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"119,323,091.84","239,031,076.85","141,350,940.50","221,862,970.86","287,013,386.07","67,858,767.79","150,093,015.23","246,597,550.62","362,282,002.28","97,288,047.93","233,109,508.94","382,167,189.86","542,142,099.45","163,494,229.08","353,644,504.02","556,212,342.66","814,799,485.60","245,537,449.43","500,687,110.13","800,703,223.89","1,204,990,980.13","421,623,007.83","874,645,396.54","1,367,582,066.84","1,910,767,115.81","559,576,271.99","1,236,823,070.67","2,011,449,666.89","2,931,661,538.34","974,348,116.99","2,056,116,889.81","3,222,390,457.75","4,446,527,248.83","1,175,058,920.14","2,442,156,349.09","3,797,219,457.26","5,372,671,117.83","1,527,080,272.16","3,059,777,396.59","4,631,795,715.54","6,337,460,593.18","1,660,728,704.47"
二、营业利润,"29,733,928.33","40,721,593.89","24,701,414.01","40,002,614.92","37,898,212.82","6,222,621.85","14,520,896.27","24,369,288.01","37,215,556.11","6,970,128.64","16,334,695.51","35,249,395.41","53,597,562.86","16,450,166.44","33,654,061.31","58,239,526.60","112,421,243.23","25,284,497.05","68,548,090.47","144,846,230.68","254,897,576.02","81,296,408.95","172,439,017.87","280,166,505.21","477,215,051.16","151,801,416.98","345,306,175.57","544,279,114.99","814,638,192.82","254,873,771.21","565,094,856.06","873,756,384.65","1,246,887,412.02","215,874,689.14","351,910,497.66","504,512,522.54","833,427,120.07","237,248,809.54","484,086,694.89","654,422,024.56","841,334,845.13","125,920,783.61"
减:营业成本,"68,101,848.47","154,167,495.96","91,111,442.18","139,763,463.52","190,015,861.44","44,158,799.33","99,670,164.16","163,991,204.56","250,141,289.72","68,851,440.83","169,308,541.95","271,684,294.36","385,790,560.62","112,741,494.31","242,877,676.27","377,921,846.36","539,075,306.04","161,374,098.26","318,131,659.20","478,675,446.17","694,811,026.96","255,557,593.16","523,543,238.03","807,404,412.14","1,078,066,284.28","315,087,748.71","691,899,143.21","1,123,727,317.65","1,619,381,354.54","548,907,174.71","1,159,422,922.52","1,839,234,513.03","2,580,246,333.03","755,699,751.45","1,610,784,543.62","2,483,692,407.85","3,471,242,577.84","973,929,101.43","1,988,828,596.15","3,059,881,073.21","4,231,024,271.08","1,190,727,675.80"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,980,394.78","7,610,344.30","4,520,269.52","7,138,396.63","9,165,134.09","2,183,784.86","4,797,744.03","7,778,726.54","11,438,290.84","2,845,572.37","7,188,405.32","11,938,975.63","16,863,773.05","5,552,701.93","11,775,476.36","18,595,700.99","26,828,223.38","7,689,000.33","16,133,403.31","25,928,241.62","38,907,378.26","13,878,048.41","25,742,162.37","26,991,904.30","29,644,754.57","1,060,074.33","2,384,629.08","3,690,012.72","4,484,409.55","816,362.35","1,941,732.60","2,919,397.39","7,018,592.23","472,555.83","3,666,360.70","6,648,263.29","11,904,977.61","4,969,024.01","11,695,120.91","14,894,831.20","23,711,226.66","2,880,353.78"
营业外收入,"785,980.00","3,699,168.07","761,133.96","763,116.96","7,700,382.37","41,324.05","3,186,236.78","4,487,986.78","8,294,286.78","109,804.01","7,863,448.01","7,987,771.80","12,081,433.71","862,380.56","8,514,787.76","8,638,249.76","13,982,576.49","40,855.00","907,197.71","19,610,933.70","20,541,251.78","7,744,489.65","34,481,122.35","35,732,684.66","37,654,724.63","2,010,622.73","15,211,084.53","57,623,693.60","67,985,376.47","31,943,543.59","65,768,374.64","74,696,922.29","87,609,839.20","4,882,503.16","67,698,133.93","81,435,955.86","18,099,182.49","1,259,538.28","4,629,787.61","6,769,422.17","11,639,065.59","1,553,283.06"
销售费用,"6,664,627.99","10,363,743.02","8,585,501.90","13,724,320.88","19,481,785.46","6,841,024.42","15,025,710.32","25,380,796.12","30,408,490.06","9,221,783.71","23,802,735.57","36,308,677.46","46,866,136.22","15,189,776.72","37,324,155.17","56,547,271.67","84,983,469.16","29,492,478.24","51,573,845.94","78,227,429.28","117,540,764.45","33,460,130.25","72,142,819.36","112,138,231.62","159,510,313.30","38,025,798.98","85,347,667.71","138,532,975.35","200,681,182.37","58,963,191.34","121,495,614.54","185,916,137.76","267,539,606.94","68,783,383.57","177,480,224.99","290,652,000.79","395,497,760.93","104,388,285.90","215,115,622.78","321,559,092.58","439,456,016.52","106,772,084.39"
减:营业外支出,"23,866.53","456,564.00",,"1,226.51","373,279.57","56,152.71","68,655.87","68,655.87","190,034.30",983.79,"902,111.62","910,574.48","1,030,468.88","1,283.06","580,258.17","1,131,805.70","3,600,094.96","571,049.01","3,958,294.77","6,936,198.40","9,092,949.03","265,953.32","2,154,284.15","2,240,268.21","13,465,342.40","2,765,666.64","3,857,408.20","3,895,204.38","4,171,363.41","5,805,942.53","6,739,593.09","7,004,164.46","8,502,145.01","107,245.24","396,491.85","980,230.85","1,288,228.01","258,071.37","873,212.25","4,227,905.25","4,760,344.67","1,659,047.47"
管理费用,"10,951,319.02","24,862,260.78","12,605,122.50","21,175,028.11","30,766,780.16","8,673,944.63","16,844,100.32","25,926,997.40","44,383,372.58","9,593,303.19","18,894,888.73","29,790,425.10","51,277,140.20","14,137,329.37","29,431,483.48","47,193,184.56","67,448,368.84","21,582,089.89","46,825,980.75","74,346,368.34","116,500,775.47","38,157,947.90","81,181,277.55","139,430,611.54","192,943,943.42","58,332,498.51","123,775,732.92","217,972,033.47","323,045,484.62","113,802,955.50","230,582,052.59","354,944,845.20","492,610,991.71","158,145,893.30","356,868,642.58","593,881,756.32","813,198,591.37","218,592,131.62","436,639,807.62","305,149,876.61","420,849,633.55","114,309,477.39"
其中:非流动资产处置净损失,,"379,474.03",,,"187,997.10",,,,"21,127.28",,"901,855.92","910,299.46","914,643.10",,"574,991.60","1,080,389.13","3,447,978.39","553,085.66","3,751,484.76","5,607,297.30","7,739,867.04","135,508.56","1,414,287.45","1,498,618.71","5,910,725.99","2,530,005.56","3,384,878.10","3,412,183.61","3,690,712.58","5,655,942.53","6,589,593.09","6,848,679.91","8,345,399.89","38,875.73","191,279.21","307,436.11",,,,,,
