科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"15,448,209.33","20,999,332.66","25,544,857.83","8,016,429.49","15,930,763.51","24,506,669.28","34,583,959.13","11,758,711.31","24,503,938.31","36,502,617.19","46,562,877.90","12,623,336.89","24,669,818.88","38,058,721.26","52,036,430.26","15,424,036.21","31,725,318.27","51,175,208.88","70,579,767.82","21,513,425.82","42,755,733.27","63,748,791.72","86,477,290.48","23,702,638.78","48,954,081.95","76,378,499.92","122,864,949.58","54,732,653.50","117,323,886.13","179,126,174.78","241,411,248.28","69,707,269.63","133,918,358.49","196,818,691.64","261,331,777.20","83,547,747.73","149,201,699.50"
取得借款收到的现金,"7,700,000.00","23,900,000.00","26,500,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,"25,000,000.00","25,000,000.00",,,"41,000,000.00","55,000,000.00","20,000,000.00","60,000,000.00","115,000,000.00","135,000,000.00","60,000,000.00","176,000,000.00","271,300,000.00","367,300,000.00","106,351,354.32","257,651,587.41","322,170,134.86","455,228,458.54","132,333,498.02","254,245,390.46","455,524,720.81","410,373,725.98","132,903,843.44","203,165,786.67","299,524,007.23","304,492,051.47","39,028,248.20","109,028,248.20"
支付的各项税费,"15,689,310.39","23,958,362.88","25,993,420.06","6,461,921.59","13,143,640.56","19,797,667.85","25,146,268.60","5,370,958.28","11,017,382.18","16,490,310.73","21,723,935.90","6,064,439.88","10,805,689.03","17,635,447.88","23,407,948.92","8,613,636.56","17,700,657.51","25,825,176.96","33,283,973.35","8,527,764.40","23,149,568.98","35,061,658.46","50,567,126.58","12,489,099.00","38,145,032.43","56,332,601.05","89,294,841.87","23,266,414.18","59,300,727.00","100,532,922.65","119,925,347.53","44,238,844.08","75,291,318.92","99,017,260.91","128,247,400.27","43,709,838.50","92,187,813.24"
收到其他与筹资活动有关的现金,,"10,380,230.26",,,,,,,,,,,,,,"2,630.03",,,,,,,,,,,"61,831,711.06",,"30,674,611.39","30,674,611.39","180,883,411.39",,"2,796,745.33","2,796,745.33","72,796,745.33",,
支付其他与经营活动有关的现金,"8,241,162.75","15,161,975.73","18,466,604.66","3,724,767.59","12,030,339.24","29,639,675.65","33,666,216.61","10,084,474.27","21,029,237.77","28,781,950.85","31,833,012.11","8,872,524.65","18,158,462.21","27,532,222.32","32,850,756.01","14,907,132.59","29,666,360.53","102,410,431.06","40,838,402.05","14,925,846.68","46,268,701.92","45,673,218.25","48,846,209.45","24,256,548.67","38,075,675.02","60,799,156.09","192,876,266.71","58,417,578.75","223,391,872.53","309,355,533.57","227,370,139.51","7,605,005.27","65,837,713.77","111,151,920.83","98,832,506.50","32,471,148.68","99,939,083.52"
筹资活动现金流入小计,"7,700,000.00","34,280,230.26","26,500,000.00","472,962,000.00","472,962,000.00","472,962,000.00","472,962,000.00",,,"25,000,000.00","25,000,000.00",,,"41,000,000.00","57,000,000.00","20,502,630.03","60,500,000.00","122,300,000.00","159,300,000.00","60,000,000.00","177,000,000.00","272,300,000.00","368,300,000.00","106,351,354.32","257,651,587.41","322,170,134.86","698,260,159.15","132,333,498.02","284,920,001.85","486,199,332.20","591,257,137.37","132,903,843.44","205,962,532.00","302,320,752.56","377,288,796.80","39,028,248.20","109,028,248.20"
经营活动现金流出小计,"131,944,165.50","156,332,424.12","152,847,644.78","51,312,431.47","112,821,935.94","173,578,650.80","235,833,786.52","60,265,961.80","125,370,338.37","211,573,862.94","301,828,545.49","69,583,808.18","157,230,017.91","236,860,528.59","329,611,516.53","97,331,724.60","203,868,259.97","427,982,141.78","593,283,143.66","189,263,334.30","404,507,126.00","626,242,920.23","823,248,965.32","204,994,091.98","454,614,585.28","631,930,929.59","1,549,559,418.23","1,179,038,173.67","2,516,683,416.48","4,077,036,065.60","5,360,843,965.97","1,439,458,597.95","2,942,502,612.20","4,704,761,467.93","6,663,296,552.79","2,062,535,031.39","4,161,177,712.91"
偿还债务支付的现金,"7,350,000.00","14,700,000.00","31,300,000.00","4,000,000.00","24,500,000.00","24,500,000.00","24,500,000.00",,,,"25,000,000.00",,,,,"500,000.00","500,000.00","50,000,000.00","68,000,000.00","20,000,000.00","62,000,000.00","123,000,000.00","216,300,000.00","42,300,000.00","169,515,587.41","262,741,587.41","390,614,130.86","91,609,401.25","177,406,368.21","360,092,327.21","427,499,216.07","71,888,325.27","153,088,279.01","211,897,647.73","230,391,889.06","41,570,188.91","156,381,160.94"
经营活动产生的现金流量净额,"7,749,192.49","25,585,587.86","31,193,477.60","-3,056,309.77","-15,138,443.98","-25,330,489.94","-10,530,809.06","-11,870,280.54","-21,591,332.78","-21,544,033.06","-21,691,117.05","-2,570,145.80","-13,292,069.43","-20,196,086.93","-49,773,529.01","-21,844,200.09","-38,117,073.63","-52,625,858.32","-63,162,765.93","-24,316,247.51","-46,543,403.63","-68,531,643.08","-79,757,999.01","-28,291,271.99","32,777,772.24","56,492,389.40","10,989,402.96","43,164,877.10","102,378,445.11","138,394,358.40","117,903,180.46","7,529,193.46","149,295,851.96","154,713,898.40","117,275,666.12","-13,481,640.97","-32,405,302.00"
分配股利、利润或偿还利息支付的现金,"1,488,492.75","26,828,904.02","1,587,652.44","326,152.00","449,904.50","449,904.50","449,904.50",,"18,097,700.94","18,163,300.94","20,255,800.00",,"10,050,000.00","10,176,000.00","11,011,564.85","757,700.00","5,236,041.74","14,020,700.57","16,340,513.20","2,382,109.29","15,524,949.94","19,655,097.56","25,928,108.33","4,544,446.41","13,667,038.01","22,300,399.08","30,530,188.63","6,252,221.74","17,832,040.30","24,299,661.38","29,039,532.43","5,971,276.54","27,117,275.56","33,071,643.20","41,845,301.84","5,326,026.39","10,438,806.43"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"6,070,900.00",,,,,,,,,,"10,000,000.00","10,000,000.00",,,,"50,000.00","50,000.00",,
支付其他与筹资活动有关的现金,,,,"3,790,647.08","9,570,000.00","9,650,000.00","14,179,586.79",,,,,,,,,,,,,,,"118,654.00",,,,,,"281,329.16",,,"49,557,200.19","922,767.77","1,077,570.99","1,715,570.99","22,790,000.00","622,572.16","761,073.25"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,760.00","18,760.00",,,,,,,
筹资活动现金流出小计,"8,838,492.75","41,528,904.02","32,887,652.44","8,116,799.08","34,519,904.50","34,599,904.50","39,129,491.29",,"18,097,700.94","18,163,300.94","45,255,800.00",,"10,050,000.00","10,176,000.00","11,011,564.85","1,257,700.00","5,736,041.74","64,020,700.57","84,340,513.20","22,382,109.29","77,524,949.94","142,773,751.56","242,228,108.33","46,844,446.41","183,182,625.42","285,041,986.49","421,144,319.49","98,142,952.15","195,238,408.51","384,391,988.59","506,095,948.69","78,782,369.58","181,283,125.56","246,684,861.92","295,027,190.90","47,518,787.46","167,581,040.62"
处置固定资产、无形资产和其他长期资产收回的现金净额,"111,396.08","756,451.37","129,265.00","8,000.00","9,870.00","112,071.87","189,561.61",,"36,769.24","52,969.24","153,769.24","92,501.12","141,401.12","207,551.12","324,400.00","137,361.54","580,453.45","1,008,858.93","1,062,269.88","42,560.71","134,343.82","760,963.05","814,123.82","36,335.00","56,519.00","63,059.00","287,873.66","178,680.00","304,807.59","357,858.98","761,904.66","235,400.00","390,142.22","841,107.22","1,722,979.22","119,950.00","292,750.00"
筹资活动产生的现金流量净额,"-1,138,492.75","-7,248,673.76","-6,387,652.44","464,845,200.92","438,442,095.50","438,362,095.50","433,832,508.71",,"-18,097,700.94","6,836,699.06","-20,255,800.00",,"-10,050,000.00","30,824,000.00","45,988,435.15","19,244,930.03","54,763,958.26","58,279,299.43","74,959,486.80","37,617,890.71","99,475,050.06","129,526,248.44","126,071,891.67","59,506,907.91","74,468,961.99","37,128,148.37","277,115,839.66","34,190,545.87","89,681,593.34","101,807,343.61","85,161,188.68","54,121,473.86","24,679,406.44","55,635,890.64","82,261,605.90","-8,490,539.26","-58,552,792.42"
处置子公司及其他营业单位收到的现金净额,,"150,000.00",,,,,,,,,,,,,,,,"6,070,900.00",,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,"190,270.42","-1,267.74",,,"-7,368.64",,,,"-11,636.42",,,,"-1,171.00","-32,094.25","33,081.06","-32,106.51","-114,145.15","393,969.06","484,918.06","902,577.46","846,946.55","108,624.88","182,185.69","254,376.00","1,030,536.35","-165,203.17","-251,018.91","-819,126.26","-969,828.66","-540,823.00","-31,503.23"
收到其他与投资活动有关的现金,,,,,,,,,,,"29,493,752.46",,"4,705,960.82","6,335,960.82","1,630,000.00",,"3,024,551.21","2,197,824.02","15,785,500.00",,,,"1,626,710.50",,"500,000.00",,"6,500.00",,,,"45,668,421.37",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"111,396.08","906,451.37","129,265.00","8,000.00","9,870.00","112,071.87","189,561.61",,"36,769.24","52,969.24","29,647,521.70","92,501.12","4,847,361.94","6,543,511.94","1,954,400.00","137,361.54","3,605,004.66","9,277,582.95","22,918,669.88","42,560.71","134,343.82","760,963.05","2,440,834.32","36,335.00","556,519.00","63,059.00","294,373.66","178,680.00","10,323,567.59","10,376,618.98","46,430,326.03","235,400.00","390,142.22","891,107.22","1,772,979.22","119,950.00","292,750.00"
五、现金及现金等价物净增加额,"2,357,849.86","-432,483.62","19,813,731.68","461,319,259.85","421,639,391.18","396,377,812.41","388,168,448.87","-21,627,098.86","-62,317,761.63","-66,198,150.71","-90,565,950.64","-41,121,002.92","-73,141,678.49","-52,461,600.15","-79,005,655.49","-18,990,810.17","-61,873,084.93","-98,730,201.30","-107,380,047.76","-2,255,119.32","19,432,972.05","12,282,792.99","-75,659,909.38","25,051,189.28","19,990,170.65","2,964,388.93","49,032,072.96","67,537,309.04","67,308,386.05","119,338,392.04","114,884,776.74","59,214,392.74","79,557,711.66","75,438,577.11","62,316,723.77","-24,075,841.67","-93,273,274.18"
购建固定资产、无形资产和其他长期资产支付的现金,"3,580,729.13","13,875,849.09","5,061,109.79","477,631.30","1,674,130.34","16,765,865.02","20,883,082.81","9,755,550.58","22,665,497.15","49,543,784.95","62,198,852.89","12,843,358.24","28,206,971.00","39,193,025.16","51,429,286.03","16,528,901.65","38,924,974.22","65,543,925.36","91,581,518.72","15,567,228.98","33,666,099.26","46,920,592.81","53,319,784.11","5,414,694.70","11,900,706.26","15,308,255.83","33,198,353.68","10,105,418.81","19,242,521.00","22,479,420.27","26,575,570.10","2,506,471.41","5,836,670.05","8,383,192.89","11,423,698.81","1,682,788.44","2,576,426.53"
期初现金及现金等价物余额,"6,979,877.01","9,337,726.87","8,905,243.25","28,718,974.93","28,718,974.93","28,718,974.93","28,718,974.93","416,887,423.80","416,887,423.80","416,887,423.80","416,887,423.80","326,321,473.16","326,321,473.16","326,321,473.16","326,321,473.16","247,315,817.67","247,315,817.67","247,315,817.67","247,315,817.67","139,935,769.91","139,935,769.91","139,935,769.91","139,935,769.91","73,061,254.97","64,275,860.53","64,275,860.53","64,275,860.53","113,307,933.49","113,307,933.49","148,307,861.34","113,307,933.49","228,194,772.61","228,192,710.23","228,192,710.23","228,192,710.23","291,009,434.00","290,509,434.00"
投资支付的现金,"522,000.00","5,800,000.00","60,248.69",,,,,,,"2,000,001.00","2,000,000.00","25,800,000.00","26,440,000.00","30,440,000.00",,,"43,200,000.00","48,000,000.00",,,,,"47,300,000.00",,"36,600,000.00","36,600,000.00","27,118,867.91",,,,"50,000.00",,"88,720,000.00","126,600,000.00",,,
期末现金及现金等价物余额,"9,337,726.87","8,905,243.25","28,718,974.93","490,038,234.78","450,358,366.11","425,096,787.34","416,887,423.80","395,260,324.94","354,569,662.17","350,689,273.09","326,321,473.16","285,200,470.24","253,179,794.67","273,859,873.01","247,315,817.67","228,325,007.50","185,442,732.74","148,585,616.37","139,935,769.91","137,680,650.59","159,368,741.96","152,218,562.90","64,275,860.53","98,112,444.25","84,266,031.18","67,240,249.46","113,307,933.49","180,845,242.53","180,616,319.54","267,646,253.38","228,192,710.23","287,409,165.35","307,750,421.89","303,631,287.34","290,509,434.00","266,933,592.33","197,236,159.82"
