科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"138,497,103.52","180,005,402.63","181,954,896.21","47,962,796.55","95,623,484.96","142,845,498.97","217,430,603.05","45,412,973.35","96,867,498.68","172,823,329.77","263,060,916.19","58,846,217.73","135,905,076.45","204,634,936.64","267,704,272.69","73,433,454.19","156,222,754.00","303,663,152.66","520,166,265.89","162,791,380.07","349,391,965.84","548,691,544.60","734,522,110.93","173,814,067.74","478,829,851.32","679,594,268.25","1,548,522,814.33","1,062,636,752.55","2,452,265,747.16","3,995,868,257.44","5,459,380,438.18","1,281,847,992.80","2,980,366,425.57","4,750,202,059.79","6,738,905,858.06","1,873,795,690.92","4,012,710,262.38"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"25,094,039.18",,,,"44,975,448.79",,,"2,520,076.10","22,515,707.10","1,180,056.00","39,194,661.56","39,110,896.65","144,897,268.28",,"109,014,884.68","109,014,884.68","62,214,884.68",,,,,,
收到的税费返还,"50,436.11","24,555.56",,,,,,"22,186.39","22,378.72","22,378.72","22,378.72",,,,"2,519.38",,"63,628.01","63,628.01","63,628.01",,,,,"457,537.72","1,091,670.04","4,696,797.90","4,842,192.84","202,745.79","5,230,654.09","9,873,740.29","11,536,559.67","2,428,432.72","4,948,863.86","8,625,384.42","10,611,974.98","6,941,613.29","11,896,769.52"
支付其他与投资活动有关的现金,"261,516.83",,,,,,"14,630,000.00",,,,"14,060,333.76",,,,"640,000.00",,,"117,300.00","5,537,300.00",,,,"1,165,000.00",,"602,632.82","602,632.82","35,000,000.00",,"7,000,000.00",,"46,800,000.00",,,,"126,600,000.00",,
收到其他与经营活动有关的现金,"1,145,818.36","1,888,053.79","2,086,226.17","293,325.15","2,060,007.00","5,402,661.89","7,872,374.41","2,960,521.52","6,889,128.19","17,184,121.39","17,054,133.53","8,167,444.65","8,032,872.03","12,029,505.02","12,131,195.45","2,054,070.32","9,464,804.33","71,629,502.79","9,890,483.83","2,155,706.72","8,571,756.53","9,019,732.55","8,968,855.38","2,431,214.53","7,470,836.16","4,132,252.84","7,183,814.02","159,363,552.43","161,565,460.34","209,688,426.27","7,830,148.58","162,711,365.89","106,483,174.73","100,647,922.12","31,054,385.87","168,316,086.21","104,165,379.01"
投资活动现金流出小计,"4,364,245.96","19,675,849.09","5,121,358.48","477,631.30","1,674,130.34","16,765,865.02","35,513,082.81","9,755,550.58","22,665,497.15","51,543,785.95","78,259,186.65","38,643,358.24","54,646,971.00","69,633,025.16","77,163,325.21","16,528,901.65","82,124,974.22","113,661,225.36","142,094,267.51","15,567,228.98","33,666,099.26","49,440,668.91","124,300,491.21","6,594,750.70","88,298,000.64","91,621,785.30","240,214,489.87","10,105,418.81","135,257,405.68","131,494,304.95","135,640,454.78","2,506,471.41","94,556,670.05","134,983,192.89","138,023,698.81","1,682,788.44","2,576,426.53"
经营活动现金流入小计,"139,693,357.99","181,918,011.98","184,041,122.38","48,256,121.70","97,683,491.96","148,248,160.86","225,302,977.46","48,395,681.26","103,779,005.59","190,029,829.88","280,137,428.44","67,013,662.38","143,937,948.48","216,664,441.66","279,837,987.52","75,487,524.51","165,751,186.34","375,356,283.46","530,120,377.73","164,947,086.79","357,963,722.37","557,711,277.15","743,490,966.31","176,702,819.99","487,392,357.52","688,423,318.99","1,560,548,821.19","1,222,203,050.77","2,619,061,861.59","4,215,430,424.00","5,478,747,146.43","1,446,987,791.41","3,091,798,464.16","4,859,475,366.33","6,780,572,218.91","2,049,053,390.42","4,128,772,410.91"
投资活动产生的现金流量净额,"-4,252,849.88","-18,769,397.72","-4,992,093.48","-469,631.30","-1,664,260.34","-16,653,793.15","-35,323,521.20","-9,755,550.58","-22,628,727.91","-51,490,816.71","-48,611,664.95","-38,550,857.12","-49,799,609.06","-63,089,513.22","-75,208,925.21","-16,391,540.11","-78,519,969.56","-104,383,642.41","-119,175,597.63","-15,524,668.27","-33,531,755.44","-48,679,705.86","-121,859,656.89","-6,558,415.70","-87,741,481.64","-91,558,726.30","-239,920,116.21","-9,926,738.81","-124,933,838.09","-121,117,685.97","-89,210,128.75","-2,271,071.41","-94,166,527.83","-134,092,085.67","-136,250,719.59","-1,562,838.44","-2,283,676.53"
购买商品、接受劳务支付的现金,"92,565,483.03","96,212,752.85","82,842,762.23","33,109,312.80","71,717,192.63","99,634,638.02","142,437,342.18","33,051,817.94","68,819,780.11","129,798,984.17","201,708,719.58","42,023,506.76","103,596,047.79","153,634,137.13","221,316,381.34","58,386,919.24","124,775,923.66","248,571,324.88","448,581,000.44","144,296,297.40","292,333,121.83","481,759,251.80","637,358,338.81","144,545,805.53","329,439,795.88","438,420,672.53","1,144,523,360.07","1,042,621,527.24","2,116,666,930.82","3,488,021,434.60","4,772,137,230.65","1,317,907,478.97","2,667,455,221.02","4,297,773,594.55","6,174,884,868.82","1,902,806,296.48","3,819,849,116.65"
吸收投资收到的现金,,,,"470,962,000.00","470,962,000.00","470,962,000.00","470,962,000.00",,,,,,,,"2,000,000.00","500,000.00","500,000.00","7,300,000.00","24,300,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,,,"181,199,989.55",,,,,,,,,,
