科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"117,005,697.28","202,284,809.86","119,155,808.89","188,842,312.99","264,770,488.55","63,673,546.36","146,178,826.44","238,545,671.43","350,149,861.96","92,503,846.00","214,787,283.19","346,826,181.58","496,134,069.63","113,560,929.51","256,333,996.63","418,999,195.18","613,425,703.10","151,096,652.99","345,461,418.17","553,708,385.23","805,122,479.74","172,920,353.80","386,748,611.37","623,563,903.46","973,124,124.27","235,689,125.03","513,001,142.27","836,638,126.70","1,282,017,386.30","276,821,319.14","635,791,370.91","1,060,186,928.71","1,705,038,524.85","378,521,837.55","860,040,876.88","1,396,555,680.94","2,146,747,302.09","450,287,324.51"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"9,109,441.61",,,,"1,446,390.41","850,500.00","850,500.00","1,624,455.00","1,624,455.00","5,471,017.40","5,397,405.09","5,471,017.40","7,495,793.60","27,468,328.11","37,102,060.84","43,086,535.84","43,595,034.15","26,668,602.48","30,602,465.28","41,888,570.60","51,917,651.39","49,739,973.81","42,930,720.05","91,950,827.07","93,960,920.62","2,519,783.70","5,568,783.70","5,918,784.55","4,016,520.33","225,000.00"
收到的税费返还,"162,465.28",,,,,,,"72,114.00",,,,,,,,,,"13,920.85","28,260.08","75,981.36",,"19,315.78","21,550.30","35,069.00",,"19,507.87","43,829.96","57,751.85",,190.61,"1,541.09","34,617.38","954,297.73","12,087.40","16,051.36","21,612.52","1,787,771.86","13,398.82"
支付其他与投资活动有关的现金,"18,000,000.00","2,156,700.00","1,000,000.00",,,,,"360,000.00","360,000.00",,,,,,,,,"9,725,756.35",,"15,375,267.74","1,244,633.86","1,384,451.50","3,055,562.50","3,055,472.20","34,401,081.49",,,,"11,907,159.85","8,164,410.58",,"935,040,146.34","451,250,685.77","230,000,000.00","350,000,000.00","500,000,000.00","1,368,175,905.17","24,758,899.57"
收到其他与经营活动有关的现金,"10,191,248.62","7,480,963.19","5,537,131.93","7,752,040.63","7,733,129.20","1,048,741.77","5,077,611.60","10,562,850.24","8,994,679.66","4,147,907.10","6,276,222.53","18,937,366.05","17,270,654.81","7,450,619.03","12,983,382.47","23,019,111.06","69,006,463.03","3,267,426.79","12,198,874.81","16,564,317.30","43,843,605.16","8,873,707.08","14,874,183.99","42,170,202.85","81,190,343.20","33,795,467.80","27,834,378.08","36,137,032.52","59,465,073.18","28,894,411.21","50,435,424.78","84,847,411.46","63,435,058.07","15,593,260.15","57,584,549.40","67,498,561.91","180,883,379.90","28,876,394.44"
投资活动现金流出小计,"48,760,727.44","68,987,870.16","13,228,848.20","26,311,703.83","40,832,068.37","9,514,088.60","42,459,043.44","62,247,741.81","98,539,092.47","15,635,350.71","41,562,850.20","72,290,703.96","103,699,918.60","43,256,642.23","83,482,640.62","136,411,462.46","174,482,900.05","56,011,749.45","95,969,102.46","156,349,993.19","212,650,936.29","61,621,703.76","129,975,502.67","217,483,717.66","363,065,575.68","106,446,245.74","176,230,406.31","260,227,154.71","378,869,065.72","123,360,391.48","191,007,702.11","1,271,292,541.18","966,374,156.48","336,475,873.93","620,505,595.11","974,609,570.24","2,053,254,841.92","193,134,056.70"
经营活动现金流入小计,"127,359,411.18","209,765,773.05","124,692,940.82","196,594,353.62","272,503,617.75","64,722,288.13","151,256,438.04","249,180,635.67","359,144,541.62","96,651,753.10","221,063,505.72","365,763,547.63","513,404,724.44","121,011,548.54","269,317,379.10","442,018,306.24","682,432,166.13","154,378,000.63","357,688,553.06","570,348,683.89","848,966,084.90","181,813,376.66","401,644,345.66","665,769,175.31","1,054,314,467.47","269,504,100.70","540,879,350.31","872,832,911.07","1,341,482,459.48","305,715,920.96","686,228,336.78","1,145,068,957.55","1,769,427,880.65","394,127,185.10","917,641,477.64","1,464,075,855.37","2,329,418,453.85","479,177,117.77"
投资活动产生的现金流量净额,"-48,759,787.44","-55,945,970.16","-11,226,379.02","-24,308,634.65","-38,810,477.43","-9,214,088.60","-42,158,886.40","-61,711,784.77","-84,601,269.86","-12,434,857.70","-37,499,946.97","-66,787,015.21","-98,437,277.10","-41,700,361.29","-80,103,899.29","-131,571,164.16","-81,289,013.45","-50,834,246.65","-78,333,431.26","-147,787,286.38","-200,709,393.90","-57,330,566.19","-27,885,164.10","-151,330,773.65","-264,472,620.60","-25,385,711.70","-74,441,014.66","-155,916,385.46","-147,813,844.85","-122,941,651.17","-149,345,045.16","-1,267,756,608.95","-958,851,688.96","-265,427,542.31","-336,136,997.83","-560,902,056.81","-759,155,891.15","-182,721,182.81"
购买商品、接受劳务支付的现金,"14,274,431.74","38,086,026.31","16,765,967.70","28,383,042.29","27,928,792.18","12,029,873.56","25,066,528.74","38,835,707.70","58,682,577.73","16,097,154.42","37,137,725.78","57,168,451.95","79,543,242.01","13,424,414.72","33,387,034.69","59,558,411.69","110,249,424.74","22,896,358.11","54,739,107.26","89,473,494.04","143,460,222.12","25,448,290.77","67,958,637.42","120,542,589.27","199,708,980.31","61,221,649.17","118,547,646.06","193,795,363.00","269,397,842.79","80,593,657.90","178,041,715.29","297,591,539.44","415,373,258.62","101,539,290.43","223,343,084.81","377,739,689.70","623,934,367.25","122,619,641.78"
吸收投资收到的现金,"3,351,700.00",,,,"520,724,800.00",,"750,000.00","750,000.00","750,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,,"11,043,810.25","13,529,890.00","13,529,890.00",,"6,867,816.50","12,168,959.50","49,126,436.75","119,209.00","13,564,541.45","14,558,745.50","16,618,751.41","46,468.59","925,468.59","908,929,882.22","923,336,657.61","640,000.00","5,458,300.00","6,717,300.00","9,648,391.29",
支付给职工以及为职工支付的现金,"31,719,227.50","56,006,805.52","33,672,589.99","52,548,658.80","69,388,255.44","18,704,872.55","51,849,437.31","77,957,256.33","107,409,749.30","33,910,468.70","79,269,100.81","119,750,960.38","167,844,717.78","49,954,602.29","108,353,151.34","162,552,131.64","220,415,750.49","65,012,197.42","140,146,139.52","209,419,443.16","280,571,966.12","85,206,042.43","184,205,410.40","274,806,661.53","370,627,041.11","124,268,001.58","251,526,877.77","375,202,874.02","501,074,500.15","157,508,265.44","320,093,035.79","474,623,110.04","653,751,364.03","212,391,738.55","406,433,725.92","617,668,403.68","807,355,620.42","264,387,150.36"
取得借款收到的现金,"14,797,479.70","54,800,000.00","10,000,000.00","10,000,000.00","16,000,000.00","73,000,000.00","73,000,000.00","73,000,000.00","73,000,000.00",,,,"2,000,000.00",,"3,416,605.62","6,919,621.18","12,068,267.04","5,024,260.58","22,049,510.57","30,046,669.42","35,077,425.42","8,400,000.00","8,400,000.00","8,400,000.00","8,400,000.00","13,100,000.00","68,100,000.00","118,100,000.00","188,100,000.00",,"118,400,000.00","183,400,000.00","253,400,000.00","15,000,000.00","279,690,000.00","409,690,000.00","481,690,000.00","138,495,045.35"
支付的各项税费,"8,566,475.36","14,790,312.77","9,169,831.26","16,425,168.96","29,371,911.98","5,626,967.34","12,761,873.84","21,700,160.94","47,710,702.39","7,078,778.02","20,567,715.80","33,698,849.94","43,514,478.36","14,616,598.62","22,724,636.57","37,359,369.30","52,163,218.12","10,764,657.59","20,839,102.86","32,880,022.78","48,771,440.18","17,187,334.61","27,355,081.48","41,185,225.04","59,627,278.19","25,185,638.96","41,318,820.10","58,066,118.15","68,596,922.70","35,699,183.18","53,636,075.14","60,664,536.02","84,489,988.92","31,058,937.31","51,582,830.89","75,352,771.93","112,712,798.98","31,053,468.58"
收到其他与筹资活动有关的现金,,,,"2,000,000.00","13,654,559.35","33,559.72","1,195,059.83","1,893,934.49",,,,,,,,,,,,,,,,,,,,,,,,,"700,000.00",,"19,201,545.57",,,
支付其他与经营活动有关的现金,"22,539,173.14","59,914,958.72","20,277,932.66","32,630,316.37","58,530,779.09","16,460,431.78","31,190,008.54","49,720,645.98","54,520,785.33","23,220,376.66","46,237,528.48","77,412,409.92","87,752,143.42","32,135,573.03","57,827,676.39","92,109,567.07","141,124,336.00","29,618,555.61","61,790,880.76","134,174,546.54","138,641,670.92","42,608,703.62","76,413,442.84","130,521,603.87","172,561,372.79","59,186,644.25","100,520,297.67","158,120,899.99","225,042,306.66","81,647,512.31","132,551,953.00","221,375,105.91","252,727,328.13","72,418,878.06","166,139,471.05","252,960,998.27","436,103,993.07","111,472,069.54"
筹资活动现金流入小计,"18,149,179.70","54,800,000.00","10,000,000.00","12,000,000.00","550,379,359.35","73,033,559.72","74,945,059.83","75,643,934.49","73,750,000.00","5,000,000.00","5,000,000.00","5,000,000.00","7,000,000.00",,"3,416,605.62","6,919,621.18","12,068,267.04","5,024,260.58","33,093,320.82","43,576,559.42","48,607,315.42","8,400,000.00","15,267,816.50","20,568,959.50","57,526,436.75","13,219,209.00","81,664,541.45","132,658,745.50","204,718,751.41","46,468.59","119,325,468.59","1,092,329,882.22","1,177,436,657.61","15,640,000.00","304,349,845.57","416,407,300.00","491,338,391.29","138,495,045.35"
经营活动现金流出小计,"77,099,307.74","168,798,103.32","79,886,321.61","129,987,186.42","185,219,738.69","52,822,145.23","120,867,848.43","188,213,770.95","268,323,814.75","80,306,777.80","183,212,070.87","288,030,672.19","378,654,581.57","110,131,188.66","222,292,498.99","351,579,479.70","523,952,729.35","128,291,768.73","277,515,230.40","465,947,506.52","611,445,299.34","170,450,371.43","355,932,572.14","567,056,079.71","802,524,672.40","269,861,933.96","511,913,641.60","785,185,255.16","1,064,111,572.30","355,448,618.83","684,322,779.22","1,054,254,291.41","1,406,341,939.70","417,408,844.35","847,499,112.67","1,323,721,863.58","1,980,106,779.72","529,532,330.26"
偿还债务支付的现金,,"19,220,000.00","27,825,000.00","45,044,512.41","48,377,479.70","76,000,000.00","80,000,000.00","80,000,000.00","85,000,000.00",,,"2,000,000.00","8,000,000.00",,,"2,000,000.00","2,000,000.00",,,,,,"8,114,936.46","8,114,936.46","18,114,936.46","3,000,000.00","26,127,500.00","29,255,000.00","89,382,500.00","227,500.00","62,785,756.00","62,913,256.00","150,040,756.00","10,127,500.00","121,655,000.00","212,000,884.13","293,257,450.47","35,362,381.86"
经营活动产生的现金流量净额,"50,260,103.44","40,967,669.73","44,806,619.21","66,607,167.20","87,283,879.06","11,900,142.90","30,388,589.61","60,966,864.72","90,820,726.87","16,344,975.30","37,851,434.85","77,732,875.44","134,750,142.87","10,880,359.88","47,024,880.11","90,438,826.54","158,479,436.78","26,086,231.90","80,173,322.66","104,401,177.37","237,520,785.56","11,363,005.23","45,711,773.52","98,713,095.60","251,789,795.07","-357,833.26","28,965,708.71","87,647,655.91","277,370,887.18","-49,732,697.87","1,905,557.56","90,814,666.14","363,085,940.95","-23,281,659.25","70,142,364.97","140,353,991.79","349,311,674.13","-50,355,212.49"
分配股利、利润或偿还利息支付的现金,"373,084.38","8,103,096.81","1,790,584.92","1,180,106.64","1,491,378.03","201,042.50","41,100,202.50","41,100,202.50","41,100,397.49","222,200.00","37,018,700.00","37,018,700.00","37,027,860.19",,"36,874,919.75","53,596,858.93","55,580,625.60","235,340.08","37,410,622.25","38,022,605.81","38,730,501.95","183,788.30","37,951,140.60","38,964,295.47","40,430,224.76","1,937,303.24","41,299,675.06","44,028,650.82","45,600,774.51","1,721,027.64","42,076,208.07","45,107,389.60","48,336,755.66","3,828,955.57","48,432,029.00","53,772,592.76","59,408,723.33","4,139,050.66"
收回投资收到的现金,,,,,,,,,"6,500,000.00","2,400,000.00","2,400,000.00","2,700,000.00","300,000.00",,,,,"432,000.00","432,000.00","432,000.00","305,033.40",,,"187,500.00","187,500.00","20,207,200.00","20,207,200.00","20,207,200.00","20,207,200.00",,,,"1,961,537.47",,,"9,904,200.00","2,000,000.00",
支付其他与筹资活动有关的现金,,,,,"5,087,761.60","120,862.88","201,627.61","208,085.36",,,"90,799.83","90,799.83",,,"33,756.83","49,221.96",,,,,,"313,546.50","2,296,860.41","2,810,309.01","10,103,475.00",,,,"2,322,887.80","25,294.41","25,294.41","25,294.41","15,628,821.95",,,"50,000.00","1,126,316.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,822.35",,,,"330,000.00",,"3,023,561.64","6,895,359.11","13,509,113.38","8,064,500.00"
筹资活动现金流出小计,"373,084.38","27,323,096.81","29,615,584.92","46,224,619.05","54,956,619.33","76,321,905.38","121,301,830.11","121,308,287.86","126,100,397.49","222,200.00","37,109,499.83","39,109,499.83","45,027,860.19",,"36,908,676.58","55,646,080.89","57,580,625.60","235,340.08","37,410,622.25","38,022,605.81","38,730,501.95","497,334.80","48,362,937.47","49,889,540.94","68,648,636.22","4,937,303.24","67,427,175.06","73,283,650.82","137,306,162.31","1,973,822.05","104,887,258.48","108,045,940.01","214,006,333.61","13,956,455.57","170,087,029.00","265,823,476.89","353,792,489.80","39,501,432.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,940.00,"41,900.00","2,002,469.18","2,003,069.18","2,021,590.94",,157.04,157.04,,"2,495.00","64,495.00","64,495.00","466,171.90","78,295.00","154,445.00","224,471.30","313,476.06",16.15,"132,289.81","198,794.74","851,561.30","217,490.00","370,890.00","630,499.50","1,340,850.30","8,802.03","9,385.33","39,310.77","480,693.25","13,852.50","70,583.90","140,208.90","479,547.79","16,570.00","22,136.84","133,566.84","1,040,719.81","12,571.28"
