科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"107,977,471.12","207,260,823.70","282,154,743.99","196,172,938.11","296,810,924.20","373,536,975.94","117,511,149.44","238,297,683.15","353,612,627.24","503,813,573.81","128,821,334.40","293,136,820.50","444,570,220.35","716,282,597.60","198,246,701.93","456,311,764.42","693,661,742.65","987,658,378.92","193,507,051.60","375,410,724.86","497,289,700.49","570,605,957.41","147,759,237.48","938,794,626.45","2,366,398,923.97","4,323,640,737.83","1,004,048,625.53","2,246,020,156.14","3,807,789,750.11","6,069,735,124.92","3,584,235,437.98","3,888,326,252.15","4,639,293,167.74","10,873,346,692.37","2,231,715,679.02","6,419,493,653.23","10,434,202,807.05","13,349,885,336.85","2,492,940,124.21"
取得子公司及其他营业单位支付的现金净额,,,,,,,"19,568,000.00","35,628,000.00","19,568,000.00","21,384,814.11",,,,"2,479,969.05",,"2,198,000.00","2,198,000.00",,,"36,622,846.06","27,622,846.06","44,622,846.06",,"640,189.51","300,909,989.51","2,999,501.16",,,"798,494,123.72","1,470,454,649.68",,"22,001,308.64","22,001,308.64","13,201,308.64",,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,"328,484.47","8,937,373.15","5,848,634.99","1,733,514.63","2,838,588.61","4,162,004.27","67,892,030.58","186,720.35","58,088.69","58,087.23",,"541,128.81"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,452.00,,"1,000,000.00","2,089,200.00",,,"375,414,122.40","1,674,258,635.98",,,,"62,424,470.08","4,231,738.78","28,978.53","498,388.60","5,405,367.15","729,253.34"
收到其他与经营活动有关的现金,"1,024,056.78","6,236,932.60","7,388,009.06","3,942,031.72","4,196,564.32","10,198,437.60","2,913,056.28","6,681,443.69","8,268,987.53","279,096,289.54","5,955,010.88","20,672,384.71","31,487,885.51","21,931,504.66","31,942,536.73","6,892,855.37","42,840,681.25","39,598,078.96","11,551,652.13","12,504,069.16","53,573,387.06","30,792,102.33","4,167,149.80","17,255,864.69","46,556,638.69","33,609,570.50","14,935,173.27","957,547,489.48","474,353,073.44","732,538,170.71","217,219,799.86","227,004,466.76","361,924,207.72","699,448,202.62","366,402,688.01","365,740,322.58","454,977,830.02","357,389,167.55","482,177,900.49"
投资活动现金流出小计,"22,289,255.26","30,805,143.42","50,807,408.93","30,667,585.94","31,509,898.45","84,999,214.49","38,183,338.36","117,930,417.62","147,554,490.38","278,565,840.07","2,726,894.90","6,371,400.57","55,387,206.92","243,784,478.55","29,541,076.36","56,584,084.66","103,948,399.61","371,458,556.12","94,920,545.25","6,068,912,913.07","12,743,001,211.99","18,929,162,549.23","2,950,978,877.34","7,196,002,505.15","12,388,465,930.07","15,629,878,793.75","3,114,134,697.85","5,155,127,353.94","10,592,373,210.68","11,525,011,191.14","2,426,630,802.76","4,221,681,438.02","7,668,238,374.53","8,324,728,830.19","1,001,035,991.15","2,357,115,446.42","3,094,896,557.08","2,691,147,158.59","53,629,127.50"
经营活动现金流入小计,"109,001,527.90","213,497,756.30","289,542,753.05","200,114,969.83","301,007,488.52","383,735,413.54","120,424,205.72","244,979,126.84","361,881,614.77","782,909,863.35","134,776,345.28","313,809,205.21","476,058,105.86","738,214,102.26","230,189,238.66","463,204,619.79","736,502,423.90","1,027,256,457.88","205,058,703.73","387,914,794.02","550,863,087.55","601,398,059.74","151,926,387.28","956,050,491.14","2,412,955,562.66","4,357,250,308.33","1,018,983,798.80","3,203,896,130.09","4,291,080,196.70","6,808,121,930.62","3,803,188,752.47","4,118,169,307.52","5,005,379,379.73","11,640,686,925.57","2,598,305,087.38","6,785,292,064.50","10,889,238,724.30","13,707,274,504.40","2,975,659,153.51"
投资活动产生的现金流量净额,"-21,600,255.26","-30,149,943.42","-50,657,408.93","-29,698,745.94","-30,541,058.45","-83,595,774.49","-38,183,338.36","-117,850,417.62","-147,432,770.38","-278,190,961.07","-2,142,694.90","-5,280,832.57","-53,114,578.92","-240,770,848.23","-29,271,080.36","-55,201,490.83","-93,975,432.18","-149,225,350.13","-50,721,267.00","-700,450,900.37","-3,673,078,962.20","-2,268,817,332.08","-640,943,440.26","324,492,243.21","-3,055,196,140.72","-3,428,197,146.54","-443,979,630.29","543,496,682.58","-2,258,859,035.13","-2,740,818,926.18","400,975,247.73","379,598,073.71","1,788,996,720.42","4,005,862,852.02","-215,127,968.61","-3,076,324.10","577,254,983.08","408,953,224.80","181,407,637.54"
购买商品、接受劳务支付的现金,"94,068,003.10","180,329,254.24","247,238,249.61","158,696,209.32","251,803,951.44","345,046,478.40","155,454,050.02","260,612,211.23","351,094,340.12","448,885,105.05","93,349,173.47","232,671,379.45","404,361,027.29","623,701,965.57","168,912,252.80","397,336,178.26","631,765,099.52","867,711,028.16","268,162,899.06","494,733,368.42","601,035,553.23","726,872,148.66","182,883,045.75","798,696,127.33","2,346,606,890.16","4,109,248,710.60","982,591,020.88","2,545,427,747.37","3,704,977,485.32","6,093,976,180.65","3,801,359,066.81","4,156,769,595.72","5,776,737,516.78","11,434,104,063.75","2,181,830,041.53","6,188,330,626.20","10,183,045,851.88","12,609,211,626.97","2,602,629,758.07"
吸收投资收到的现金,"13,800,000.00","1,200,000.00","39,000,000.00",,,"573,970,000.00",,,,,,,,,,,,,"4,969,994,400.00","4,969,994,400.00","4,969,994,400.00","4,969,994,400.00",,,,,,"47,500,000.00","988,409,856.94","47,500,000.00",,,"114,400,273.26","9,800,000.00",,,"7,823,342.51",,
