科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"14,726,709.10","26,507,536.22","50,248,560.26","16,875,465.50","36,897,691.05","60,186,842.73","81,251,535.28","31,142,991.18","50,888,496.34","67,021,200.89","80,977,148.92","33,106,389.94","53,862,533.25","71,798,516.23","96,839,654.71","38,209,481.28","63,837,481.12","89,152,472.84","131,598,536.37","42,422,870.08","67,240,980.76","104,525,709.40","137,974,928.36","51,090,426.71","75,384,193.72","114,986,769.37","169,070,158.15","61,937,500.86","98,068,840.11","134,300,670.34","189,797,278.57","59,785,063.49","94,058,337.73","119,180,482.62","162,738,467.62","43,148,229.28","68,900,778.42","98,249,625.99","133,763,840.85","49,647,647.59","83,565,998.41","114,083,221.11","148,084,759.02","61,404,853.87","102,142,126.23"
取得借款收到的现金,"38,500,000.00","56,900,000.00","98,200,000.00","131,000,000.00","153,300,000.00","218,300,000.00","238,300,000.00","20,000,000.00","34,000,000.00","54,000,000.00","68,000,000.00","35,000,000.00","35,000,000.00","59,000,000.00","64,000,000.00","33,000,000.00","32,000,000.00","52,000,000.00","91,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00","45,000,000.00","29,000,000.00","53,000,000.00","63,000,000.00","78,263,665.14","10,000,000.00","20,000,000.00","34,000,000.00","63,000,000.00","35,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","9,000,000.00","13,000,000.00","13,000,000.00","31,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","247,000,000.00","472,000,000.00"
支付的各项税费,"19,889,564.50","30,411,903.20","54,817,420.30","8,536,735.40","14,689,642.99","24,429,558.89","33,976,097.61","8,429,024.69","16,862,225.91","51,171,219.97","67,137,910.70","21,679,239.67","36,614,328.64","74,490,045.57","101,301,284.96","21,878,514.17","34,126,465.44","57,900,755.14","76,452,829.46","41,862,426.12","57,955,962.97","84,401,600.30","111,914,376.01","17,391,994.10","47,913,579.99","81,691,807.21","107,589,344.20","17,138,261.36","39,074,862.79","49,632,899.96","50,440,320.73","23,664,921.77","41,387,133.52","91,964,438.39","112,519,728.18","16,121,849.74","53,481,849.32","98,422,791.30","132,380,121.33","45,706,164.27","66,312,664.13","88,821,137.08","115,851,881.39","54,365,026.54","89,969,142.22"
收到其他与筹资活动有关的现金,,,,,,,,,,,"5,000,000.00",,"5,189,800.00","5,189,800.00",,,"15,620,000.00","15,620,000.00","18,077,000.00","300,000.00","1,870,000.00","1,870,000.00",,,"517,190.01","559,291.32","469,500.00",,,,"7,600,000.00",,,"4,080,000.00","23,080,000.00",,,"1,250,000.00",,,,,,"590,000.00","6,548,630.63"
支付其他与经营活动有关的现金,"11,987,654.30","24,760,500.29","37,148,782.05","7,685,453.20","10,854,736.20","18,778,994.55","53,962,884.59","7,322,801.52","11,376,432.56","30,982,217.86","52,318,181.97","8,491,110.54","15,906,299.13","35,677,232.98","59,718,776.27","9,865,624.02","21,627,605.11","32,627,605.11","56,874,457.17","33,439,221.27","24,222,620.85","43,835,340.29","48,962,540.79","14,087,704.85","52,409,548.96","135,869,927.67","64,617,037.95","63,544,707.64","119,790,658.97","151,275,166.05","57,415,186.70","53,476,855.22","67,623,929.73","109,519,479.31","55,801,110.67","33,550,500.74","81,174,978.88","97,655,469.41","101,852,715.20","31,497,304.92","33,606,757.84","98,871,465.85","65,512,856.34","214,795,103.24","245,937,248.67"
筹资活动现金流入小计,"38,500,000.00","72,288,648.00","113,588,648.00","131,000,000.00","443,042,000.00","508,042,000.00","508,283,300.00","20,000,000.00","34,000,000.00","523,200,000.00","522,432,000.00","62,700,000.00","67,889,800.00","91,889,800.00","91,700,000.00","33,000,000.00","47,620,000.00","67,620,000.00","110,292,000.00","10,300,000.00","21,870,000.00","21,870,000.00","45,000,000.00","29,000,000.00","53,517,190.01","63,559,291.32","86,733,165.14","14,000,000.00","21,960,000.00","35,960,000.00","72,560,000.00","35,000,000.00","38,000,000.00","60,080,000.00","211,079,994.28","9,000,000.00","13,000,000.00","14,540,000.00","55,990,000.00","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","247,590,000.00","1,223,359,625.45"
经营活动现金流出小计,"173,411,580.56","341,926,649.95","631,844,956.27","229,357,445.98","530,854,764.47","821,788,512.91","1,210,755,623.31","245,005,263.75","484,463,588.08","752,492,960.64","972,665,173.69","265,824,077.54","533,010,704.18","708,490,336.97","965,153,345.94","265,679,341.54","633,246,316.93","836,535,208.46","1,371,314,817.37","324,267,805.01","707,072,690.90","1,018,239,015.27","765,025,742.61","388,885,250.61","651,973,301.47","981,758,604.93","902,618,843.77","396,018,072.61","684,627,132.12","944,054,193.61","1,199,630,587.74","257,691,938.58","432,246,980.37","612,010,982.74","604,950,995.37","207,074,112.52","352,786,329.96","585,669,982.27","859,682,810.31","225,385,217.34","382,825,582.06","761,500,536.88","918,658,586.38","753,627,466.76","1,238,843,225.18"
偿还债务支付的现金,"22,500,000.00","29,000,000.00","46,300,000.00","16,600,000.00","75,900,000.00","260,900,000.00","265,900,000.00","19,000,000.00","37,300,000.00","57,300,000.00","71,300,000.00","20,000,000.00","20,000,000.00","64,000,000.00","64,000,000.00","11,000,000.00","36,000,000.00","39,000,000.00","68,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","39,000,000.00","30,000,000.00","64,000,000.00","69,000,000.00","79,000,000.00","10,462,000.00","20,000,000.00","44,000,000.00","63,000,000.00","25,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","31,000,000.00","71,000,000.00","206,000,000.00"
经营活动产生的现金流量净额,"10,964,171.27","16,253,373.98","150,454,362.82","57,642,617.70","25,850,788.04","6,802,457.42","19,970,551.49","-11,622,371.28","2,512,023.68","109,529,908.35","131,953,071.47","-41,122,429.48","-2,182,795.21","52,230,889.33","60,315,053.69","-7,695,203.81","4,410,279.24","498,355.78","-63,362,526.53","26,376,475.92","29,436,249.99","40,353,911.86","3,321,390.77","5,863,048.39","31,426,183.32","27,700,496.14","-6,690,517.81","-54,875,226.29","-4,615,124.48","-7,514,713.22","-5,009,305.61","20,211,246.43","35,715,763.37","48,766,672.52","98,246,385.90","-19,240,298.87","-42,772,166.73","-13,362,524.82","53,083,966.17","27,334,842.33","61,406,045.23","169,422,314.44","251,322,781.09","-268,468,648.54","-69,225,555.01"
分配股利、利润或偿还利息支付的现金,"1,280,000.00","1,611,371.96","20,690,878.65","3,130,227.91","6,977,088.54","10,790,678.75","9,066,824.77","817,668.00","23,994,539.10","24,362,053.28","25,198,507.30","3,065,255.00","30,176,921.90","31,161,602.29","36,381,678.53","1,731,806.42","28,490,075.33","31,172,000.32","30,008,433.56","5,066,610.40","20,884,926.26","23,188,404.04","22,706,983.50","4,155,503.43","30,325,637.93","32,108,531.21","33,871,030.70","1,627,340.77","15,628,202.96","17,287,786.98","17,761,550.60","2,212,298.47","13,256,805.09","17,261,073.69","42,284,614.31","188,363.86","21,848,919.76","22,046,270.95","22,233,885.77","1,735,791.83","5,573,667.52","5,977,687.89","7,023,723.79","7,273,400.90","14,144,695.89"
收回投资收到的现金,,,,,,,,,,,"10,196,400.00",,,,"1,386,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,000,000.00",,
支付其他与筹资活动有关的现金,,,,,"14,488,000.00","18,065,500.00",,,,"18,768,000.00",,,,,,,"867,800.00","867,800.00","937,800.00","280,000.00","10,182,437.00","10,752,437.00","11,272,437.00","300,000.00","495,000.00","5,999,000.00","5,970,000.00",,"3,930,000.00","4,502,763.40","8,878,000.00","1,000,000.00","2,650,000.00","1,000,000.00","1,500,000.00","99,820,000.00","99,820,000.00","106,070,000.00","105,114,303.28",,"513,702.88","5,513,702.88","28,703,702.88","-67,652.40","588,000.00"
取得投资收益收到的现金,,,,,,,,,,,"482,000.00",,,,"4,054,480.00",,,,"386,013.70",,"1,387,188.50","1,387,188.50","384,128.78",,,,"1,025,739.63","162,931.53",,,"1,702,934.20","175,213.69","258,899.82","20,272,806.82","22,458,662.59","1,895,247.59","2,382,143.48","3,706,676.38","4,059,986.47","1,251,254.27","2,401,872.17","4,276,893.64","7,317,643.41","1,596,672.08","2,910,157.53"
筹资活动现金流出小计,"23,780,000.00","30,611,371.96","66,990,878.65","19,730,227.91","97,365,088.54","289,756,178.75","274,966,824.77","19,817,668.00","61,294,539.10","100,430,053.28","96,498,507.30","23,065,255.00","50,176,921.90","95,161,602.29","100,381,678.53","12,731,806.42","65,357,875.33","71,039,800.32","98,946,233.56","20,346,610.40","46,067,363.26","48,940,841.04","72,979,420.50","34,455,503.43","94,820,637.93","107,107,531.21","118,841,030.70","12,089,340.77","39,558,202.96","65,790,550.38","89,639,550.60","28,212,298.47","45,906,805.09","68,261,073.69","93,784,614.31","113,008,363.86","134,668,919.76","141,116,270.95","140,348,189.05","14,735,791.83","19,087,370.40","24,491,390.77","66,727,426.67","78,205,748.50","220,732,695.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"13,350.00","15,350.00",,,,,,,,"180,800.00",,"16,004,498.00","16,004,498.00","17,335,401.84","293,250.00","293,250.00","307,029.68","369,615.38",,,,"2,824,754.21",,"82,933.27","232,933.27","232,779.92",,"7,500.00","663,123.08","447,752.10",,"349,000.00","162,870,480.55","96,728.91","2,150,000.00","2,150,000.00","2,170,000.00","2,004,869.39",,"1,247,290.56","1,443,812.34","3,200,312.34","1,593,610.40","1,594,833.71"
筹资活动产生的现金流量净额,"14,720,000.00","41,677,276.04","46,597,769.35","111,269,772.09","345,676,911.46","218,285,821.25","233,316,475.23","182,332.00","-27,294,539.10","422,769,946.72","425,933,492.70","39,634,745.00","17,712,878.10","-3,271,802.29","-8,681,678.53","20,268,193.58","-17,737,875.33","-3,419,800.32","11,345,766.44","-10,046,610.40","-24,197,363.26","-27,070,841.04","-27,979,420.50","-5,455,503.43","-41,303,447.92","-43,548,239.89","-32,107,865.56","1,910,659.23","-17,598,202.96","-29,830,550.38","-17,079,550.60","6,787,701.53","-7,906,805.09","-8,181,073.69","117,295,379.97","-104,008,363.86","-121,668,919.76","-126,576,270.95","-84,358,189.05","-1,735,791.83","-6,087,370.40","-11,491,390.77","-53,727,426.67","169,384,251.50","1,002,626,929.56"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,"1,731,000.00",,,,,,,"423,258.18",,,,"9,182,564.48","13,926,019.48",,,,,,,"275,000.00",,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"-2,747.14",,,,"380,277.37",,,,"48,722.43",,,,"20,730.87","560,618.10","488,113.60","-77,683.64","-1,217,868.67","261,545.67","521,601.70","543,513.27","-523,459.79","502,464.64","561,498.98","688,025.46","653,945.31","112,298.97","245,096.27","-27,634.63","-1,125,150.76","-180,145.26","1,301,841.10"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"9,334,591.57",,,,"60,000,000.00",,,,"122,890,000.00",,"9,000,000.00","9,000,000.00","114,000,000.00","2,000,000.00","4,000,000.00","4,000,000.00","558,773,673.07","167,810,000.00","237,460,000.00","319,420,000.00","429,057,359.00","158,000,000.00","232,520,000.00","402,020,000.00","795,727,100.00","70,000,000.00","184,979,856.99"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"13,350.00","15,350.00",,,,,,,,"10,859,200.00",,"16,004,498.00","16,004,498.00","22,775,881.84","293,250.00","293,250.00","307,029.68","10,090,220.65",,"1,387,188.50","1,387,188.50","64,939,882.99",,"82,933.27","232,933.27","124,148,519.55","162,931.53","9,007,500.00","10,086,381.26","116,150,686.30","2,175,213.69","4,607,899.82","196,325,851.85","595,255,084.05","171,855,247.59","241,992,143.48","325,296,676.38","435,122,214.86","159,251,254.27","236,169,162.73","408,015,705.98","864,245,055.75","73,190,282.48","189,484,848.23"
五、现金及现金等价物净增加额,"-3,003,282.13","6,435,001.48","22,616,888.78","157,478,328.95","347,324,499.67","186,762,832.84","206,812,111.34","-26,494,701.52","-60,033,036.65","465,399,733.14","463,851,924.92","-21,097,537.24","-3,750,959.80","-54,681,558.01","-69,701,534.51","-59,151,973.89","-136,216,837.63","-171,637,137.02","-241,669,713.51","-16,435,551.83","-69,327,677.09","-86,572,913.90","-96,429,633.27","-42,250,073.17","-79,578,445.62","-93,751,112.27","-96,147,143.40","-64,174,728.13","-29,653,245.29","-71,732,322.03","-138,823,732.30","15,419,125.47","15,546,661.49","9,805,865.40","158,021,450.19","-29,631,464.69","-63,037,887.28","-30,916,269.81","-9,495,588.83","-14,316,006.59","-48,998,359.96","14,351,585.23","114,037,462.92","-120,121,747.69","89,213,044.22"
购建固定资产、无形资产和其他长期资产支付的现金,"28,687,453.40","51,508,998.54","174,275,674.84","11,434,060.84","24,203,199.83","38,325,445.83","46,299,996.83","15,054,662.24","35,250,521.23","66,900,121.93","103,643,839.25","19,609,852.76","35,285,540.69","119,645,143.05","139,158,044.37","72,018,213.66","116,843,013.75","161,683,244.37","182,123,988.53","32,765,417.35","73,453,752.32","98,743,173.22","68,260,208.96","42,657,618.13","49,866,814.29","58,446,901.79","58,708,379.15","9,885,553.78","16,935,531.45","39,145,756.05","98,416,883.39","14,016,581.85","17,391,798.31","36,149,098.55","36,754,401.00","3,740,514.19","6,150,443.25","21,662,175.88","67,477,526.12","21,278,610.33","35,231,293.79","51,067,409.79","93,737,691.68","13,047,487.87","47,301,341.11"
期初现金及现金等价物余额,"42,759,861.42","42,759,861.42","42,759,861.42","65,376,750.20","65,376,750.20","65,376,750.20","65,376,750.20","272,188,861.54","272,188,861.54","272,188,861.54","272,188,861.54","736,040,786.46","736,040,786.46","736,040,786.46","736,040,786.46","666,339,251.95","666,339,251.95","666,339,251.95","666,339,251.95","440,467,005.81","467,385,267.94","467,385,267.94","424,669,538.44","328,239,905.17","328,239,905.17","328,239,905.17","328,239,905.17","203,785,694.00","232,092,761.77","232,092,761.77","232,092,761.77","93,269,029.47","93,269,029.47","93,269,029.47","93,269,029.47","251,290,479.66","251,290,479.66","251,290,479.66","251,290,479.66","241,974,126.40","241,794,890.83","241,794,890.83","241,794,890.83","356,454,495.58","355,832,353.75"
投资支付的现金,,,,,,,,,,,"1,250,000.00",,,,"4,950,000.00",,"6,339,477.79","7,339,477.79","7,339,477.79",,"2,500,000.00","2,500,000.00","2,500,000.00",,"19,917,300.00","19,689,400.00","12,000,000.00","2,040,000.00",,"5,250,000.00","5,250,000.00",,,"35,000,000.00","35,000,000.00",,,,,,,,,"1,000,000.00","1,500,000.00"
期末现金及现金等价物余额,"39,756,579.29","49,194,862.90","65,376,750.20","222,855,079.15","412,701,249.87","252,139,583.04","272,188,861.54","245,694,160.02","212,155,824.89","737,588,594.68","736,040,786.46","714,943,249.22","732,289,826.66","681,359,228.45","666,339,251.95","607,187,278.06","530,122,414.32","494,702,114.93","424,669,538.44","424,031,453.98","398,057,590.85","380,812,354.04","328,239,905.17","285,989,832.00","248,661,459.55","234,488,792.90","232,092,761.77","139,610,965.87","202,439,516.48","160,360,439.74","93,269,029.47","108,688,154.94","108,815,690.96","103,074,894.87","251,290,479.66","221,659,014.97","188,252,592.38","220,374,209.85","241,794,890.83","227,658,119.81","192,796,530.87","256,146,476.06","355,832,353.75","236,332,747.89","445,045,397.97"
