科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"121,555,289.27","112,257,568.67","158,129,672.00","59,106,991.16","92,474,651.36","127,933,140.52","197,048,247.17","54,064,160.15","98,626,279.88","206,231,781.50","335,649,380.41","85,950,078.80","157,820,363.51","227,439,547.74","381,733,504.48","95,420,749.59","231,434,599.90","312,780,971.53","489,275,562.36","133,038,120.46","285,138,824.79","462,757,875.38","671,059,329.13","187,623,740.83","382,804,793.66","687,376,841.89","1,050,273,407.28","174,546,039.64","405,892,078.84","604,282,588.11","933,520,252.03","251,440,161.24"
二、营业利润,"12,330,463.83","18,452,254.48","29,387,164.03","8,207,586.22","21,278,133.83","25,830,776.29","39,994,968.61","8,861,667.81","22,062,050.91","31,442,630.13","46,705,909.95","9,375,854.29","25,498,953.83","37,065,792.10","52,300,595.48","10,575,221.02","32,412,348.81","46,888,213.37","66,441,531.82","6,356,237.25","39,681,468.07","58,921,922.06","94,101,300.14","17,565,052.10","67,592,073.38","103,386,955.69","138,120,246.22","20,609,100.25","71,431,696.70","104,155,910.49","146,484,467.33","22,887,278.04"
减:营业成本,"82,251,259.13","63,136,266.87","93,501,651.77","39,718,644.13","51,014,760.83","69,638,537.32","111,189,001.83","33,154,071.55","54,083,259.92","136,614,077.97","231,602,292.81","61,633,663.62","104,256,740.37","147,521,190.59","257,653,360.94","67,500,748.27","165,951,333.83","216,326,468.95","338,586,735.39","101,602,219.09","196,604,303.85","328,054,549.58","460,603,894.44","147,810,645.77","259,863,384.11","489,647,160.05","760,978,752.30","119,061,151.28","263,702,195.64","389,291,184.75","640,375,936.55","181,447,603.27"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,354,610.16","3,771,972.93","3,977,882.76","828,273.32","2,248,562.83","3,436,571.24","5,039,569.80","1,330,003.82","2,784,058.02","3,852,609.38","4,380,381.25","281,590.16","282,287.60","471,244.23","1,427,716.02","118,093.15","202,267.10","266,850.62","1,104,925.20","1,255.39","627,386.82","1,120,139.76","2,175,346.55","431,141.96","1,208,170.37","1,776,759.53","3,599,800.84","833,532.27","1,905,799.63","2,700,089.74","4,218,742.69","1,577,383.42"
营业外收入,"14,000.01","29,338.16","1,953,847.46","229,675.51","233,133.51","233,133.51","671,493.48","29,363.32","245,136.70","591,901.35","603,580.70","33,863.24","343,876.27","459,938.87","688,143.26","157,134.44","575,103.29","1,594,270.29","1,765,784.82","4,892,309.40","6,875,198.00","9,860,345.00","3,907,055.58","44,136.27","46,326.88","432,860.57","1,406,513.68","422,901.26","1,080,506.66","1,536,356.11","1,383,282.77","1,223.94"
销售费用,"17,683,518.92","19,096,664.29","21,504,495.57","8,078,235.46","11,960,684.54","19,810,498.22","27,666,644.77","8,669,634.19","13,918,400.57","22,904,960.17","32,156,833.14","9,789,076.71","17,915,344.71","26,885,585.97","38,511,235.41","12,034,884.78","21,849,059.36","31,632,715.92","44,615,310.94","11,659,898.76","21,714,510.34","35,180,048.33","53,240,540.97","10,379,992.33","26,982,262.49","44,532,801.33","66,651,314.69","16,171,958.50","32,747,203.80","53,194,350.43","74,200,017.69","23,395,178.22"
减:营业外支出,"113,800.00","10,711.09","5,825.68",,500.00,"5,788.25","6,139.25",5.55,5.55,505.55,505.55,507.11,"1,017.19","1,166.85","9,307.68","31,027.50","32,673.25","32,786.75","33,581.65",,,"59,104.31","59,296.31",797.45,954.29,"4,006.43","7,466.40",476.91,"1,697.23","2,803.06","3,746,844.46","1,442.34"
管理费用,"5,776,005.78","7,706,445.28","9,251,810.38","2,306,702.65","5,285,190.69","8,777,839.30","13,364,167.95","2,643,144.95","6,337,027.37","11,541,456.63","21,063,883.21","4,390,388.78","9,843,545.62","15,883,753.95","31,878,522.25","4,853,715.59","10,419,963.85","15,700,327.20","36,468,608.88","13,171,847.76","25,693,633.50","37,868,768.56","61,578,557.62","10,185,106.98","23,297,676.70","40,761,281.28","71,499,003.81","14,285,160.55","28,530,730.87","42,346,816.19","72,959,926.99","13,885,706.16"
其中:非流动资产处置净损失,,,,,,,"3,739.25",,,,,,,,"7,128.00",,"2,373.25",,"3,281.65",,,,159.00,,,,"2,666.40",,"1,697.23","2,783.06",,
