科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"565,707,677.22","489,779,917.74","645,931,340.21","1,664,258,022.72","1,294,327,525.81","1,167,501,746.93","1,020,114,574.65","1,555,805,016.77","1,487,466,417.08","1,302,948,181.45","1,151,353,409.91","1,920,571,224.60","1,945,448,539.62","1,744,033,240.21","1,531,945,803.49","1,979,762,200.44","1,709,197,079.57","1,396,568,486.82","1,321,054,759.88","2,181,648,174.08","1,879,667,534.81","2,034,423,218.55","1,841,522,254.75","2,686,214,617.86","2,361,933,552.93","2,080,529,384.21","3,491,298,216.11","3,850,260,840.59","3,374,602,103.29","3,310,211,736.50","3,330,282,865.23","3,644,114,879.06","3,340,757,802.30","3,066,768,828.97","3,097,912,510.91","3,337,853,398.65","2,996,881,136.77","2,592,320,222.77","2,224,912,411.06","3,789,223,789.77","3,147,708,888.87","2,711,559,067.89","2,295,488,856.63","2,601,667,277.67","2,400,470,840.37","2,087,295,230.50"
短期借款,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,"52,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","34,500,000.00","54,500,000.00","64,500,000.00","50,000,000.00","68,000,000.00","90,000,000.00","120,000,000.00","108,900,000.00","108,900,000.00","91,670,000.00","158,039,000.00","158,989,000.00","202,200,000.00","234,200,000.00","255,000,000.00","226,450,000.00","162,350,000.00","275,850,000.00","284,850,000.00","254,000,000.00","272,000,000.00","402,000,000.00","428,000,000.00","486,170,178.74","611,170,178.74","646,971,884.20","663,000,000.00","470,000,000.00","589,000,000.00","537,528,115.80","282,000,000.00","297,000,000.00","463,000,000.00"
交易性金融资产,"878,122.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"557,000.00","15,647,000.00","30,243,000.00","17,182,500.00","7,810,549.00","2,912,500.00","2,596,379.98","4,618,068.94","3,371,895.92","3,306,649.98","4,518,209.96","4,440,010.00","6,090,100.00","27,565,006.60","6,568,103.00","43,937,352.64","46,054,050.26","33,330,000.00","45,816,250.00","114,952,833.33","79,086,025.13","46,715,830.87","84,925,280.00","105,690,422.52","44,814,999.52","46,708,213.00","119,609,440.00","117,690,427.50","131,384,445.50","159,184,877.00","118,138,773.00","83,574,600.00","108,136,800.00","162,030,315.00","163,122,071.06","190,656,440.46","143,993,938.00","155,013,638.00","168,163,854.36","253,211,664.60","152,806,370.28","175,160,489.17"
应付票据,,,,,,,,"500,000.00","500,000.00",,,,"1,471,895.92","1,471,895.92","1,471,895.92","200,000.00","312,700.00","11,422,340.00","1,109,640.00","9,301,901.10","13,467,023.40","13,747,356.30","18,204,856.20","16,404,287.70","15,616,191.50","18,726,475.50","13,102,898.45","18,872,604.22","19,564,374.94","34,828,431.55","45,939,397.53","91,191,851.35","52,560,361.89","39,744,174.40","40,800,028.49","65,472,471.15","145,005,722.50","145,115,264.27","59,129,292.62","159,126,825.92","178,870,937.52","97,912,093.38","70,699,945.83","260,163,320.37","274,107,426.25","240,427,638.35"
应收账款,"121,377,417.41","219,303,965.95","281,546,465.95","405,922,837.76","407,348,576.30","461,213,366.45","657,542,353.47","486,633,580.81","618,831,862.79","867,836,934.10","1,253,721,808.00","608,934,671.03","695,347,525.89","1,161,702,178.72","1,352,491,599.25","873,761,696.24","1,084,523,324.57","1,739,489,330.60","2,173,118,757.69","901,753,797.53","1,224,178,169.72","1,742,821,725.74","2,161,217,957.61","1,101,475,530.23","1,533,611,959.75","2,343,625,968.19","2,669,704,793.11","1,969,983,401.89","2,682,667,046.49","3,316,350,818.69","3,551,641,360.08","2,387,289,780.96","2,909,596,618.63","3,641,055,974.64","3,862,992,885.03","2,704,682,482.83","3,188,756,272.99","3,777,102,068.73","4,382,705,207.89","2,695,624,577.25","3,427,333,680.99","3,652,060,740.76","4,375,899,307.50","2,413,442,033.49","3,113,599,715.66","4,490,352,390.63"
应付账款,"92,541,433.10","267,217,657.34","243,463,522.52","269,923,762.20","466,902,109.04","664,531,053.55","893,251,464.21","694,086,624.96","839,766,336.32","1,049,005,044.43","1,191,737,458.26","1,129,390,382.37","1,160,801,962.55","1,561,402,600.98","1,756,062,892.09","1,570,305,228.61","1,492,930,826.38","1,833,777,236.78","2,153,741,992.62","1,571,946,849.78","1,758,296,835.48","2,197,574,215.72","2,374,189,818.53","1,572,239,931.78","1,834,859,641.07","2,404,239,073.10","2,866,216,922.71","2,296,154,453.87","2,620,130,690.37","3,344,126,615.30","3,649,824,503.46","2,485,499,742.93","2,889,617,096.56","3,426,893,226.92","3,685,795,780.95","2,736,616,436.00","3,121,045,102.28","3,565,354,216.09","4,013,620,064.44","3,049,800,554.74","3,614,543,779.39","3,118,633,717.68","3,653,193,326.57","1,890,077,984.83","2,375,932,988.77","3,530,888,560.44"
预付款项,"116,349,429.19","147,569,666.17","196,728,680.27","246,751,013.21","314,274,234.90","265,345,620.04","226,662,600.55","161,929,486.33","173,098,949.79","147,636,334.23","155,760,023.29","116,895,583.71","129,371,143.09","185,031,657.84","241,836,017.05","155,204,894.28","182,231,593.09","292,451,617.42","320,713,778.24","283,026,604.75","396,405,181.63","404,018,634.15","376,511,056.89","235,691,997.37","414,734,340.50","431,236,292.68","391,775,776.87","331,664,294.30","388,712,991.39","446,469,113.00","433,900,065.00","276,677,185.38","326,189,686.73","306,605,089.05","306,807,016.71","492,322,719.31","328,306,361.07","406,263,118.79","386,408,608.46","607,708,546.11","557,328,922.66","385,865,960.48","247,850,357.63","694,437,106.08","411,199,948.16","514,053,557.99"
预收款项,"477,708,771.04","369,919,002.30","581,708,952.57","820,008,434.96","676,654,412.68","454,379,152.01","322,361,620.08","580,435,981.04","536,425,865.22","361,516,015.52","278,845,127.59","553,303,621.26","330,442,083.75","303,632,712.76","183,629,393.85","252,620,503.61","221,597,871.77","259,425,058.69","307,787,971.98","489,169,381.85","393,619,524.79","322,336,904.78","331,200,035.85","644,726,227.48","585,261,681.04","550,448,447.68","497,459,084.04","513,353,379.29","521,225,370.05","355,828,960.27","371,936,783.78","640,870,414.75","564,657,102.70","640,667,372.27","623,009,619.26","590,681,552.17","441,527,970.18","351,954,780.25","357,274,523.87","563,822,461.14","463,269,349.61","724,545,238.24","560,364,504.62","533,373,059.34","439,261,743.52","322,321,153.34"
