科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"328,723,961.06","322,932,597.58","304,539,627.00","71,841,379.55","154,714,903.05","233,166,520.97","289,317,481.02","67,881,875.34","136,402,488.71","231,139,587.70","301,641,537.83","72,258,009.75","169,613,264.25","286,538,944.06","397,289,513.49","109,120,402.66"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"4,374,199.67","5,436,891.90","8,235,472.95",,,"189,501.02","190,159.83",,,"215,119.49","279,331.36",,"367,101.19","2,422,404.77","3,457,098.73",
支付其他与投资活动有关的现金,,,,,,,"142,250,000.00",,,,"62,279,516.00",,,,"30,000,000.00","210,000,000.00"
收到其他与经营活动有关的现金,"8,938,827.43","10,058,180.15","10,210,473.44","1,792,723.00","1,983,751.91","7,303,751.91","15,975,145.31","9,046,609.56","14,236,120.27","14,556,098.14","5,630,407.32","4,375,276.00","9,105,992.92","10,137,964.32","11,655,897.69","1,681,574.53"
投资活动现金流出小计,"27,259,770.69","59,325,412.10","37,204,852.17","5,603,250.38","14,738,235.79","22,391,190.30","170,675,935.58","65,849,920.74","73,167,708.43","81,521,496.43","84,179,267.82","34,404,633.95","50,876,807.06","77,577,777.33","99,238,815.08","214,001,858.85"
经营活动现金流入小计,"342,036,988.16","338,427,669.63","322,985,573.39","73,634,102.55","156,698,654.96","240,659,773.90","305,482,786.16","76,928,484.90","150,638,608.98","245,910,805.33","307,551,276.51","76,633,285.75","179,086,358.36","299,099,313.15","412,402,509.91","110,801,977.19"
投资活动产生的现金流量净额,"-27,198,535.69","-59,232,342.88","-37,106,516.79","-5,570,250.38","-14,706,505.02","-22,359,459.53","-129,890,596.25","-25,057,894.82","30,807,039.64","22,478,251.64","19,848,980.25","31,088,849.94","44,765,731.62","18,064,761.35","-6,933,376.31","-173,950,015.00"
购买商品、接受劳务支付的现金,"266,298,874.56","265,936,906.56","241,673,912.39","61,447,938.35","100,480,218.11","153,435,983.48","194,709,980.20","40,784,770.60","91,399,479.88","149,882,136.86","192,469,482.81","69,708,489.90","161,895,448.36","243,281,570.45","306,673,384.95","80,739,168.94"
吸收投资收到的现金,,,,,"145,990,000.00","145,990,000.00","145,990,000.00",,"882,000.00","882,000.00","882,000.00",,,,"19,098,880.00","193,649,056.61"
支付给职工以及为职工支付的现金,"6,602,483.84","9,684,602.19","10,692,514.06","3,592,510.07","6,409,341.03","10,289,066.34","12,149,472.58","5,169,701.38","8,638,633.87","11,897,101.32","15,987,626.94","5,541,086.83","9,925,428.59","14,565,686.99","18,527,731.11","7,743,574.52"
取得借款收到的现金,"11,000,000.00","51,000,000.00","74,000,000.00",,,,,,,,"20,000,000.00",,,"33,000,000.00","66,000,000.00","23,000,000.00"
支付的各项税费,"13,487,863.26","9,511,923.20","30,540,835.73","3,769,933.81","12,938,449.35","16,878,028.74","26,614,204.19","3,136,815.11","10,499,145.09","15,275,246.73","22,363,338.38","2,902,808.39","9,002,657.16","13,261,496.84","20,607,597.16","6,528,989.80"
收到其他与筹资活动有关的现金,,,,,"8,960,000.00","8,960,000.00","8,960,000.00",,,,,,,,,"2,250,943.39"
支付其他与经营活动有关的现金,"12,967,324.31","14,888,233.69","17,131,901.38","3,277,063.30","11,589,575.12","16,694,286.15","11,843,297.26","11,330,362.38","15,173,398.15","17,427,283.01","18,800,883.35","3,052,591.11","6,953,812.65","9,063,313.67","24,593,999.72","5,769,180.69"
筹资活动现金流入小计,"11,000,000.00","51,000,000.00","74,000,000.00",,"154,950,000.00","154,950,000.00","154,950,000.00",,"882,000.00","882,000.00","20,882,000.00",,,"33,000,000.00","85,098,880.00","218,900,000.00"
经营活动现金流出小计,"299,356,545.97","300,021,665.64","300,039,163.56","72,087,445.53","131,417,583.61","197,297,364.71","245,316,954.23","60,421,649.47","125,710,656.99","194,481,767.92","249,621,331.48","81,204,976.23","187,777,346.76","280,172,067.95","370,402,712.94","100,780,913.95"
偿还债务支付的现金,"6,000,000.00","31,000,000.00","45,000,000.00","10,000,000.00","21,000,000.00","54,000,000.00","54,000,000.00",,,,,,,"20,000,000.00","40,609,500.00",
经营活动产生的现金流量净额,"42,680,442.19","38,406,003.99","22,946,409.83","1,546,657.02","25,281,071.35","43,362,409.19","60,165,831.93","16,506,835.43","24,927,951.99","51,429,037.41","57,929,945.03","-4,571,690.48","-8,690,988.40","18,927,245.20","41,999,796.97","10,021,063.24"
分配股利、利润或偿还利息支付的现金,"4,868,936.84","4,193,452.43","6,805,966.60","951,558.20","1,568,445.70","1,947,211.95","1,947,211.95",,"39,902,500.00","39,902,500.00","40,000,000.00","217,500.01","20,439,833.35","20,646,186.47","21,224,893.56","616,038.56"
收回投资收到的现金,,,,,,,,"39,980,000.00","102,480,000.00","102,480,000.00",,"62,838,022.08","92,838,022.08","92,838,022.08",,
支付其他与筹资活动有关的现金,"2,338,679.25","344,339.62","150,000.00",,"150,000.00","2,660,000.00","5,623,986.13",,,,"1,518,100.00",,"1,000,000.00","1,000,000.00","27,350.24","283,900.00"
取得投资收益收到的现金,,,,,,,"752,339.33","812,025.92","1,494,748.07","1,494,748.07","1,484,748.07","2,655,461.81","2,804,516.60","2,804,516.60","265,922.77",
筹资活动现金流出小计,"13,207,616.09","35,537,792.05","51,955,966.60","10,951,558.20","22,718,445.70","58,607,211.95","61,571,198.08",,"39,902,500.00","39,902,500.00","41,518,100.00","217,500.01","21,439,833.35","41,646,186.47","61,861,743.80","899,938.56"
处置固定资产、无形资产和其他长期资产收回的现金净额,"61,235.00","93,069.22","98,335.38","33,000.00","31,730.77","31,730.77","33,000.00",,,"25,000.00","53,500.00",,,,,"7,000.00"
筹资活动产生的现金流量净额,"-2,207,616.09","15,462,207.95","22,044,033.40","-10,951,558.20","132,231,554.30","96,342,788.05","93,378,801.92",,"-39,020,500.00","-39,020,500.00","-20,636,100.00","-217,500.01","-21,439,833.35","-8,646,186.47","23,237,136.20","218,000,061.44"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-39.13,,,-573.80,,,"2,244,154.40","4,234.89","503,623.35","945,337.59","4,021,771.97","-3,099,255.91","-4,924,607.57","-6,541,505.62","-3,938,583.94","-2,688,017.72"
收到其他与投资活动有关的现金,,,,,,,"40,000,000.00",,,,"102,490,000.00",,,,"92,039,516.00","40,044,843.85"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"61,235.00","93,069.22","98,335.38","33,000.00","31,730.77","31,730.77","40,785,339.33","40,792,025.92","103,974,748.07","103,999,748.07","104,028,248.07","65,493,483.89","95,642,538.68","95,642,538.68","92,305,438.77","40,051,843.85"
五、现金及现金等价物净增加额,"13,274,251.28","-5,364,130.94","7,883,926.44","-14,975,725.36","142,806,120.63","117,345,737.71","25,898,192.00","-8,546,824.50","17,218,114.98","35,832,126.64","61,164,597.25","23,200,403.54","9,710,302.30","21,804,314.46","54,364,972.92","51,383,091.96"
购建固定资产、无形资产和其他长期资产支付的现金,"27,259,770.69","59,325,412.10","37,204,852.17","5,603,250.38","14,738,235.79","22,391,190.30","28,425,935.58","3,570,404.74","10,888,192.43","19,241,980.43","21,899,751.82","4,404,633.95","20,876,807.06","47,577,777.33","69,238,815.08","4,001,858.85"
期初现金及现金等价物余额,"10,282,319.48","23,556,570.76","18,192,439.82","26,076,366.26","26,076,366.26","26,076,366.26","26,076,366.26","51,974,558.26","51,974,558.26","51,974,558.26","51,974,558.26","115,539,155.51","113,139,155.51","113,139,155.51","113,139,155.51","167,504,128.43"
投资支付的现金,,,,,,,,"62,279,516.00","62,279,516.00","62,279,516.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,
期末现金及现金等价物余额,"23,556,570.76","18,192,439.82","26,076,366.26","11,100,640.90","168,882,486.89","143,422,103.97","51,974,558.26","43,427,733.76","69,192,673.24","87,806,684.90","113,139,155.51","138,739,559.05","122,849,457.81","134,943,469.97","167,504,128.43","218,887,220.39"
