科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"272,531,635.03","258,124,147.24","148,112,207.61","219,405,458.15","306,610,067.35","77,921,165.17","142,177,769.51","241,039,895.49","344,586,834.57","80,299,512.11","195,254,636.53","288,403,240.68","391,934,116.24","105,879,822.05","224,676,324.81","336,110,839.81","432,841,975.86","94,153,335.87","211,998,771.72","324,645,279.67","502,994,408.81","109,278,703.31","265,869,137.56","434,272,501.09","562,682,499.28","115,017,678.96","203,570,224.31","290,540,771.35","407,948,733.11","151,704,638.12","266,299,703.13","374,718,528.83","548,405,467.43","94,225,784.15","185,265,565.60","294,770,288.83","528,708,234.01","97,570,829.61","188,197,285.65","298,580,968.36","423,163,382.71","84,108,136.21"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"6,168,100.00",,,"38,903,893.00","98,771,034.02",,,,"30,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","40,000,000.00","45,000,000.00","45,000,000.00","69,000,000.00",
收到的税费返还,"70,712.37","2,079.23",,,,,,,,,,,"163,254.85",,,,,,,,,,,,,,,,"17,985.17",,,,"360,153.60",,,,,,,"1,014,829.35","1,016,121.25",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,000,000.00","90,000,000.00","25,000,000.00",,,,,,,,,,,,,
收到其他与经营活动有关的现金,"15,074,422.42","14,352,413.97","616,379.32","4,289,750.51","4,049,431.84","594,901.82","2,537,778.34","36,800,713.59","7,018,232.93","5,131,854.56","6,994,747.41","8,127,787.22","5,600,442.16","3,114,753.75","18,081,935.05","22,997,319.45","31,299,664.83","3,883,918.94","5,055,638.06","7,843,163.52","21,737,278.54","2,329,139.33","3,254,042.65","5,457,960.79","9,362,254.17","922,371.46","11,578,253.33","11,386,011.39","16,759,820.21","13,486,896.01","26,928,931.02","34,859,769.77","3,779,607.51","3,622,579.35","6,555,744.66","7,648,660.05","5,116,961.44","38,970,487.60","11,988,740.11","29,091,404.79","6,854,105.45","1,870,492.74"
投资活动现金流出小计,"12,204,948.99","13,899,562.79","6,457,042.57","10,559,393.62","11,982,439.92","11,338,315.94","17,505,316.48","59,188,648.77","76,060,559.35","11,720,110.35","53,262,546.37","86,404,929.97","110,518,063.00","17,630,107.05","68,239,776.82","101,325,514.76","158,814,703.24","17,873,335.46","60,979,824.48","93,972,165.45","109,888,109.65","34,112,105.15","71,491,432.67","94,602,949.80","92,549,125.10","9,321,458.26","105,179,257.66","147,559,208.46","185,826,290.54","5,048,101.76","9,013,445.66","11,686,414.71","46,173,724.46","11,078,509.09","18,496,207.23","18,688,525.23","19,333,226.93","41,573,519.39","46,527,885.56","49,193,685.56","71,700,578.73","803,456.59"
经营活动现金流入小计,"287,676,769.82","272,478,640.44","148,728,586.93","223,695,208.66","310,659,499.19","78,516,066.99","144,715,547.85","277,840,609.08","351,605,067.50","85,431,366.67","202,249,383.94","296,531,027.90","397,697,813.25","108,994,575.80","242,758,259.86","359,108,159.26","464,141,640.69","98,037,254.81","217,054,409.78","332,488,443.19","524,731,687.35","111,607,842.64","269,123,180.21","439,730,461.88","572,044,753.45","115,940,050.42","215,148,477.64","301,926,782.74","424,726,538.49","165,191,534.13","293,228,634.15","409,578,298.60","552,545,228.54","97,848,363.50","191,821,310.26","302,418,948.88","533,825,195.45","136,541,317.21","200,186,025.76","328,687,202.50","431,033,609.41","85,978,628.95"
投资活动产生的现金流量净额,"-11,881,813.60","-13,899,562.79","-6,412,942.57","-10,559,393.62","-11,938,339.92","-11,338,315.94","-17,505,316.48","-59,188,648.77","-75,857,759.35","-11,720,110.35","-53,257,546.37","-86,357,125.97","-110,429,259.00","-17,537,107.05","-67,967,089.32","-100,869,639.76","-157,664,115.74","-17,873,335.46","-60,979,824.48","-93,971,276.56","-109,885,520.76","-34,112,105.15","-71,491,432.67","-94,589,016.64","-92,535,191.94","-9,321,458.26","-105,094,257.66","-147,471,808.46","-185,774,658.92","-5,048,101.76","8,815,245.95","6,197,514.23","-28,201,717.40","-11,077,009.09","-13,193,646.06","-13,385,964.06","-14,027,626.93","-41,573,519.39","-46,223,791.54","-48,889,591.54","-71,432,884.99","-800,046.59"
购买商品、接受劳务支付的现金,"216,121,963.96","197,837,636.82","89,875,963.23","138,344,438.29","207,613,833.88","75,735,115.20","128,547,920.95","255,548,446.78","317,129,936.34","103,907,025.59","191,607,082.72","259,281,169.96","310,226,210.78","74,110,785.46","108,091,179.46","171,277,866.97","219,485,237.64","75,016,923.47","154,720,496.68","257,543,615.48","372,858,587.15","90,883,428.18","190,338,081.93","293,357,102.70","389,302,536.98","63,121,120.92","101,787,153.33","145,862,632.71","187,230,808.67","101,980,628.82","150,046,291.14","210,912,825.22","335,637,557.95","41,389,931.80","87,475,031.00","149,468,786.11","322,755,077.73","31,342,964.01","103,543,479.67","157,015,732.25","228,675,675.51","42,394,595.99"
吸收投资收到的现金,,,,,"327,500,000.00",,,"15,665,826.00","15,665,826.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
