科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"199,586,842.53","227,109,401.87","192,083,982.69","1,838,147,935.19","1,888,090,573.42","2,032,692,602.24","1,866,952,004.03","1,792,015,366.03","1,723,556,053.13","1,798,710,507.41","1,602,148,399.88","1,571,059,511.46","897,412,386.57","624,074,802.78","432,986,202.29","553,615,030.61","753,443,534.66","731,543,052.95","668,349,170.80","621,401,022.35","705,728,189.22","572,685,305.73","352,017,840.62","741,197,486.51","360,088,831.04","467,081,522.48","229,991,462.88","212,235,299.43","294,882,694.46","271,139,433.07","234,357,936.80"
短期借款,"207,000,000.00","183,906,250.00","170,000,000.00",,,"12,587,500.00","12,587,500.00","12,587,500.00","82,553,410.20",,"90,000,000.00","90,000,000.00","51,000,000.00","360,000,000.00","450,000,000.00","590,000,000.00","400,000,000.00","240,000,000.00","580,000,000.00","495,000,000.00","545,000,000.00","380,000,000.00","785,000,000.00","675,000,000.00","475,000,000.00","150,000,000.00","360,000,000.00","462,000,000.00","495,000,000.00","653,900,000.00","703,900,000.00"
交易性金融资产,,,,,,,,,,,,,,,"73,570.00",,"28,640.00","210,120.00","143,160.00","54,600.00","496,440.00",,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"321,240.00","228,600.00",,,,,,,,
应收票据,"940,321.56",,"2,400,000.00","2,050,000.00","2,379,463.69","1,000,000.00","250,000.00","1,000,000.00",,,"2,000,000.00","2,700,000.00","2,590,330.04","600,000.00","4,880,000.00","1,150,000.00","500,000.00","250,000.00","1,800,000.00",,,,,,"100,000.00",,,,,"150,000.00",
应付票据,"74,150,000.00","40,000,000.00","38,280,000.00","34,580,000.00","58,330,000.00","29,450,000.00","38,680,000.00","36,500,000.00","40,410,000.00","39,550,000.00","55,730,000.00","69,290,000.00","139,690,000.00","111,470,000.00","64,470,000.00","35,690,000.00","90,000,000.00","85,250,000.00","43,850,000.00","39,200,000.00","40,290,000.00","22,340,000.00","152,350,000.00","172,960,000.00","100,000,000.00","98,750,000.00","104,150,000.00","101,900,000.00","26,009,000.00","39,691,000.00","46,826,600.00"
应收账款,"50,089,039.11","36,958,370.77","41,634,016.44","53,532,811.50","49,194,761.44","80,048,066.49","85,974,028.97","88,977,511.96","69,180,982.32","64,030,487.09","88,000,735.52","62,222,130.82","68,299,288.11","85,402,134.26","88,397,120.93","72,094,146.07","75,116,317.75","90,965,039.89","96,285,859.26","96,716,689.82","84,549,753.31","91,454,102.79","123,329,934.32","113,621,322.54","86,295,487.66","107,377,000.44","149,960,777.74","96,847,222.58","115,931,116.30","123,334,962.51","189,740,348.46"
应付账款,"266,011,209.41","153,583,490.73","237,864,165.44","202,438,773.60","133,610,043.79","193,315,426.11","232,862,439.69","167,971,249.55","177,883,381.23","156,858,603.88","207,639,014.09","115,252,315.92","117,072,359.02","197,652,754.55","349,756,541.95","192,025,549.29","196,194,936.97","221,122,199.70","288,132,683.67","179,008,989.30","143,662,809.28","224,563,720.37","336,626,633.41","183,044,283.54","179,225,477.73","197,841,441.94","288,089,997.98","162,204,721.92","186,000,649.80","206,714,328.52","333,389,294.29"
预付款项,"113,853,403.11","25,860,705.85","45,746,113.98","84,136,236.60","83,420,195.68","85,686,593.38","61,092,440.98","69,232,247.01","53,345,201.30","122,368,426.13","117,156,362.02","165,531,384.97","186,368,727.14","139,883,859.74","74,572,631.92","68,344,839.25","77,926,641.92","99,685,993.48","65,745,867.11","67,844,843.81","86,491,602.73","158,430,220.87","93,868,808.75","60,518,899.75","38,317,876.96","89,977,858.46","24,976,019.78","40,000,313.99","113,853,874.21","152,773,029.59","92,309,521.04"
预收款项,"46,098,930.99","45,415,603.15","100,411,989.86","49,541,425.20","36,816,501.14","66,366,427.39","140,628,269.94","52,454,917.71","43,345,066.19","93,726,945.05","108,093,685.65","42,043,735.40","64,555,263.00","73,122,149.77","67,947,246.16","48,053,452.62","51,090,731.65","79,426,225.46","78,058,271.84","49,289,030.25","42,798,515.15","68,744,241.63","86,392,988.85","49,214,138.94","40,742,712.44","33,882,710.92","154,840,156.49","74,928,831.23","50,689,379.99","88,750,304.71","142,807,899.55"
其他应收款,"28,800,393.59","1,896,110.21","2,623,853.26","6,496,096.45","7,191,617.13","13,505,312.07","3,363,054.71","6,568,026.22","9,986,854.85","6,891,192.40","9,230,320.44","6,414,717.60","16,334,445.15","7,233,085.36","6,697,174.57","6,016,831.56","10,479,158.31","7,831,355.11","21,079,469.31","23,899,750.38","46,533,004.93","37,203,018.10","48,184,567.40","15,437,626.93","13,190,739.71","15,288,541.55","13,363,633.78","14,685,488.84","14,598,221.61","15,602,365.08","10,800,872.72"
