科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"4,182,658.05","18,373,300.49","75,193,135.60","39,460,007.96","121,681,553.01","203,614,144.76","196,024,868.57","148,197,194.75","264,637,427.18","153,794,720.44","111,458,104.22","96,763,145.46","170,129,083.93","122,639,439.11","90,684,309.77","40,779,894.86","138,315,564.52","48,758,020.91","412,580,295.52","255,995,174.30","316,392,913.37","229,021,026.82","179,609,859.85","166,283,179.46","266,527,437.89","140,092,879.49","174,863,626.22","89,059,976.60","187,285,948.67"
短期借款,,"190,000.00","6,700,000.00","5,000,000.00","11,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","38,000,000.00","68,000,000.00","68,000,000.00","59,000,000.00","52,800,000.00","60,800,000.00","113,833,893.68","102,833,893.68","116,817,963.86","14,873,222.13","12,841,079.40",,,,,"28,644,084.48","50,167,415.90","1,000,000.00","17,689,404.25"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"300,000.00","3,860,000.00","8,984,422.60","1,408,671.00","908,671.00","1,808,671.00","3,198,081.00","2,042,171.00","3,269,117.13","1,164,000.00","864,000.00","794,000.00","494,000.00","1,735,440.59","2,868,796.22","1,289,000.00","1,689,000.00",,"500,000.00",,"600,000.00",,"278,005.00","278,005.00","68,363.65","935,762.10","1,201,496.00","8,656,350.00"
应付票据,,,,,"12,229,277.00","6,581,706.00","8,422,400.90","39,513,218.60","93,398,670.89","41,134,736.50","2,032,000.00","930,910.00","13,184,081.00","22,278,536.29","9,516,964.29","5,124,104.70","21,004,366.00","4,112,000.00",,"4,694,867.00","26,730,489.00","5,508,867.00","3,489,050.00","5,269,350.00","31,583,436.50","14,875,695.00","4,385,404.00","4,075,000.00","5,451,589.00"
应收账款,"30,784,894.39","34,929,451.70","34,748,997.57","68,076,091.69","57,377,116.20","77,548,975.81","119,713,323.05","130,099,645.58","132,289,957.93","125,211,114.85","191,264,981.80","222,015,566.78","253,031,555.45","255,977,466.38","283,411,545.67","296,419,512.25","325,485,103.90","354,072,297.17","411,282,813.04","408,897,101.36","417,936,814.75","416,181,854.13","450,209,096.15","489,523,284.87","451,390,318.29","489,653,591.55","455,530,172.54","462,372,039.62","451,683,469.87"
应付账款,"16,681,681.29","11,995,392.17","31,415,169.00","38,393,406.03","46,684,240.21","26,909,055.91","40,470,041.09","22,275,654.10","41,418,448.90","11,029,011.63","31,268,935.25","40,352,074.79","63,343,627.76","38,801,772.12","40,230,583.92","42,080,094.57","48,534,473.06","37,635,411.92","47,862,892.95","43,300,691.31","104,240,710.92","65,419,119.74","88,418,313.44","102,589,083.02","137,786,903.91","85,455,340.87","97,346,135.84","99,350,433.72","129,952,175.05"
预付款项,"10,886,181.72","5,187,218.65","4,494,855.06","11,360,553.12","2,987,347.22","11,652,571.87","9,754,653.21","27,648,590.03","16,906,189.09","28,230,784.01","20,920,626.58","23,512,025.90","11,825,728.78","20,606,187.06","10,483,761.87","15,416,721.30","9,553,467.23","22,199,953.98","8,778,234.24","17,831,720.68","7,877,792.13","13,340,983.95","12,785,608.11","12,642,162.29","7,255,664.66","9,095,913.00","8,961,025.18","10,882,349.03","3,168,151.34"
预收款项,"2,146,686.60","1,112,276.60","12,345,253.41","1,629,037.65","5,996,727.07","4,596,186.02","2,218,690.04","7,785,105.91","4,127,371.13","4,573,222.44","3,816,818.91","6,367,002.88","5,839,590.49","6,196,474.13","5,212,123.83","4,128,426.37","5,613,369.48","5,107,775.45","3,838,813.14","6,621,496.41","10,362,481.07","9,365,224.27","3,702,651.23","5,099,977.59","8,092,109.68","6,685,587.74","5,232,692.99","4,089,623.61","9,519,771.50"
