科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"58,839,462.02","191,887,647.63","202,194,882.79","234,619,060.51",,"1,067,776,042.48","952,275,096.09","311,478,029.21","211,784,515.42","850,960,290.63","540,302,733.55","355,942,855.56","313,771,310.82","931,880,885.31","608,535,219.91"
短期借款,"385,000,000.00","390,000,000.00","356,960,000.00","322,000,000.00",,"217,000,000.00","25,000,000.00",,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"244,133,814.55","437,448,201.91","667,185,578.79","623,185,348.43",,"705,199,810.90","668,785,811.43","591,362,541.22","650,868,127.83","797,262,950.37","737,308,166.30","699,726,667.07","713,062,282.36","737,678,614.04","717,958,132.68"
应付票据,"86,544,674.60","336,917,060.90","415,142,675.00","374,025,858.00",,"362,958,996.76","409,610,496.87","385,826,574.11","409,466,929.50","450,474,400.50","456,272,079.00","447,800,703.55",,"446,909,700.20",
应收账款,"296,252,636.65","415,051,037.31","600,265,186.02","606,274,267.23",,"620,777,039.42","591,131,250.09","708,777,895.11","786,561,796.57","740,416,887.56","748,827,360.00","808,659,150.74","879,908,363.62","865,392,308.69","959,842,755.70"
应付账款,"178,598,440.44","296,195,929.22","277,928,013.27","280,356,740.66",,"307,741,741.35","284,756,096.14","307,184,737.29","374,458,957.44","386,764,260.64","374,785,206.96","364,576,234.87",,"464,178,511.21",
预付款项,"24,289,412.70","2,638,294.19","1,351,117.28","1,793,217.01",,"4,503,392.95","11,139,873.60","2,462,741.31","15,402,581.18","1,582,177.19","11,767,819.47","5,117,875.44","10,869,282.69","12,920,065.26","31,457,457.80"
预收款项,"68,592.58","18,500.00","397,243.66","1,183,688.96",,"570,809.80","636,455.80","461,376.38","818,802.95","741,136.95","1,416,787.18","3,604,492.34","1,341,664.22","638,165.50","3,178,392.33"
其他应收款,"13,747,028.18","24,685,806.49","17,753,166.95","12,861,528.97",,"6,903,473.80","5,716,198.31","5,881,960.77","3,760,700.53","3,106,280.75","5,151,532.82","3,614,833.66","11,877,336.53","3,006,557.35","8,493,552.99"
应付职工薪酬,"20,029,913.90","25,491,329.23","27,303,143.46","20,348,284.83",,"32,114,245.02","23,533,179.54","26,005,674.82","28,490,886.91","29,670,016.32","40,170,303.03","26,404,373.91","30,022,080.99","35,706,477.89","45,627,072.83"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"7,389,433.73","26,296,989.08","40,398,092.82","36,937,788.89",,"12,665,809.10","12,519,166.50","29,587,117.75","17,541,256.48","18,285,244.06","15,427,792.42","14,112,143.85","19,360,934.62","15,429,905.50","12,252,670.26"
应收利息,,,,,,,,"665,547.95","5,762,730.95","589,957.53","4,258,806.64","1,987,865.08","7,931,364.68",,"3,417,534.26"
应付利息,"599,744.44","601,626.67","439,446.62","365,359.44",,"283,058.01","29,906.25",,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,"60,150,000.00",,,,,,,
存货,"260,524,586.06","251,715,007.02","189,242,922.47","237,037,430.23",,"219,015,888.46","282,431,231.12","265,840,578.51","317,854,292.50","297,938,774.14","348,951,672.69","341,279,352.58","349,328,345.06","395,111,748.00","440,952,395.10"
其他应付款,"12,885,593.94","9,881,204.86","10,227,144.29","9,634,190.33",,"5,248,088.73","5,439,496.93","6,445,698.95","6,510,222.20","7,105,655.66","6,851,451.35","6,360,903.49","6,351,979.76","53,333,399.22","55,681,428.77"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
