科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,666,846,805.67","2,210,896,090.19","2,965,884,824.79","799,687,067.84","1,618,062,555.77","2,456,578,509.25","3,455,109,496.83","835,677,558.02","1,491,944,578.62","2,085,764,788.14","2,796,208,977.45","741,958,658.46","1,450,965,794.43","2,097,314,824.24","2,965,300,754.71","841,824,870.94","1,626,761,627.98","2,351,716,522.90","3,318,818,012.67","888,917,150.73","1,602,226,278.28","2,287,962,421.43","3,249,978,121.65","881,691,892.42","1,594,411,754.03","2,272,987,056.11","3,261,683,206.06","868,017,294.95","1,572,605,580.76","2,181,282,998.30","3,043,138,242.59","735,801,408.24"
二、营业利润,"258,576,680.39","364,314,296.12","534,224,045.33","148,855,112.89","332,793,891.23","475,026,635.15","645,632,541.38","164,991,442.98","273,336,259.66","334,775,038.06","362,075,113.45","123,796,145.48","193,006,781.37","231,795,105.40","327,821,869.73","137,551,229.72","270,565,366.47","335,549,584.71","489,118,610.48","136,670,307.20","265,941,127.65","320,122,673.80","382,628,549.93","134,782,321.10","208,090,262.47","224,979,756.01","271,283,533.48","143,538,727.13","209,496,517.77","216,900,707.87","174,988,369.76","95,151,693.61"
减:营业成本,"1,182,357,204.24","1,489,982,044.53","1,940,953,331.23","519,454,742.03","1,015,133,254.10","1,559,524,335.94","2,171,149,746.42","499,379,307.33","876,938,869.53","1,250,034,428.12","1,677,391,504.62","447,741,446.33","906,248,123.45","1,347,847,008.85","1,912,823,763.05","533,875,050.33","1,043,055,683.16","1,540,604,691.38","2,199,563,786.28","563,900,851.38","988,814,166.06","1,446,080,184.36","2,044,426,918.14","540,507,200.40","991,712,128.84","1,433,939,703.78","2,078,814,858.95","536,854,942.16","997,554,336.38","1,392,066,971.80","1,955,611,432.65","454,789,736.62"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"11,356,292.98","14,633,704.32","18,576,452.47","6,692,731.30","13,193,588.87","18,752,383.16","24,485,182.02","6,637,801.09","10,510,732.39","13,665,173.40","18,388,835.97","5,675,663.22","9,846,769.35","14,176,877.16","19,257,080.62","5,313,198.32","10,339,594.50","16,193,119.22","23,081,687.38","5,398,928.34","9,821,204.86","13,952,952.95","25,027,848.48","7,187,985.16","13,848,814.23","22,795,084.01","32,922,909.51","8,146,469.98","14,160,022.98","19,362,726.83","26,017,602.05","6,484,227.74"
营业外收入,"2,813,529.37","8,639,584.97","62,929,116.89","2,036,240.26","9,427,509.52","11,131,021.20","18,289,079.41","2,728,700.10","8,761,178.64","10,367,168.90","15,842,034.20","8,031,104.38","19,413,376.23","21,625,026.30","29,666,226.95","3,750,156.70","6,549,516.51","11,065,215.09","24,923,845.25","3,686,681.60","9,001,993.17","16,450,195.07","19,891,466.31","7,485,283.15","14,641,990.68","22,175,029.94","22,160,001.86","2,608,818.86","6,000,449.11","8,180,984.75","13,542,451.80","1,954,605.80"
销售费用,"106,938,989.59","189,274,292.65","294,161,181.78","77,109,512.67","164,396,979.21","264,419,672.03","403,368,698.18","115,099,250.48","238,638,680.67","354,949,097.00","518,599,766.08","111,037,224.20","224,268,716.05","320,525,706.26","425,939,242.24","112,784,941.22","223,325,830.06","316,533,375.04","413,892,592.51","107,784,708.04","210,668,691.05","313,038,799.31","451,953,979.55","121,696,812.86","244,504,740.04","363,559,349.82","542,029,684.86","106,616,248.20","214,918,181.69","319,009,812.53","461,127,482.81","109,740,201.77"
减:营业外支出,"3,425,879.14","1,405,439.41","971,796.02","434,784.98","654,889.66","523,170.89","2,428,614.74","236,831.24","868,122.98","1,123,726.57","2,572,790.57","365,626.94","5,393,060.67","5,779,041.17","7,103,776.84","262,289.79","949,090.62","1,571,077.32","2,840,441.57","452,615.10","1,559,975.57","3,290,179.59","3,469,717.00","787,455.42","1,642,652.36","2,131,182.76","2,012,406.78","205,268.60","509,668.79","774,404.00","2,032,124.76","329,535.40"
管理费用,"75,802,517.85","114,756,644.58","167,457,018.41","46,488,086.00","91,009,219.39","148,381,063.22","213,252,597.88","58,680,885.15","109,945,208.19","157,286,221.10","210,885,613.05","47,696,247.10","98,023,271.97","150,326,307.85","211,896,234.84","58,727,431.66","119,207,518.22","182,891,578.51","269,159,771.54","78,630,547.46","144,685,955.32","213,777,206.95","300,607,101.24","86,187,459.73","151,498,891.77","222,439,314.71","312,697,009.55","76,662,155.96","154,732,117.14","195,162,058.80","285,607,587.28","63,624,574.91"
其中:非流动资产处置净损失,"1,376,158.59","176,893.15","99,466.97",,"44,977.25","26,392.86","145,496.86",,"650,214.28","650,807.54","1,022,784.27",,"153,332.56","154,330.36","880,600.71",,"14,115.69",,"561,190.90","25,256.29","55,317.44","129,610.36","691,369.35","5,565.43","14,837.69","28,095.99",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"24,259,503.36","31,679,241.32","8,409,054.21","1,283,980.90","-6,235,028.92","-17,140,291.66","-25,808,680.29","-7,585,528.64","-12,874,956.08","-16,557,565.05","-18,616,592.97","-2,618,353.48","-8,997,552.65","-10,320,295.89","-15,586,315.87","-2,230,155.99","-6,313,644.18","-8,832,803.57","-13,595,283.38","-913,134.09","-3,737,969.18","-5,103,073.38","-9,885,070.56","-626,822.34","1,806,986.67","4,866,505.78","4,242,008.65","4,910,492.78","-7,223,812.73","-5,783,837.03","-5,084,875.62","757,271.10"
三、利润总额,"257,964,330.62","371,548,441.68","596,181,366.20","150,456,568.17","341,566,511.09","485,634,485.46","661,493,006.05","167,483,311.84","281,229,315.32","344,018,480.39","375,344,357.08","131,461,622.92","207,027,096.93","247,641,090.53","350,384,319.84","141,039,096.63","276,165,792.36","345,043,722.48","511,202,014.16","139,904,373.70","273,383,145.25","333,282,689.28","399,050,299.24","141,480,148.83","221,089,600.79","245,023,603.19","291,431,128.56","145,942,277.39","214,987,298.09","224,307,288.62","186,498,696.80","96,776,764.01"
