科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"164,931,043.92","154,922,832.25","164,821,772.73","49,745,273.62","117,622,305.23","125,358,008.72","230,623,135.62","26,442,439.00","78,291,506.51","152,333,469.50","247,861,389.52","35,154,133.24","143,445,481.55","181,797,594.67","279,571,562.66","24,610,350.32"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"428,485.23","2,330,772.15","68,105,339.93",,"5,892,801.08","5,892,801.08","25,039,660.64",,,"7,631,177.41","12,067,982.67","7,221,542.13","15,560,516.57","16,534,975.17","24,028,342.35","14,813,949.65"
支付其他与投资活动有关的现金,,,,,"88,500,000.00","150,000,000.00","258,500,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,
收到其他与经营活动有关的现金,"2,021,743.47","11,165,745.40","8,453,822.87","5,840,033.59","3,407,858.34","3,660,714.15","8,855,223.95","3,705,358.48","5,356,216.03","5,824,833.61","10,239,348.92","2,553,334.13","8,175,283.61","9,448,973.95","18,911,923.64","11,936,423.40"
投资活动现金流出小计,"76,356,387.23","13,331,115.00","46,414,823.31","3,519,037.75","95,792,499.71","168,174,444.03","304,184,465.58","58,001,904.23","89,166,065.02","142,290,632.92","149,506,298.58","14,341,722.43","36,081,339.54","29,147,700.47","40,141,455.09","7,009,590.17"
经营活动现金流入小计,"167,381,272.62","168,419,349.80","241,380,935.53","55,585,307.21","126,922,964.65","134,911,523.95","264,518,020.21","30,147,797.48","83,647,722.54","165,789,480.52","270,168,721.11","44,929,009.50","167,181,281.73","207,781,543.79","322,511,828.65","51,360,723.37"
投资活动产生的现金流量净额,"-76,353,412.23","-6,866,013.00","-46,414,823.31","-3,515,666.28","-50,659,979.16","-47,672,756.93","-44,679,919.14","-27,932,863.13","-59,097,023.92","-112,225,499.81","-119,437,257.48","-14,341,722.43","-36,081,339.54","-29,147,700.47","-40,042,528.47","-7,009,590.17"
购买商品、接受劳务支付的现金,"33,727,221.70","37,791,440.03","60,489,831.25","21,326,823.94","29,432,255.30","50,238,682.42","64,230,171.89","15,469,494.46","34,524,634.35","55,094,680.05","80,266,022.24","17,730,455.11","36,042,719.50","85,149,839.95","114,549,306.78","34,413,179.21"
吸收投资收到的现金,,,,"394,240,292.47","408,020,000.00","408,020,000.00","408,020,000.00",,,"58,460,620.60","58,614,960.00",,"11,944,023.00","11,944,023.00","1,091,943,970.44",
支付给职工以及为职工支付的现金,"32,426,598.59","36,526,684.72","43,043,926.55","18,466,789.42","31,020,860.75","44,018,138.93","58,327,561.57","27,149,028.12","45,493,636.63","61,266,198.43","78,379,868.95","33,009,586.85","51,140,704.23","80,333,864.57","95,159,876.10","39,175,079.06"
取得借款收到的现金,"65,000,000.00","30,000,000.00","102,950,000.00",,,,,,,,,,,,,
支付的各项税费,"30,652,113.39","35,689,589.56","51,101,959.62","12,864,675.73","36,526,476.04","50,001,289.30","53,848,612.52","8,441,185.57","20,031,351.51","36,199,578.78","48,658,796.55","9,242,529.14","20,752,570.40","33,494,482.50","48,960,652.69","13,040,977.97"
收到其他与筹资活动有关的现金,,,,"10,720,000.00",,,,,,,,,,,,
支付其他与经营活动有关的现金,"24,932,617.13","24,177,581.26","34,881,557.64","4,475,947.76","21,922,282.53","27,875,623.18","41,205,072.70","7,182,636.40","13,845,322.40","23,465,323.52","41,445,986.82","9,506,491.91","19,473,544.41","20,141,855.70","38,283,588.03","10,447,761.29"
筹资活动现金流入小计,"65,000,000.00","30,000,000.00","102,950,000.00","404,960,292.47","408,020,000.00","408,020,000.00","408,020,000.00",,,"58,460,620.60","58,614,960.00",,"11,944,023.00","11,944,023.00","1,091,943,970.44",
经营活动现金流出小计,"121,738,550.81","134,185,295.57","189,517,275.06","57,134,236.85","118,901,874.62","172,133,733.83","217,611,418.68","58,242,344.55","113,894,944.89","176,025,780.78","248,750,674.56","69,489,063.01","127,409,538.54","219,120,042.72","296,953,423.60","97,076,997.53"
偿还债务支付的现金,,"40,000,000.00","70,600,000.00","47,950,000.00","87,350,000.00","87,350,000.00","87,350,000.00",,,,,,,,,
经营活动产生的现金流量净额,"45,642,721.81","34,234,054.23","51,863,660.47","-1,548,929.64","8,021,090.03","-37,222,209.88","46,906,601.53","-28,094,547.07","-30,247,222.35","-10,236,300.26","21,418,046.55","-24,560,053.51","39,771,743.19","-11,338,498.93","25,558,405.05","-45,716,274.16"
分配股利、利润或偿还利息支付的现金,"2,508,832.52","3,167,699.47","4,171,630.39","612,195.00","764,296.53","7,804,756.53","24,794,296.53",,,,,"37,695,116.44","40,551,319.50","40,551,319.50","40,551,319.50",
收回投资收到的现金,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"13,779,707.53","13,779,707.53","13,779,707.53",,,,"154,339.40",,"766,500.87","766,500.87","1,098,983.83",
取得投资收益收到的现金,,,,,"132,520.55","493,840.95","996,546.44","69,041.10","69,041.10","65,133.11","69,041.10",,,,,
