科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"2,001,236.08","3,194,660.96","2,061,007.70","3,201,655.57","2,538,385.89","2,847,674.28","2,020,295.97","2,141,862.21","2,122,193.04","2,549,744.56","1,402,303.45","2,490,178.97","3,504,896.59","4,111,192.12","1,487,829.11","1,308,742.07","2,551,470.31","3,002,064.06","1,744,118.93","3,014,459.51","2,186,701.36","33,282,325.16","32,232,591.78","32,850,078.24","3,018,662.57","3,141,064.23","1,432,317.59","2,244,755.07","2,879,376.39","2,927,088.98","1,791,658.90","2,290,212.06","2,529,641.84","1,991,149.74","1,112,373.85","1,833,219.31","1,603,385.99","1,920,414.53","1,439,951.75","1,756,193.16","1,756,469.71","30,153,148.70","29,356,246.89","1,666,263.85","2,026,656.46","152,842,131.47","151,512,400.47","153,413,112.08"
应付职工薪酬,"3,726,748.82","3,823,739.69","5,814,128.09","3,607,550.65","2,285,751.34","2,273,367.76","6,157,608.07","2,105,670.98","2,013,644.60","2,025,871.84","7,251,869.98","1,997,960.29","2,068,650.70","2,126,369.11","8,867,761.78","2,012,288.17","2,205,534.05","2,054,391.02","8,849,154.07","2,031,159.27","2,181,155.79","2,098,314.89","10,359,093.30","2,509,214.10","2,658,558.54","2,851,769.48","11,149,536.67","2,988,132.11","2,885,550.62","2,787,033.28","9,737,680.45","2,751,814.49","2,860,837.89","2,759,902.86","7,853,234.16","2,079,835.34","2,163,125.31","3,402,859.63","7,325,981.31","2,252,266.41","3,560,798.32","4,696,998.12","7,437,485.50","3,539,319.92","4,573,758.93","5,736,635.78","7,252,706.77","3,240,637.75"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"883,188.44","1,167,416.04","2,840,790.78","1,152,126.51","921,295.77","604,991.56","3,955,685.68","1,065,984.74","2,132,007.51","2,877,576.66","4,021,757.01","1,802,068.76","1,834,446.27","3,798,436.21","5,988,196.79","1,759,680.39","4,649,187.89","2,973,622.83","7,564,766.85","3,905,377.01","3,369,360.14","4,768,503.35","6,573,738.65","1,911,816.97","4,267,620.20","4,030,223.30","7,029,193.71","-1,060,310.99","3,238,228.82","-788,964.74","5,481,627.30","312,021.01","4,032,427.32","921,375.61","6,127,148.14","745,925.46","3,676,586.95","1,993,445.17","2,180,226.63","751,597.22","2,281,691.42","1,614,491.30","1,689,870.09","805,010.74","2,479,814.45","1,085,950.81","1,241,338.45","903,954.67"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,"10,300,000.00",,,,,,,,,,,,,,,,"2,060,000.00",,,,,,,
存货,"20,839,354.02","21,035,514.19","20,584,059.43","22,040,246.24","30,937,609.59","31,395,110.38","19,652,147.65","23,989,539.75","23,678,610.28","31,092,066.36","27,350,790.39","33,980,416.30","41,204,622.24","41,261,436.08","34,645,512.70","48,238,546.71","49,040,650.67","50,479,373.41","45,102,674.07","49,631,704.81","52,343,694.28","53,166,809.41","41,592,287.27","52,684,646.85","51,697,212.12","54,098,495.80","43,854,140.13","54,618,408.55","51,146,346.79","69,277,353.28","46,773,252.15","52,963,536.16","47,103,635.24","44,841,535.98","32,200,497.78","37,487,282.20","34,877,649.77","32,892,427.44","37,452,205.40","43,603,273.45","39,694,320.14","34,196,607.46","32,405,851.67","37,688,469.35","31,420,978.86","32,231,527.48","33,974,046.21","32,592,468.96"
其他应付款,"1,917,916.64","915,162.27","98,054.75","1,944,330.11","888,472.68","895,079.75","1,214,384.82","735,707.72","325,234.82","326,134.82","676,134.82","679,964.82","273,326.26","612,656.38","630,314.38","763,781.29","497,678.35","588,724.95","764,630.21","865,707.21","565,784.03","775,500.00","825,283.60","824,015.82","713,188.15","677,359.43","966,800.29","1,128,448.02","813,048.30","746,022.93","1,479,458.93","1,578,387.20","1,527,621.24","1,909,673.41","2,141,131.74","2,144,111.93","1,508,210.07","1,504,712.98","2,648,688.02","1,761,948.03","1,709,767.29","1,707,089.71","2,682,869.20","2,370,814.61","2,660,470.64","3,469,367.94","2,029,077.88","2,331,362.10"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"6,000,000.00","6,000,000.00","6,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"509,774.28","505,352.53","365,122.54","131,532.98","465,986.31","292,759.03","107,383.37","83,563.44","150,650.13","156,175.21","120,091.48","51,907.42","160,106.73","106,822.71",,,,,,,,,,,,,,,,,,,,,"908,756.88","461,652.15","463,870.84","467,544.66","976,992.82","1,875,182.77","978,194.69","60,584,776.78","120,943,050.68","139,343,219.72","200,914,702.60","47,001,213.80","50,180,510.63","30,234,688.38"
其他流动负债,,,,,,,,,,,,,,,"510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","510,018.12","491,170.42","437,027.16","461,447.47","461,447.47","437,026.93","397,441.97","360,868.61","313,828.40","261,554.05","242,237.05","222,919.90","161,456.23","105,226.89","52,613.37",,,,
流动资产合计,"124,177,443.72","120,723,749.71","140,970,488.04","222,953,165.07","222,384,618.30","225,613,573.64","222,030,836.59","207,433,031.17","210,747,903.17","230,203,322.35","243,467,944.41","237,152,192.60","244,928,183.34","266,151,198.90","298,752,701.82","294,532,588.09","290,554,682.93","263,510,459.30","308,061,626.82","256,393,707.13","268,551,362.70","276,450,870.25","284,752,586.44","272,367,266.54","224,228,888.82","202,131,689.27","247,000,162.69","211,803,560.62","237,220,928.31","275,247,811.17","273,141,125.41","242,528,527.56","253,442,575.97","257,492,223.06","258,285,104.19","252,072,038.64","253,967,695.16","254,868,391.64","272,537,831.14","263,131,680.00","266,894,704.96","338,451,435.57","342,467,606.83","338,253,450.69","341,803,694.98","336,808,512.36","342,923,892.71","325,266,198.36"
流动负债合计,"59,173,441.21","61,491,649.75","85,269,531.16","63,714,328.73","80,959,111.72","71,191,827.79","73,082,730.78","57,213,626.57","63,697,979.31","68,851,438.51","84,132,777.18","70,490,765.29","79,104,003.82","88,562,379.08","112,473,977.73","99,176,095.49","96,964,613.85","78,853,711.06","122,672,017.41","67,525,949.56","81,022,374.16","75,692,013.62","99,166,001.88","86,601,970.11","98,819,277.59","68,146,108.43","105,117,460.08","67,420,546.81","93,940,698.64","127,706,510.42","120,935,352.56","86,439,353.80","86,676,964.14","73,523,482.60","88,004,599.78","76,261,378.94","72,036,384.16","67,008,688.84","81,139,015.71","71,164,296.73","72,978,045.59","62,997,433.09","66,445,242.95","61,296,172.07","60,302,679.42","53,133,548.85","58,425,023.61","42,934,778.64"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,
长期借款,"12,000,000.00","10,500,000.00","9,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,969,094.44","9,860,636.15",,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,841.61","127,841.61"
固定资产,"5,266,236.23","5,776,906.59","46,300,735.14","46,151,853.72","65,271,115.13","66,389,804.37","67,392,440.09","67,009,811.58","66,418,994.55","65,560,634.01","78,155,245.88","78,401,893.28","77,489,911.24","78,036,982.50","77,740,547.58","77,428,251.81","77,327,003.25","76,719,712.52","77,312,593.29","77,208,315.67","76,842,138.70","76,683,784.77","77,431,701.55","79,460,833.64","79,478,774.67","82,364,613.07","82,824,999.72","81,954,068.55","80,643,973.25","79,906,708.15","77,051,026.02","76,081,460.52","60,072,570.23","58,967,717.36","67,661,828.59","83,077,638.93","81,745,734.49","80,914,897.37","79,800,379.39","78,768,036.45","77,768,810.85","76,677,346.03","75,808,747.65","74,859,462.71","74,323,907.45","74,004,524.33","73,298,664.93","72,492,123.02"
递延所得税负债,,,"11,940,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"33,396,268.01","41,559,493.59","14,610,111.45","18,312,492.75","2,362,184.71","3,120,189.80","5,917,007.33","5,998,896.66","6,021,888.11","6,054,600.35","294,209.51","364,005.62","653,508.07","797,611.40","890,620.03","592,466.72","617,458.18","629,975.70","494,049.49","59,712.39","295,058.87","536,423.35","19,434,269.67","19,741,849.37","20,182,716.27","17,995,436.72","18,964,707.62","19,358,307.05","19,802,823.22","20,200,976.87","20,958,611.95","21,314,133.98","21,597,447.76","21,854,506.08","21,351,503.11","21,416,185.46","21,482,421.39","21,590,265.47","16,500,000.00","16,500,000.00","16,750,000.00",,,,,,,
其他非流动负债,"9,440,000.00","9,440,000.00",,"11,940,000.00","11,940,000.00","12,440,000.00","4,355,087.13","4,227,582.60","6,100,078.07","6,472,573.54","5,345,069.01","5,217,564.48","5,090,059.95","4,962,555.42","4,325,032.77","4,197,528.24","4,070,023.71","3,942,519.18","3,815,014.65","3,687,510.12","3,560,005.59","3,432,501.06","4,304,996.53","4,177,492.00","4,049,987.47","3,922,482.94","3,294,978.41","3,167,473.88","3,039,969.35","2,912,464.82",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"21,440,000.00","19,940,000.00","20,940,000.00","11,940,000.00","11,940,000.00","12,440,000.00","4,355,087.13","4,227,582.60","6,100,078.07","6,472,573.54","5,345,069.01","5,217,564.48","5,090,059.95","4,962,555.42","4,325,032.77","4,197,528.24","4,070,023.71","3,942,519.18","3,815,014.65","3,687,510.12","3,560,005.59","3,432,501.06","4,304,996.53","4,177,492.00","4,049,987.47","3,922,482.94","3,294,978.41","3,167,473.88","3,039,969.35","2,912,464.82","2,803,807.99","2,730,446.37","2,583,788.46","2,462,440.02","2,366,781.06","2,294,850.42","1,222,919.90","1,161,456.23","1,105,226.89","1,052,613.37",,,,,,,"127,841.61","127,841.61"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,"2,374.50",,,,,,,,,,,,,,,,,,,,,"28,244.57",,,
负债合计,"80,613,441.21","81,431,649.75","106,209,531.16","75,654,328.73","92,899,111.72","83,631,827.79","77,437,817.91","61,441,209.17","69,798,057.38","75,324,012.05","89,477,846.19","75,708,329.77","84,194,063.77","93,524,934.50","116,799,010.50","103,373,623.73","101,034,637.56","82,796,230.24","126,487,032.06","71,213,459.68","84,582,379.75","79,124,514.68","103,470,998.41","90,779,462.11","102,869,265.06","72,068,591.37","108,412,438.49","70,588,020.69","96,980,667.99","130,618,975.24","123,739,160.55","89,169,800.17","89,260,752.60","75,985,922.62","90,371,380.84","78,556,229.36","73,259,304.06","68,170,145.07","82,244,242.60","72,216,910.10","72,978,045.59","62,997,433.09","66,445,242.95","61,296,172.07","60,302,679.42","53,133,548.85","58,552,865.22","43,062,620.25"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"77,000,000.00","77,000,000.00","77,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00","206,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"46,378.66","46,378.66","46,378.66","83,246,882.66","83,246,882.66","83,246,882.66","83,246,882.66","83,246,882.66","83,246,882.66","83,246,882.66","83,246,882.66","83,246,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","846,882.66","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59","772,405.59"
无形资产,"6,759,694.20","6,674,972.03","6,605,215.34","6,544,686.23","6,489,503.99","6,575,460.30","6,530,630.13","6,590,433.65","6,672,844.62","6,598,004.62","6,513,135.94","6,595,066.47","6,576,343.24","6,496,129.03","6,690,131.33","6,586,412.84","6,482,694.43","6,391,198.11","6,302,146.45","6,224,177.56","6,169,436.20","6,146,042.96","20,059,035.48","19,643,289.45","77,459,376.78","76,684,645.64","75,961,627.41","75,504,048.19","74,700,085.45","73,896,122.71","73,102,501.86","72,300,590.40","71,495,906.08","70,693,752.75","69,913,914.71","69,147,032.45","68,430,620.67","67,726,063.68","67,025,251.09","66,335,425.56","65,663,830.95","12,311,169.48","11,928,915.03","11,546,746.05","11,164,748.01","10,782,749.97","10,400,751.93","10,555,003.90"
盈余公积,"475,232.35","475,232.35","2,888,687.92","2,888,687.92","2,888,687.92","2,888,687.92","5,352,644.62","5,352,644.62","5,352,644.62","5,352,644.62","8,257,315.87","8,257,315.87","8,257,315.87","8,257,315.87","12,291,098.00","12,291,098.00","12,291,098.00","12,291,098.00","13,502,324.16","13,502,324.16","13,502,324.16","13,502,324.16","17,851,132.78","17,851,132.78","17,851,132.78","17,851,132.78","21,240,116.45","21,240,116.45","21,240,116.45","21,240,116.45","22,916,196.17","22,916,196.17","22,916,196.17","22,916,196.17","24,654,970.98","24,654,970.98","24,654,970.98","24,654,970.98","25,851,240.29","25,851,240.29","25,851,240.29","25,851,240.29","25,851,240.29","25,851,240.29","25,851,240.29","25,851,240.29","25,851,240.29","25,851,240.29"
开发支出,,,,,,,"3,562,772.93","4,013,270.22","4,584,611.07","5,203,704.37","5,656,059.66","6,335,872.70","7,052,774.42","7,763,239.68","6,906,309.97","7,422,402.04","7,953,204.52","8,677,401.96","10,601,953.05","11,475,834.34","12,266,564.24","13,273,010.26",,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"12,536,848.24","17,054,119.46","25,030,052.77","29,417,587.47","24,915,158.86","29,400,292.12","37,055,387.91","38,796,616.92","34,646,730.41","48,335,222.94","51,864,420.96","60,410,576.11","39,226,128.47","53,099,924.17","57,300,618.38","66,121,840.46","64,346,999.33","75,441,486.40","79,609,640.81","83,145,441.68","82,284,024.29","96,426,229.21","96,249,751.94","98,265,202.15","96,096,815.78","104,622,853.21","110,189,263.72","111,954,024.09","109,038,647.65","112,547,840.24","112,423,219.20","115,000,180.85","119,110,963.00","119,900,370.82","118,516,981.86","121,701,586.88","126,346,340.06","130,338,592.01","125,303,475.17","123,731,623.19","124,638,544.65","134,414,266.73","133,371,206.86","132,493,759.92","135,574,646.32","135,712,900.77","134,429,040.18","131,676,664.61"
长期待摊费用,"970,000.00","1,170,000.00","2,510,000.00",,,,,,"747,500.00","698,750.00","650,000.00","601,250.00","552,500.00","1,073,524.11","1,246,790.92","1,121,416.00","996,041.08","870,666.16","3,097,363.11","2,770,382.04","2,443,400.97","2,192,985.47","2,191,919.85","1,903,271.46","1,649,078.11","1,464,031.85","1,354,616.03","1,301,860.66","1,007,956.57","708,566.32","497,008.96","409,069.15","231,144.50","5,455,065.53","5,046,585.93","4,521,856.11","4,100,665.16","3,623,924.57","3,098,028.20","2,591,930.99","2,085,833.78","1,579,736.57","1,519,735.88","977,326.25","434,916.54","419,875.49","369,891.19","313,283.38"
少数股东权益,,,,,,,,,,,,,,,,,"497,839.97","493,398.22","484,310.80","478,062.84","475,733.37","470,134.10","460,921.50","456,168.13","450,146.72","444,609.52","436,105.05","430,462.61","425,688.20",,,,,,,,,,,,,,,,,"1,234,689.78","2,239,879.39","2,217,930.73"
递延所得税资产,"102,258.30","102,258.30","178,100.54","245,289.01","442,419.03","468,662.38","659,046.03","791,910.09","850,573.55","939,746.57","1,109,870.28","1,172,823.74","1,271,170.46","1,410,371.58","1,010,507.89","949,907.35","1,086,373.13","1,069,681.77","1,060,458.28","1,054,041.89","1,123,382.55","1,086,967.75","1,010,174.30","1,079,962.87","1,115,408.35","1,193,652.99","1,018,692.90","1,137,661.43","1,156,236.15","1,219,152.30","1,100,707.31","1,224,801.17","1,251,578.38","1,250,994.27","1,373,847.58","1,450,441.22","1,305,883.82","1,212,570.92","1,209,873.83","1,245,106.17","1,077,055.58","1,015,658.05","715,090.30","776,592.17","745,460.07","689,123.13","743,971.91","737,736.81"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,682,955.16",,,,,,,,,,,,"108,258.00","216,516.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"46,494,456.74","55,283,630.51","70,204,162.47","71,254,321.71","84,565,222.86","76,554,116.85","84,061,896.51","84,404,322.20","85,296,411.90","85,055,439.92","92,378,521.27","93,470,911.81","93,596,207.43","95,577,858.30","94,484,907.72","94,100,856.76","94,462,774.59","114,358,636.22","118,868,563.67","118,792,463.89","119,139,981.53","119,919,214.56","140,127,100.85","141,831,581.29","199,885,354.18","199,702,380.27","200,124,643.68","199,255,945.88","197,311,074.64","195,931,526.35","192,709,856.10","191,330,055.22","184,617,741.39","168,082,672.14","182,030,635.08","179,613,154.17","177,065,325.53","175,067,722.01","167,633,532.51","165,440,499.17","163,345,531.16","91,583,910.13","89,972,488.86","88,160,127.18","86,697,276.64","85,896,272.92","84,921,537.96","84,314,663.11"
所有者权益(或股东权益)合计,"90,058,459.25","94,575,730.47","104,965,119.35","218,553,158.05","214,050,729.44","218,535,862.70","228,654,915.19","230,396,144.20","226,246,257.69","239,934,750.22","246,368,619.49","254,914,774.64","254,330,327.00","268,204,122.70","276,438,599.04","285,259,821.12","283,982,819.96","295,072,865.28","300,443,158.43","303,972,711.34","303,108,964.48","317,245,570.13","321,408,688.88","323,419,385.72","321,244,977.94","329,765,478.17","338,712,367.88","340,471,485.81","337,551,334.96","340,560,362.28","342,111,820.96","344,688,782.61","348,799,564.76","349,588,972.58","349,944,358.43","353,128,963.45","357,773,716.63","361,765,968.58","357,927,121.05","356,355,269.07","357,262,190.53","367,037,912.61","365,994,852.74","365,117,405.80","368,198,292.20","369,571,236.43","369,292,565.45","366,518,241.22"
