科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流入小计,,,,,,"199,423,415.15","203,250,000.00",,"4,666,465.21","326,633,286.10","324,039,102.40","19,723,502.39","75,711,354.62","127,256,940.78","65,213,660.36","25,032,966.61"
经营活动现金流出小计,"273,732,774.65","301,682,497.95","262,794,454.72","71,970,304.93","144,343,110.04","139,205,582.04","194,911,641.71","61,046,554.36","178,860,341.19","248,632,461.99","364,483,314.72","125,766,429.69","204,360,027.12","303,192,415.40","713,896,884.78","150,628,115.50"
偿还债务支付的现金,,,,,,,,,"5,000,000.00","15,316,130.96","29,977,889.46","10,000,000.00","34,712,264.30","104,640,673.30","26,000,000.00","15,009,945.70"
经营活动产生的现金流量净额,"34,142,194.78","42,678,542.43","45,259,136.57","4,379,777.82","13,899,665.59","31,224,309.85","41,647,823.08","6,857,589.19","15,784,272.48","18,543,397.29","24,702,342.37","-13,543,666.34","-21,203,467.81","-13,838,416.58","53,835,501.12","-30,509,513.10"
分配股利、利润或偿还利息支付的现金,"18,604,012.50","14,816,107.50","24,759,386.45","3,804,243.60","9,320,493.55","9,320,493.55","9,320,493.55",,"14,148,148.42","15,512,821.02","16,041,245.37","1,111,197.92","21,859,956.64","24,106,506.64","27,480,132.74","1,737,733.90"
收回投资收到的现金,,,,,,,,,"69,516,328.77","430,000,000.00",,,,,,
支付其他与筹资活动有关的现金,,,,,,,"5,043,867.91",,,"1,217,500.00","1,537,500.00","24,280.67","19,031,820.97","21,061,555.19","898,279.96","12,021,891.19"
取得投资收益收到的现金,,,,,,,,"1,450,246.57","2,147,913.24","2,756,502.66",,,,"344,875.00",,"275,080.34"
筹资活动现金流出小计,"18,604,012.50","14,816,107.50","24,759,386.45","3,804,243.60","9,320,493.55","9,320,493.55","14,364,361.46",,"19,148,148.42","32,046,451.98","47,556,634.83","11,135,478.59","75,604,041.91","149,808,735.13","54,378,412.70","28,769,570.79"
处置固定资产、无形资产和其他长期资产收回的现金净额,"471,007.57",200.00,"48,870.00",,,,,,,,"151,531.48","49,304.27","171,049.22","332,049.22","1,192,492.64",
筹资活动产生的现金流量净额,"-18,604,012.50","-14,816,107.50","-24,759,386.45","-3,804,243.60","-9,320,493.55","190,102,921.60","188,885,638.54",,"-14,481,683.21","294,586,834.12","276,482,467.57","8,588,023.80","107,312.71","-22,551,794.35","10,835,247.66","-3,736,604.18"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"244,916.42","-82,785.58","-490,959.68","-7,680.58","9,313.53","-139,452.76","-80,391.02","-26,833.85","-159,614.31","-11,605.50","37,111.98","34,156.38","56,919.64","73,873.29","-292,991.57","-21,812.03"
收到其他与投资活动有关的现金,,"5,000,000.00","5,000,000.00",,"2,350,367.00","2,000,000.00","2,239,000.00","190,000,000.00","190,483,671.23",,"365,913,407.33","193,310.54","1,205,594.00","4,867.15","1,606,237.32",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"471,007.57","5,000,200.00","5,048,870.00",,"2,350,367.00","2,000,000.00","2,239,000.00","191,450,246.57","262,147,913.24","432,756,502.66","366,064,938.81","242,614.81","1,376,643.22","681,791.37","2,798,729.96","275,080.34"
五、现金及现金等价物净增加额,"-2,524,541.52","2,731,268.52","-19,705,457.25","-842,017.39","3,916,125.13","214,966,149.55","86,418,791.11","51,493,154.39","-4,362,652.97","161,283,866.32","46,983,227.66","-11,643,952.60","-70,031,091.75","-63,691,885.32","-32,768,336.65","-36,810,625.90"
购建固定资产、无形资产和其他长期资产支付的现金,"18,778,647.79","25,570,580.83","44,763,117.69","1,409,871.03","3,022,727.44","8,221,629.14","26,273,279.49","6,787,847.52","7,653,461.17","10,591,184.89","28,947,437.37","6,756,763.47","20,152,604.50","25,935,041.07","42,499,884.70","1,815,826.60"
期初现金及现金等价物余额,"50,720,707.79","48,196,166.27","50,927,434.79","31,221,977.54","31,221,977.54","31,221,977.54","31,221,977.54","117,640,768.65","122,276,284.85","122,375,571.68","117,640,768.65","164,623,996.31","164,623,996.31","164,623,996.31","164,623,996.31","144,533,962.96"
投资支付的现金,,,,,,,,,"120,000,000.00","574,000,077.36",,"207,323.14","207,323.14","2,107,323.14",,
期末现金及现金等价物余额,"48,196,166.27","50,927,434.79","31,221,977.54","30,379,960.15","35,138,102.67","246,188,127.09","117,640,768.65","169,133,923.04","117,913,631.88","283,659,438.00","164,623,996.31","152,980,043.71","94,592,904.56","100,932,110.99","131,855,659.66","107,723,337.06"
