科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"1,691,741,017.11","1,099,042,981.50","3,445,302,986.85","2,510,694,476.52","6,217,624,027.79","7,288,186,407.12","8,021,062,573.64","4,449,995,745.41","5,373,712,377.75","5,776,223,098.20","10,285,589,919.79","9,638,644,246.82","8,625,789,729.44","9,412,099,485.07","12,966,817,171.15","13,631,399,765.56","14,072,057,051.44","15,611,008,720.71","17,762,697,344.60","18,638,387,570.90","17,446,172,953.63","19,032,061,647.50","18,820,415,655.53","20,616,228,441.72","18,345,355,327.30","17,619,241,716.63","18,266,572,658.46","18,609,949,221.67","18,319,047,981.30","17,312,293,709.87","16,834,708,268.98","17,033,919,257.24","19,560,038,610.51","17,902,603,997.26","17,456,142,988.14","15,001,166,057.60","18,017,289,129.00","20,431,149,868.16","21,041,819,200.97","21,564,986,458.13","21,082,762,225.39","20,331,391,683.07","33,340,536,579.30","27,406,030,533.77"
短期借款,"760,000,000.00","888,275,000.00","1,343,275,000.00","1,943,275,000.00","3,503,275,000.00","3,013,275,000.00","2,353,675,000.00","1,483,675,000.00","523,675,000.00","523,675,000.00","353,275,000.00","853,275,000.00","853,275,000.00","953,275,000.00","153,275,000.00","200,000,000.00","300,000,000.00","2,377,418,888.98","2,365,509,401.02","2,279,446,546.81","3,078,912,381.13","1,396,037,204.43","3,576,565,249.51","2,835,490,749.13","3,122,810,315.26","3,312,047,345.02","2,710,896,996.45","2,736,310,901.31","5,380,410,874.86","4,976,367,381.55","4,660,635,337.05","2,984,799,876.31","3,422,449,237.26","2,979,318,106.56","2,709,548,683.20","1,582,932,882.43","736,902,431.14","636,097,345.26","692,917,670.41","861,368,165.77","673,475,274.91","2,405,316,886.83","2,737,881,529.92","2,350,969,617.41"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"4,384,825.27","4,384,825.27","4,384,825.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000.00","1,500,000.00",,,,,,,,,
应付票据,,,,,,,,,"300,000,000.00","300,000,000.00",,,,,,,,,,,,,"78,377,495.75","78,377,495.75","314,972.18","314,972.18","314,972.18","314,972.18",,"106,456,261.57","331,799,742.04","448,030,258.52","332,448,006.01","422,140,561.18","928,017,792.43","569,085,015.02","277,092,247.83","134,202,687.81","200,210,475.92","12,291,671.40","2,291,671.40","104,488,997.98","104,488,997.98",
应收账款,"3,775,832.14","114,960.33","452,682.65","6,964,045.38","6,536,973.53","6,832,014.80","6,112,815.92","10,821,042.45","13,218,263.11","13,117,026.80","13,672,103.57","11,369,744.54","13,464,748.31","11,971,501.10","8,957,878.74","12,394,023.56","10,249,734.92","8,989,375.76","6,354,796.83","3,252,105.93","1,641,228.13","1,320,701.95","9,157,638.25","4,246,750.80","9,190,053.87","6,844,535.00","5,159,015.35","9,863,274.33","9,482,765.08","4,419,917.22","7,603,904.56","20,944,015.23","13,324,704.51","17,674,493.91","18,320,377.36","74,942,919.80","65,745,504.09","98,394,718.62","55,676,203.51","61,154,986.63","67,835,344.52","69,752,866.05","66,182,099.20","62,107,124.92"
应付账款,"469,464,910.36","550,217,382.23","549,721,138.03","1,414,993,688.43","1,073,342,360.93","830,750,040.31","875,954,913.79","2,145,912,704.45","1,432,361,313.68","1,417,857,799.93","1,183,640,825.83","2,879,036,206.52","2,044,133,457.85","2,101,525,941.13","1,799,451,113.27","2,953,289,556.30","1,922,763,043.72","1,854,465,433.69","1,885,385,503.91","5,785,707,445.44","4,213,958,347.26","4,233,078,028.00","4,276,933,593.41","9,073,596,280.85","6,876,019,974.11","6,574,274,798.05","6,353,908,378.15","10,081,654,234.82","7,535,033,033.42","7,678,804,721.36","7,435,184,071.12","11,941,452,977.72","8,713,704,194.04","8,595,361,756.36","8,879,517,822.87","12,263,066,476.64","9,151,736,748.23","9,177,275,226.75","8,444,986,751.05","13,394,774,936.84","11,351,900,795.66","10,152,626,267.17","9,601,773,667.11","9,954,085,901.55"
预付款项,"222,825,584.31","81,250,180.80","87,572,680.80","2,166,656,083.81","980,724,592.97","537,618,510.42","368,137,291.84","346,016,080.09","345,845,812.92","366,781,165.20","401,788,246.06","1,750,867,180.56","3,401,460,705.40","598,555,396.11","43,664,844.75","8,882,056,601.41","5,118,721,773.52","753,967,172.91","520,075,062.76","795,979,252.15","648,820,280.96","509,502,995.35","667,215,808.16","796,294,482.89","628,562,121.99","2,881,883,563.67","3,066,718,700.50","822,686,154.09","711,644,362.43","587,119,011.76","474,615,320.25","687,235,823.29","1,194,736,610.22","516,114,861.40","464,578,490.41","1,696,522,937.08","1,519,572,552.05","453,613,836.96","1,241,788,078.02","3,871,387,617.25","1,727,816,282.53","3,002,068,024.01","2,241,257,920.52","3,469,476,069.23"
预收款项,"2,441,044,234.09","4,053,484,988.53","5,130,592,338.65","3,793,158,808.26","5,367,585,663.36","6,594,059,254.14","7,268,972,991.79","5,381,127,145.18","6,889,793,631.36","10,090,529,053.00","14,497,684,161.32","12,360,340,043.05","8,254,379,383.45","10,457,622,370.16","16,385,738,526.03","18,869,965,079.82","22,361,265,523.25","25,494,138,953.16","31,531,516,933.81","23,213,776,291.64","26,573,535,747.04","29,901,027,621.49","33,782,987,010.30","24,490,339,204.35","28,503,509,261.73","34,236,455,068.80","36,409,780,489.15","30,276,042,182.49","34,752,785,912.10","36,669,862,629.33","37,797,772,798.22","18,191,467,761.09","21,223,320,444.19","25,634,619,172.34","27,998,070,661.63","25,172,475,849.23","29,295,819,484.23","34,890,455,320.52","36,869,913,077.14","27,485,605,543.53","34,416,937,685.07","45,676,520,866.09","55,860,798,895.23","57,948,241,014.05"
