科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"817,310,207.32","1,007,928,646.98","1,092,303,512.03","680,654,145.54","1,037,473,568.63","1,508,293,049.07","367,136,844.40","679,605,687.30","1,130,563,164.30","1,624,938,474.18","292,791,562.75","852,154,771.85","1,196,036,654.79","1,546,523,502.92","254,696,404.94","541,738,873.80","815,990,901.86","1,276,886,108.95","283,669,070.37","603,955,147.24","947,017,370.86","1,362,594,205.25","302,482,275.41","621,037,329.66","937,620,512.27","1,173,053,896.65","208,520,278.76","475,804,452.02","757,406,616.87","991,238,002.35","166,559,620.38","523,300,464.83","992,177,950.19","1,349,166,339.64","499,106,976.56"
取得子公司及其他营业单位支付的现金净额,,,,,,"4,288,985.54",,"346,400,000.00","326,400,000.00","325,727,444.19",,,,,,,,"8,996,652.41",,,,,,,,,,,,,,,,,
收到的税费返还,,"193,060.97","260,002.06",,,"210,005.45",,"1,941,599.01","1,941,599.01","210,000.00",,,"410,000.00","472,536.43",,,"430,000.00","430,000.00",,,"190,000.00","3,236,311.61",,,,"2,349,466.42","3,068.60","868,027.19","989,756.21","1,489,777.11","547,370.67","547,370.67","929,248.88","855,548.27","295,014.64"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"14,700,000.00","100,000,000.00","500,000,000.00","750,000,000.00","750,000,000.00","500,000,000.00","523,000,000.00","1,010,050,000.00","1,541,050,000.00","702,200,000.00","1,024,740,000.00","1,452,040,000.00","1,986,040,000.00","264,500,170.00","517,000,000.00","733,550,000.00","1,236,400,000.00",,"4,552,135.49","5,052,135.49","105,200,000.00","316,000,000.00"
收到其他与经营活动有关的现金,"83,280,233.69","25,269,252.22","3,700,015.69","2,614,416.18","29,651,389.54","53,873,211.16","22,296,164.88","48,709,728.01","73,830,979.09","97,024,872.34","36,019,494.55","109,865,948.19","133,513,749.97","164,198,507.79","17,452,830.98","55,738,351.36","81,122,775.62","123,684,912.60","15,459,856.22","96,531,831.93","131,237,715.24","70,298,285.96","32,236,110.06","96,892,898.72","300,871,483.50","20,122,197.25","25,886,282.50","34,587,717.27","75,577,141.07","38,624,037.01","15,211,097.05","39,825,311.80","91,197,268.47","14,044,898.51","38,938,189.39"
投资活动现金流出小计,"125,692,295.06","81,340,034.24","36,196,433.82","32,995,464.51","74,393,261.97","43,583,238.86","42,547,949.87","407,337,062.75","429,770,212.70","517,691,455.08","43,514,684.26","134,149,032.38","278,861,541.05","282,553,364.12","121,975,083.54","572,038,805.99","891,917,654.31","894,876,127.99","512,178,125.93","555,385,674.99","1,061,479,474.93","1,594,754,713.12","705,685,037.78","1,042,078,357.73","1,473,333,013.40","2,005,650,521.99","269,948,397.70","529,215,684.45","748,378,077.15","1,249,940,254.71","997,251.00","6,075,533.50","7,180,813.80","109,839,387.66","320,057,769.14"
经营活动现金流入小计,"900,590,441.01","1,033,390,960.17","1,096,263,529.78","683,268,561.72","1,067,124,958.17","1,562,376,265.68","389,433,009.28","730,257,014.32","1,206,335,742.40","1,722,173,346.52","328,811,057.30","962,020,720.04","1,329,960,404.76","1,711,194,547.14","272,149,235.92","597,477,225.16","897,543,677.48","1,401,001,021.55","299,128,926.59","700,486,979.17","1,078,445,086.10","1,436,128,802.82","334,718,385.47","717,930,228.38","1,238,491,995.77","1,195,525,560.32","234,409,629.86","511,260,196.48","833,973,514.15","1,031,351,816.47","182,318,088.10","563,673,147.30","1,084,304,467.54","1,364,066,786.42","538,340,180.59"
投资活动产生的现金流量净额,"-79,045,447.57","-58,901,342.24","-18,553,772.21","-30,640,767.98","-72,038,565.44","-41,198,542.33","-42,166,616.53","-406,717,270.81","-429,150,420.76","-517,067,863.14","-43,469,684.26","-133,904,032.38","-138,876,036.96","-142,453,764.12","-91,958,763.54","-240,937,828.45","-253,840,597.29","-100,071,673.71","-510,403,042.59","-202,095,523.16","-104,696,538.12","-324,170,813.14","280,550,007.45","274,488,375.16","281,067,843.72","219,399,534.02","63,891,559.86","-131,882.92","-73,456,480.72","11,696,105.80","99,577,329.81","117,646,646.12","149,296,159.46","257,224,511.76","-55,244,020.19"
购买商品、接受劳务支付的现金,"699,206,322.98","778,728,216.65","778,916,512.39","551,638,709.59","830,408,561.23","1,202,320,914.17","481,619,284.85","734,886,237.43","1,119,166,007.80","1,530,451,453.81","215,631,859.52","652,118,445.31","925,382,008.07","1,212,544,503.75","169,911,467.05","367,425,748.96","556,962,455.38","903,982,863.02","198,744,076.72","394,744,467.55","636,021,811.82","939,084,207.73","150,139,234.42","329,129,381.16","540,624,470.07","584,297,828.05","145,046,830.81","311,774,216.95","463,887,149.01","601,910,329.24","117,989,796.29","302,038,808.48","620,569,614.96","874,426,889.50","307,621,614.30"
吸收投资收到的现金,"8,000,000.00","56,000,000.00",,,,"1,259,280,000.00",,"70,000,000.00","9,000,000.00","9,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"49,279,449.47","71,702,988.15","89,643,176.75","46,716,511.83","75,790,968.38","103,008,848.21","32,237,526.66","59,477,540.02","104,039,547.90","154,762,721.56","27,674,663.83","76,448,387.12","112,446,097.64","163,171,786.49","40,635,541.01","80,649,516.55","121,707,264.81","163,408,347.33","46,019,777.92","103,416,640.04","153,689,598.09","185,573,390.25","42,450,840.07","81,769,746.41","120,467,099.41","161,243,842.33","32,493,968.11","62,689,089.34","90,326,000.78","138,769,877.78","29,847,503.08","62,406,376.61","102,739,340.40","149,621,116.32","46,178,626.32"
取得借款收到的现金,"325,600,000.00","262,200,000.00","262,000,000.00","273,000,000.00","335,000,000.00","438,000,000.00","5,800,000.00","268,841,910.00","295,841,910.00","533,141,910.00","50,000,000.00","252,110,000.00","314,290,000.00","542,066,572.00","171,000,000.00","228,800,000.00","235,137,000.00","346,000,000.00","95,913,864.44","288,613,864.44","274,593,664.44","746,071,379.44","151,000,000.00","348,320,000.00","578,059,200.00","1,003,889,200.00","64,000,000.00","125,100,000.00","240,100,000.00","446,999,800.00","4,870,000.00","14,870,000.00","14,870,000.00","104,870,000.00",
支付的各项税费,"47,015,795.15","58,299,428.59","96,638,350.99","37,534,050.38","65,062,587.58","101,132,452.65","13,996,861.04","42,594,838.45","61,807,770.43","81,751,267.28","11,310,689.06","36,647,904.57","57,761,606.38","101,363,030.30","32,424,014.53","61,313,732.60","81,436,372.92","105,685,827.67","23,244,249.88","42,061,202.60","70,149,758.98","90,622,439.48","17,230,765.49","59,819,107.49","91,021,197.62","123,429,763.55","10,025,406.88","46,578,274.84","58,114,134.96","70,184,043.87","16,835,332.01","36,134,596.32","53,289,561.07","79,405,395.34","42,607,185.55"
收到其他与筹资活动有关的现金,"19,009,592.87",,"21,195,507.59","39,227,228.50",1.42,,,,"1,000,000.00",,"5,021,888.13","7,021,888.13","7,021,888.13",,,"5,590,000.00",,,,,"348,600,000.00",,,"10,000,000.00","33,104,775.87","14,176,805.56","29,392,500.00","144,392,500.00","148,792,500.00","107,255,169.21","5,277,500.00","5,277,500.00","5,277,500.00","2,258,513.00","1,929,600.00"
支付其他与经营活动有关的现金,"80,199,873.62","58,606,598.48","67,970,580.39","41,550,610.14","83,552,631.53","117,339,965.35","55,566,563.63","169,881,750.47","188,156,267.19","214,028,193.24","79,096,804.83","127,485,785.84","205,670,305.54","197,113,886.11","87,482,204.51","174,142,700.14","241,081,070.56","284,873,694.58","81,427,986.66","196,539,649.72","245,656,117.88","234,611,005.07","46,526,140.85","97,332,192.34","256,804,713.44","226,315,681.70","27,477,323.51","58,975,672.18","111,858,738.73","81,410,498.85","60,849,475.18","94,226,282.02","179,472,343.82","104,129,419.74","68,209,848.58"
筹资活动现金流入小计,"352,609,592.87","318,200,000.00","283,195,507.59","312,227,228.50","335,000,001.42","1,697,280,000.00","5,800,000.00","338,841,910.00","305,841,910.00","542,141,910.00","55,021,888.13","259,131,888.13","321,311,888.13","542,066,572.00","171,000,000.00","582,990,000.00","585,737,000.00","694,600,000.00","444,513,864.44","637,213,864.44","623,193,664.44","1,094,671,379.44","151,000,000.00","358,320,000.00","611,163,975.87","1,018,066,005.56","93,392,500.00","269,492,500.00","388,892,500.00","554,254,969.21","10,147,500.00","20,147,500.00","20,147,500.00","107,128,513.00","1,929,600.00"
